timestamp,id,type,path,notes
2026-06-23T20:04:48+02:00,"TR2_PREWRITE_OFF","static","/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_prewrite_verify_20260623/static_TR2_PREWRITE_OFF_BSF66F_30s_20260623_200342","duration_s=30; targets=BSF66F; cir=off; rc=0"
