row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L11:I0:T6,simulate_imu_prior,0.6384805059933569,,,,
R4:L11:I0:T6,cpu_golden,20.52184365800349,,,,
R4:L11:I0:T6,torch_gpu,2.2134812680014875,0,1,2.2134812680014875,2.2134812680014875
R4:L11:I0:T8,simulate_imu_prior,0.6193789999961155,,,,
R4:L11:I0:T8,cpu_golden,20.89696918799018,,,,
R4:L11:I0:T8,torch_gpu,2.001965231000213,0,1,2.001965231000213,2.001965231000213
R4:L11:I1:T6,simulate_imu_prior,0.5452250539965462,,,,
R4:L11:I1:T6,cpu_golden,21.053794375999132,,,,
R4:L11:I1:T6,torch_gpu,2.1017678619973594,0,1,2.1017678619973594,2.1017678619973594
R4:L11:I1:T8,simulate_imu_prior,0.5713289359991904,,,,
R4:L11:I1:T8,cpu_golden,20.747573514003307,,,,
R4:L11:I1:T8,torch_gpu,2.1323198689933633,0,1,2.1323198689933633,2.1323198689933633
