host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
72.177,1777921359.697005,10817712,24035,H,7,0xa107,0xb101,0xe1,14929,7,1586,118,4815,20
76.477,1777921363.996731,10822012,24036,H,7,0xa107,0xb101,0xe1,14944,7,1697,122,6923,20
81.177,1777921368.696451,10826712,24037,H,7,0xa107,0xb101,0xe1,15827,7,1653,117,6090,20
105.863,1777921393.383121,10851400,24038,H,7,0xa107,0xb101,0xe1,15585,7,1799,123,6139,20
107.276,1777921394.795631,10852800,24039,H,7,0xa107,0xb101,0xe1,14658,7,1692,123,4767,20
107.363,1777921394.882876,10852901,24040,H,7,0xa107,0xb101,0xe1,12399,6,352,61,2893,20
109.262,1777921396.782234,10854800,24041,H,7,0xa107,0xb101,0xe1,14670,7,1721,124,6545,20
111.462,1777921398.982034,10857000,24042,H,7,0xa107,0xb101,0xe1,15410,7,1665,119,4858,20
115.762,1777921403.281683,10861300,24043,H,7,0xa107,0xb101,0xe1,15447,7,1641,118,6582,20
120.662,1777921408.181320,10866200,24044,H,7,0xa107,0xb101,0xe1,14779,7,1570,118,6270,20
125.361,1777921412.881028,10870900,24045,H,7,0xa107,0xb101,0xe1,15783,7,1734,120,6147,20
129.661,1777921417.180728,10875200,24046,H,7,0xa107,0xb101,0xe1,16077,7,1886,124,5510,20
134.661,1777921422.180410,10880200,24047,H,7,0xa107,0xb101,0xe1,14988,7,1702,122,6421,20
