layout,C_none,C_V4,C_V5,C_Vicon_cm
L_Vicon,465.6319374645428,374.76836599620646,163.2287784075815,188.17939024131888
L_V4,211.3825511931235,129.3271311540153,-10.569472962494112,7.827809459353416
L_V5,451.52931214330994,395.8605516284726,196.4196482751764,214.5670756785029
