layout_source,correction_source,correction_detail,d_tag_mm,n_positions,n_frames,frames_input_total,median_3d_mm,p75_3d_mm,p95_3d_mm,rmse_3d_mm,median_horiz_mm,rmse_horiz_mm,median_vert_mm,rmse_vert_mm,signed_vertical_slope_mm_per_m,signed_vertical_slope_r2,fail_rate,residual_rms_median_mm,d3_std_median_mm,distance_to_centroid_slope_mm_per_m,distance_to_centroid_slope_r2
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,28.0,24,28818,28818,73.94976259040897,124.87842139662506,175.48750052964817,100.68909853947866,35.55791645118847,44.79518832127324,61.20864487569452,90.17585967405307,119.76790479979861,0.6404757645217678,0.0,81.3884576914229,60.740788813195294,109.57905682910764,0.33494248995553955
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,30.0,24,28818,28818,72.64338188634468,121.97011351627722,173.8190170034415,98.56290789384715,35.28766138996366,44.36900877874073,61.03288845021609,88.01157805927028,115.15619833806126,0.6239134052200588,0.0,81.36574015585225,60.85149853334329,105.38829653272005,0.3243023914939872
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,32.0,24,28818,28818,70.59580628314797,118.95849148354404,172.20058441557356,96.50871801321796,35.170229007280085,43.97275064489043,59.88852635804335,85.90884618755572,110.58522253784488,0.6062326674723866,0.0,81.34073730084664,60.675623127894454,101.22552200167591,0.31322170710717323
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,34.0,24,28818,28818,69.55526997991569,115.53422676838797,170.62312999854683,94.52963132171983,35.04413010562154,43.60775475433663,58.89810247416544,83.87022667851748,106.055599507847,0.5873907766178825,0.0,81.31508619587441,60.44697368548132,97.08895826360123,0.3016126129214377
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,36.0,24,28818,28818,68.03851576726623,112.07817698441819,169.0935827930976,92.63003656942762,35.507855719477035,43.27670069111813,56.66225101696229,81.89902839560962,101.56725501962777,0.567338287133559,0.0,81.35949459685094,60.27507423130841,92.97088869485438,0.28936273884097385
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,38.0,24,28818,28818,66.99939704676042,108.26375911005519,167.61763731744867,90.81356321668126,35.32188766686494,42.981520808722344,56.057362732361184,79.99807580860639,97.12383346698343,0.5460881299660801,0.0,81.43788163854558,60.150258935921094,88.87254344255392,0.27642126444565107
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,40.0,24,28818,28818,66.01035674431112,104.41762166412252,166.18881037257242,89.08448882801478,35.00932784900714,42.72323407266215,55.00296152499675,78.17142329599231,92.72715487449693,0.5236243389533137,0.0,81.50757192971992,60.085459068850966,84.79633346711852,0.26277579389384054
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,42.0,24,28818,28818,65.06435945965306,100.53461529132703,164.79479083900378,87.4405932217455,34.69918332629749,42.501074522977426,52.83398413126531,76.41672596600226,88.37283408804838,0.49995828081961735,0.0,81.50475627293847,60.07313703459717,80.74387595049852,0.2484493984517291
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,44.0,24,28818,28818,64.16478174088873,96.62525470025886,163.4380307390896,85.88671608846388,34.43662621065858,42.314673379489534,51.66508869427173,74.73952379596435,84.06272620516238,0.47510021573626204,0.0,81.42625630743503,60.11772149132473,76.71657117872498,0.23347728350365238
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,46.0,24,28818,28818,63.305363797958705,92.68753956540652,162.11738919251675,84.42187249396395,33.92895426158972,42.16297595347343,50.877878043400756,73.13915513686173,79.79669255553088,0.4491205445260138,0.0,81.3924326983801,60.21374335231859,72.71438253422355,0.2179072187395148
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,48.0,24,28818,28818,63.993704858736635,88.73585249883972,160.83275315514612,83.04827299418629,33.343473845920876,42.045923525926995,51.28248664131195,71.61812593309595,75.57258857326919,0.42207180352509055,0.0,81.36015216403425,60.35441263312195,68.73185854572738,0.20180046679183883
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,50.0,24,28818,28818,63.194132074515615,87.0851940481807,159.5837363607682,81.76871018329045,32.547897532918086,41.96346713262045,52.235838333245056,70.17969358189326,71.39211122632052,0.3940717269875732,0.0,81.33452700738435,60.52499315208921,64.76448276782789,0.1852316576347226
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,52.0,24,28818,28818,62.21507628513818,84.71065751114558,158.37084688623088,80.58457676218771,32.51419499231804,41.91580453956968,52.7077885002052,68.8254265641813,67.25647116513137,0.3652840098766116,0.0,81.72849129756005,60.737491561533794,60.817388312501315,0.16836971211081886
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,54.0,24,28818,28818,61.347538061853996,85.55634530005472,157.1872432638306,79.49682354625952,32.54002718835977,41.90263410446816,50.75885424009664,67.55674806451377,63.16243918847776,0.33586354692619724,0.0,82.13069510998761,60.99654502478759,56.88374225748243,0.15134726309354507
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,56.0,24,28818,28818,59.97139842846761,85.94239486968303,156.02726356108235,78.50598238666326,32.43159125952961,41.92222563669785,50.544267888823356,66.37556981420857,59.10810057484905,0.30599771128739217,0.0,82.4204651294813,61.294470442714506,52.96504968944393,0.1343685108963153
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,58.0,24,28818,28818,60.44361018821802,86.31000695367246,154.00309333361366,77.61039499233605,32.33944573218615,41.97256999542689,50.30937517348865,65.28151942813075,55.09175135224773,0.275940355200902,0.0,82.77099990659224,61.62981125131877,49.06645527265809,0.11767240534464585
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,60.0,24,28818,28818,60.59178299121576,84.8081050534388,150.99337486877363,76.81389344825654,32.18510609904724,42.052455292554505,48.45654272896439,64.2803642689415,51.115963983438526,0.24595320970591728,0.0,83.16069255203821,61.627638996752324,45.18304385563468,0.10142969559241088
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,62.0,24,28818,28818,59.19810670775021,82.59883112163733,148.04715038325529,76.11656602990092,31.19345942758837,42.161864035451515,46.663032659239335,63.3727768465322,47.177399448680404,0.21632922005833943,0.0,83.54797911372931,61.65216544714694,41.3088371777083,0.08584753312048932
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,64.0,24,28818,28818,57.12972749612483,81.85396090669933,145.16287917769466,75.51419931790454,30.19332803147812,42.29913294718741,45.012265223577174,62.55539665400882,43.273016406140265,0.1874042594702897,0.0,83.9185384048089,61.705629039868626,37.45397808954077,0.07118207972212087
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,66.0,24,28818,28818,54.78325081877736,80.96216180101878,142.34712997971445,75.0079859305216,29.18227823328352,42.46361572195866,44.593876719957734,61.830730977169836,39.40165468049095,0.1595058730595862,0.0,84.39389781203249,61.57213563469459,33.61101397551538,0.057594384410492916
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,68.0,24,28818,28818,52.7722163379996,80.11051202802378,139.59375666876088,74.59766553647609,28.893622232828676,42.65388391584758,43.41976701066888,61.20014616310446,35.56338692838905,0.13297917770525647,0.0,84.86380830924486,61.1827934605419,29.776470826416816,0.045245908403663715
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,70.0,24,28818,28818,52.9329343573245,79.58876680040913,136.9064327627995,74.28269244330687,28.655711570371277,42.868402686589064,41.352883594887416,60.66480402776691,31.75992929534436,0.10817684577826359,0.0,85.44429705105344,60.8009435836284,25.954964394059353,0.03428564022241498
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,72.0,24,28818,28818,54.078631688007384,81.88119762645434,134.28969806404777,74.06323326189252,28.42977952420598,43.10802841628096,39.474082592425304,60.22508121427995,27.987129239664494,0.08539552623328828,0.0,85.99205632086793,60.431325944820955,22.145960221879793,0.02480888536666781
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,74.0,24,28818,28818,55.32290877329879,84.1704949719038,131.7493517969597,73.93867461094052,28.325745870106065,43.37191686167943,37.64749851494574,59.88158674389071,24.245312324608115,0.06492378659589204,0.0,86.57176297776385,60.07261938109573,18.35697933593308,0.01688816654748404
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,76.0,24,28818,28818,56.66462669702086,86.45608174835677,129.37548365257413,73.90646900407455,28.892792651681816,43.65876963323645,37.75629837384429,59.63286002500821,20.53401796783016,0.04701311494853899,0.0,87.114553891441,59.925482466853914,14.585958440334668,0.010532405879805196
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,78.0,24,28818,28818,57.14325979568457,88.73894307738962,127.40195650051687,73.96645022912308,30.206210930835674,43.96825004508655,38.343130068372716,59.47964986001589,16.849898697763365,0.031846350579057714,0.0,87.71243302519281,59.83410834359293,10.825949505044479,0.0057159817040369765
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,80.0,24,28818,28818,57.72256177207238,91.02412663330625,125.47298917488418,74.1175415237408,31.513821944641336,44.3001554527895,39.01198721000446,59.4214286969114,13.1886766439465,0.01955879108341152,0.0,88.24330045512096,59.749717051503524,7.073698535652879,0.0023983047289128923
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,82.0,24,28818,28818,58.43796259177116,93.30855247578067,123.5924702244604,74.3574307330694,32.807507770374805,44.657045002432476,39.776060255640914,59.453980832858754,9.554358980769544,0.010255955620708135,0.0,88.72808288153716,59.75130958622459,3.343260824304713,0.0005254549879274428
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,84.0,24,28818,28818,59.2835292406986,95.59689591803111,121.87585608612096,74.68785530441615,34.09714854785482,45.03923763100712,40.64013717933483,59.57971805565275,5.946119007280389,0.003955363518928001,0.0,89.24344547872893,60.02681695674022,-0.3525911725147229,5.721365797572986e-06
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,86.0,24,28818,28818,60.35970205755291,97.84646386213531,122.65282820492452,75.10872977737475,34.73920530024002,45.44770916460756,41.61238340389127,59.798219208099724,2.3641394892308707,0.0006205366097185028,0.0,89.77314710191638,59.83841534573632,-3.979153748369456,0.0007123765364878132
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,88.0,24,28818,28818,60.83391142585211,99.6192068510689,123.40542243113576,75.62083783732254,34.632031262063805,45.88561651424253,42.6836634941352,60.10841299124861,-1.1910877723723403,0.0001558069480488422,0.0,90.38326749373263,59.96987344890715,-7.4789971823150205,0.002459506311365267
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,90.0,24,28818,28818,61.382749845781,101.13317696023186,124.12314025704414,76.22021872760038,34.48926420781384,46.35260196274311,43.84356068880891,60.50585123908884,-4.719867366773461,0.002412681696746022,0.0,90.91390951596311,59.75060325143221,-10.716465485886719,0.004945676483407713
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,92.0,24,28818,28818,62.01065744431985,102.665989159661,125.18691003710425,76.90376152650663,34.313213105120624,46.84804420479858,45.094968226679725,60.98728794684215,-8.227765314197692,0.0072096257000261454,0.0,91.55995507428231,59.543696138817495,-13.480912440452364,0.007709528798666487
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,94.0,24,28818,28818,62.724034079955885,104.2229798207459,126.48851182999285,77.67269848298231,34.106501945222334,47.375044003098346,46.43075460824048,61.55203729636233,-11.713041222802046,0.014328281766464612,0.0,92.17901981619586,59.38254325123195,-15.705996001122914,0.010382046798610434
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,96.0,24,28818,28818,63.521841361704304,105.69747155974324,127.77592073969599,78.52559837977935,33.88393150991071,47.933810520601476,46.2725129300735,62.19822674222699,-15.175416886570394,0.02352363676148661,0.0,92.75024616119859,59.29356542315023,-17.497503881142947,0.012889087483671346
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,98.0,24,28818,28818,65.17412555440768,105.58974537378657,129.03535074543137,79.45785357076299,33.6461931628961,48.525909873869345,46.869703113785675,62.918888777424556,-18.612626673165007,0.03453117379523041,0.0,93.28320578904052,59.25599878614693,-18.918041941704054,0.015275068149535498
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,100.0,24,28818,28818,66.84814191579088,104.75176606529057,130.25715025177985,80.4655621715199,33.39817684227346,49.15088259877704,48.45512480793806,63.70947680949807,-22.02460506504986,0.047087705270240976,0.0,93.89508389029716,59.25418473395499,-20.145876076829705,0.017679062971314607
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,102.0,24,28818,28818,68.22512865711096,103.94054213329804,131.4426220103823,81.54408474224162,33.770935607463855,49.807743620394035,50.05583126294326,64.56490092840677,-25.41102451572771,0.06093440122970739,0.0,94.4644544189324,59.26848030798266,-21.293772040748518,0.020183996337597154
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,104.0,24,28818,28818,69.69482609571111,102.6885806031585,132.58598247101395,82.6919730747753,34.292035126878346,50.49905983241476,51.68523272876925,65.48135129211643,-28.773594557655073,0.07583442586386502,0.0,95.45995038494388,59.30059189345752,-22.40101580093253,0.022826825117481797
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,106.0,24,28818,28818,71.25925068272873,102.86396838279026,133.70162918565572,83.90991820946658,34.84821592701563,51.22691698324597,52.61288940858813,66.45808717011795,-32.113471292029764,0.09155595088168555,0.0,96.65413950412454,59.360789942512966,-23.51220213959792,0.025677974528845016
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,108.0,24,28818,28818,72.91475685609484,103.77415739158154,134.78130107178112,85.1936824780896,35.43656486645381,51.99060293853763,51.797623653277554,67.49030108293245,-35.433774091306724,0.10791097312758335,0.0,97.92652741926844,59.44870225416194,-24.624635968672703,0.02873048543459067
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,110.0,24,28818,28818,74.66641861834364,104.43634487907096,135.81523952155544,86.53951963512793,36.06013564900694,52.79111825933768,51.00102260644465,68.57248932047979,-38.735941268193244,0.12472867037914481,0.0,99.21707187528848,59.56922520084083,-25.74261444441701,0.03199258298916752
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,112.0,24,28818,28818,76.49375361672436,105.16865355551163,137.22191302786499,87.94304992092133,36.712817440857684,53.62650350848409,50.87504607666904,69.70063235615733,-42.02100564173969,0.1418537889828595,0.0,100.49909227328749,59.71638653528795,-26.876316676461315,0.0354944966141002
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,114.0,24,28818,28818,78.39264485367792,105.97255702013362,139.57648400403755,89.3995536434727,37.387328602434835,54.494182784884075,52.24217241931342,70.87075725755864,-45.282884072670704,0.15910680248791798,0.0,101.85458093775497,59.89165170304115,-28.026468333467417,0.03924123210949415
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,116.0,24,28818,28818,80.36011083710747,106.84561419086143,141.93889768629012,90.90740012703984,38.08174233129155,55.39558232901443,52.00221658101636,72.0797118216153,-48.52274924330401,0.17636562791718724,0.0,103.24586611563451,60.151792641447635,-29.194567532952615,0.04324275310152348
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,118.0,24,28818,28818,82.19530097176647,107.7901679507052,143.10071383937682,92.46353136456614,38.802942475904274,56.330663166449085,51.082879990163335,73.32367298242883,-51.74152254245283,0.19353784961931375,0.0,104.62284598251289,60.4874053670422,-30.392976776573978,0.04754126978807305
L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,120.0,24,28818,28818,83.8848170157514,109.4182589330926,144.16063357618717,94.06698847759856,39.54811439032336,57.30198323716823,50.13933105348518,74.59947076442265,-54.94319467321294,0.21056904297599743,0.0,106.02816246126757,60.850793932625876,-31.60834927454685,0.05210604548112663
L_V4,C_V4,L_V4 with C_V4,0.0,24,28818,28818,72.68777814128809,135.06492827081772,171.49830647240591,109.84334268175988,37.42080435546383,47.941698612999275,61.87012199532967,98.82891006989237,129.3271311540153,0.6259907796910889,0.0,79.59724289805987,67.05790078238728,130.58531477712697,0.32659299811848086
L_V4,C_V4,L_V4 with C_V4,2.0,24,28818,28818,71.52948627887287,131.83688213549493,167.06881227377286,107.49498751761026,37.337960157069055,47.22218494067937,62.41430103050061,96.56726977003886,124.80652012252219,0.6132405783015842,0.0,79.64929820385964,66.1308015400525,125.959697030953,0.3166850636493552
L_V4,C_V4,L_V4 with C_V4,4.0,24,28818,28818,70.44027785320517,128.62705569781764,162.7308149765455,105.19804885874471,37.316339193941225,46.53244262950703,62.727611732263085,94.34702574336126,120.3291590790417,0.5998247603825138,0.0,79.69467090356699,64.76125900793349,121.2809244390953,0.30659851622758594
L_V4,C_V4,L_V4 with C_V4,6.0,24,28818,28818,70.08733323054994,125.30702894545752,158.50513004694403,102.95877176392585,37.299199113007695,45.874796212684416,62.88134128231388,92.17381274299578,115.90045417904446,0.5856924608476809,0.0,79.8410248515984,63.49136605040117,116.59177952833026,0.29639373013494097
L_V4,C_V4,L_V4 with C_V4,8.0,24,28818,28818,70.5588726599388,121.68398993651145,154.3823694062567,100.77958426606008,37.281598161806876,45.249255009381926,63.023139311518435,90.05015006059585,111.51750125137413,0.5707719472863279,0.0,79.92191945080549,62.752359964565656,111.91385011671636,0.28607953780783923
L_V4,C_V4,L_V4 with C_V4,10.0,24,28818,28818,71.02211893434433,118.0720683428072,150.50703295236747,98.66198700575318,37.256537177832435,44.65526543884523,63.13776490932014,87.9778094095874,107.18086143060198,0.5550126947568714,0.0,80.0539190464228,62.14225221870014,107.26209742334999,0.27563594869214003
L_V4,C_V4,L_V4 with C_V4,12.0,24,28818,28818,71.47752772066772,114.47741610426057,147.78758419990046,96.60915649299243,37.22671313567226,44.09392826104111,62.37479466232651,85.95961033414275,102.89294376533523,0.5383874331341825,0.0,80.22793395529479,61.754367171241036,102.65872044132615,0.26510546875564966
L_V4,C_V4,L_V4 with C_V4,14.0,24,28818,28818,71.92715906517535,110.90807998724654,145.13549259775303,94.62878373449834,37.193184060767834,43.57028915722052,61.38339342019481,84.00140840382767,98.65756182958633,0.5208423207847653,0.0,80.3239924257343,61.44098686334591,98.11972930315655,0.2545148766389621
L_V4,C_V4,L_V4 with C_V4,16.0,24,28818,28818,71.47211268275284,107.35932780850861,142.5464831159739,92.72566374393138,37.15668618288791,43.085691457249524,58.54093078854498,82.10768483158763,94.47368488007028,0.5023144626176987,0.0,80.68463307218167,61.20072651165386,93.63547310704624,0.24378688676480487
L_V4,C_V4,L_V4 with C_V4,18.0,24,28818,28818,70.01960043958556,103.76272167554306,140.03120767952893,90.90556487496517,37.11864212239538,42.643195953111345,55.66792174146856,80.28312129047455,90.34432433845137,0.4827873672145534,0.0,80.88541932334995,61.02710426441943,89.2114155391004,0.23293109108930055
L_V4,C_V4,L_V4 with C_V4,20.0,24,28818,28818,68.61282496547003,100.15939114846519,137.57777132849728,89.16822490461907,37.02487739672675,42.241660598738385,52.86012315183588,78.52779407637605,86.2675563680303,0.46226726490987335,0.0,80.61506770900084,60.92690848871155,84.85120564561879,0.22197368678266904
L_V4,C_V4,L_V4 with C_V4,22.0,24,28818,28818,67.25843122692933,96.56413817629594,135.18187055198848,87.51597212005046,37.02197570207565,41.88108109248219,50.26941380419366,76.84413069742138,82.24432433671865,0.44077508157791834,0.0,80.27193113712478,60.90408034129095,80.55883136619032,0.21090805072734564
L_V4,C_V4,L_V4 with C_V4,24.0,24,28818,28818,66.62367967640908,92.97581032462895,132.8577373654374,85.95359270931299,37.01057684388894,41.564127880538585,48.77108188863315,75.23591810544148,78.27765069158805,0.41835933383751644,0.0,80.02142046275408,60.948863074286805,76.35190419572214,0.1998043207647645
L_V4,C_V4,L_V4 with C_V4,26.0,24,28818,28818,66.75305920882771,89.3904605318497,130.60364000729936,84.4823565310698,36.97320399631408,41.290318258270126,47.29738839471969,73.7046686660591,74.36481615712506,0.3950755756729024,0.0,79.76171284506086,61.05407155225875,72.22677395716521,0.18863916061811847
L_V4,C_V4,L_V4 with C_V4,28.0,24,28818,28818,67.01521535185626,85.81051779267618,128.40865216799173,83.10201016281671,36.5602797394091,41.0599386758359,46.85947887437747,72.24974414513512,70.50262456398107,0.37099493917431925,0.0,79.53062836539691,61.20696886537098,68.18414236751318,0.17741880075449046
L_V4,C_V4,L_V4 with C_V4,30.0,24,28818,28818,66.07825383728138,84.3740630102733,126.28255958665453,81.81552914839253,36.14558546506625,40.87126721822799,48.27524035221188,70.87538589529984,66.69088381082055,0.3462088151640006,0.0,79.3950405524334,61.4169957389748,64.21966182919901,0.16609202031728987
L_V4,C_V4,L_V4 with C_V4,32.0,24,28818,28818,64.6417511616848,84.40793334736887,124.22105681742424,80.62703414959898,36.20627576376758,40.72510454374803,49.459859225610444,69.58580671129273,62.932467949002636,0.320866345744656,0.0,79.27953130441841,61.663492113440384,60.33403427099915,0.15464104302861115
L_V4,C_V4,L_V4 with C_V4,34.0,24,28818,28818,63.314259121798564,82.22238186576078,122.33616933110852,79.53882709118311,36.66009832356772,40.622590728494906,51.23710054051389,68.38296672086057,59.229150624650586,0.29514982490089037,0.0,79.1917207837937,61.65820301443792,56.51855954851306,0.1430069800044006
L_V4,C_V4,L_V4 with C_V4,36.0,24,28818,28818,64.0394807158211,79.84102620755182,120.6486964409156,78.5496368888089,36.75727606036895,40.56274451769236,51.18566603211379,67.26595879459497,55.57759475198739,0.26924092283013323,0.0,79.09723241424925,61.73051310111209,52.78086829708067,0.1312296076029149
L_V4,C_V4,L_V4 with C_V4,38.0,24,28818,28818,63.25669894506075,81.16137543315074,119.02646356312698,77.65829585147783,36.34657761977151,40.544275801714676,49.28145251834286,66.2342253994878,51.978986840018294,0.24337711584651278,0.0,79.01633944719134,61.862946265709816,49.11555547113834,0.11933233950707856
L_V4,C_V4,L_V4 with C_V4,40.0,24,28818,28818,61.058333321564845,82.76694112691797,117.45673244083227,76.86141345694736,35.87959195406019,40.563759768212975,47.41641091832875,65.28597301156287,48.425555679338075,0.21774798545294127,0.0,78.94785015729715,62.03554175207502,45.51194329524205,0.1073274171284826
L_V4,C_V4,L_V4 with C_V4,42.0,24,28818,28818,59.274348747765515,82.46152045685338,115.93119582677181,76.16103134607378,35.41489542927374,40.620491734671546,45.584809491003526,64.42420621886708,44.91873964474342,0.19258846471828073,0.0,78.92699548107564,62.242595371979924,41.97721633709947,0.09532058300094004
L_V4,C_V4,L_V4 with C_V4,44.0,24,28818,28818,58.573770096984276,82.04963331062568,114.45239487802418,75.55612446111326,34.39419024347805,40.71183997748696,46.214681526298165,63.64961923869404,41.45796996791418,0.16815268407201278,0.0,79.06154321132925,62.48684658803713,38.50839371774872,0.08342853997974109
