layout,C_none,C_V4,C_V5,C_Vicon_cm
L_Vicon,310.1723979711288,253.14162190880933,104.90671242273515,102.33642750720954
L_V4,117.77524439086201,72.68777814128809,59.83258999663252,84.08717087259672
L_V5,294.75146479229056,248.08502032833644,109.51537928451557,164.28122580922846
