layout,C_none,C_V4,C_V5,C_Vicon_cm
L_Vicon,220.2125022126491,161.59968354400422,61.25041702237773,63.39153174722954
L_V4,63.36845218466607,57.920957094097346,104.31725674038807,109.65770478191027
L_V5,224.66007289672245,157.48365344737505,67.84873089032392,97.12014167329315
