layout,C_none,C_V4,C_V5,C_Vicon_cm
L_Vicon,92.84895352343858,60.072895333614156,59.883873746402145,52.7722163379996
L_V4,51.119131722637206,57.95050891604628,59.83258999663252,84.08717087259672
L_V5,101.58939998896045,75.28909982347736,56.61920830126448,84.41223842642242
