layout,C_none,C_V4,C_V5,C_Vicon_cm
L_Vicon,305.3160995676916,248.1576198588699,123.14918444452888,136.39579696090004
L_V4,151.70346048071406,109.84334268175988,75.28051109111345,94.67245439382397
L_V5,330.03031776156286,274.70207782320426,140.5199951638537,176.29901725701575
