run_id,phase,layout_source,correction_source,correction_detail,tag_delay_mode,tag_delay_value_mm,tag_solver,n_positions,n_frames,median_3d_mm,p75_3d_mm,p95_3d_mm,rmse_3d_mm,median_horiz_mm,rmse_horiz_mm,median_vert_mm,rmse_vert_mm,signed_vertical_slope_mm_per_m,signed_vertical_slope_r2,fail_rate,notes
20260617T193025,Phase5_transfer,L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,D0,0.0,T4,24,28818,102.33642750720954,166.27526678432343,213.92483314490153,136.39579696090004,47.587858917886464,53.35200836573954,86.60525088880202,125.52838974487457,188.17939024131888,0.7860910730600157,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,D_LOO_CV,49.621,T4,24,28818,63.39153174722954,87.53675164243717,159.81769435321524,82.00394066723503,32.61016009539997,41.97655387060124,52.05445364277011,70.4458317439997,72.18075097832084,0.39944309370775033,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,D_oracle_91,91.153,T4,24,28818,61.73462102584587,102.01452161515488,124.62965764552686,76.60394722144663,34.39134729171664,46.63461523823598,44.55448119529524,60.7731634151775,-6.744656234409093,0.004880953245636754,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,D_sweep_opt,68.0,T4,24,28818,52.7722163379996,80.11051202802378,139.59375666876088,74.59766553647609,28.893622232828676,42.65388391584758,43.41976701066888,61.20014616310446,35.56338692838905,0.13297917770525647,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_V4,C_V4,L_V4 with C_V4,D0,0.0,T4,24,28818,72.68777814128809,135.06492827081772,171.49830647240591,109.84334268175988,37.42080435546383,47.941698612999275,61.87012199532967,98.82891006989237,129.3271311540153,0.6259907796910889,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_V4,C_V4,L_V4 with C_V4,D_LOO_CV,49.621,T4,24,28818,57.920957094097346,86.01774981949694,110.58455035871611,74.37189349158585,32.63937685635875,41.14695579120056,43.768915138395585,61.952454113140476,31.953508822931195,0.10530267132565763,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_V4,C_V4,L_V4 with C_V4,D_oracle_91,91.153,T4,24,28818,73.8895990494566,107.28720975512086,134.30946359576998,86.23085596367942,34.617026353487,51.192146840508656,46.25623606007002,69.39109901196713,-31.79509616397076,0.07842899766361555,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_V4,C_V4,L_V4 with C_V4,D_sweep_opt,50.0,T4,24,28818,57.95050891604628,86.4337740618729,110.33787583645976,74.31920724321373,32.77451900088806,41.185012760494956,43.11622535425259,61.863877094614914,31.323719055647196,0.10146024150544564,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_Vicon,C_none,L_Vicon with C_none,D0,0.0,T4,24,28818,310.1723979711288,351.2649619612733,450.41194660471484,305.3160995676916,76.33081921214549,88.07521115221779,304.3937251475345,292.3365831293114,465.6319374645428,0.884149571724385,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_Vicon,C_none,L_Vicon with C_none,D_LOO_CV,49.621,T4,24,28818,220.2125022126491,266.62057661535704,344.7312766101005,219.77403226500974,55.60359059239988,65.46009766183052,214.39920772408914,209.79895345812656,335.44931624876665,0.9049799079428777,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_Vicon,C_none,L_Vicon with C_none,D_oracle_91,91.153,T4,24,28818,144.93382193504002,181.31582392206965,237.91300260103733,150.59528468803694,41.50221319625131,50.9991945665886,132.00093318602325,141.6969368893701,217.71468204504737,0.8382324203187722,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_Vicon,C_none,L_Vicon with C_none,D_sweep_opt,120.0,T4,24,28818,92.84895352343858,142.09058030378225,186.02839823731398,111.48874321677239,36.42294028122913,43.13507336197072,84.30700159875336,102.8061540478624,142.01259445772084,0.6888449831435106,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
