method,tag_method,layout,keep_k,repeats,elapsed_s,repeat_batch,roto_tracks_ok,solved_total,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
T3_CUDA_REPLAY,T3,v1-old,8,1,6.604089252999984,1000,34.0,38457.0,16.825641624693507,30.572727873163757,92.03414025890093,597.5463454810417,23.0
T3_CUDA_REPLAY,T3,v1-old,7,5000,126.85562812599528,1000,34.0,40811.0,27.505799588670307,46.70503708822204,116.95013172743367,598.9841938137023,23.0
T3_CUDA_REPLAY,T3,v1-old,6,5000,126.86902265100798,1000,34.0,40811.0,37.35976390387434,62.349561201077506,145.3370203471715,604.0199680605189,23.0
T3_CUDA_REPLAY,T3,v1-old,5,5000,127.00757456097926,1000,34.0,40811.0,49.04066489389107,82.16284646187981,182.0981695799381,610.7607499739452,23.0
T3_CUDA_REPLAY,T3,v1-old,4,5000,127.03132603899576,1000,34.0,40811.0,72.56393027118278,122.29554762968206,238.3765976233462,628.3842014375568,23.0
