capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust,chunk_id,gpu_device,child_run_id
R01,BS2DCE,200,200,0.0004189464711944,0.0007551557613007,0.0008185765191182,1.0,1.0,R2:L2:I3:T6,S00,R2,L2,I3,T6,100.88,1.0,False,agreement_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_agreement_0000_cuda0
R01,BSDC91,200,200,0.0004253599881372,0.000797567662335,0.0009344878477594,1.0,1.0,R2:L2:I3:T6,S00,R2,L2,I3,T6,100.88,1.0,False,agreement_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_agreement_0000_cuda0
