row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s,chunk_id,gpu_device,child_run_id
R2:L2:I3:T6,S00,simulate_imu_prior,L2:I3,0.3066650239998125,,,,,agreement_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,build_track_tensors,L2:I3,0.1481005349996849,,,,,agreement_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,cpu_golden,,0.0737054420023923,,,,,agreement_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,torch_gpu,,0.7824158689982141,0.0,1.0,0.7824158689982141,0.7824158689982141,agreement_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_agreement_0000_cuda0
R2:L2:I0:T6,S00,simulate_imu_prior,L2:I0,0.3057195900000806,,,,,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I0:T6,S00,build_track_tensors,L2:I0,0.1403098970004066,,,,,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I0:T6,S00,torch_gpu,,0.8005016489987611,0.0,1.0,0.8005016489987611,0.8005016489987611,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I0:T8,S00,torch_gpu,,0.3553136190021178,0.0,1.0,0.3553136190021178,0.3553136190021178,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I1:T6,S00,simulate_imu_prior,L2:I1,0.3072848269985115,,,,,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I1:T6,S00,build_track_tensors,L2:I1,0.0518750109986285,,,,,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I1:T6,S00,torch_gpu,,0.3410814659982861,0.0,1.0,0.3410814659982861,0.3410814659982861,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I1:T8,S00,torch_gpu,,0.4077749819989549,0.0,1.0,0.4077749819989549,0.4077749819989549,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I3:T6,S00,load_imu_prior_cache,L2:I3,0.0026512229997024,,,,,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I3:T6,S00,build_track_tensors,L2:I3,0.0494441089977044,,,,,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I3:T6,S00,torch_gpu,,0.1627707389998249,0.0,1.0,0.1627707389998249,0.1627707389998249,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I3:T8,S00,torch_gpu,,0.1054526799998711,0.0,1.0,0.1054526799998711,0.1054526799998711,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I4:T6,S00,simulate_imu_prior,L2:I4,0.3113438559994392,,,,,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I4:T6,S00,build_track_tensors,L2:I4,0.1113735299986729,,,,,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I4:T6,S00,torch_gpu,,0.5023966670014488,0.0,1.0,0.5023966670014488,0.5023966670014488,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I4:T8,S00,torch_gpu,,0.2528136820001236,0.0,1.0,0.2528136820001236,0.2528136820001236,partial_raw_0000,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0000_cuda0
R2:L2:I7:T6,S00,simulate_imu_prior,L2:I7,0.3043573120012297,,,,,partial_raw_0001,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0001_cuda0
R2:L2:I7:T6,S00,build_track_tensors,L2:I7,0.1501013460001559,,,,,partial_raw_0001,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0001_cuda0
R2:L2:I7:T6,S00,torch_gpu,,0.469510793001973,0.0,1.0,0.469510793001973,0.469510793001973,partial_raw_0001,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0001_cuda0
R2:L2:I7:T8,S00,torch_gpu,,0.5014393040000868,0.0,1.0,0.5014393040000868,0.5014393040000868,partial_raw_0001,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0001_cuda0
R2:L2:I8:T6,S00,simulate_imu_prior,L2:I8,0.3080148409972025,,,,,partial_raw_0001,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0001_cuda0
R2:L2:I8:T6,S00,build_track_tensors,L2:I8,0.0493003279989352,,,,,partial_raw_0001,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0001_cuda0
R2:L2:I8:T6,S00,torch_gpu,,0.1035076599982858,0.0,1.0,0.1035076599982858,0.1035076599982858,partial_raw_0001,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0001_cuda0
R2:L2:I8:T8,S00,torch_gpu,,0.10534645000007,0.0,1.0,0.10534645000007,0.10534645000007,partial_raw_0001,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0001_cuda0
R2:L2:I1+I3+I7:T6,S00,simulate_imu_prior,L2:I1+I3+I7,0.3054333059990313,,,,,partial_raw_0001,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0001_cuda0
R2:L2:I1+I3+I7:T6,S00,build_track_tensors,L2:I1+I3+I7,0.1305506870012323,,,,,partial_raw_0001,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0001_cuda0
R2:L2:I1+I3+I7:T6,S00,torch_gpu,,0.3855975689984916,0.0,1.0,0.3855975689984916,0.3855975689984916,partial_raw_0001,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0001_cuda0
R2:L2:I1+I3+I7:T8,S00,torch_gpu,,0.1660062949995335,0.0,1.0,0.1660062949995335,0.1660062949995335,partial_raw_0001,cuda:0,smoke_shm_allcache_concurrent_20260606T210810Z_partial_raw_0001_cuda0
