host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count,tr_version,rx_mask,air_us,post_us,cycle_us,rx_seen,imu_valid,imu_n,acc_norm_mean_mg,acc_norm_std_mg,acc_norm_min_mg,acc_norm_max_mg,imu_skip_count,tag_temp_raw,tag_vbat_raw
0.576466,1783686843.121454,2087322,,BSCCF4,4,f,0,1,2648,2648,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.576466,1783686843.121454,2087322,,BSCCF4,4,f,0,2,2760,2760,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.576466,1783686843.121454,2087322,,BSCCF4,4,f,0,3,3205,3205,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.576466,1783686843.121454,2087322,,BSCCF4,4,f,0,4,2950,2950,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.576466,1783686843.121454,2087322,,BSCCF4,4,f,0,5,2215,2215,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.576466,1783686843.121454,2087322,,BSCCF4,4,f,0,6,2786,2786,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.576466,1783686843.121454,2087322,,BSCCF4,4,f,0,7,3018,3018,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.651433,1783686843.196421,2087323,,BSCCF4,4,f,0,0,3160,3160,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.651433,1783686843.196421,2087323,,BSCCF4,4,f,0,1,0,2648,95,0,T,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.651433,1783686843.196421,2087323,,BSCCF4,4,f,0,2,2734,2734,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.651433,1783686843.196421,2087323,,BSCCF4,4,f,0,3,3206,3206,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.651433,1783686843.196421,2087323,,BSCCF4,4,f,0,4,2946,2946,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.651433,1783686843.196421,2087323,,BSCCF4,4,f,0,5,2238,2238,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.651433,1783686843.196421,2087323,,BSCCF4,4,f,0,6,2759,2759,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.651433,1783686843.196421,2087323,,BSCCF4,4,f,0,7,2945,2945,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.756536,1783686843.301524,2087324,,BSCCF4,4,f,0,0,3126,3126,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.756536,1783686843.301524,2087324,,BSCCF4,4,f,0,1,2648,2648,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.756536,1783686843.301524,2087324,,BSCCF4,4,f,0,2,2796,2796,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.756536,1783686843.301524,2087324,,BSCCF4,4,f,0,3,3217,3217,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.756536,1783686843.301524,2087324,,BSCCF4,4,f,0,4,2915,2915,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.756536,1783686843.301524,2087324,,BSCCF4,4,f,0,5,2164,2164,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.756536,1783686843.301524,2087324,,BSCCF4,4,f,0,6,2779,2779,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.756536,1783686843.301524,2087324,,BSCCF4,4,f,0,7,2974,2974,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.861514,1783686843.406502,2087325,,BSCCF4,4,f,0,0,3155,3155,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.861514,1783686843.406502,2087325,,BSCCF4,4,f,0,1,2616,2616,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.861514,1783686843.406502,2087325,,BSCCF4,4,f,0,2,2779,2779,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.861514,1783686843.406502,2087325,,BSCCF4,4,f,0,3,3240,3240,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.861514,1783686843.406502,2087325,,BSCCF4,4,f,0,4,2905,2905,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.861514,1783686843.406502,2087325,,BSCCF4,4,f,0,5,2312,2312,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.861514,1783686843.406502,2087325,,BSCCF4,4,f,0,6,2751,2751,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.861514,1783686843.406502,2087325,,BSCCF4,4,f,0,7,3042,3042,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.959007,1783686843.503995,2087326,,BSCCF4,4,f,0,0,3146,3146,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.959007,1783686843.503995,2087326,,BSCCF4,4,f,0,1,2666,2666,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.959007,1783686843.503995,2087326,,BSCCF4,4,f,0,2,2767,2767,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.959007,1783686843.503995,2087326,,BSCCF4,4,f,0,3,3220,3220,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.959007,1783686843.503995,2087326,,BSCCF4,4,f,0,4,2956,2956,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.959007,1783686843.503995,2087326,,BSCCF4,4,f,0,5,2327,2327,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.959007,1783686843.503995,2087326,,BSCCF4,4,f,0,6,2778,2778,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
0.959007,1783686843.503995,2087326,,BSCCF4,4,f,0,7,3083,3083,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.041713,1783686843.586701,2087327,,BSCCF4,4,f,0,0,3173,3173,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.041713,1783686843.586701,2087327,,BSCCF4,4,f,0,1,2630,2630,96,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.041713,1783686843.586701,2087327,,BSCCF4,4,f,0,2,2783,2783,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.041713,1783686843.586701,2087327,,BSCCF4,4,f,0,3,3210,3210,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.041713,1783686843.586701,2087327,,BSCCF4,4,f,0,4,2929,2929,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.041713,1783686843.586701,2087327,,BSCCF4,4,f,0,5,2313,2313,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.041713,1783686843.586701,2087327,,BSCCF4,4,f,0,6,2785,2785,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.041713,1783686843.586701,2087327,,BSCCF4,4,f,0,7,3001,3001,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.24396,1783686843.788948,2087328,,BSCCF4,4,f,0,0,3120,3120,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.24396,1783686843.788948,2087328,,BSCCF4,4,f,0,1,2646,2646,96,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.24396,1783686843.788948,2087328,,BSCCF4,4,f,0,2,2786,2786,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.24396,1783686843.788948,2087328,,BSCCF4,4,f,0,3,3220,3220,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.24396,1783686843.788948,2087328,,BSCCF4,4,f,0,4,2949,2949,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.24396,1783686843.788948,2087328,,BSCCF4,4,f,0,5,2253,2253,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.24396,1783686843.788948,2087328,,BSCCF4,4,f,0,6,2793,2793,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.24396,1783686843.788948,2087328,,BSCCF4,4,f,0,7,2901,2901,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.349213,1783686843.894201,2087329,,BSCCF4,4,f,0,0,3158,3158,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.349213,1783686843.894201,2087329,,BSCCF4,4,f,0,1,2655,2655,96,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.349213,1783686843.894201,2087329,,BSCCF4,4,f,0,2,2757,2757,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.349213,1783686843.894201,2087329,,BSCCF4,4,f,0,3,3180,3180,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.349213,1783686843.894201,2087329,,BSCCF4,4,f,0,4,2906,2906,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.349213,1783686843.894201,2087329,,BSCCF4,4,f,0,5,2226,2226,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.349213,1783686843.894201,2087329,,BSCCF4,4,f,0,6,2767,2767,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.349213,1783686843.894201,2087329,,BSCCF4,4,f,0,7,3020,3020,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.7607,1783686844.305688,2087330,,BSCCF4,4,f,0,0,3145,3145,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.7607,1783686844.305688,2087330,,BSCCF4,4,f,0,1,2660,2660,96,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.7607,1783686844.305688,2087330,,BSCCF4,4,f,0,2,2764,2764,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.7607,1783686844.305688,2087330,,BSCCF4,4,f,0,3,3186,3186,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.7607,1783686844.305688,2087330,,BSCCF4,4,f,0,4,2941,2941,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.7607,1783686844.305688,2087330,,BSCCF4,4,f,0,5,2194,2194,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.7607,1783686844.305688,2087330,,BSCCF4,4,f,0,6,2779,2779,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.7607,1783686844.305688,2087330,,BSCCF4,4,f,0,7,3000,3000,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.858151,1783686844.403139,2087331,,BSCCF4,4,f,0,0,3130,3130,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.858151,1783686844.403139,2087331,,BSCCF4,4,f,0,1,2676,2676,96,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.858151,1783686844.403139,2087331,,BSCCF4,4,f,0,2,2764,2764,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.858151,1783686844.403139,2087331,,BSCCF4,4,f,0,3,3198,3198,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.858151,1783686844.403139,2087331,,BSCCF4,4,f,0,4,2922,2922,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.858151,1783686844.403139,2087331,,BSCCF4,4,f,0,5,2214,2214,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.858151,1783686844.403139,2087331,,BSCCF4,4,f,0,6,2802,2802,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.858151,1783686844.403139,2087331,,BSCCF4,4,f,0,7,2914,2914,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.940459,1783686844.485447,2087332,,BSCCF4,4,f,0,0,3123,3123,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.940459,1783686844.485447,2087332,,BSCCF4,4,f,0,1,2705,2705,96,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.940459,1783686844.485447,2087332,,BSCCF4,4,f,0,2,2763,2763,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.940459,1783686844.485447,2087332,,BSCCF4,4,f,0,3,3239,3239,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.940459,1783686844.485447,2087332,,BSCCF4,4,f,0,4,2906,2906,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.940459,1783686844.485447,2087332,,BSCCF4,4,f,0,5,2264,2264,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.940459,1783686844.485447,2087332,,BSCCF4,4,f,0,6,2754,2754,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.940459,1783686844.485447,2087332,,BSCCF4,4,f,0,7,3053,3053,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.944313,1783686844.489301,2087333,,BSCCF4,4,f,0,0,3151,3151,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.944313,1783686844.489301,2087333,,BSCCF4,4,f,0,1,2684,2684,96,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.944313,1783686844.489301,2087333,,BSCCF4,4,f,0,2,2741,2741,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.944313,1783686844.489301,2087333,,BSCCF4,4,f,0,3,3201,3201,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.944313,1783686844.489301,2087333,,BSCCF4,4,f,0,4,2896,2896,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.944313,1783686844.489301,2087333,,BSCCF4,4,f,0,5,2322,2322,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.944313,1783686844.489301,2087333,,BSCCF4,4,f,0,6,2776,2776,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
1.944313,1783686844.489301,2087333,,BSCCF4,4,f,0,7,3025,3025,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.06916,1783686844.614148,2087334,,BSCCF4,4,f,0,0,3175,3175,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.06916,1783686844.614148,2087334,,BSCCF4,4,f,0,1,2669,2669,96,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.06916,1783686844.614148,2087334,,BSCCF4,4,f,0,2,2786,2786,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.06916,1783686844.614148,2087334,,BSCCF4,4,f,0,3,3236,3236,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.06916,1783686844.614148,2087334,,BSCCF4,4,f,0,4,2896,2896,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.06916,1783686844.614148,2087334,,BSCCF4,4,f,0,5,2313,2313,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.06916,1783686844.614148,2087334,,BSCCF4,4,f,0,6,2779,2779,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.06916,1783686844.614148,2087334,,BSCCF4,4,f,0,7,2963,2963,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.270458,1783686844.815446,2087335,,BSCCF4,4,f,0,0,3132,3132,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.270458,1783686844.815446,2087335,,BSCCF4,4,f,0,1,2675,2675,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.270458,1783686844.815446,2087335,,BSCCF4,4,f,0,2,2779,2779,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.270458,1783686844.815446,2087335,,BSCCF4,4,f,0,3,3230,3230,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.270458,1783686844.815446,2087335,,BSCCF4,4,f,0,4,2903,2903,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.270458,1783686844.815446,2087335,,BSCCF4,4,f,0,5,2243,2243,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.270458,1783686844.815446,2087335,,BSCCF4,4,f,0,6,2770,2770,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.270458,1783686844.815446,2087335,,BSCCF4,4,f,0,7,3009,3009,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.274303,1783686844.819291,2087336,,BSCCF4,4,f,0,0,3146,3146,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.274303,1783686844.819291,2087336,,BSCCF4,4,f,0,1,2686,2686,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.274303,1783686844.819291,2087336,,BSCCF4,4,f,0,2,2752,2752,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.274303,1783686844.819291,2087336,,BSCCF4,4,f,0,3,3229,3229,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.274303,1783686844.819291,2087336,,BSCCF4,4,f,0,4,2899,2899,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.274303,1783686844.819291,2087336,,BSCCF4,4,f,0,5,2292,2292,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.274303,1783686844.819291,2087336,,BSCCF4,4,f,0,6,2806,2806,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.274303,1783686844.819291,2087336,,BSCCF4,4,f,0,7,2935,2935,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.451386,1783686844.996374,2087337,,BSCCF4,4,f,0,0,3126,3126,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.451386,1783686844.996374,2087337,,BSCCF4,4,f,0,1,0,2686,94,0,T,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.451386,1783686844.996374,2087337,,BSCCF4,4,f,0,2,2769,2769,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.451386,1783686844.996374,2087337,,BSCCF4,4,f,0,3,3173,3173,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.451386,1783686844.996374,2087337,,BSCCF4,4,f,0,4,2948,2948,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.451386,1783686844.996374,2087337,,BSCCF4,4,f,0,5,2303,2303,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.451386,1783686844.996374,2087337,,BSCCF4,4,f,0,6,2756,2756,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.451386,1783686844.996374,2087337,,BSCCF4,4,f,0,7,2953,2953,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.55647,1783686845.101458,2087338,,BSCCF4,4,f,0,0,3144,3144,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.55647,1783686845.101458,2087338,,BSCCF4,4,f,0,1,2660,2660,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.55647,1783686845.101458,2087338,,BSCCF4,4,f,0,2,2808,2808,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.55647,1783686845.101458,2087338,,BSCCF4,4,f,0,3,3251,3251,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.55647,1783686845.101458,2087338,,BSCCF4,4,f,0,4,2941,2941,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.55647,1783686845.101458,2087338,,BSCCF4,4,f,0,5,2228,2228,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.55647,1783686845.101458,2087338,,BSCCF4,4,f,0,6,2827,2827,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.55647,1783686845.101458,2087338,,BSCCF4,4,f,0,7,2976,2976,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.683979,1783686845.228967,2087339,,BSCCF4,4,f,0,0,3130,3130,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.683979,1783686845.228967,2087339,,BSCCF4,4,f,0,1,2691,2691,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.683979,1783686845.228967,2087339,,BSCCF4,4,f,0,2,2809,2809,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.683979,1783686845.228967,2087339,,BSCCF4,4,f,0,3,3226,3226,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.683979,1783686845.228967,2087339,,BSCCF4,4,f,0,4,2922,2922,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.683979,1783686845.228967,2087339,,BSCCF4,4,f,0,5,2231,2231,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
2.683979,1783686845.228967,2087339,,BSCCF4,4,f,0,6,2745,2745,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,121,213
