model,n,n_params,sse,rmse_mm,centered_r2,signal_ss_explained_vs_zero,description
constant_offset,28,1,113457.65889474003,63.65578721719429,0.0,0.7819075501423314,Delta=b0
distance_OLS_with_intercept,28,2,106947.38593716906,61.80250397642508,0.05738063891844314,0.7944218342584529,Delta=b0+b1*d_ij
per_anchor_additive,28,8,51233.05277166677,42.77559917408971,0.5484390100169609,0.9015179574344448,"Delta=delta_i+delta_j, unconstrained endpoint deltas"
per_anchor_additive_zero_mean_gauge,28,8,51233.05277166677,42.77559917408971,0.5484390100169609,0.9015179574344448,"Delta=b0+eta_i+eta_j, sum eta=0"
per_anchor_additive_A_gauge,28,8,51233.05277166678,42.77559917408972,0.5484390100169608,0.9015179574344448,"Delta=b0+eta_i+eta_j, eta_A=0"
