case,delay_bound_mm,sim3_scale_autopos_to_vicon,current_sim3_scale_autopos_to_vicon,rigid_anchor_median_mm,rigid_anchor_rmse_mm,current_rigid_anchor_median_mm,current_rigid_anchor_rmse_mm,static_t4_mean_n,static_t4_mean_median_mm,static_t4_mean_p95_mm,static_t4_mean_rmse_mm,current_static_t4_mean_median_mm,current_static_t4_mean_p95_mm,current_static_t4_mean_rmse_mm,delay_A_mm,delay_B_mm,delay_C_mm,delay_D_mm,delay_E_mm,delay_F_mm,delay_G_mm,delay_H_mm,n_saturated_within_1mm,saturated_anchors_within_1mm,layout_json,static_session_table
v4io_bound150,150.0,0.966518311086264,0.9582672713308588,81.8544034112821,103.91384009148608,92.77084899701543,105.41990950811795,24,95.04337326040556,196.283938246183,124.26372978954338,72.69137167036669,171.49267582290037,109.84289856781552,0.0,28.20196037142016,139.22653344900516,149.99999999999997,25.493527789376447,25.512215138488163,17.53290839604276,19.350420128232244,1,D,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound150/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item3_static_t4_mean_sessions_v4io_bound150.csv
v4io_bound200,200.0,0.9662363062409058,0.9582672713308588,104.94017640091886,110.83225261688963,92.77084899701543,105.41990950811795,24,101.63462042200334,189.8394927031416,126.66518373913544,72.69137167036669,171.49267582290037,109.84289856781552,0.0,29.339673359334117,90.9820564260594,199.99999999920323,27.626476630157846,19.431845736720856,19.82530059495365,19.013869795149265,1,D,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item3_static_t4_mean_sessions_v4io_bound200.csv
