version,tag_method,point_estimator,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,frames_solved,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v4io_bound150,T4,mean,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,1201,1201,ok,1338.8672555167113,790.3257084093179,172.59629568574442,1338.8672555167107,790.325708409319,172.59629568574462,1338.169400449403,793.3005774530731,169.6656563861667,19.37006531506833,32.02311892371275,47.69925485331691,60.62918842829696,47.13925370433589,109.58320988655498,8.0,8.0,99.75020815986679,91.75686927560366,83.16806442563663,158.78332903011506,0,{},-460.61291376483814,22.302146803185337,-371.2258375041042,-542.215344349341,182.54280058407934,-383.3240609304319,81.60243058450283,-160.240653780894,12.098223426327706,82.49438579304622,160.240653780894,180.2287180543109,-0.9999999999999999,1.0,0.966518311086264,889.8367413746068,29.793236958717177,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound150/layout.json
v4io_bound150,T4,mean,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,1201,1201,ok,1485.8894913586846,784.4960252429734,-840.592880197376,1485.8894913586842,784.4960252429738,-840.5928801973769,1486.1646399527565,785.2368668113545,-840.3559944798841,23.76201199760936,27.716060094937184,41.62811414424339,55.36888195156967,42.15336840746004,99.68035934899969,8.0,8.0,99.91673605328893,95.67027477102414,76.17299785738307,137.30419376987896,0,{},-508.80263082746535,1035.072308089685,-229.1829540440358,-543.22998,1105.589,-259.92136,34.427349172534605,-70.51669191031488,30.738405955964197,46.15291942836633,70.51669191031488,84.27749290134076,-0.9999999999999999,1.0,0.966518311086264,461.6346339824702,15.456307206807466,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound150/layout.json
v4io_bound150,T4,mean,all8,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,1201,1201,ok,1449.3819554328745,778.5158222431527,-1595.6422479672526,1449.3819554328745,778.5158222431546,-1595.6422479672556,1454.9308089638807,778.46690409489,-1600.9870002282726,34.650717826895296,42.58740725516759,51.5461131295258,75.30844097044164,51.87640929849471,150.70796204009667,8.0,8.0,100.0,92.2564529558701,144.95783070452777,194.3745079527305,0,{},-533.6596370818862,1789.5691858863272,-268.99126237496307,-554.00287,1625.5614500000001,-256.2951,20.343232918113813,164.00773588632705,-12.69616237496308,23.979984666635165,164.00773588632705,165.7515523160229,-0.9999999999999999,1.0,0.966518311086264,813.3092827400905,27.230968395357497,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound150/layout.json
v4io_bound150,T4,mean,all8,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,1201,1201,ok,2206.2697115702667,1083.1908553763608,264.82937585867,2206.269711570268,1083.190855376363,264.8293758586702,2206.3632364229725,1086.2765629497842,260.312957883281,20.264604335761955,24.904024658961138,54.7185812157789,63.44279126399561,36.94882741542846,144.00581380993094,8.0,8.0,100.0,93.83846794338052,81.68547177164795,114.10278451253792,0,{},-241.60286782407513,-60.123230301353914,518.6643878271736,-321.178815,182.16379,479.93381999999997,79.57594717592485,-242.28702030135392,38.73056782717367,88.50078108785755,242.28702030135392,257.94454531869746,-0.9999999999999999,1.0,0.966518311086264,1047.8906733259494,35.08514953990483,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound150/layout.json
v4io_bound150,T4,mean,all8,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,1200,1200,ok,2217.940300506677,1183.4868038614172,-864.5776177509789,2217.9403005066742,1183.486803861418,-864.5776177509783,2221.4492762862374,1186.9435822178052,-867.6620633473888,28.384167713855796,35.24288136033455,50.78418714363107,68.02025674184311,39.97621275896451,124.27011589633653,8.0,8.0,99.75,91.5,159.1179625865253,227.67421050591625,0,{},-175.75763681836258,1071.762501828542,534.624716695909,-184.9818897969324,1103.5866165595767,473.70402893394925,9.224252978569808,-31.82411473103457,60.920687761959755,61.615071536133485,31.82411473103457,69.34833320864243,-0.9999999999999999,1.0,0.966518311086264,705.9514108073571,23.636445524865007,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound150/layout.json
v4io_bound150,T4,mean,all8,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,1201,1201,ok,2156.3229387146316,1190.6930207129976,-1646.5005793921093,2156.3229387146303,1190.693020712998,-1646.500579392111,2156.036012700359,1193.3222838916247,-1653.7149261171508,30.277803465188377,51.42869659365998,56.12076185116491,81.9218904002738,48.35138448259177,160.3489592186454,8.0,8.0,99.83347210657784,92.83930058284763,104.66158735968166,180.00764885504404,0,{},-186.08890028423411,1853.4767195899149,470.84154084141915,-193.231255,1684.95255,476.52297999999996,7.14235471576589,168.5241695899149,-5.681439158580815,9.126444093866938,168.5241695899149,168.77111043590628,-0.9999999999999999,1.0,0.966518311086264,1013.9317064581626,33.94814597540573,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound150/layout.json
v4io_bound150,T4,mean,all8,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,1201,1201,ok,1746.2492315737254,1626.985526221752,197.8768931953977,1746.2492315737227,1626.9855262217511,197.87689319539788,1746.121031886722,1625.3835650882131,209.52936768516938,18.75705408490716,27.797690708870977,82.40163762527914,88.96386103366919,77.1009731287331,146.51571775430537,8.0,8.0,100.0,90.84096586178185,84.08586520507495,183.32516460261462,0,{},337.89246630924504,22.214396071468457,107.30105208628356,352.14755,211.565355,53.795866000000004,-14.255083690754986,-189.35095892853155,53.50518608628356,55.37158431143415,189.35095892853155,197.28101276177773,-0.9999999999999999,1.0,0.966518311086264,906.6934696461826,30.35762869080946,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound150/layout.json
v4io_bound150,T4,mean,all8,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,motive_iantenna,False,1201,1201,ok,1527.6087600535031,1787.236636252989,-907.4481220666075,1527.6087600535059,1787.2366362529897,-907.4481220666081,1528.4930131255878,1784.2736335896248,-903.8137656764928,28.458679770452903,37.442682153945505,62.31373925194668,78.06953951906067,60.84870010186635,140.19306798262514,8.0,8.0,100.0,90.25811823480433,112.81645766302987,159.89457697565447,0,{},484.1433434018543,1131.4919796211802,-100.8848912445178,391.90054,1132.2804,-71.53192899999999,92.2428034018543,-0.7884203788198647,-29.352962244517812,96.8004709284063,0.7884203788198647,96.80368163791587,-0.9999999999999999,1.0,0.966518311086264,557.6228692802323,18.670155440425635,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound150/layout.json
v4io_bound150,T4,mean,all8,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,motive_iantenna,False,1201,1201,ok,1585.9568153904102,1751.889034623567,-1338.5205484375836,1585.9568153904104,1751.889034623567,-1338.5205484375858,1589.5281854096072,1751.487662781864,-1341.5252171294749,32.30922792714632,27.80065607977096,51.73852027617082,67.0345967995761,38.98444888298137,92.41030964489958,8.0,8.0,99.91673605328893,93.42214820982515,138.89860168097303,222.01509991822743,0,{},431.276507680084,1561.4124020764464,-47.49094667620329,408.80994,1568.1853500000002,-62.425788499999996,22.46656768008404,-6.772947923553829,14.934841823796702,26.97769752268759,6.772947923553829,27.814905845621627,-0.9999999999999999,1.0,0.966518311086264,828.1828777899989,27.728961477847417,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound150/layout.json
v4io_bound150,T4,mean,all8,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,motive_iantenna,False,1201,1201,ok,692.7846679625054,1298.3740653077375,89.78703513085425,692.784667962506,1298.374065307739,89.78703513085412,694.7109350943906,1300.2753174837817,88.2594690845198,23.202907954268763,22.27289075755373,35.50901233138352,47.90977517148811,34.58640057416666,90.0447484888226,8.0,8.0,99.91673605328893,90.75770191507078,69.22034402564402,125.65359599212641,0,{},98.97932617750212,119.19202275891166,-971.1109043753908,65.499245,238.64973,-938.19342,33.480081177502115,-119.45770724108834,-32.91748437539081,46.95185420466619,119.45770724108834,128.3534979365728,-0.9999999999999999,1.0,0.966518311086264,1028.888366883956,34.44892022697053,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound150/layout.json
