version,tag_method,point_estimator,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,frames_solved,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v4io_bound200,T4,mean,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,1201,1201,ok,1338.1124619546583,793.3672812915758,155.90733031725082,1338.1124619546574,793.3672812915761,155.90733031725088,1337.522741001647,796.1269518107993,151.91623824155587,19.289622261586217,31.81913206163466,48.56368372942361,61.17988288254492,47.14022021393161,112.25934835452253,8.0,8.0,99.75020815986679,91.75686927560366,83.79791245347516,157.7124294682266,0,{},-461.6409896822456,23.802943863058573,-376.8658941133474,-542.215344349341,182.54280058407934,-383.3240609304319,80.57435466709535,-158.73985672102077,6.458166817084532,80.83275665629722,158.73985672102077,178.13555697969556,-0.9999999999999993,1.0,0.9662363062409056,889.8367413746068,30.044175231362694,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,1201,1201,ok,1486.4130342723743,777.3022902565676,-847.6461710270377,1486.4130342723756,777.3022902565681,-847.646171027038,1486.4459922162691,778.4906245716213,-847.946412902041,24.514800501822073,28.64290771460105,42.38922612188664,56.729516983698396,42.97042474034527,102.87097984192872,8.0,8.0,99.91673605328893,95.67027477102414,82.56932245690277,141.8181511688982,0,{},-504.0666980072939,1027.3310573411454,-233.6801459422145,-543.22998,1105.589,-259.92136,39.16328199270606,-78.25794265885452,26.2412140577855,47.14195553502988,78.25794265885452,91.360109242838,-0.9999999999999993,1.0,0.9662363062409056,461.6346339824702,15.586490410375747,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,1201,1201,ok,1446.9601419235305,755.0968594512092,-1604.3948716204725,1446.9601419235319,755.096859451209,-1604.3948716204716,1451.8501275383467,754.4173963994876,-1609.0770790788956,33.74539208007249,40.27874280345094,52.51364322519047,74.2887025949906,53.07561824805427,145.41820116871736,8.0,8.0,100.0,92.2564529558701,152.84648756327218,202.66928709571928,0,{},-532.4098585173824,1783.6469820999025,-277.281693281715,-554.00287,1625.5614500000001,-256.2951,21.593011482617612,158.08553209990237,-20.98659328171499,30.11138061365803,158.08553209990237,160.92771887331853,-0.9999999999999993,1.0,0.9662363062409056,813.3092827400905,27.460325553865122,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,1201,1201,ok,2203.027799227637,1085.3440030200616,243.7780787953838,2203.027799227638,1085.3440030200627,243.77807879538403,2202.854937082224,1087.9437897948226,239.1505385227331,20.112285401286854,23.785889366490107,56.18464457763476,64.24162858562092,37.50727359034629,146.42947116354188,8.0,8.0,100.0,93.83846794338052,80.87638172391486,111.2612005176248,0,{},-248.0634515551386,-58.60822885660082,511.18998753937035,-321.178815,182.16379,479.93381999999997,73.11536344486137,-240.77201885660082,31.25616753937038,79.51606366592452,240.77201885660082,253.56255529002445,-0.9999999999999993,1.0,0.9662363062409056,1047.8906733259494,35.38065978718856,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,1200,1200,ok,2220.6144693740666,1173.6066163375358,-889.0003669021946,2220.6144693740666,1173.6066163375365,-889.0003669021935,2223.579628279246,1176.4135301069339,-892.1411185785864,27.35318600713744,32.72063231042916,50.15421011877782,65.83525921703259,39.85069384625105,119.574523252139,8.0,8.0,99.75,91.5,156.55615330695593,225.3309855886036,0,{},-176.43742858753888,1075.2655285474057,533.2490450408966,-184.9818897969324,1103.5866165595767,473.70402893394925,8.544461209393518,-28.321088012171003,59.545016106947344,60.15493961874992,28.321088012171003,66.48835075957732,-0.9999999999999993,1.0,0.9662363062409056,705.9514108073571,23.835527243300238,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,1201,1201,ok,2152.3729139713364,1167.4658559896193,-1675.4238749091335,2152.372913971337,1167.4658559896193,-1675.4238749091355,2152.099223644909,1170.2167379257714,-1681.1176336671183,27.953700268057407,49.057976948474675,54.99288514066057,78.81822046359174,45.13415104613348,148.14252233850445,8.0,8.0,99.83347210657784,92.83930058284763,106.58024946542024,181.50927940283051,0,{},-186.56101010702355,1861.4118955547913,462.34096718173237,-193.231255,1684.95255,476.52297999999996,6.670244892976456,176.4593455547913,-14.182012818267594,15.67232128657988,176.4593455547913,177.15395081153292,-0.9999999999999993,1.0,0.9662363062409056,1013.9317064581626,34.23407962948938,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,1201,1201,ok,1738.3717849599536,1633.9059337227766,165.0541518185447,1738.371784959957,1633.9059337227766,165.0541518185444,1738.4024970219211,1632.519630165388,176.1353452106952,19.18766883014082,29.54939493569429,78.85802718973304,86.37083899359475,74.72874296100176,142.16695765064244,8.0,8.0,100.0,90.84096586178185,82.85205651219549,180.86018458968064,0,{},339.2513418108499,26.474667503000603,97.85586805417529,352.14755,211.565355,53.795866000000004,-12.896208189150116,-185.0906874969994,44.060002054175285,45.90856093009051,185.0906874969994,190.69913100164806,-0.9999999999999993,1.0,0.9662363062409056,906.6934696461826,30.613320642504448,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,motive_iantenna,False,1201,1201,ok,1524.9850218649387,1777.6767178681964,-934.7883271303513,1524.9850218649415,1777.6767178681957,-934.7883271303505,1525.9408540388056,1774.0903081743381,-932.1504090045927,29.238163897817163,39.1880042436103,64.23725767280246,80.72790829716112,61.80361960883457,147.75738785229046,8.0,8.0,100.0,90.25811823480433,114.59402722675925,160.22050309550522,0,{},487.49294498270524,1127.7182500046003,-104.98502187310191,391.90054,1132.2804,-71.53192899999999,95.59240498270526,-4.56214999539975,-33.45309287310192,101.27693376654882,4.56214999539975,101.37963565595628,-0.9999999999999993,1.0,0.9662363062409056,557.6228692802323,18.82740779144528,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,motive_iantenna,False,1201,1201,ok,1576.1358272415134,1740.153974969209,-1350.660174106935,1576.1358272415148,1740.1539749692104,-1350.6601741069348,1579.3330126862413,1739.6342830141496,-1354.1840479163175,31.342154848128146,28.273799141028704,51.48371289624949,66.5756042554232,38.60453723778884,93.15345944495263,8.0,8.0,99.91673605328893,93.42214820982515,143.3162292459524,224.83727618878697,0,{},440.10877330919106,1543.153767443875,-58.705162778374415,408.80994,1568.1853500000002,-62.425788499999996,31.29883330919108,-25.03158255612516,3.7206257216255807,31.519200850861544,25.03158255612516,40.24972232874483,-0.9999999999999993,1.0,0.9662363062409056,828.1828777899989,27.96251306222701,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,motive_iantenna,False,1201,1201,ok,688.7591690562963,1299.8736368928223,76.50585519796009,688.7591690562961,1299.8736368928223,76.50585519795996,690.7302611426003,1301.4862122661282,74.91716167619798,23.325436112495193,21.970489517530552,36.064308223060614,48.2432659247478,34.63457487959169,91.93256497403927,8.0,8.0,99.91673605328893,90.75770191507078,67.3967308987937,122.6520071543361,0,{},100.50911330711483,108.66653328423735,-977.9469322547335,65.499245,238.64973,-938.19342,35.00986830711483,-129.98319671576266,-39.75351225473355,52.971998409242346,129.98319671576266,140.36261626201411,-0.9999999999999993,1.0,0.9662363062409056,1028.888366883956,34.73907173176464,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
