version,tag_method,point_estimator,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,frames_solved,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v4io_bound200,T4,mean,all8,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,motive_iantenna,False,1201,1201,ok,687.5569386580992,1099.4989390206426,-1020.9331912214111,687.5569386580992,1099.4989390206426,-1020.9331912214108,688.1266321368817,1099.0508119606832,-1022.8999277884093,20.206678517702557,22.04125805686573,35.31254107423504,46.272048480337105,32.74087130044832,72.78423144361071,8.0,8.0,100.0,91.84013322231473,89.36277833908399,180.60844606181723,0,{},-113.13321576167141,1203.3660025027807,-1000.617460123746,-63.9057945,1133.4998500000002,-956.9902950000001,-49.22742126167141,69.86615250278055,-43.627165123745954,65.7774166474228,69.86615250278055,95.95805232678725,-0.9999999999999993,1.0,0.9662363062409056,772.412567618685,26.079501388753062,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID11_BSF66F_120s_20260528_114551/tag_capture_20260528_114551/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,motive_iantenna,False,1201,1201,ok,669.6823355746576,1262.4366263881423,-1543.1637325621837,669.6823355746574,1262.4366263881425,-1543.163732562184,668.9492551553154,1263.2491240105132,-1542.3336493428974,26.517140086553287,23.146436918290025,24.259980207101904,42.74883507221275,34.52504029013346,74.05820571163804,8.0,8.0,100.0,91.3405495420483,82.94601595962526,165.72331110267146,0,{},43.97483761413855,1727.664056809485,-1005.2585293759787,-43.6886845,1590.1300500000002,-956.35754,87.66352211413854,137.5340068094847,-48.900989375978725,100.3802763066811,137.5340068094847,170.2697944453949,-0.9999999999999993,1.0,0.9662363062409056,990.2052092885641,33.43298544507904,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID12_BSF66F_120s_20260528_115143/tag_capture_20260528_115143/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,motive_iantenna,False,1200,1200,ok,1494.6142258187447,1138.4239632808035,-862.9921725903465,1494.614225818744,1138.423963280804,-862.9921725903461,1491.7969783741055,1139.4140686278115,-860.5153266376677,34.2511098240601,36.42942605229984,60.41075686731695,78.42003029814444,66.52803148470059,133.5575469495677,8.0,8.0,99.83333333333333,91.66666666666666,76.20444497900607,146.22916547923361,0,{},-145.4001692398051,1047.449147579283,-192.8732148932536,-189.628155,1139.0976,-197.96616,44.22798576019488,-91.64845242071715,5.092945106746413,44.520251731816764,91.64845242071715,101.88960518805041,-0.9999999999999993,1.0,0.9662363062409056,210.42408004244712,7.104694198092348,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID13_BSF66F_120s_20260528_115704/tag_capture_20260528_115704/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,motive_iantenna,False,1201,1201,ok,1530.1591222023192,1103.3064585056488,-907.3815346138787,1530.1591222023198,1103.3064585056477,-907.3815346138787,1533.3360536377213,1104.9810363194135,-913.8579531737436,24.14487735492904,21.584228165249073,45.52499495239238,55.86930439328423,32.169795009116186,87.28454413220967,8.0,8.0,99.91673605328893,91.9233971690258,57.711354638539255,147.39648760078518,0,{},-184.16389822899248,1091.437807208564,-160.78793165809543,-198.69532,1132.6278,-194.690585,14.53142177100753,-41.189992791436,33.90265334190457,36.88566282864203,41.189992791436,55.29165966460777,-0.9999999999999993,1.0,0.9662363062409056,208.15261748624962,7.028001231959647,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID14_BSF66F_120s_20260528_120122/tag_capture_20260528_120122/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,motive_iantenna,False,1201,1201,ok,1471.5253677881901,1130.3539474170318,-852.686877067915,1471.5253677881906,1130.353947417032,-852.686877067913,1472.1839194402776,1131.57918798905,-851.1924912819451,21.53969612527909,26.04798086140186,39.83040925434967,52.23904016628085,42.88602153296529,91.73850852179532,8.0,8.0,99.91673605328893,95.58701082431307,76.8757643290991,164.93102676891883,0,{},-151.21228487024905,1036.9955961452727,-216.5662985109709,-200.165335,1132.2551,-184.312585,48.95305012975095,-95.25950385472743,-32.2537135109709,58.62340106351469,95.25950385472743,111.85292229934149,-0.9999999999999993,1.0,0.9662363062409056,209.439366523459,7.0714466323967935,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID15_BSF66F_120s_20260528_120437/tag_capture_20260528_120437/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,motive_iantenna,False,1201,1201,ok,1526.5376726002833,1098.969947206008,-940.9385393518752,1526.5376726002833,1098.9699472060083,-940.938539351875,1532.6145125987468,1098.776985145415,-951.7624103661569,34.0506518199171,23.332942727492853,62.36042873594419,74.78433109827525,40.00921523504289,165.8172481683387,8.0,8.0,99.91673605328893,89.75853455453789,72.68496528827778,168.95599013677398,0,{},-188.58903189808973,1124.927983395385,-164.8890394894297,-184.85465499999998,1122.0572,-185.78015499999998,-3.7343768980897494,2.870783395384933,20.891115510570273,21.222259024264506,2.870783395384933,21.415547515676412,-0.9999999999999993,1.0,0.9662363062409056,193.9946298264024,6.5499752723675275,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID16_BSF66F_120s_20260528_120804/tag_capture_20260528_120804/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,motive_iantenna,False,1199,1199,ok,1376.5114981213576,1092.7808646227602,47.65385079280305,1376.5114981213587,1092.7808646227602,47.653850792803034,1376.4754784615939,1091.7494486965243,50.134624958557666,18.983668403737028,25.98863442752203,66.82756969485735,74.17353205012851,57.50876546333704,132.12775930155044,8.0,8.0,99.83319432860718,92.49374478732277,71.23262005986064,115.37292056548779,0,{},-168.36167586208774,136.06322976069708,-311.8530647159173,-180.39839999999998,209.45865500000002,-328.203235,12.036724137912245,-73.39542523930294,16.350170284082708,20.302975060091576,73.39542523930294,76.15181706531241,-0.9999999999999993,1.0,0.9662363062409056,746.0479146483464,25.18933331979775,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID17_BSF66F_120s_20260528_121200/tag_capture_20260528_121200/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,motive_iantenna,False,1199,1199,ok,1447.994945686355,946.5928698522873,11.864306602928762,1447.9949456863565,946.592869852285,11.864306602928762,1448.014244836664,948.3546634407807,10.883737856533036,15.788253639055455,22.594850880741443,34.39035171603845,44.07371700284558,34.50831533133256,78.34868433096423,8.0,8.0,99.83319432860718,92.91075896580485,43.43139682197985,121.59606427966563,0,{},-320.8729457843085,170.05601465697086,-254.00405706828633,-295.4243,206.90585,-224.00141000000002,-25.448645784308496,-36.84983534302913,-30.002647068286308,39.34199287478141,36.84983534302913,53.90457093946403,-0.9999999999999993,1.0,0.9662363062409056,758.3430541074473,25.60446264322019,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID18_BSF66F_120s_20260528_121519/tag_capture_20260528_121519/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,motive_iantenna,False,1201,1201,ok,1645.2356826336852,1084.1343110692155,149.21065477366554,1645.2356826336888,1084.134311069216,149.21065477366548,1648.2484703420118,1081.7935855461828,147.94382419458188,26.32263294576799,22.865553063029985,101.12194679065192,106.96430547059758,67.3299641453259,179.0418912500528,8.0,8.0,99.91673605328893,89.84179850124896,174.80030234761819,217.11883222908114,0,{},-199.98796457725746,34.900038697331865,-44.706997365190546,-188.530555,205.96057000000002,-114.135095,-11.457409577257465,-171.06053130266815,69.42809763480946,70.36712993585617,171.06053130266815,184.96820901160496,-0.9999999999999993,1.0,0.9662363062409056,747.0845615290667,25.22433434761471,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID19_BSF66F_120s_20260528_121846/tag_capture_20260528_121846/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,motive_iantenna,False,1201,1201,ok,1465.7336259245956,1216.1772912493582,76.31340896882766,1465.7336259245913,1216.1772912493589,76.3134089688277,1467.1458283583856,1216.7449782806545,69.57545256618492,20.478112119013886,22.87306372384101,70.64165511329323,77.0244997206685,42.287613284389245,142.10708315995745,8.0,8.0,100.0,91.42381348875936,117.01970848072447,196.50574050313801,0,{},-53.189845442014985,109.19764145372547,-211.74149639633697,-80.19599149999999,202.56013000000002,-220.692665,27.006146057985006,-93.36248854627455,8.951168603663035,28.450928706747376,93.36248854627455,97.60127874075046,-0.9999999999999993,1.0,0.9662363062409056,741.3886596640334,25.032019661361872,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID20_BSF66F_120s_20260528_122210/tag_capture_20260528_122211/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,motive_iantenna,False,1201,1201,ok,1457.658794566247,1128.0456827078483,-1424.2095411271775,1457.6587945662466,1128.0456827078488,-1424.2095411271785,1457.9273440709057,1128.4292839898224,-1425.1609933159334,23.157123508585098,25.86106797586011,31.904841711913704,47.14834175987731,39.940599425776334,78.99566411109475,8.0,8.0,99.91673605328893,91.3405495420483,130.42313854090014,198.47698326067706,0,{},-159.65893985032017,1608.411522009515,-232.32254046907246,-212.053465,1598.6443,-226.93474500000002,52.39452514967982,9.76722200951508,-5.387795469072444,52.67081360371215,9.76722200951508,53.56877104675955,-0.9999999999999993,1.0,0.9662363062409056,663.0470140007798,22.386916328604293,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID21_BSF66F_120s_20260528_122611/tag_capture_20260528_122611/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
v4io_bound200,T4,mean,all8,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,motive_iantenna,False,1201,1201,ok,1462.080422594744,1078.0214635928849,-1444.0200614294683,1462.0804225947434,1078.0214635928858,-1444.0200614294686,1461.866785574163,1077.7315794893655,-1443.3491567646554,17.87482188581955,25.61189334277428,31.486389024656038,44.34941974663704,36.6084133252069,76.25188512630358,8.0,8.0,99.83347210657784,92.67277268942547,120.57919610565173,197.64491242778743,0,{},-210.13044847716856,1627.569359714398,-232.50714419348446,-232.83767,1599.3211999999999,-235.17408,22.707221522831446,28.24815971439807,2.6669358065155393,22.863299321904844,28.24815971439807,36.34128483052239,-0.9999999999999993,1.0,0.9662363062409056,667.3618160827639,22.532599984731508,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID22_BSF66F_120s_20260528_122946/tag_capture_20260528_122946/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/layouts/v4io_bound200/layout.json
