host_elapsed_s,host_epoch_s,ver,listener_id,near_anchor_id,accepted_polls,poll_seq,tag_id,poll_mask,rx_ts_lo32,carrier_integrator,fp_index,fp1,fp2,fp3,cir_pwr,rxpacc,acc_len
362.436557,1784055400.718893,1,255,255,142580,84,2,0xff,1691814704,-1162,47916,7433,7558,5379,1995,122,4064
363.259258,1784055401.541595,1,255,255,142590,242,3,0xff,2720908196,-4418,48040,7530,7256,5527,2094,123,4064
364.036134,1784055402.318470,1,255,255,142600,95,2,0xff,820422240,-1061,47716,6779,7095,6014,1955,118,4064
364.759514,1784055403.041850,1,255,255,142610,254,3,0xff,4092707097,-4397,47901,7505,7499,6535,2132,123,4064
365.459458,1784055403.741794,1,255,255,142620,5,3,0xff,1577316390,-4329,51242,7212,7269,5339,2047,124,4064
366.136933,1784055404.419269,1,255,255,142630,112,2,0xff,1897972585,-1080,47965,7042,7416,6721,2038,119,4064
366.893313,1784055405.175649,1,255,255,142640,107,4,0xff,2993235097,-6159,47773,7261,7268,6630,2111,118,4064
367.659436,1784055405.941773,1,255,255,142650,22,3,0xff,413357720,-4347,47772,7113,7402,6683,2115,121,4064
368.392626,1784055406.674963,1,255,255,142660,118,4,0xff,23647447,-6112,47843,7127,7177,6178,1931,118,4064
369.092575,1784055407.374911,1,255,255,142670,123,4,0xff,1792730382,-6091,47898,7338,7338,6956,2121,120,4064
369.736596,1784055408.018932,1,255,255,142680,141,2,0xff,4289311957,-821,47833,7339,7594,6975,1903,123,4064
370.436193,1784055408.718529,1,255,255,142690,147,2,0xff,1750546984,-653,47644,7011,7292,6902,1917,117,4064
371.158907,1784055409.441243,1,255,255,142700,50,3,0xff,683815577,-4185,47773,7465,7300,6374,2092,121,4064
371.859172,1784055410.141509,1,255,255,142710,57,3,0xff,2479430109,-4140,48097,7504,7293,6012,2145,121,4064
372.636081,1784055410.918417,1,255,255,142720,164,2,0xff,580102241,-964,47709,7316,7756,7129,2038,121,4064
373.335749,1784055411.618085,1,255,255,142730,169,2,0xff,2336771830,-935,47842,6630,7196,6033,1851,121,4064
373.992047,1784055412.274383,1,255,255,142740,165,4,0xff,1325130521,-5901,47909,7280,7225,6144,1911,120,4064
374.692626,1784055412.974962,1,255,255,142750,170,4,0xff,3135969032,-5945,47892,7313,7286,7060,2029,118,4064
375.435696,1784055413.718032,1,255,255,142760,187,2,0xff,3369211491,-817,47711,7256,7567,7021,2062,122,4064
376.158687,1784055414.441024,1,255,255,142770,90,3,0xff,2326885400,-4141,47636,7226,7070,6553,1802,118,4064
376.836170,1784055415.118506,1,255,255,142780,199,2,0xff,2661475448,-533,47732,7492,6867,4240,1994,124,4064
377.592048,1784055415.874384,1,255,255,142790,194,4,0xff,3715451481,-5803,47717,7019,7071,6022,1846,120,4064
378.392036,1784055416.674372,1,255,255,142800,201,4,0xff,3290426716,-5867,47976,7078,7117,5712,1842,119,4064
379.135145,1784055417.417482,1,255,255,142810,214,2,0xff,3525071073,-920,47837,6844,6711,6379,1881,117,4064
379.835860,1784055418.118196,1,255,255,142820,220,2,0xff,1059796791,-653,47931,7096,7016,3920,2089,124,4064
380.458359,1784055418.740696,1,255,255,142830,124,3,0xff,2181031715,-4052,47911,6974,7094,5489,1925,119,4064
381.158271,1784055419.440607,1,255,255,142840,130,3,0xff,3955511885,-4031,47705,7531,7210,6376,1918,124,4064
381.935624,1784055420.217961,1,255,255,142850,237,2,0xff,2087691550,-785,47898,6872,7334,6780,1998,123,4064
382.691920,1784055420.974256,1,255,255,142860,239,4,0xff,3165397593,-5732,47717,7237,7233,6131,1981,123,4064
383.435051,1784055421.717387,1,255,255,142870,248,2,0xff,3401122335,-772,47643,7108,7210,6896,2108,121,4064
384.058164,1784055422.340501,1,255,255,142880,154,3,0xff,275665690,-3969,47902,7526,7426,6346,2096,123,4064
384.758122,1784055423.040458,1,255,255,142890,160,3,0xff,2048111160,-3981,47692,7390,7611,6666,1895,124,4064
385.535402,1784055423.817738,1,255,255,142900,9,2,0xff,164718122,-569,47646,6873,6772,6487,1888,118,4064
468.347716,1784055506.630052,1,255,255,142910,14,2,0xff,671442849,-1719,48029,6704,7143,6724,2012,118,4064
469.070680,1784055507.353016,1,255,255,142920,177,3,0xff,3916837017,-5021,47773,7024,7094,6370,2170,118,4064
469.747575,1784055508.029911,1,255,255,142930,25,2,0xff,4220728033,-1496,47837,6883,7095,6652,2130,122,4064
470.447650,1784055508.729986,1,255,255,142940,31,2,0xff,1708245365,-1467,47993,7335,7203,4173,2184,121,4064
471.271185,1784055509.553521,1,255,255,142950,195,3,0xff,2788931172,-4860,47720,7215,7154,5521,2070,121,4064
471.947815,1784055510.230151,1,255,255,142960,43,2,0xff,3073657883,-1437,47639,6579,6811,6886,1980,121,4064
472.804434,1784055511.086771,1,255,255,142970,47,4,0xff,1976784003,-6494,47767,7189,7234,6549,1949,121,4064
473.547110,1784055511.829447,1,255,255,142980,55,2,0xff,2189172158,-1382,48066,5896,7574,7441,1806,120,4064
474.270885,1784055512.553222,1,255,255,142990,219,3,0xff,1181505683,-4595,47767,7141,7210,6771,2328,122,4064
474.947628,1784055513.229964,1,255,255,143000,67,2,0xff,1482166490,-1162,47830,7170,7345,7348,2112,124,4064
475.604832,1784055513.887168,1,255,255,143010,72,4,0xff,526165399,-6380,51619,7280,7336,6400,2141,125,4064
476.347225,1784055514.629561,1,255,255,143020,79,2,0xff,714364008,-980,47716,6820,6621,5360,1943,117,4064
477.004579,1784055515.286916,1,255,255,143030,82,4,0xff,4065196245,-6270,47841,7257,7249,6227,1959,117,4064
477.847727,1784055516.130063,1,255,255,143040,88,2,0xff,2106694457,-1132,47925,7420,7521,4647,1928,121,4064
478.547885,1784055516.830222,1,255,255,143050,94,2,0xff,3879904905,-1154,47757,6726,7742,6946,1968,123,4064
479.204038,1784055517.486374,1,255,255,143060,101,4,0xff,2871665999,-6210,47963,7170,7192,6382,1935,118,4064
479.847297,1784055518.129633,1,255,255,143070,104,2,0xff,1022094631,-1166,47915,7066,7174,5155,1918,119,4064
480.546908,1784055518.829244,1,255,255,143080,110,2,0xff,2776935912,-1040,48092,7425,7570,6766,1930,121,4064
481.247127,1784055519.529463,1,255,255,143090,116,2,0xff,276434803,-955,47975,6545,7078,5564,2073,118,4064
481.904317,1784055520.186653,1,255,255,143100,126,4,0xff,3607518495,-6084,47907,7590,7548,6448,2161,123,4064
482.703918,1784055520.986254,1,255,255,143110,132,4,0xff,3163785809,-6040,47709,7215,7208,6413,2144,124,4064
541.817200,1784055580.099537,1,255,255,143120,136,4,0xff,3314827129,-6933,48021,7253,7200,6535,1945,120,4064
542.590696,1784055580.873032,1,255,255,143130,42,3,0xff,1199033018,-4933,47798,7076,6959,4178,2036,117,4064
543.367435,1784055581.649771,1,255,255,143140,143,2,0xff,3585784761,-1389,48037,6850,6821,5522,1768,119,4064
544.017053,1784055582.299389,1,255,255,143150,151,4,0xff,2146636822,-6711,47650,7581,7553,6377,2114,122,4064
544.917078,1784055583.199414,1,255,255,143160,158,4,0xff,3820138984,-6530,47612,7336,7151,3842,1924,119,4064
545.891165,1784055584.173501,1,255,255,143170,70,3,0xff,1637898003,-4791,48919,6876,7117,6663,2201,118,4064
546.517265,1784055584.799601,1,255,255,143180,170,4,0xff,2988213461,-6436,47841,7137,7154,6149,1940,119,4064
547.166390,1784055585.448726,1,255,255,143190,12,6,0xff,1518571448,-1310,48044,6625,6952,4924,1980,118,4064
547.866083,1784055586.148420,1,255,255,143200,19,6,0xff,3272269084,-1409,47896,6741,7071,6973,1861,117,4064
549.065962,1784055587.348298,1,255,255,143210,30,6,0xff,2639432728,-1433,47636,6448,7271,7341,1843,117,4064
555.033992,1784055593.316329,1,255,255,143220,92,3,0xff,1721402968,-4862,47708,6746,7027,6253,2107,119,4064
555.860392,1784055594.142728,1,255,255,143230,193,4,0xff,2986451895,-6576,48075,7507,7472,7019,2009,121,4064
612.370763,1784055650.653099,1,255,255,143240,105,3,0xff,1942235429,-5126,47913,7579,7380,5565,2259,124,4064
613.096847,1784055651.379184,1,255,255,143250,205,4,0xff,1085369643,-6894,47943,7487,7391,7072,2056,124,4064
613.869851,1784055652.152187,1,255,255,143260,117,3,0xff,3241573970,-4958,47702,7414,7425,6838,2301,120,4064
614.597152,1784055652.879488,1,255,255,143270,215,4,0xff,2465872557,-6787,47817,7607,7564,7155,2080,123,4064
615.353480,1784055653.635816,1,255,255,143280,76,2,0xff,3545645147,-1559,47703,6457,7223,6968,2178,120,4064
616.269952,1784055654.552289,1,255,255,143290,137,3,0xff,1980788473,-4777,47853,7052,7064,4906,2109,117,4064
616.971856,1784055655.254192,1,255,255,143300,144,3,0xff,3745148710,-4747,47914,6778,6784,5012,1945,118,4064
617.596411,1784055655.878748,1,255,255,143310,239,4,0xff,834719011,-6536,47911,6999,7034,5635,1835,118,4064
618.353019,1784055656.635356,1,255,255,143320,97,2,0xff,1939584678,-1258,47778,7190,7380,6289,2248,122,4064
619.070483,1784055657.352819,1,255,255,143330,161,3,0xff,533751699,-4616,48023,7271,6993,6166,2152,120,4064
619.769958,1784055658.052294,1,255,255,143340,168,3,0xff,2273362389,-4671,48081,7444,7189,6425,2251,122,4064
620.396306,1784055658.678643,1,255,255,143350,6,4,0xff,3648525005,-6303,48345,7186,7217,6502,1995,119,4064
621.252861,1784055659.535197,1,255,255,143360,117,2,0xff,2544823456,-1275,47772,7091,7723,7314,2420,124,4064
621.952469,1784055660.234806,1,255,255,143370,123,2,0xff,4288159967,-1320,47835,6780,7344,6781,2092,120,4064
622.652446,1784055660.934782,1,255,255,143380,129,2,0xff,1777256903,-1201,48067,2760,7081,7305,1764,117,4064
623.296643,1784055661.578979,1,255,255,143390,29,4,0xff,4284489857,-6264,47765,7283,7286,6554,1934,117,4064
623.952126,1784055662.234462,1,255,255,143400,141,2,0xff,3219372322,-1147,47902,6983,7703,7140,2387,124,4064
624.569157,1784055662.851493,1,255,255,143410,208,3,0xff,3989002580,-4485,47960,6854,6814,6431,2135,117,4064
625.352340,1784055663.634676,1,255,255,143420,151,2,0xff,2497916158,-1164,47866,7761,7860,4579,1997,124,4064
626.068910,1784055664.351246,1,255,255,143430,220,3,0xff,1034927192,-4440,47708,6908,6644,6033,2061,117,4064
684.332107,1784055722.614443,1,255,255,143440,59,4,0xff,2657286419,-6901,47903,7409,7391,6368,2071,121,4064
685.105525,1784055723.387862,1,255,255,143450,231,3,0xff,533126192,-5096,47684,6929,7294,6706,2026,120,4064
685.832046,1784055724.114382,1,255,255,143460,71,4,0xff,4007535447,-6784,47971,7169,7179,6108,1925,117,4064
686.581923,1784055724.864259,1,255,255,143470,180,2,0xff,375289496,-1810,47772,7211,7337,6854,1896,121,4064
687.231556,1784055725.513892,1,255,255,143480,83,4,0xff,3239475792,-6642,47708,7452,7421,6614,2118,122,4064
688.031477,1784055726.313814,1,255,255,143490,89,4,0xff,2808700908,-6560,47616,7404,7306,7151,2077,123,4064
688.804686,1784055727.087022,1,255,255,143500,5,3,0xff,680136535,-4749,47963,7233,7294,6482,2232,122,4064
689.504888,1784055727.787224,1,255,255,143510,12,3,0xff,2469732373,-4737,47641,7430,7442,6850,2367,120,4064
690.281388,1784055728.563724,1,255,255,143520,205,2,0xff,543874472,-1530,48036,7274,7766,6439,2012,120,4064
690.931836,1784055729.214173,1,255,255,143530,111,4,0xff,3450491040,-6376,47780,7428,7445,6324,2100,123,4064
691.604908,1784055729.887244,1,255,255,143540,29,3,0xff,3510460599,-4590,47803,7365,6805,3749,2175,121,4064
692.331192,1784055730.613528,1,255,255,143550,120,4,0xff,2662706854,-6267,47786,7000,7048,5247,1877,120,4064
693.081336,1784055731.363672,1,255,255,143560,227,2,0xff,3357926457,-1016,47653,7563,7924,6210,2105,124,4064
693.804829,1784055732.087165,1,255,255,143570,47,3,0xff,2343971339,-4475,47639,7234,7516,6725,2395,125,4064
694.481707,1784055732.764043,1,255,255,143580,237,2,0xff,2643415636,-1091,47704,5795,7665,7055,1955,118,4064
695.182038,1784055733.464375,1,255,255,143590,243,2,0xff,139058083,-1202,48031,7034,7713,7068,2408,124,4064
695.830999,1784055734.113335,1,255,255,143600,149,4,0xff,2959058190,-6242,52506,7664,7670,6887,2301,124,4064
696.580912,1784055734.863249,1,255,255,143610,255,2,0xff,3634765951,-1019,47739,7456,7266,4181,1939,123,4064
697.281619,1784055735.563955,1,255,255,143620,5,2,0xff,1164839432,-958,47628,6457,7244,6936,1890,122,4064
697.981037,1784055736.263374,1,255,255,143630,10,2,0xff,2906353486,-899,47954,5434,8097,7321,2090,125,4064
754.661097,1784055792.943434,1,255,255,143640,168,4,0xff,581284438,-6919,47714,6999,7030,5957,1876,119,4064
755.403544,1784055793.685880,1,255,255,143650,23,2,0xff,776948818,-1669,47702,6671,7038,6507,1952,121,4064
756.103900,1784055794.386236,1,255,255,143660,28,2,0xff,2578893064,-1711,47884,5604,7545,7413,1974,124,4064
756.760931,1784055795.043267,1,255,255,143670,186,4,0xff,1605078479,-6673,48091,7282,7291,6420,2055,121,4064
757.403712,1784055795.686048,1,255,255,143680,40,2,0xff,4024512943,-1392,48035,6763,7161,5878,1932,118,4064
758.061372,1784055796.343709,1,255,255,143690,198,4,0xff,3095356817,-6580,48029,7213,7201,6332,1967,117,4064
758.927091,1784055797.209428,1,255,255,143700,125,3,0xff,2577636027,-4736,47815,7105,7270,6720,2129,122,4064
759.760854,1784055798.043191,1,255,255,143710,210,4,0xff,23243903,-6460,47763,7512,7448,6843,2134,123,4064
760.503824,1784055798.786160,1,255,255,143720,62,2,0xff,253807958,-1348,47962,6857,8026,7294,2092,124,4064
761.160876,1784055799.443212,1,255,255,143730,221,4,0xff,3575848510,-6463,47698,7386,7307,6762,2072,124,4064
761.903412,1784055800.185748,1,255,255,143740,74,2,0xff,3779655680,-1115,47620,4043,7635,7687,1907,122,4064
762.527390,1784055800.809726,1,255,255,143750,156,3,0xff,696577052,-4559,47648,7156,7003,5990,2131,118,4064
763.327110,1784055801.609446,1,255,255,143760,162,3,0xff,259506645,-4532,48089,7377,7344,6622,2254,118,4064
764.203648,1784055802.485984,1,255,255,143770,93,2,0xff,429938714,-1267,47638,6812,7821,7508,2016,123,4064
764.926965,1784055803.209301,1,255,255,143780,175,3,0xff,3698794349,-4483,47985,6815,6544,4280,1866,118,4064
765.626651,1784055803.908987,1,255,255,143790,181,3,0xff,1169794200,-4459,47772,7437,7322,6395,2215,119,4064
766.302954,1784055804.585290,1,255,255,143800,109,2,0xff,1429705631,-1031,48027,7294,7513,7198,2098,122,4064
767.002918,1784055805.285255,1,255,255,143810,115,2,0xff,3207641703,-1031,47715,7396,7534,6627,1921,117,4064
767.702581,1784055805.984917,1,255,255,143820,121,2,0xff,665804376,-1078,47700,6907,7306,7071,2117,123,4064
768.326355,1784055806.608692,1,255,255,143830,205,3,0xff,1868272540,-4363,48032,6766,6947,5998,2097,118,4064
769.103255,1784055807.385591,1,255,255,143840,132,2,0xff,4261471223,-1066,48099,6626,7435,6053,1908,123,4064
769.726582,1784055808.008918,1,255,255,143850,216,3,0xff,1144959109,-4249,47737,6998,6939,4042,2226,121,4064
770.526435,1784055808.808771,1,255,255,143860,221,3,0xff,716572957,-4318,47905,7246,7317,6242,2273,122,4064
771.260201,1784055809.542537,1,255,255,143870,47,4,0xff,360983140,-6097,47728,7018,7038,4715,1898,122,4064
771.960889,1784055810.243226,1,255,255,143880,53,4,0xff,2141892366,-6102,47898,7180,7154,6432,1935,118,4064
772.626021,1784055810.908357,1,255,255,143890,240,3,0xff,1724519534,-4222,47722,7348,7087,5237,2232,122,4064
773.326647,1784055811.608983,1,255,255,143900,246,3,0xff,3544039516,-4253,47712,7341,7462,6353,2388,125,4064
