row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L13:I0:T6,simulate_imu_prior,0.6152092240081402,,,,
R4:L13:I0:T6,cpu_golden,20.461535869006184,,,,
R4:L13:I0:T6,torch_gpu,2.4454745500115678,0,1,2.4454745500115678,2.4454745500115678
R4:L13:I0:T8,simulate_imu_prior,0.6241833319945727,,,,
R4:L13:I0:T8,cpu_golden,21.066634824004723,,,,
R4:L13:I0:T8,torch_gpu,2.210802188987145,0,1,2.210802188987145,2.210802188987145
R4:L13:I1:T6,simulate_imu_prior,0.5834370739903534,,,,
R4:L13:I1:T6,cpu_golden,21.63473320999765,,,,
R4:L13:I1:T6,torch_gpu,2.172379406008986,0,1,2.172379406008986,2.172379406008986
R4:L13:I1:T8,simulate_imu_prior,0.5921744229999604,,,,
R4:L13:I1:T8,cpu_golden,21.33185569100897,,,,
R4:L13:I1:T8,torch_gpu,2.295885215004091,0,1,2.295885215004091,2.295885215004091
