a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,E,A,1758,100,1758,1,0
A,F,A,4157,90,4157,1,0
A,G,A,3890,100,3890,1,0
A,H,A,5568,100,5568,1,0
A,B,A,4384,100,4384,1,0
A,C,A,3377,100,3377,1,0
A,D,A,5642,91,5642,1,0
A,E,A,1797,100,1797,1,0
A,F,A,4076,91,4076,1,0
A,G,A,3835,100,3835,1,0
A,H,A,5568,100,5568,1,0
A,B,A,4399,100,4399,1,0
A,C,A,3329,100,3329,1,0
A,D,A,5687,92,5687,1,0
A,E,A,1750,100,1750,1,0
A,F,A,4108,92,4108,1,0
A,G,A,3911,100,3911,1,0
A,H,A,5611,92,5611,1,0
A,B,A,4341,100,4341,1,0
A,C,A,3345,100,3345,1,0
A,D,A,5580,92,5580,1,0
A,E,A,1742,100,1742,1,0
A,F,A,4104,92,4104,1,0
A,G,A,3912,100,3912,1,0
A,H,A,5695,92,5695,1,0
A,B,A,4405,100,4405,1,0
A,C,A,3349,100,3349,1,0
A,D,A,5644,93,5644,1,0
A,E,A,1772,100,1772,1,0
A,F,A,4138,93,4138,1,0
A,G,A,3862,100,3862,1,0
A,H,A,5655,93,5655,1,0
A,B,A,4399,100,4399,1,0
A,C,A,3390,100,3390,1,0
A,D,A,5625,93,5625,1,0
A,E,A,1766,100,1766,1,0
A,F,A,4108,93,4108,1,0
A,G,A,3864,100,3864,1,0
A,H,A,5626,93,5626,1,0
A,B,A,4411,100,4411,1,0
A,C,A,3339,100,3339,1,0
A,D,A,5661,94,5661,1,0
A,E,A,1749,100,1749,1,0
A,F,A,4139,94,4139,1,0
A,G,A,3835,100,3835,1,0
A,H,A,5613,94,5613,1,0
A,B,A,4408,100,4408,1,0
A,C,A,3307,100,3307,1,0
A,D,A,5657,94,5657,1,0
A,E,A,1765,100,1765,1,0
A,F,A,4096,94,4096,1,0
A,G,A,3852,100,3852,1,0
A,H,A,5613,94,5613,1,0
A,B,A,4363,100,4363,1,0
A,C,A,3276,100,3276,1,0
A,D,A,5706,94,5706,1,0
A,E,A,1755,100,1755,1,0
A,F,A,4161,94,4161,1,0
A,G,A,3842,100,3842,1,0
A,H,A,5611,89,5611,1,0
A,B,A,4368,100,4368,1,0
A,C,A,3368,100,3368,1,0
A,D,A,5621,95,5621,1,0
A,E,A,1739,100,1739,1,0
A,F,A,4140,95,4140,1,0
A,G,A,3884,100,3884,1,0
A,H,A,5631,90,5631,1,0
A,B,A,4402,100,4402,1,0
A,C,A,3350,100,3350,1,0
A,D,A,5689,95,5689,1,0
A,E,A,1735,100,1735,1,0
A,F,A,4120,95,4120,1,0
A,G,A,3852,100,3852,1,0
A,H,A,5614,90,5614,1,0
A,B,A,4421,100,4421,1,0
A,C,A,3411,100,3411,1,0
A,D,A,5654,95,5654,1,0
A,E,A,1789,100,1789,1,0
A,F,A,4165,95,4165,1,0
A,G,A,3889,100,3889,1,0
A,H,A,5604,90,5604,1,0
A,B,A,4389,100,4389,1,0
A,C,A,3345,100,3345,1,0
A,D,A,5675,95,5675,1,0
A,E,A,1757,100,1757,1,0
A,F,A,4147,95,4147,1,0
A,G,A,3906,100,3906,1,0
A,H,A,5675,91,5675,1,0
A,B,A,4377,100,4377,1,0
A,C,A,3347,100,3347,1,0
A,D,A,5663,95,5663,1,0
A,E,A,1792,100,1792,1,0
A,F,A,4115,95,4115,1,0
A,G,A,3854,100,3854,1,0
A,H,A,5617,88,5617,1,0
A,B,A,4377,100,4377,1,0
A,C,A,3344,100,3344,1,0
A,D,A,5717,96,5717,1,0
A,E,A,1748,100,1748,1,0
A,F,A,4175,96,4175,1,0
A,G,A,3825,100,3825,1,0
A,H,A,5588,88,5588,1,0
A,B,A,4437,96,4437,1,0
A,C,A,3369,100,3369,1,0
A,D,A,5631,96,5631,1,0
A,E,A,1784,100,1784,1,0
A,F,A,4154,96,4154,1,0
A,G,A,3894,100,3894,1,0
A,H,A,5618,88,5618,1,0
A,B,A,4350,96,4350,1,0
A,C,A,3328,100,3328,1,0
A,D,A,5637,96,5637,1,0
A,E,A,1818,100,1818,1,0
A,F,A,4169,96,4169,1,0
A,G,A,3901,100,3901,1,0
A,H,A,5617,89,5617,1,0
A,B,A,4350,96,4350,1,0
A,C,A,3348,100,3348,1,0
A,D,A,5651,96,5651,1,0
A,E,A,1765,100,1765,1,0
A,F,A,4158,96,4158,1,0
A,G,A,3859,100,3859,1,0
A,H,A,5607,89,5607,1,0
A,B,A,4391,92,4391,1,0
A,C,A,3327,100,3327,1,0
A,D,A,5666,96,5666,1,0
A,E,A,1764,100,1764,1,0
A,F,A,4127,96,4127,1,0
A,G,A,3885,100,3885,1,0
A,H,A,5614,90,5614,1,0
A,B,A,4408,93,4408,1,0
A,C,A,3363,100,3363,1,0
A,D,A,5572,96,5572,1,0
A,E,A,1771,100,1771,1,0
A,F,A,4124,96,4124,1,0
A,G,A,3909,100,3909,1,0
A,H,A,5601,90,5601,1,0
A,B,A,4430,93,4430,1,0
A,C,A,3343,100,3343,1,0
A,D,A,5631,96,5631,1,0
A,E,A,1780,100,1780,1,0
A,F,A,4111,96,4111,1,0
A,G,A,3880,100,3880,1,0
A,H,A,5582,90,5582,1,0
A,B,A,4360,93,4360,1,0
A,C,A,3365,100,3365,1,0
A,D,A,5673,96,5673,1,0
A,E,A,1776,100,1776,1,0
A,F,A,4092,96,4092,1,0
A,G,A,3899,100,3899,1,0
A,H,A,5616,94,5616,1,0
A,B,A,4375,93,4375,1,0
A,C,A,3324,100,3324,1,0
A,D,A,5625,100,5625,1,0
A,E,A,1765,100,1765,1,0
A,F,A,4075,100,4075,1,0
A,G,A,3886,100,3886,1,0
A,H,A,5571,94,5571,1,0
A,B,A,4418,94,4418,1,0
A,C,A,3324,100,3324,1,0
A,D,A,5579,100,5579,1,0
A,E,A,1764,100,1764,1,0
A,F,A,4109,100,4109,1,0
A,G,A,3886,100,3886,1,0
A,H,A,5524,94,5524,1,0
A,B,A,4421,94,4421,1,0
A,C,A,3363,94,3363,1,0
A,D,A,5650,100,5650,1,0
A,E,A,1812,100,1812,1,0
A,F,A,4090,100,4090,1,0
A,G,A,3841,100,3841,1,0
A,H,A,5605,95,5605,1,0
A,B,A,4431,94,4431,1,0
A,C,A,3360,95,3360,1,0
A,D,A,5624,100,5624,1,0
A,E,A,1781,100,1781,1,0
A,F,A,4163,100,4163,1,0
A,G,A,3932,100,3932,1,0
A,H,A,5591,95,5591,1,0
A,B,A,4383,95,4383,1,0
A,C,A,3375,95,3375,1,0
A,D,A,5668,100,5668,1,0
A,E,A,1787,100,1787,1,0
A,F,A,4126,100,4126,1,0
A,G,A,3876,100,3876,1,0
A,H,A,5635,95,5635,1,0
A,B,A,4348,95,4348,1,0
A,C,A,3390,95,3390,1,0
A,D,A,5649,100,5649,1,0
A,E,A,1775,100,1775,1,0
A,F,A,4101,100,4101,1,0
A,G,A,3927,100,3927,1,0
A,H,A,5611,95,5611,1,0
A,B,A,4376,95,4376,1,0
A,C,A,3353,95,3353,1,0
A,D,A,5612,100,5612,1,0
A,E,A,1773,100,1773,1,0
A,F,A,4093,100,4093,1,0
A,G,A,3845,100,3845,1,0
A,H,A,5622,95,5622,1,0
A,B,A,4404,95,4404,1,0
A,C,A,3399,95,3399,1,0
A,D,A,5607,100,5607,1,0
A,E,A,1758,100,1758,1,0
A,F,A,4121,100,4121,1,0
A,G,A,3905,100,3905,1,0
A,H,A,5625,96,5625,1,0
A,B,A,4372,95,4372,1,0
A,C,A,3360,96,3360,1,0
A,D,A,5681,100,5681,1,0
A,E,A,1782,100,1782,1,0
A,F,A,4154,100,4154,1,0
A,G,A,3852,100,3852,1,0
A,H,A,5615,96,5615,1,0
A,B,A,4361,96,4361,1,0
A,C,A,3304,96,3304,1,0
A,D,A,5626,100,5626,1,0
A,E,A,1800,100,1800,1,0
A,F,A,4133,100,4133,1,0
A,G,A,3852,100,3852,1,0
A,H,A,5667,96,5667,1,0
A,B,A,4412,96,4412,1,0
A,C,A,3436,96,3436,1,0
A,D,A,5652,100,5652,1,0
A,E,A,1797,100,1797,1,0
A,F,A,4107,100,4107,1,0
A,G,A,3860,96,3860,1,0
A,H,A,5648,96,5648,1,0
A,B,A,4394,96,4394,1,0
A,C,A,3379,96,3379,1,0
A,D,A,5634,100,5634,1,0
A,E,A,1781,100,1781,1,0
A,F,A,4126,100,4126,1,0
A,G,A,3855,96,3855,1,0
A,H,A,5579,96,5579,1,0
A,B,A,4360,96,4360,1,0
A,C,A,3333,96,3333,1,0
A,D,A,5658,100,5658,1,0
A,E,A,1791,100,1791,1,0
A,F,A,4114,100,4114,1,0
A,G,A,3924,96,3924,1,0
A,H,A,5622,96,5622,1,0
A,B,A,4360,96,4360,1,0
A,C,A,3346,96,3346,1,0
A,D,A,5617,100,5617,1,0
A,E,A,1788,100,1788,1,0
A,F,A,4099,100,4099,1,0
A,G,A,3869,96,3869,1,0
A,H,A,5614,96,5614,1,0
A,B,A,4371,93,4371,1,0
A,C,A,3390,96,3390,1,0
A,D,A,5627,100,5627,1,0
A,E,A,1770,100,1770,1,0
A,F,A,4074,100,4074,1,0
A,G,A,3892,96,3892,1,0
A,H,A,5626,96,5626,1,0
A,B,A,4352,93,4352,1,0
A,C,A,3371,96,3371,1,0
A,D,A,5633,100,5633,1,0
A,E,A,1773,100,1773,1,0
A,F,A,4130,100,4130,1,0
A,G,A,3892,96,3892,1,0
A,H,A,5589,100,5589,1,0
A,B,A,4395,93,4395,1,0
A,C,A,3379,100,3379,1,0
A,D,A,5600,100,5600,1,0
A,E,A,1777,100,1777,1,0
A,F,A,4097,100,4097,1,0
A,G,A,3878,94,3878,1,0
A,H,A,5627,100,5627,1,0
A,B,A,4421,94,4421,1,0
A,C,A,3378,100,3378,1,0
A,D,A,5671,100,5671,1,0
A,E,A,1795,100,1795,1,0
A,F,A,4117,100,4117,1,0
A,G,A,3890,94,3890,1,0
A,H,A,5613,100,5613,1,0
A,B,A,4372,94,4372,1,0
A,C,A,3351,100,3351,1,0
A,D,A,5615,100,5615,1,0
A,E,A,1759,100,1759,1,0
A,F,A,4169,100,4169,1,0
A,G,A,3920,94,3920,1,0
A,H,A,5578,100,5578,1,0
A,B,A,4408,94,4408,1,0
A,C,A,3408,100,3408,1,0
A,D,A,5672,100,5672,1,0
A,E,A,1745,100,1745,1,0
A,F,A,4141,100,4141,1,0
A,G,A,3860,95,3860,1,0
A,H,A,5638,100,5638,1,0
A,B,A,4386,95,4386,1,0
A,C,A,3375,100,3375,1,0
A,D,A,5603,100,5603,1,0
A,E,A,1767,100,1767,1,0
A,F,A,4114,100,4114,1,0
A,G,A,3861,95,3861,1,0
A,H,A,5546,100,5546,1,0
A,B,A,4417,95,4417,1,0
A,C,A,3414,100,3414,1,0
A,D,A,5644,100,5644,1,0
A,E,A,1823,100,1823,1,0
A,F,A,4133,100,4133,1,0
A,G,A,4019,95,4019,1,0
A,H,A,5572,100,5572,1,0
A,B,A,4427,95,4427,1,0
A,C,A,3322,100,3322,1,0
A,D,A,5685,100,5685,1,0
A,E,A,1764,100,1764,1,0
A,F,A,4137,100,4137,1,0
A,G,A,3830,95,3830,1,0
A,H,A,5592,100,5592,1,0
A,B,A,4371,95,4371,1,0
A,C,A,3362,100,3362,1,0
A,D,A,5594,100,5594,1,0
A,E,A,1788,100,1788,1,0
A,F,A,4110,100,4110,1,0
A,G,A,3884,95,3884,1,0
A,H,A,5620,100,5620,1,0
A,B,A,4344,95,4344,1,0
A,C,A,3362,100,3362,1,0
A,D,A,5609,100,5609,1,0
A,E,A,1769,100,1769,1,0
A,F,A,4143,100,4143,1,0
A,G,A,3892,96,3892,1,0
A,H,A,5641,100,5641,1,0
A,B,A,4370,96,4370,1,0
A,C,A,3452,100,3452,1,0
A,D,A,5579,100,5579,1,0
A,E,A,1766,100,1766,1,0
A,F,A,4145,100,4145,1,0
A,G,A,3919,96,3919,1,0
A,H,A,5646,100,5646,1,0
A,B,A,4396,96,4396,1,0
A,C,A,3375,100,3375,1,0
A,D,A,5630,100,5630,1,0
A,E,A,1766,100,1766,1,0
A,F,A,4151,100,4151,1,0
A,G,A,3888,96,3888,1,0
A,H,A,5634,100,5634,1,0
A,B,A,4361,96,4361,1,0
A,C,A,3397,100,3397,1,0
A,D,A,5632,100,5632,1,0
A,E,A,1761,96,1761,1,0
A,F,A,4163,100,4163,1,0
A,G,A,4028,96,4028,1,0
A,H,A,5604,100,5604,1,0
A,B,A,4435,96,4435,1,0
A,C,A,3397,100,3397,1,0
A,D,A,5630,100,5630,1,0
A,E,A,1776,96,1776,1,0
A,F,A,4173,100,4173,1,0
A,G,A,3875,96,3875,1,0
A,H,A,5622,100,5622,1,0
A,B,A,4324,96,4324,1,0
A,C,A,3345,100,3345,1,0
A,D,A,5615,100,5615,1,0
A,E,A,1833,96,1833,1,0
A,F,A,4156,100,4156,1,0
A,G,A,3867,96,3867,1,0
A,H,A,5606,100,5606,1,0
A,B,A,4407,96,4407,1,0
A,C,A,3330,100,3330,1,0
A,D,A,5669,100,5669,1,0
A,E,A,1756,96,1756,1,0
A,F,A,4141,100,4141,1,0
A,G,A,3906,96,3906,1,0
A,H,A,5623,100,5623,1,0
A,B,A,4398,96,4398,1,0
A,C,A,3330,100,3330,1,0
A,D,A,5652,100,5652,1,0
A,E,A,1756,96,1756,1,0
A,F,A,4138,100,4138,1,0
A,G,A,3893,96,3893,1,0
A,H,A,5579,100,5579,1,0
A,B,A,4373,96,4373,1,0
A,C,A,3375,100,3375,1,0
A,D,A,5620,100,5620,1,0
A,E,A,1756,96,1756,1,0
A,F,A,4120,100,4120,1,0
A,G,A,3908,100,3908,1,0
A,H,A,5559,100,5559,1,0
A,B,A,4415,100,4415,1,0
A,C,A,3342,100,3342,1,0
A,D,A,5621,100,5621,1,0
A,E,A,1742,94,1742,1,0
A,F,A,4142,100,4142,1,0
A,G,A,3908,100,3908,1,0
A,H,A,5506,100,5506,1,0
A,B,A,4449,100,4449,1,0
A,C,A,3322,100,3322,1,0
A,D,A,5632,100,5632,1,0
A,E,A,1786,94,1786,1,0
A,F,A,4116,100,4116,1,0
A,G,A,3938,94,3938,1,0
A,H,A,5605,100,5605,1,0
A,B,A,4449,100,4449,1,0
A,C,A,3337,100,3337,1,0
A,D,A,5632,100,5632,1,0
A,E,A,1753,95,1753,1,0
A,F,A,4129,100,4129,1,0
A,G,A,3901,95,3901,1,0
A,H,A,5582,100,5582,1,0
A,B,A,4492,95,4492,1,0
A,C,A,3359,100,3359,1,0
A,D,A,5634,100,5634,1,0
A,E,A,1790,95,1790,1,0
A,F,A,4133,100,4133,1,0
A,G,A,3893,95,3893,1,0
A,H,A,5643,100,5643,1,0
A,B,A,4373,95,4373,1,0
A,C,A,3356,100,3356,1,0
A,D,A,5596,100,5596,1,0
A,E,A,1777,95,1777,1,0
A,F,A,4088,100,4088,1,0
A,G,A,3889,95,3889,1,0
A,H,A,5588,100,5588,1,0
A,B,A,4368,95,4368,1,0
A,C,A,3407,100,3407,1,0
A,D,A,5635,100,5635,1,0
A,E,A,1740,95,1740,1,0
A,F,A,4063,100,4063,1,0
A,G,A,3817,95,3817,1,0
A,H,A,5546,100,5546,1,0
A,B,A,4391,95,4391,1,0
A,C,A,3364,100,3364,1,0
A,D,A,5674,100,5674,1,0
A,E,A,1793,95,1793,1,0
A,F,A,4095,100,4095,1,0
A,G,A,3944,95,3944,1,0
A,H,A,5611,100,5611,1,0
A,B,A,4469,95,4469,1,0
A,C,A,3325,100,3325,1,0
A,D,A,5584,100,5584,1,0
A,E,A,1811,96,1811,1,0
A,F,A,4133,100,4133,1,0
A,G,A,3872,96,3872,1,0
A,H,A,5642,100,5642,1,0
A,B,A,4364,96,4364,1,0
A,C,A,3381,100,3381,1,0
A,D,A,5634,100,5634,1,0
A,E,A,1781,96,1781,1,0
A,F,A,4107,100,4107,1,0
A,G,A,3918,96,3918,1,0
A,H,A,5656,100,5656,1,0
A,B,A,4401,96,4401,1,0
A,C,A,3374,100,3374,1,0
A,D,A,5662,100,5662,1,0
A,E,A,1781,96,1781,1,0
A,F,A,4113,100,4113,1,0
A,G,A,3853,96,3853,1,0
A,H,A,5630,100,5630,1,0
A,B,A,4375,96,4375,1,0
A,C,A,3421,100,3421,1,0
A,D,A,5580,100,5580,1,0
A,E,A,1761,96,1761,1,0
A,F,A,4086,100,4086,1,0
A,G,A,3842,96,3842,1,0
A,H,A,5561,100,5561,1,0
A,B,A,4413,96,4413,1,0
A,C,A,3321,100,3321,1,0
A,D,A,5628,100,5628,1,0
A,E,A,1761,96,1761,1,0
A,F,A,4141,100,4141,1,0
A,G,A,3874,96,3874,1,0
A,H,A,5554,100,5554,1,0
A,B,A,4402,96,4402,1,0
A,C,A,3356,100,3356,1,0
A,D,A,5647,100,5647,1,0
A,E,A,1757,93,1757,1,0
A,F,A,4122,100,4122,1,0
A,G,A,3894,96,3894,1,0
A,H,A,5630,100,5630,1,0
A,B,A,4384,96,4384,1,0
A,C,A,3342,100,3342,1,0
A,D,A,5645,100,5645,1,0
A,E,A,1768,93,1768,1,0
A,F,A,4148,100,4148,1,0
A,G,A,3875,96,3875,1,0
A,H,A,5645,100,5645,1,0
A,B,A,4373,96,4373,1,0
A,C,A,3364,100,3364,1,0
A,D,A,5574,100,5574,1,0
A,E,A,1778,93,1778,1,0
A,F,A,4104,100,4104,1,0
A,G,A,3896,96,3896,1,0
A,H,A,5598,100,5598,1,0
A,B,A,4387,96,4387,1,0
A,C,A,3384,100,3384,1,0
A,D,A,5644,100,5644,1,0
A,E,A,1758,94,1758,1,0
A,F,A,4164,100,4164,1,0
A,G,A,3886,100,3886,1,0
A,H,A,5654,100,5654,1,0
A,B,A,4403,100,4403,1,0
A,C,A,3426,100,3426,1,0
A,D,A,5588,100,5588,1,0
A,E,A,1785,94,1785,1,0
A,F,A,4151,100,4151,1,0
A,G,A,3849,100,3849,1,0
A,H,A,5609,100,5609,1,0
A,B,A,4364,100,4364,1,0
A,C,A,3323,100,3323,1,0
A,D,A,5611,100,5611,1,0
A,E,A,1785,94,1785,1,0
A,F,A,4103,100,4103,1,0
A,G,A,3872,100,3872,1,0
A,H,A,5620,100,5620,1,0
A,B,A,4390,100,4390,1,0
A,C,A,3379,100,3379,1,0
A,D,A,5689,100,5689,1,0
A,E,A,1781,90,1781,1,0
A,F,A,4107,100,4107,1,0
A,G,A,4080,100,4080,1,0
A,H,A,5621,100,5621,1,0
A,B,A,4399,100,4399,1,0
A,C,A,3352,100,3352,1,0
A,D,A,5676,100,5676,1,0
A,E,A,1773,90,1773,1,0
A,F,A,4080,100,4080,1,0
A,G,A,3850,100,3850,1,0
A,H,A,5644,100,5644,1,0
A,B,A,4350,100,4350,1,0
A,C,A,3353,100,3353,1,0
A,D,A,5644,100,5644,1,0
A,E,A,1748,90,1748,1,0
A,F,A,4068,100,4068,1,0
A,G,A,3951,100,3951,1,0
A,H,A,5588,100,5588,1,0
A,B,A,4318,100,4318,1,0
A,C,A,3388,100,3388,1,0
A,D,A,5644,100,5644,1,0
A,E,A,1795,91,1795,1,0
A,F,A,4103,100,4103,1,0
A,G,A,3887,100,3887,1,0
A,H,A,5593,100,5593,1,0
A,B,A,4386,100,4386,1,0
A,C,A,3384,100,3384,1,0
A,D,A,5629,100,5629,1,0
A,E,A,1788,91,1788,1,0
A,F,A,4130,100,4130,1,0
A,G,A,3851,100,3851,1,0
A,H,A,5600,100,5600,1,0
A,B,A,4381,100,4381,1,0
A,C,A,3399,100,3399,1,0
A,D,A,5675,100,5675,1,0
A,E,A,1742,92,1742,1,0
A,F,A,4107,100,4107,1,0
A,G,A,3867,100,3867,1,0
A,H,A,5640,100,5640,1,0
A,B,A,4405,100,4405,1,0
A,C,A,3307,100,3307,1,0
A,D,A,5619,100,5619,1,0
A,E,A,1766,92,1766,1,0
A,F,A,4078,100,4078,1,0
A,G,A,3991,100,3991,1,0
A,H,A,5612,100,5612,1,0
A,B,A,4394,100,4394,1,0
A,C,A,3397,100,3397,1,0
A,D,A,5699,100,5699,1,0
A,E,A,1776,92,1776,1,0
A,F,A,4065,100,4065,1,0
A,G,A,3891,100,3891,1,0
A,H,A,5632,100,5632,1,0
A,B,A,4335,100,4335,1,0
A,C,A,3369,100,3369,1,0
A,D,A,5643,100,5643,1,0
A,E,A,1761,92,1761,1,0
A,F,A,4146,100,4146,1,0
A,G,A,3834,100,3834,1,0
A,H,A,5637,100,5637,1,0
A,B,A,4379,100,4379,1,0
A,C,A,3413,100,3413,1,0
A,D,A,5651,100,5651,1,0
A,E,A,1792,93,1792,1,0
A,F,A,4130,100,4130,1,0
A,G,A,3866,100,3866,1,0
A,H,A,5636,100,5636,1,0
A,B,A,4357,100,4357,1,0
A,C,A,3350,100,3350,1,0
A,D,A,5662,100,5662,1,0
A,E,A,1755,93,1755,1,0
A,F,A,4111,100,4111,1,0
A,G,A,3875,100,3875,1,0
A,H,A,5555,100,5555,1,0
A,B,A,4360,100,4360,1,0
A,C,A,3381,100,3381,1,0
A,D,A,5651,100,5651,1,0
A,E,A,1780,93,1780,1,0
A,F,A,4111,100,4111,1,0
A,G,A,3825,100,3825,1,0
A,H,A,5556,100,5556,1,0
A,B,A,4412,100,4412,1,0
A,C,A,3341,100,3341,1,0
A,D,A,5599,100,5599,1,0
A,E,A,1788,93,1788,1,0
A,F,A,4131,100,4131,1,0
A,G,A,3963,100,3963,1,0
A,H,A,5574,100,5574,1,0
A,B,A,4453,100,4453,1,0
A,C,A,3340,100,3340,1,0
A,D,A,5610,100,5610,1,0
A,E,A,1774,94,1774,1,0
A,F,A,4141,100,4141,1,0
A,G,A,3857,100,3857,1,0
A,H,A,5557,100,5557,1,0
A,B,A,4335,100,4335,1,0
A,C,A,3350,100,3350,1,0
A,D,A,5631,100,5631,1,0
A,E,A,1745,94,1745,1,0
A,F,A,4105,100,4105,1,0
A,G,A,3855,100,3855,1,0
A,H,A,5674,100,5674,1,0
A,B,A,4388,100,4388,1,0
A,C,A,3367,100,3367,1,0
A,D,A,5624,100,5624,1,0
A,E,A,1778,94,1778,1,0
A,F,A,4091,100,4091,1,0
A,G,A,3896,100,3896,1,0
A,H,A,5598,100,5598,1,0
A,B,A,4387,100,4387,1,0
A,C,A,3349,100,3349,1,0
A,D,A,5656,100,5656,1,0
A,E,A,1737,95,1737,1,0
A,F,A,4139,100,4139,1,0
A,G,A,3865,100,3865,1,0
A,H,A,5589,100,5589,1,0
A,B,A,4359,100,4359,1,0
A,C,A,3398,100,3398,1,0
A,D,A,5627,100,5627,1,0
A,E,A,1789,95,1789,1,0
A,F,A,4116,100,4116,1,0
A,G,A,3864,100,3864,1,0
A,H,A,5608,100,5608,1,0
A,B,A,4406,100,4406,1,0
A,C,A,3414,100,3414,1,0
A,D,A,5685,100,5685,1,0
A,E,A,1747,95,1747,1,0
A,F,A,4115,100,4115,1,0
A,G,A,3903,100,3903,1,0
A,H,A,5547,100,5547,1,0
A,B,A,4374,100,4374,1,0
A,C,A,3326,100,3326,1,0
A,D,A,5643,100,5643,1,0
A,E,A,1777,95,1777,1,0
A,F,A,4109,100,4109,1,0
A,G,A,3843,100,3843,1,0
A,H,A,5671,100,5671,1,0
A,B,A,4369,100,4369,1,0
A,C,A,3363,100,3363,1,0
A,D,A,5623,100,5623,1,0
A,E,A,1738,95,1738,1,0
A,F,A,4132,100,4132,1,0
A,G,A,3902,100,3902,1,0
A,H,A,5646,100,5646,1,0
A,B,A,4355,100,4355,1,0
A,C,A,3386,100,3386,1,0
A,D,A,5651,100,5651,1,0
A,E,A,1793,96,1793,1,0
A,F,A,4087,100,4087,1,0
A,G,A,3833,100,3833,1,0
A,H,A,5620,100,5620,1,0
A,B,A,4374,100,4374,1,0
A,C,A,3315,100,3315,1,0
A,D,A,5624,100,5624,1,0
A,E,A,1754,96,1754,1,0
A,F,A,4092,100,4092,1,0
A,G,A,3877,100,3877,1,0
A,H,A,5572,100,5572,1,0
A,B,A,4375,100,4375,1,0
A,C,A,3370,100,3370,1,0
A,D,A,5613,100,5613,1,0
A,E,A,1794,96,1794,1,0
A,F,A,4049,100,4049,1,0
A,G,A,3865,100,3865,1,0
A,H,A,5665,100,5665,1,0
A,B,A,4384,100,4384,1,0
A,C,A,3331,100,3331,1,0
A,D,A,5641,100,5641,1,0
A,E,A,1767,96,1767,1,0
A,F,A,4093,100,4093,1,0
A,G,A,3859,100,3859,1,0
A,H,A,5632,100,5632,1,0
A,B,A,4347,100,4347,1,0
A,C,A,3286,100,3286,1,0
A,D,A,5647,100,5647,1,0
A,E,A,1764,96,1764,1,0
A,F,A,4111,100,4111,1,0
A,G,A,3891,100,3891,1,0
A,H,A,5672,100,5672,1,0
A,B,A,4347,100,4347,1,0
A,C,A,3392,100,3392,1,0
A,D,A,5625,100,5625,1,0
A,E,A,1764,96,1764,1,0
A,F,A,4118,100,4118,1,0
A,G,A,3864,100,3864,1,0
A,H,A,5681,100,5681,1,0
A,B,A,4372,96,4372,1,0
A,C,A,3335,100,3335,1,0
A,D,A,5680,100,5680,1,0
A,E,A,1746,96,1746,1,0
A,F,A,4101,100,4101,1,0
