version,ID,path,location,height,facing,status,N_frames,mean_x,mean_y,mean_z,X_std,Y_std,Z_std,D3_std,radial_p50,radial_p75,radial_p95,radial_max,median_anchors,pct_ge7,pct_ge8
v2,ID01,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID01_static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,ok,1201,1334.6039823557815,799.7437429892666,115.36598631513826,19.703079808463563,31.271799700380477,49.453784628143865,61.73988681951271,47.45190186519549,68.1693927821876,114.8523124881183,217.19027284247827,8.0,99.75020815986679,91.75686927560366
v2,ID02,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID02_static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,ok,1201,1492.176702655257,740.4884939704529,-873.3104577667615,25.241768667813997,33.85687255937462,47.08554778845401,63.24937561367667,50.27584626777949,72.4026282328668,111.02271061943377,208.35813441526,8.0,99.91673605328893,95.67027477102414
v2,ID03,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID03_static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,ok,1201,1477.4380031511985,642.8810777893109,-1829.9339876039242,27.527317726243748,40.73582742629162,37.2917281918875,61.70764822000432,42.24725668506736,58.62514471859151,115.51568770775872,283.49921740021097,8.0,100.0,92.2564529558701
v2,ID04,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID04_static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,ok,1201,2190.63652015778,1100.5059427426731,228.80243283150662,19.523317361731948,22.885077017298542,50.60501297130553,58.87065490310594,38.74918826424856,57.73477022980673,125.70617172008657,204.73232459983467,8.0,100.0,93.83846794338052
v2,ID05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID05_static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,ok,1200,2218.3771366315173,1137.8931817990897,-924.5924264680276,18.581699013221602,24.998011355924064,38.37618125014068,49.42581711325082,40.44088262183608,54.31691801407591,85.48405018627547,176.1879860011728,8.0,99.75,91.5
v2,ID06,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID06_static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,ok,1201,2206.583341691183,1093.890622407763,-1661.5699681955148,28.673358981089862,40.61590358885498,41.37697863225991,64.68282229720734,46.50686461238418,63.66450520868445,123.64122579992522,266.57417665884816,8.0,99.83347210657784,92.83930058284763
v2,ID07,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID07_static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,ok,1201,1747.868514409816,1642.3219315580632,107.9263716757567,18.40445629527068,27.87841119973332,74.74250071819101,81.86801106753924,64.88384644246722,88.15887755320664,145.72891802862202,304.1161540612343,8.0,100.0,90.84096586178185
v2,ID08,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID08_static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,ok,1201,1553.764826697269,1721.0130615513976,-996.7265225250181,29.79054365580611,47.61584372691665,66.8236777619943,87.29346467390036,63.28603144593721,88.40948988182684,157.16254593113683,369.42487959311813,8.0,100.0,90.25811823480433
v2,ID09,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID09_static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,ok,1201,1588.01630792023,1712.4162914744825,-1391.1859295007814,28.371744940706066,31.6226895555521,37.26045569708416,56.5092201721248,43.792457578683816,62.43614829840203,99.75713448684009,261.9691965844323,8.0,99.91673605328893,93.42214820982515
v2,ID10,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID10_static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,ok,1201,686.198077212674,1322.2224558820485,-6.282282865174725,22.951009983288014,20.63419576472559,34.90452017304985,46.59232149851357,34.51094492928754,48.34715691462524,86.02735602650542,191.50349432556268,8.0,99.91673605328893,90.75770191507078
v2,ID11,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID11_static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,ok,1201,697.5737403455336,1089.2254320525492,-1017.2100340965366,18.86010116143483,20.94269205844807,30.69780289292628,41.67319124962105,31.46156133915162,44.32951749468787,75.5864100745914,182.97807724349278,8.0,100.0,91.84013322231473
v2,ID12,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID12_static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,ok,1201,696.3994858056491,1206.179710381976,-1565.7600660877777,26.537046014231265,23.80370497379675,24.65543663976404,43.34422380823543,34.72079144242753,46.64909643749687,76.83551101619263,175.08600497372993,8.0,100.0,91.3405495420483
v2,ID13,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID13_static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,ok,1200,1508.7738961033551,1103.8341104942706,-906.5825304093004,33.780441386903064,41.047832773126025,63.66117941818674,82.93846249225432,71.12024148072511,97.37376137293214,142.9157434532571,216.85908037045297,8.0,99.83333333333333,91.66666666666666
v2,ID14,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID14_static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,ok,1201,1531.957025729827,1085.034626604386,-913.0508874426766,17.978910899678567,19.50242850348098,30.336131192955026,40.2972308034702,29.4136950709423,40.7522012793493,66.89404651216186,159.26916837457745,8.0,99.91673605328893,91.9233971690258
v2,ID15,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID15_static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,ok,1201,1483.2850711405397,1092.482516511946,-896.9255079904602,21.687909679932933,30.41883754002559,42.98550233131072,56.95107123001742,47.068355601730296,64.35085032381699,100.03323577189254,174.60686151148474,8.0,99.91673605328893,95.58701082431307
v2,ID16,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID16_static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,ok,1201,1530.642355094205,1078.6255293824759,-958.1692150089411,18.22342290149287,19.378202555992928,30.496553102706446,40.467859193364056,31.706305370586463,42.625505621956975,68.5273823741622,188.68006110946303,8.0,99.91673605328893,89.75853455453789
v2,ID17,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID17_static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,ok,1199,1374.2194647209571,1105.4176238922469,2.041515578289136,18.847936624213713,24.808228912615256,57.60299283194399,65.48891295454588,51.81782949366738,75.93757186375925,115.36129672158812,239.29403232036123,8.0,99.83319432860718,92.49374478732277
v2,ID18,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID18_static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,ok,1199,1446.4754291230597,959.0425344371811,-36.09810848547358,15.908837797309607,21.61151233733801,31.173738345560842,41.13332648845107,33.05589732357171,45.014084917126524,72.34140179293216,142.40713629795619,8.0,99.83319432860718,92.91075896580485
v2,ID19,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID19_static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,ok,1201,1644.8953027864727,1097.5029815996115,97.90085146876365,25.12629906386644,22.906298709332937,110.9984622425436,116.0891383610776,69.9874620110416,112.13706339375452,217.93752844220356,488.3154748680182,8.0,99.91673605328893,89.84179850124896
v2,ID20,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID20_static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,ok,1201,1460.7639024797109,1236.135745766458,98.46377467521967,20.68018689697716,22.96507814520246,83.86908095278969,89.38169658366724,59.072195747816565,92.87487211710591,174.32785401133197,375.4518706174513,8.0,100.0,91.42381348875936
v2,ID21,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID21_static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,ok,1201,1475.3028803708705,1061.2942000454016,-1475.8510008950443,26.45551124648424,35.31087386090088,47.33933050027286,64.7129361128621,53.42895268921349,73.98193489169302,109.41122670900141,271.0213519632936,8.0,99.91673605328893,91.3405495420483
v2,ID22,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID22_static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,ok,1201,1474.9270962318628,1027.3143617632284,-1434.613614598821,19.708106102354247,24.42630372241786,28.41048507800303,42.33449447021767,36.19509045846377,48.33215185418477,72.81948426740745,122.8051324559435,8.0,99.83347210657784,92.67277268942547
v2,ID23,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID23_static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,ok,1201,1439.1462197809242,1038.5917199495586,-1556.7021621117692,40.80117357171856,43.797174080891686,57.85453263113072,83.24707303123638,70.4797775455828,99.33820709623583,135.12553986843636,223.96720265188054,8.0,100.0,93.75520399666945
v2,ID24,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID24_static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,ok,1201,1455.3245874692457,1003.7884272107142,-1504.441191144528,29.18093908283135,35.99653569633882,48.645667961099775,67.18391771306045,49.267339864865875,69.35356981048689,122.89521797285995,253.5157204151049,8.0,99.91673605328893,92.5895087427144
