version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v2,all1000,A-B,2895.36225155171,2883.649173589982,-11.713077961727777,11.713077961727777
v2,all1000,A-C,3718.9969838402935,3726.9401899193263,7.943206079032734,7.943206079032734
v2,all1000,A-D,2429.170944226669,2361.440962952409,-67.7299812742599,67.7299812742599
v2,all1000,A-E,1550.5536070098913,1511.106404955032,-39.44720205485919,39.44720205485919
v2,all1000,A-F,3322.7532675803945,3311.9429656722077,-10.81030190818683,10.81030190818683
v2,all1000,A-G,4017.925782128356,4048.385002015982,30.459219887626205,30.459219887626205
v2,all1000,A-H,2688.2081516836893,2741.88257828922,53.6744266055307,53.6744266055307
v2,all1000,B-C,2407.630214954807,2309.3687811755585,-98.26143377924836,98.26143377924836
v2,all1000,B-D,3670.206850753863,3653.079248911726,-17.127601842136755,17.127601842136755
v2,all1000,B-E,3135.1403448870233,3105.6434999723,-29.49684491472317,29.49684491472317
v2,all1000,B-F,1619.5557635214896,1555.832393572526,-63.72336994896364,63.72336994896364
v2,all1000,B-G,2745.2863451163958,2834.8898840113916,89.60353889499584,89.60353889499584
v2,all1000,B-H,3901.9155248748207,3967.4617222568563,65.54619738203564,65.54619738203564
v2,all1000,C-D,2887.1095344437313,2832.049217388582,-55.060317055149426,55.060317055149426
v2,all1000,C-E,3885.988851280763,3953.009413102842,67.02056182207889,67.02056182207889
v2,all1000,C-F,2671.9391637288522,2731.3962415923943,59.457077863542054,59.457077863542054
v2,all1000,C-G,1617.3873963525625,1554.366526706973,-63.02086964558953,63.02086964558953
v2,all1000,C-H,3346.601655062813,3352.5784869855706,5.97683192275781,5.97683192275781
v2,all1000,D-E,2791.801207568829,2835.7806333989183,43.97942583008944,43.97942583008944
v2,all1000,D-F,3850.424911156113,3933.264230020229,82.8393188641162,82.8393188641162
v2,all1000,D-G,3161.2580330148535,3163.227505132755,1.9694721179016597,1.9694721179016597
v2,all1000,D-H,1660.837670927825,1600.5189726106425,-60.31869831718245,60.31869831718245
v2,all1000,E-F,2762.1513917102525,2763.473532792375,1.3221410821224708,1.3221410821224708
v2,all1000,E-G,3712.070232104666,3673.2790467796785,-38.79118532498751,38.79118532498751
v2,all1000,E-H,2332.94537733698,2283.2116321700773,-49.733745166902736,49.733745166902736
v2,all1000,F-G,2373.782032571057,2309.332230956801,-64.44980161425565,64.44980161425565
v2,all1000,F-H,3659.888622466658,3599.569755976016,-60.318866490641994,60.318866490641994
v2,all1000,G-H,2879.6912647751046,2882.4023182787614,2.7110535036567853,2.7110535036567853
