version,ID,radius_BS2DCE,radius_BSDC91,delta_radius,delta_radius_bias_vs_120
v1-old,ID25,461.4962431979556,592.3360470416387,130.83980384368311,10.839803843683114
v1-old,ID26,472.7895822457426,586.4315688568752,113.64198661113255,-6.358013388867448
v1-old,ID27,457.7174103812351,569.3503899039066,111.63297952267152,-8.36702047732848
v1-old,ID28,463.79294736586286,591.3320584983653,127.53911113250246,7.539111132502455
v1-old,ID29,461.90936035466257,582.7398546320343,120.83049427737171,0.830494277371713
v1-old,ID30,493.501126057226,570.7128488133593,77.21172275613333,-42.78827724386667
v1-old,ID31,425.14638923890186,550.7682957658569,125.62190652695506,5.621906526955058
v1-old,ID32,499.8520391748332,566.7629560706843,66.91091689585107,-53.089083104148926
v1-old,ID33,457.706215513931,553.6546274585887,95.94841194465772,-24.05158805534228
v1-old,ID34,483.4076675701394,545.0129204588613,61.605252888721964,-58.394747111278036
v1-old,ID35,460.9095139850465,548.1309074626172,87.2213934775707,-32.7786065224293
v1-old,ID36,472.10727197279397,540.6108276872142,68.5035557144202,-51.4964442855798
v1-old,ID37,458.0935772834526,541.4317340990216,83.338156815569,-36.66184318443101
v1-old,ID38,449.7069589654093,527.0099744559294,77.30301549052012,-42.696984509479876
v1-old,ID39,447.82826982118064,550.859948971008,103.03167914982731,-16.968320850172688
v1-old,ID40,454.68532962693456,530.9994025427771,76.31407291584259,-43.68592708415741
v1-old,ID41,428.3315540528839,528.9222188233962,100.59066477051226,-19.409335229487738
v2,ID25,464.4836599190512,592.7400204072586,128.2563604882074,8.256360488207406
v2,ID26,460.3341031317405,583.4433953116929,123.10929217995243,3.1092921799524333
v2,ID27,463.92616425614153,570.1187885300986,106.19262427395711,-13.807375726042892
v2,ID28,471.4473995693031,593.863601101548,122.41620153224494,2.4162015322449406
v2,ID29,457.9557156931926,577.3674237197586,119.41170802656598,-0.5882919734340248
v2,ID30,488.56138020400226,560.1694735812905,71.60809337728824,-48.39190662271176
v2,ID31,431.5725170603795,548.9707698899176,117.39825282953814,-2.601747170461863
v2,ID32,499.4503341634907,571.3469378872156,71.89660372372492,-48.10339627627508
