version,ID,radius_BS2DCE,radius_BSDC91,delta_radius,delta_radius_bias_vs_120
v2,ID33,455.1294429047996,555.0642220033321,99.93477909853254,-20.065220901467455
v2,ID34,478.1882052363666,538.2530991590422,60.064893922675594,-59.935106077324406
v2,ID35,460.5050682298435,546.5424654208606,86.03739719101708,-33.96260280898292
v2,ID36,464.7774500396406,536.7844439561329,72.00699391649232,-47.99300608350768
v2,ID37,461.3154925969615,542.632158966527,81.31666636956544,-38.68333363043456
v2,ID38,442.70408500180304,519.9978584100573,77.29377340825431,-42.70622659174569
v2,ID39,447.7321948057117,546.8758044128434,99.14360960713174,-20.856390392868263
v2,ID40,442.39084086292655,523.8628111802265,81.4719703172999,-38.528029682700094
v2,ID41,433.6252257349865,529.7829425321149,96.15771679712844,-23.842283202871556
v3-full,ID25,467.7240320867256,596.8814426370517,129.15741055032612,9.15741055032612
v3-full,ID26,454.56156889677385,592.0610809147416,137.4995120179678,17.49951201796779
v3-full,ID27,459.12563375717406,565.7703801694408,106.64474641226678,-13.355253587733216
v3-full,ID28,462.8717234196369,593.7605557288357,130.8888323091988,10.88883230919879
v3-full,ID29,455.5578912350103,579.2908599262092,123.73296869119895,3.7329686911989484
v3-full,ID30,479.16297451988135,565.914576193248,86.75160167336662,-33.24839832663338
v3-full,ID31,441.86680779111686,552.7072959106343,110.84048811951749,-9.159511880482512
v3-full,ID32,497.6113607123982,574.8749838166601,77.26362310426191,-42.73637689573809
v3-full,ID33,458.2318070803191,551.4852351872471,93.25342810692803,-26.746571893071973
v3-full,ID34,480.67369215592424,549.4451207142529,68.77142855832864,-51.22857144167136
v3-full,ID35,480.0952186184343,560.2118850563027,80.11666643786839,-39.88333356213161
v3-full,ID36,462.28099648009385,534.6310013113955,72.35000483130165,-47.649995168698354
v3-full,ID37,458.46823784593863,538.0024919349315,79.5342540889929,-40.465745911007104
v3-full,ID38,450.8674878552325,531.0443073318605,80.176819476628,-39.823180523372
v3-full,ID39,454.1529106943501,550.5578668443801,96.40495615002999,-23.59504384997001
v3-full,ID40,444.5413281882366,529.7031717603973,85.16184357216065,-34.83815642783935
v3-full,ID41,429.6794548290433,523.4025508730865,93.72309604404319,-26.27690395595681
v3-lite,ID25,464.6111728689624,592.8683340958211,128.25716122685867,8.25716122685867
v3-lite,ID26,460.64712413947296,583.557279185232,122.91015504575904,2.9101550457590406
v3-lite,ID27,463.9908462712947,570.2493602360539,106.25851396475923,-13.741486035240769
v3-lite,ID28,471.3961621580168,593.9113550760719,122.5151929180551,2.5151929180551065
v3-lite,ID29,458.008145396861,577.4306830695215,119.4225376726605,-0.5774623273395036
v3-lite,ID30,488.48227696805674,560.0570874586612,71.57481049060442,-48.42518950939558
v3-lite,ID31,431.379764039758,548.8764899306132,117.49672589085515,-2.5032741091448543
v3-lite,ID32,499.4172669852726,571.2887958117293,71.87152882645671,-48.12847117354329
v3-lite,ID33,454.8674897675641,554.8652206948709,99.9977309273068,-20.002269072693196
v3-lite,ID34,478.1086395203633,538.076527114208,59.96788759384475,-60.03211240615525
v3-lite,ID35,460.2918736181422,546.3422809659709,86.0504073478287,-33.949592652171305
v3-lite,ID36,464.79390640794094,536.7182903799827,71.92438397204177,-48.07561602795823
v3-lite,ID37,460.97637156891574,542.425994819787,81.44962325087124,-38.55037674912876
v3-lite,ID38,442.6884621394424,519.8921486860138,77.20368654657142,-42.79631345342858
v3-lite,ID39,447.4914332700896,546.7008552128049,99.20942194271527,-20.790578057284733
v3-lite,ID40,442.43455424853005,523.7283725414659,81.29381829293584,-38.70618170706416
v3-lite,ID41,433.34629755345236,529.5961120411857,96.24981448773337,-23.750185512266626
v4-io,ID25,464.98413298354023,594.6886189905537,129.70448600701343,9.70448600701343
v4-io,ID26,461.8731860404193,585.6305775311074,123.75739149068812,3.7573914906881214
v4-io,ID27,463.0735236414023,570.2745666351947,107.20104299379238,-12.798957006207615
v4-io,ID28,467.96340299593453,594.5271287614536,126.56372576551905,6.563725765519052
v4-io,ID29,456.77142489578193,577.4628398428918,120.69141494710982,0.6914149471098199
v4-io,ID30,488.12943957620627,564.2493509950218,76.11991141881555,-43.88008858118445
v4-io,ID31,432.25076844041797,550.8659764194654,118.6152079790474,-1.3847920209526023
v4-io,ID32,497.1158786839911,571.2555216175134,74.13964293352228,-45.86035706647772
v4-io,ID33,455.82163240078114,553.3364109036185,97.51477850283732,-22.485221497162684
v4-io,ID34,479.920994188821,541.0342223020602,61.113228113239245,-58.886771886760755
v4-io,ID35,465.77940629772445,549.8893945840726,84.1099882863482,-35.8900117136518
v4-io,ID36,465.3547782809849,536.942426920901,71.5876486399161,-48.4123513600839
v4-io,ID37,462.41908648470144,540.8216945745306,78.40260808982919,-41.59739191017081
v4-io,ID38,443.9805963273437,524.0971078464319,80.11651151908819,-39.88348848091181
v4-io,ID39,448.13632579311985,546.5658414807427,98.42951568762288,-21.57048431237712
v4-io,ID40,445.0491080089879,527.1683165226275,82.11920851363959,-37.88079148636041
v4-io,ID41,432.1306239335107,528.6208007336604,96.4901768001497,-23.509823199850302
v4-io-roto,ID25,457.49686593588706,588.1971665991849,130.70030066329787,10.700300663297867
v4-io-roto,ID26,449.364043800862,573.8369997457538,124.4729559448918,4.472955944891794
v4-io-roto,ID27,453.7688830017873,566.2801462473869,112.51126324559965,-7.48873675440035
v4-io-roto,ID28,460.4576632749409,587.9512010938984,127.49353781895746,7.4935378189574635
v4-io-roto,ID29,450.512985411082,575.6516794672098,125.13869405612775,5.138694056127747
v4-io-roto,ID30,467.3355592301279,546.315833329402,78.98027409927414,-41.01972590072586
v4-io-roto,ID31,422.8627434375886,542.454260979137,119.59151754154834,-0.4084824584516582
v4-io-roto,ID32,482.6980371334318,560.8962654245353,78.19822829110348,-41.801771708896524
v4-io-roto,ID33,443.6524497977508,547.0113849376608,103.35893513990993,-16.64106486009007
v4-io-roto,ID34,467.01800727906084,527.4368676883147,60.41886040925385,-59.58113959074615
v4-io-roto,ID35,447.6972462186047,537.5785848758039,89.88133865719925,-30.11866134280075
v4-io-roto,ID36,451.3032681365567,529.6341354157651,78.33086727920835,-41.66913272079165
v4-io-roto,ID37,451.5479933528346,534.84624742445,83.29825407161536,-36.70174592838464
v4-io-roto,ID38,429.35204951043175,509.5692064288449,80.21715691841314,-39.78284308158686
v4-io-roto,ID39,436.1825654085628,537.1169563416073,100.93439093304448,-19.065609066955517
v4-io-roto,ID40,428.2788235719591,515.0728801279129,86.79405655595377,-33.20594344404623
v4-io-roto,ID41,428.03231820083283,523.1791245156462,95.14680631481338,-24.853193685186625
v4-io-wand,ID25,462.0877239246495,593.2044168530559,131.11669292840645,11.11669292840645
v4-io-wand,ID26,462.9921219844519,583.2473221046419,120.25520012018995,0.2552001201899543
v4-io-wand,ID27,459.5103217368379,569.2778395272777,109.7675177904398,-10.232482209560203
v4-io-wand,ID28,463.55158545232774,592.5272407224912,128.9756552701635,8.975655270163486
v4-io-wand,ID29,455.72492924733757,578.3921413425015,122.66721209516396,2.6672120951639613
v4-io-wand,ID30,483.25150642496686,560.200067515418,76.94856109045116,-43.051438909548835
v4-io-wand,ID31,426.1034386498087,547.775638034598,121.67219938478934,1.6721993847893373
v4-io-wand,ID32,492.32836559078174,566.0624422367733,73.73407664599159,-46.26592335400841
v4-io-wand,ID33,452.1325823494242,550.6939120112739,98.56132966184975,-21.438670338150246
v4-io-wand,ID34,475.44831561592713,536.7100401071975,61.2617244912704,-58.7382755087296
v4-io-wand,ID35,458.29462562031284,544.963727327362,86.66910170704915,-33.33089829295085
v4-io-wand,ID36,462.00208161872456,534.4914001921815,72.4893185734569,-47.5106814265431
v4-io-wand,ID37,456.584477416635,537.9600242523729,81.37554683573791,-38.62445316426209
v4-io-wand,ID38,439.81518477846987,519.9648279041883,80.1496431257184,-39.8503568742816
v4-io-wand,ID39,442.38141867833525,543.2468930382843,100.86547435994902,-19.13452564005098
v4-io-wand,ID40,443.60734229285885,523.767705180714,80.16036288785511,-39.839637112144885
v4-io-wand,ID41,426.6946631775814,525.9740155858777,99.27935240829635,-20.720647591703653
v5,ID25,464.98413298354023,594.6886189905537,129.70448600701343,9.70448600701343
v5,ID26,461.8731860404193,585.6305775311074,123.75739149068812,3.7573914906881214
v5,ID27,463.0735236414023,570.2745666351947,107.20104299379238,-12.798957006207615
v5,ID28,467.96340299593453,594.5271287614536,126.56372576551905,6.563725765519052
v5,ID29,456.77142489578193,577.4628398428918,120.69141494710982,0.6914149471098199
v5,ID30,488.12943957620627,564.2493509950218,76.11991141881555,-43.88008858118445
v5,ID31,432.25076844041797,550.8659764194654,118.6152079790474,-1.3847920209526023
v5,ID32,497.1158786839911,571.2555216175134,74.13964293352228,-45.86035706647772
v5,ID33,455.82163240078114,553.3364109036185,97.51477850283732,-22.485221497162684
v5,ID34,479.920994188821,541.0342223020602,61.113228113239245,-58.886771886760755
v5,ID35,465.77940629772445,549.8893945840726,84.1099882863482,-35.8900117136518
v5,ID36,465.3547782809849,536.942426920901,71.5876486399161,-48.4123513600839
v5,ID37,462.41908648470144,540.8216945745306,78.40260808982919,-41.59739191017081
v5,ID38,443.9805963273437,524.0971078464319,80.11651151908819,-39.88348848091181
v5,ID39,448.13632579311985,546.5658414807427,98.42951568762288,-21.57048431237712
v5,ID40,445.0491080089879,527.1683165226275,82.11920851363959,-37.88079148636041
v5,ID41,432.1306239335107,528.6208007336604,96.4901768001497,-23.509823199850302
