version,label,meaning,tag_delay_mm,autopos_rms,autopos_p95,static_n,static_median,static_p95,static_max,roto_n,roto_deltaR_mean,roto_deltaR_rms,roto_abs_deltaR_median,roto_abs_deltaR_p95,roto_turn_center_median,roto_turn_center_p95
v1-old,V1,early MDS baseline,0.0,64.23232331626951,143.91923095266623,23,50.74605528361722,79.5185436599391,90.23659589271684,17,-24.230286780356312,32.91819605827952,24.05158805534228,54.15021590557475,19.837463670019822,30.142927981289706
v2,V2,IVW fusion no-delay,0.0,40.42893749055175,80.35760205235508,23,48.65187419562615,71.042493032328,77.46138159712932,17,-25.075474290613144,32.717001408152214,23.842283202871556,50.70054651363428,19.733314217476035,28.127334187364358
v3-lite,V3-lite,MAD/MVUE no-delay,0.0,40.8239541978783,82.00589529203654,23,48.6872979127397,70.91366912632414,77.10039262587031,17,-25.079211741302473,32.73753183130938,23.750185512266626,50.74657408874751,19.727177455741533,28.13135389168136
v3-full,V3-full,Tukey + delay,0.0,66.4152127963247,182.57071000897923,23,54.944080539480574,84.06805391190491,146.73090888074148,17,-22.807548226800833,31.25033210619702,26.746571893071973,48.36571042329295,21.324853199370875,30.606881699432318
v4-io,V4-io,Huber bounded-delay inter-anchor,0.0,44.336175075788965,87.74981505675784,23,49.248322877789434,81.64710266011102,88.19396564001775,17,-24.313147783048326,32.29031403554457,23.509823199850302,50.507235465419264,20.611187899517006,28.942255198585904
v4-io-td,V4-io-td,V4-io + static common tag-delay scan,3.0,44.336175075788965,87.74981505675784,23,48.912242040933776,82.80997679527613,89.44837454758343,17,-23.47454211893947,31.608577857218314,22.818806731453947,49.14358504011031,19.974285474891822,28.343813061307294
v4-io-roto,V4-io-roto,V4-io + RotoArm soft constraints,0.0,57.91491907017231,134.07326261179657,23,48.053853666852035,71.87382372190571,81.13551808361109,17,-21.443091885869883,29.889119466870827,24.853193685186625,45.357645285266436,18.0252890287691,25.896828415762293
v4-io-wand,V4-io-wand,V4-io + W01-W04 wand soft constraints,0.0,44.239304273465955,87.6019002446066,23,48.57617632114571,77.30128517454574,83.51924474934331,17,-23.17947238960125,31.6723770355436,21.438670338150246,49.75620024298039,19.11762001203669,28.62583508386476
v5,V5,V4-io diagnostics,0.0,44.336175075788965,87.74981505675784,23,49.248322877789434,81.64710266011102,88.19396564001775,17,-24.313147783048326,32.29031403554457,23.509823199850302,50.507235465419264,20.611187899517006,28.942255198585904
