version,capture_pairs,deltaR_error_mean_mm,deltaR_error_rms_mm,abs_deltaR_error_median_mm,abs_deltaR_error_p95_mm,inner_outer_center_sep_median_mm,inner_outer_center_sep_p95_mm,turn_center_rms_median_mm,turn_center_rms_p95_mm,circle_thickness_rms_median_mm_diagnostic,circle_thickness_rms_p95_mm_diagnostic
v1-old,17,-24.230286780356312,32.91819605827952,24.05158805534228,54.15021590557475,41.8190484408287,71.24407584719013,19.837463670019822,30.142927981289706,103.18165961544074,154.75290172099287
v2,17,-25.075474290613144,32.717001408152214,23.842283202871556,50.70054651363428,32.25331676719452,56.66167023733087,19.733314217476035,28.127334187364358,103.08677571447114,155.9545815195501
v3-full,17,-22.807548226800833,31.25033210619702,26.746571893071973,48.36571042329295,51.086332320496815,72.8916291482001,21.324853199370875,30.606881699432318,108.46898090608528,156.02613035024515
v3-lite,17,-25.079211741302473,32.73753183130938,23.750185512266626,50.74657408874751,32.24907626708695,56.73260011799021,19.727177455741533,28.13135389168136,103.06547284958697,155.94394252369585
v4-io,17,-24.313147783048326,32.29031403554457,23.509823199850302,50.507235465419264,37.563135370157234,71.99282652218089,20.611187899517006,28.942255198585904,103.8213673712146,157.55111123167563
v4-io-roto,17,-21.443091885869883,29.889119466870827,24.853193685186625,45.357645285266436,29.970842277744897,58.19389289726142,18.0252890287691,25.896828415762293,100.23040353069001,138.22919257160748
v4-io-td,17,-23.47454211893947,31.608577857218314,22.818806731453947,49.14358504011031,35.62602694132421,70.66228375476095,19.974285474891822,28.343813061307294,102.65002699309309,154.95018207283945
v4-io-wand,17,-23.17947238960125,31.6723770355436,21.438670338150246,49.75620024298039,40.12529787470433,73.16173098419202,19.11762001203669,28.62583508386476,101.41433985337233,151.9780974231372
v5,17,-24.313147783048326,32.29031403554457,23.509823199850302,50.507235465419264,37.563135370157234,71.99282652218089,20.611187899517006,28.942255198585904,103.8213673712146,157.55111123167563
