version,location,height,facing,n,D3_median,D3_p75,D3_p95,D3_max
v4-io,center,high,ADHE,1,39.945960369679625,39.945960369679625,39.945960369679625,39.945960369679625
v4-io,center,high,BCGF,1,40.12578636185141,40.12578636185141,40.12578636185141,40.12578636185141
v4-io,center,high,CDHG,1,45.088578770116015,45.088578770116015,45.088578770116015,45.088578770116015
v4-io,center,low,ABEF,1,61.519678235704966,61.519678235704966,61.519678235704966,61.519678235704966
v4-io,center,low,ADHE,1,57.5692082850111,57.5692082850111,57.5692082850111,57.5692082850111
v4-io,center,low,BCGF,1,67.88801205761357,67.88801205761357,67.88801205761357,67.88801205761357
v4-io,center,low,CDHG,1,59.68265202148891,59.68265202148891,59.68265202148891,59.68265202148891
v4-io,center,mid,ABEF,1,49.847368590086575,49.847368590086575,49.847368590086575,49.847368590086575
v4-io,center,mid,ADHE,1,47.77646796885217,47.77646796885217,47.77646796885217,47.77646796885217
v4-io,center,mid,BCGF,1,45.985296558942856,45.985296558942856,45.985296558942856,45.985296558942856
v4-io,center,mid,CDHG,1,43.5720226025104,43.5720226025104,43.5720226025104,43.5720226025104
v4-io,edge,high,ABEF,1,38.85437443462257,38.85437443462257,38.85437443462257,38.85437443462257
v4-io,edge,high,ADHE,1,46.95127869236313,46.95127869236313,46.95127869236313,46.95127869236313
v4-io,edge,high,BCGF,1,32.67764978240954,32.67764978240954,32.67764978240954,32.67764978240954
v4-io,edge,high,CDHG,1,82.2905884581769,82.2905884581769,82.2905884581769,82.2905884581769
v4-io,edge,low,ABEF,1,49.248322877789434,49.248322877789434,49.248322877789434,49.248322877789434
v4-io,edge,low,BCGF,1,53.39867444738861,53.39867444738861,53.39867444738861,53.39867444738861
v4-io,edge,low,CDHG,1,75.85573047751818,75.85573047751818,75.85573047751818,75.85573047751818
v4-io,edge,mid,ABEF,1,45.3569931275605,45.3569931275605,45.3569931275605,45.3569931275605
v4-io,edge,mid,ADHE,1,50.42625964291273,50.42625964291273,50.42625964291273,50.42625964291273
v4-io,edge,mid,BCGF,1,54.07548534949923,54.07548534949923,54.07548534949923,54.07548534949923
v4-io,edge,mid,CDHG,1,88.19396564001775,88.19396564001775,88.19396564001775,88.19396564001775
v4-io-roto,center,high,ABEF,1,44.081888443130026,44.081888443130026,44.081888443130026,44.081888443130026
v4-io-roto,center,high,ADHE,1,40.81052744357865,40.81052744357865,40.81052744357865,40.81052744357865
v4-io-roto,center,high,BCGF,1,44.17474071618602,44.17474071618602,44.17474071618602,44.17474071618602
v4-io-roto,center,high,CDHG,1,47.93623595578672,47.93623595578672,47.93623595578672,47.93623595578672
v4-io-roto,center,low,ABEF,1,59.80121074737653,59.80121074737653,59.80121074737653,59.80121074737653
v4-io-roto,center,low,ADHE,1,50.52099685465226,50.52099685465226,50.52099685465226,50.52099685465226
v4-io-roto,center,low,BCGF,1,55.894653246468415,55.894653246468415,55.894653246468415,55.894653246468415
v4-io-roto,center,low,CDHG,1,53.85413703256382,53.85413703256382,53.85413703256382,53.85413703256382
v4-io-roto,center,mid,ABEF,1,53.94286420057216,53.94286420057216,53.94286420057216,53.94286420057216
v4-io-roto,center,mid,ADHE,1,52.85402844445371,52.85402844445371,52.85402844445371,52.85402844445371
v4-io-roto,center,mid,BCGF,1,46.8924242090007,46.8924242090007,46.8924242090007,46.8924242090007
v4-io-roto,center,mid,CDHG,1,45.37748598948314,45.37748598948314,45.37748598948314,45.37748598948314
v4-io-roto,edge,high,ABEF,1,38.81946919415201,38.81946919415201,38.81946919415201,38.81946919415201
v4-io-roto,edge,high,ADHE,1,48.053853666852035,48.053853666852035,48.053853666852035,48.053853666852035
v4-io-roto,edge,high,BCGF,1,31.805922854085807,31.805922854085807,31.805922854085807,31.805922854085807
v4-io-roto,edge,high,CDHG,1,71.979494640011,71.979494640011,71.979494640011,71.979494640011
v4-io-roto,edge,low,ABEF,1,45.32449120963237,45.32449120963237,45.32449120963237,45.32449120963237
v4-io-roto,edge,low,BCGF,1,52.63772626141021,52.63772626141021,52.63772626141021,52.63772626141021
v4-io-roto,edge,low,CDHG,1,70.92278545895817,70.92278545895817,70.92278545895817,70.92278545895817
v4-io-roto,edge,mid,ABEF,1,45.15927553013464,45.15927553013464,45.15927553013464,45.15927553013464
v4-io-roto,edge,mid,ADHE,1,51.00302374626422,51.00302374626422,51.00302374626422,51.00302374626422
v4-io-roto,edge,mid,BCGF,1,47.19658751560055,47.19658751560055,47.19658751560055,47.19658751560055
v4-io-roto,edge,mid,CDHG,1,81.13551808361109,81.13551808361109,81.13551808361109,81.13551808361109
v4-io-td,center,high,ABEF,1,43.064762728581194,43.064762728581194,43.064762728581194,43.064762728581194
v4-io-td,center,high,ADHE,1,39.87233101728533,39.87233101728533,39.87233101728533,39.87233101728533
v4-io-td,center,high,BCGF,1,40.101247896038274,40.101247896038274,40.101247896038274,40.101247896038274
v4-io-td,center,high,CDHG,1,45.435273840360544,45.435273840360544,45.435273840360544,45.435273840360544
v4-io-td,center,low,ABEF,1,61.733910854927615,61.733910854927615,61.733910854927615,61.733910854927615
v4-io-td,center,low,ADHE,1,57.032048945031036,57.032048945031036,57.032048945031036,57.032048945031036
v4-io-td,center,low,BCGF,1,67.9104786802387,67.9104786802387,67.9104786802387,67.9104786802387
v4-io-td,center,low,CDHG,1,59.57504469768437,59.57504469768437,59.57504469768437,59.57504469768437
v4-io-td,center,mid,ABEF,1,49.70979723388298,49.70979723388298,49.70979723388298,49.70979723388298
v4-io-td,center,mid,ADHE,1,47.89243087480318,47.89243087480318,47.89243087480318,47.89243087480318
v4-io-td,center,mid,BCGF,1,45.86172998233053,45.86172998233053,45.86172998233053,45.86172998233053
v4-io-td,center,mid,CDHG,1,43.64882824268586,43.64882824268586,43.64882824268586,43.64882824268586
v4-io-td,edge,high,ABEF,1,38.838803918562846,38.838803918562846,38.838803918562846,38.838803918562846
v4-io-td,edge,high,ADHE,1,46.808643727047645,46.808643727047645,46.808643727047645,46.808643727047645
v4-io-td,edge,high,BCGF,1,32.69488295369422,32.69488295369422,32.69488295369422,32.69488295369422
v4-io-td,edge,high,CDHG,1,83.56674846833975,83.56674846833975,83.56674846833975,83.56674846833975
v4-io-td,edge,low,ABEF,1,48.912242040933776,48.912242040933776,48.912242040933776,48.912242040933776
v4-io-td,edge,low,BCGF,1,53.083478488789964,53.083478488789964,53.083478488789964,53.083478488789964
v4-io-td,edge,low,CDHG,1,75.9990317377036,75.9990317377036,75.9990317377036,75.9990317377036
v4-io-td,edge,mid,ABEF,1,44.89876674074834,44.89876674074834,44.89876674074834,44.89876674074834
v4-io-td,edge,mid,ADHE,1,50.57483887663121,50.57483887663121,50.57483887663121,50.57483887663121
v4-io-td,edge,mid,BCGF,1,53.371188277327995,53.371188277327995,53.371188277327995,53.371188277327995
v4-io-td,edge,mid,CDHG,1,89.44837454758343,89.44837454758343,89.44837454758343,89.44837454758343
v4-io-wand,center,high,ABEF,1,43.0185643595406,43.0185643595406,43.0185643595406,43.0185643595406
v4-io-wand,center,high,ADHE,1,39.75046379840789,39.75046379840789,39.75046379840789,39.75046379840789
v4-io-wand,center,high,BCGF,1,42.237974669264624,42.237974669264624,42.237974669264624,42.237974669264624
v4-io-wand,center,high,CDHG,1,44.8268886695911,44.8268886695911,44.8268886695911,44.8268886695911
v4-io-wand,center,low,ABEF,1,59.73534942669104,59.73534942669104,59.73534942669104,59.73534942669104
v4-io-wand,center,low,ADHE,1,57.13967737787048,57.13967737787048,57.13967737787048,57.13967737787048
v4-io-wand,center,low,BCGF,1,65.2261144076688,65.2261144076688,65.2261144076688,65.2261144076688
v4-io-wand,center,low,CDHG,1,58.624330037857945,58.624330037857945,58.624330037857945,58.624330037857945
v4-io-wand,center,mid,ABEF,1,51.15733550897346,51.15733550897346,51.15733550897346,51.15733550897346
v4-io-wand,center,mid,ADHE,1,48.51128319440745,48.51128319440745,48.51128319440745,48.51128319440745
v4-io-wand,center,mid,BCGF,1,45.31789372940327,45.31789372940327,45.31789372940327,45.31789372940327
v4-io-wand,center,mid,CDHG,1,43.31620924176405,43.31620924176405,43.31620924176405,43.31620924176405
v4-io-wand,edge,high,ABEF,1,38.631376000566256,38.631376000566256,38.631376000566256,38.631376000566256
v4-io-wand,edge,high,ADHE,1,48.57617632114571,48.57617632114571,48.57617632114571,48.57617632114571
v4-io-wand,edge,high,BCGF,1,32.342097359050385,32.342097359050385,32.342097359050385,32.342097359050385
v4-io-wand,edge,high,CDHG,1,77.55596618797867,77.55596618797867,77.55596618797867,77.55596618797867
v4-io-wand,edge,low,ABEF,1,48.284566887632366,48.284566887632366,48.284566887632366,48.284566887632366
v4-io-wand,edge,low,BCGF,1,54.34567863685998,54.34567863685998,54.34567863685998,54.34567863685998
v4-io-wand,edge,low,CDHG,1,75.00915605364945,75.00915605364945,75.00915605364945,75.00915605364945
v4-io-wand,edge,mid,ABEF,1,45.76898415837341,45.76898415837341,45.76898415837341,45.76898415837341
v4-io-wand,edge,mid,ADHE,1,49.087870396330565,49.087870396330565,49.087870396330565,49.087870396330565
v4-io-wand,edge,mid,BCGF,1,50.95623989525342,50.95623989525342,50.95623989525342,50.95623989525342
v4-io-wand,edge,mid,CDHG,1,83.51924474934331,83.51924474934331,83.51924474934331,83.51924474934331
v5,center,high,ABEF,1,43.000382047841285,43.000382047841285,43.000382047841285,43.000382047841285
v5,center,high,ADHE,1,39.945960369679625,39.945960369679625,39.945960369679625,39.945960369679625
v5,center,high,BCGF,1,40.12578636185141,40.12578636185141,40.12578636185141,40.12578636185141
v5,center,high,CDHG,1,45.088578770116015,45.088578770116015,45.088578770116015,45.088578770116015
v5,center,low,ABEF,1,61.519678235704966,61.519678235704966,61.519678235704966,61.519678235704966
v5,center,low,ADHE,1,57.5692082850111,57.5692082850111,57.5692082850111,57.5692082850111
v5,center,low,BCGF,1,67.88801205761357,67.88801205761357,67.88801205761357,67.88801205761357
v5,center,low,CDHG,1,59.68265202148891,59.68265202148891,59.68265202148891,59.68265202148891
v5,center,mid,ABEF,1,49.847368590086575,49.847368590086575,49.847368590086575,49.847368590086575
v5,center,mid,ADHE,1,47.77646796885217,47.77646796885217,47.77646796885217,47.77646796885217
v5,center,mid,BCGF,1,45.985296558942856,45.985296558942856,45.985296558942856,45.985296558942856
v5,center,mid,CDHG,1,43.5720226025104,43.5720226025104,43.5720226025104,43.5720226025104
v5,edge,high,ABEF,1,38.85437443462257,38.85437443462257,38.85437443462257,38.85437443462257
v5,edge,high,ADHE,1,46.95127869236313,46.95127869236313,46.95127869236313,46.95127869236313
v5,edge,high,BCGF,1,32.67764978240954,32.67764978240954,32.67764978240954,32.67764978240954
v5,edge,high,CDHG,1,82.2905884581769,82.2905884581769,82.2905884581769,82.2905884581769
v5,edge,low,ABEF,1,49.248322877789434,49.248322877789434,49.248322877789434,49.248322877789434
v5,edge,low,BCGF,1,53.39867444738861,53.39867444738861,53.39867444738861,53.39867444738861
v5,edge,low,CDHG,1,75.85573047751818,75.85573047751818,75.85573047751818,75.85573047751818
v5,edge,mid,ABEF,1,45.3569931275605,45.3569931275605,45.3569931275605,45.3569931275605
v5,edge,mid,ADHE,1,50.42625964291273,50.42625964291273,50.42625964291273,50.42625964291273
v5,edge,mid,BCGF,1,54.07548534949923,54.07548534949923,54.07548534949923,54.07548534949923
v5,edge,mid,CDHG,1,88.19396564001775,88.19396564001775,88.19396564001775,88.19396564001775
