version,condition_number,anchor,sigma_x,sigma_y,sigma_z,sigma_3d,sigma_d
v5,671.3987503718871,A,0.0,0.0,0.0,0.0,0.0
v5,671.3987503718871,B,20.332544083575772,0.0,0.0,20.332544083575772,18.10094199314242
v5,671.3987503718871,C,35.11573122678717,26.580523975230786,0.0,44.041330978863186,19.666580210089666
v5,671.3987503718871,D,34.90679712655654,21.6501837442047,62.40520795624428,74.71027320157849,19.309981785528855
v5,671.3987503718871,E,22.892480267843723,30.789482894378196,23.73325647147199,45.114580486329345,19.490550021084395
v5,671.3987503718871,F,20.880374953270334,29.104250105889896,28.37953192810458,45.6995105539836,18.950049156667014
v5,671.3987503718871,G,41.25166992192609,28.932248113891287,33.33734741394103,60.41650424237659,19.404680603001214
v5,671.3987503718871,H,38.78866951377953,21.98640079502083,63.16790996049006,77.31848130521628,19.001666695486612
