version,ID,tilt,facing,inner_radius_mm,outer_radius_mm,deltaR_mm,deltaR_error_mm,abs_deltaR_error_mm,inner_radius_bias_mm,outer_radius_bias_mm,inner_outer_center_sep_mm,inner_turn_center_rms_3d_mm,outer_turn_center_rms_3d_mm,inner_turn_center_p95_3d_mm,outer_turn_center_p95_3d_mm,inner_turn_count,outer_turn_count,inner_circle_thickness_rms_diagnostic,outer_circle_thickness_rms_diagnostic
v1-old,ID25,planar,none,461.4962431979556,592.3360470416387,130.83980384368311,10.839803843683114,10.839803843683114,21.496243197955607,32.33604704163872,61.58607392710846,22.392394962318296,17.512872384570166,35.111627625781196,27.282976818808653,48,47,151.87239929603854,140.0491241594121
v1-old,ID26,small,BCGF,472.7895822457426,586.4315688568752,113.64198661113255,-6.358013388867448,6.358013388867448,32.78958224574262,26.431568856875174,54.58012621223677,25.27286590378775,18.872240693334415,38.0891129405412,27.472391145576008,47,48,159.0878214707233,139.24727808073837
v1-old,ID27,small,CDHG,457.7174103812351,569.3503899039066,111.63297952267152,-8.36702047732848,8.36702047732848,17.717410381235084,9.350389903906603,77.3508818352952,24.908487037634316,27.361112688998368,45.61604220711113,40.86137250622862,48,48,134.42244038595584,152.4187141634457
v1-old,ID28,small,ADHE,463.79294736586286,591.3320584983653,127.53911113250246,7.539111132502455,7.539111132502455,23.792947365862858,31.332058498365313,65.7140992025463,24.234615074042864,18.8729048563175,35.03574975251194,30.384862278594934,47,47,116.82512511276617,122.00327675306498
v1-old,ID29,mid,ABEF,461.90936035466257,582.7398546320343,120.83049427737171,0.830494277371713,0.830494277371713,21.909360354662567,22.73985463203428,69.71737435016388,25.431820809385258,15.70451067100601,39.970850463035994,26.482127861171218,47,47,160.67998984957686,125.18967109247046
v1-old,ID30,mid,BCGF,493.501126057226,570.7128488133593,77.21172275613333,-42.78827724386667,42.78827724386667,53.501126057225974,10.712848813359301,36.02149066933252,39.80851641320116,23.21047655316188,68.16343695702436,40.134625443428604,46,46,112.19609742360491,102.28126786929764
v1-old,ID31,mid,CDHG,425.14638923890186,550.7682957658569,125.62190652695506,5.621906526955058,5.621906526955058,-14.853610761098139,-9.23170423414308,49.34424824643216,20.69276376402196,16.69820934708186,33.74577849756984,28.439782294745378,46,46,104.08205136158385,96.73989194969431
v1-old,ID32,mid,ADHE,499.8520391748332,566.7629560706843,66.91091689585107,-53.089083104148926,53.089083104148926,59.85203917483318,6.762956070684254,48.13486858000781,22.418332487485234,17.43778379226408,35.10346997811916,29.46769824749816,46,46,98.18361808406455,98.88881959082717
v1-old,ID33,high,ABEF,457.706215513931,553.6546274585887,95.94841194465772,-24.05158805534228,24.05158805534228,17.706215513931,-6.34537254141128,56.54077327797071,35.309156381259385,20.382871900402982,58.02947424816209,31.52462802859087,45,45,143.46669404978022,116.29941977907141
v1-old,ID34,high,BCGF,483.4076675701394,545.0129204588613,61.605252888721964,-58.394747111278036,58.394747111278036,43.40766757013938,-14.987079541138655,41.8190484408287,25.613498979370206,14.749841810793747,42.35978896439094,25.41347756516224,44,44,88.9934875997725,68.94648802612787
