version,eval_set,anchor,n_pairs,rms,p50_abs,p95_abs,max_abs
v3-full,solve,G,7,29.617725593781653,3.413050832808949,56.53515465257401,77.5920223471876
v3-full,solve,H,7,78.64085583600524,1.0112309414905667,147.6656158968421,207.89645086749897
v3-lite,all1000,A,7,27.41653335607082,19.924044647843402,47.021195626590256,52.93952683213229
v3-lite,all1000,B,7,23.539701313375463,14.249474459505564,39.860413607876026,42.709838233969094
v3-lite,all1000,C,7,42.27603251506735,33.927422143230615,64.9935141254199,65.94204034470476
v3-lite,all1000,D,7,49.93308272316598,40.5927974289707,83.94083581682332,91.65460530487417
v3-lite,all1000,E,7,59.598130256490805,62.78028628042193,91.35492271559187,91.65460530487417
v3-lite,all1000,F,7,32.78848499401577,40.5927974289707,43.231177818468765,43.24176473012449
v3-lite,all1000,G,7,33.16609693366157,23.704010840584488,56.98800290677153,62.89437199912845
v3-lite,all1000,H,7,44.93762913280143,33.927422143230615,79.34082238805956,90.65566334059986
v3-lite,solve,A,7,27.41653335607082,19.924044647843402,47.021195626590256,52.93952683213229
v3-lite,solve,B,7,23.539701313375463,14.249474459505564,39.860413607876026,42.709838233969094
v3-lite,solve,C,7,42.27603251506735,33.927422143230615,64.9935141254199,65.94204034470476
v3-lite,solve,D,7,49.93308272316598,40.5927974289707,83.94083581682332,91.65460530487417
v3-lite,solve,E,7,59.598130256490805,62.78028628042193,91.35492271559187,91.65460530487417
v3-lite,solve,F,7,32.78848499401577,40.5927974289707,43.231177818468765,43.24176473012449
v3-lite,solve,G,7,33.16609693366157,23.704010840584488,56.98800290677153,62.89437199912845
v3-lite,solve,H,7,44.93762913280143,33.927422143230615,79.34082238805956,90.65566334059986
v4-io,all1000,A,7,16.085734379457623,14.59457981288051,24.816566606783862,25.23685215627893
v4-io,all1000,B,7,15.366956555336037,11.450012651247562,23.59775374085197,25.23685215627893
v4-io,all1000,C,7,48.11656132473919,14.600292531443756,87.91926381695289,88.93595637812314
v4-io,all1000,D,7,46.096882112166554,15.920795749070749,85.83457935126975,88.93595637812314
v4-io,all1000,E,7,76.79457672126915,29.488869982786127,139.99129945132648,163.32457871294264
v4-io,all1000,F,7,20.267369017573444,14.59457981288051,33.08254189016078,36.34309042714722
v4-io,all1000,G,7,21.68294291257228,18.135783403255118,34.28682429383888,36.34309042714722
v4-io,all1000,H,7,63.342149239542,14.600292531443756,121.47797519644837,163.32457871294264
v4-io,solve,A,7,16.085734379457623,14.59457981288051,24.816566606783862,25.23685215627893
v4-io,solve,B,7,15.366956555336037,11.450012651247562,23.59775374085197,25.23685215627893
v4-io,solve,C,7,48.11656132473919,14.600292531443756,87.91926381695289,88.93595637812314
v4-io,solve,D,7,46.096882112166554,15.920795749070749,85.83457935126975,88.93595637812314
v4-io,solve,E,7,76.79457672126915,29.488869982786127,139.99129945132648,163.32457871294264
v4-io,solve,F,7,20.267369017573444,14.59457981288051,33.08254189016078,36.34309042714722
v4-io,solve,G,7,21.68294291257228,18.135783403255118,34.28682429383888,36.34309042714722
v4-io,solve,H,7,63.342149239542,14.600292531443756,121.47797519644837,163.32457871294264
v4-io-roto,all1000,A,7,28.29806454357513,22.63872998527313,45.92884761142767,50.971752334628036
v4-io-roto,all1000,B,7,61.29184158403128,17.4568142993503,119.67866509052831,143.25195541623816
v4-io-roto,all1000,C,7,25.451046844724793,16.710691263454464,46.217436023686766,56.16924406479757
v4-io-roto,all1000,D,7,87.42163243180248,70.52633228451577,135.38450444100252,143.25195541623816
v4-io-roto,all1000,E,7,74.93349841786281,43.52715286572675,134.32994066559291,146.93469600370554
v4-io-roto,all1000,F,7,51.56922904083913,22.63872998527313,99.82524265303988,117.02711883211941
v4-io-roto,all1000,G,7,41.82641796257233,34.16206992396019,67.27469206971736,70.52633228451577
v4-io-roto,all1000,H,7,62.94021841750166,17.8513253759902,122.25658350175549,146.93469600370554
v4-io-roto,solve,A,7,28.29806454357513,22.63872998527313,45.92884761142767,50.971752334628036
v4-io-roto,solve,B,7,61.29184158403128,17.4568142993503,119.67866509052831,143.25195541623816
v4-io-roto,solve,C,7,25.451046844724793,16.710691263454464,46.217436023686766,56.16924406479757
v4-io-roto,solve,D,7,87.42163243180248,70.52633228451577,135.38450444100252,143.25195541623816
v4-io-roto,solve,E,7,74.93349841786281,43.52715286572675,134.32994066559291,146.93469600370554
v4-io-roto,solve,F,7,51.56922904083913,22.63872998527313,99.82524265303988,117.02711883211941
v4-io-roto,solve,G,7,41.82641796257233,34.16206992396019,67.27469206971736,70.52633228451577
v4-io-roto,solve,H,7,62.94021841750166,17.8513253759902,122.25658350175549,146.93469600370554
v4-io-td,all1000,A,7,16.085734379457623,14.59457981288051,24.816566606783862,25.23685215627893
v4-io-td,all1000,B,7,15.366956555336037,11.450012651247562,23.59775374085197,25.23685215627893
v4-io-td,all1000,C,7,48.11656132473919,14.600292531443756,87.91926381695289,88.93595637812314
v4-io-td,all1000,D,7,46.096882112166554,15.920795749070749,85.83457935126975,88.93595637812314
v4-io-td,all1000,E,7,76.79457672126915,29.488869982786127,139.99129945132648,163.32457871294264
v4-io-td,all1000,F,7,20.267369017573444,14.59457981288051,33.08254189016078,36.34309042714722
v4-io-td,all1000,G,7,21.68294291257228,18.135783403255118,34.28682429383888,36.34309042714722
v4-io-td,all1000,H,7,63.342149239542,14.600292531443756,121.47797519644837,163.32457871294264
v4-io-td,solve,A,7,16.085734379457623,14.59457981288051,24.816566606783862,25.23685215627893
v4-io-td,solve,B,7,15.366956555336037,11.450012651247562,23.59775374085197,25.23685215627893
v4-io-td,solve,C,7,48.11656132473919,14.600292531443756,87.91926381695289,88.93595637812314
v4-io-td,solve,D,7,46.096882112166554,15.920795749070749,85.83457935126975,88.93595637812314
v4-io-td,solve,E,7,76.79457672126915,29.488869982786127,139.99129945132648,163.32457871294264
v4-io-td,solve,F,7,20.267369017573444,14.59457981288051,33.08254189016078,36.34309042714722
v4-io-td,solve,G,7,21.68294291257228,18.135783403255118,34.28682429383888,36.34309042714722
v4-io-td,solve,H,7,63.342149239542,14.600292531443756,121.47797519644837,163.32457871294264
v4-io-wand,all1000,A,7,17.401150545473346,17.73973890109346,27.953716219585512,31.205328649321018
v4-io-wand,all1000,B,7,16.429896647396532,12.365182783024466,25.687720313746144,27.968191640979057
v4-io-wand,all1000,C,7,43.91775048718937,11.681170441093855,83.46359025197224,93.55474519642303
v4-io-wand,all1000,D,7,47.93859141297166,20.036744220969922,88.45230666629467,93.55474519642303
v4-io-wand,all1000,E,7,73.10338504529729,28.061046973182783,137.62529562461498,163.80187227973784
v4-io-wand,all1000,F,7,27.115625940539424,17.73973890109346,47.83647430991694,56.06010361542212
v4-io-wand,all1000,G,7,27.671387488599883,17.356358887865554,48.603671125591774,56.06010361542212
v4-io-wand,all1000,H,7,63.34225825911728,11.681170441093855,123.05176808811011,163.80187227973784
v4-io-wand,solve,A,7,17.401150545473346,17.73973890109346,27.953716219585512,31.205328649321018
v4-io-wand,solve,B,7,16.429896647396532,12.365182783024466,25.687720313746144,27.968191640979057
v4-io-wand,solve,C,7,43.91775048718937,11.681170441093855,83.46359025197224,93.55474519642303
v4-io-wand,solve,D,7,47.93859141297166,20.036744220969922,88.45230666629467,93.55474519642303
v4-io-wand,solve,E,7,73.10338504529729,28.061046973182783,137.62529562461498,163.80187227973784
v4-io-wand,solve,F,7,27.115625940539424,17.73973890109346,47.83647430991694,56.06010361542212
v4-io-wand,solve,G,7,27.671387488599883,17.356358887865554,48.603671125591774,56.06010361542212
v4-io-wand,solve,H,7,63.34225825911728,11.681170441093855,123.05176808811011,163.80187227973784
v5,all1000,A,7,16.085734379457623,14.59457981288051,24.816566606783862,25.23685215627893
v5,all1000,B,7,15.366956555336037,11.450012651247562,23.59775374085197,25.23685215627893
v5,all1000,C,7,48.11656132473919,14.600292531443756,87.91926381695289,88.93595637812314
v5,all1000,D,7,46.096882112166554,15.920795749070749,85.83457935126975,88.93595637812314
v5,all1000,E,7,76.79457672126915,29.488869982786127,139.99129945132648,163.32457871294264
v5,all1000,F,7,20.267369017573444,14.59457981288051,33.08254189016078,36.34309042714722
v5,all1000,G,7,21.68294291257228,18.135783403255118,34.28682429383888,36.34309042714722
v5,all1000,H,7,63.342149239542,14.600292531443756,121.47797519644837,163.32457871294264
v5,solve,A,7,16.085734379457623,14.59457981288051,24.816566606783862,25.23685215627893
v5,solve,B,7,15.366956555336037,11.450012651247562,23.59775374085197,25.23685215627893
v5,solve,C,7,48.11656132473919,14.600292531443756,87.91926381695289,88.93595637812314
v5,solve,D,7,46.096882112166554,15.920795749070749,85.83457935126975,88.93595637812314
v5,solve,E,7,76.79457672126915,29.488869982786127,139.99129945132648,163.32457871294264
v5,solve,F,7,20.267369017573444,14.59457981288051,33.08254189016078,36.34309042714722
v5,solve,G,7,21.68294291257228,18.135783403255118,34.28682429383888,36.34309042714722
v5,solve,H,7,63.342149239542,14.600292531443756,121.47797519644837,163.32457871294264
