version,delay_min,delay_max,delay_l2,n_near_bounds_55mm,tag_delay_mm
v1-old,0.0,0.0,0.0,0,0.0
v2,0.0,0.0,0.0,0,0.0
v3-lite,0.0,0.0,0.0,0,0.0
v3-full,-220.1238550453386,96.23364023322938,244.181588609134,2,0.0
v4-io,-2.3878718885320436,32.30272935025367,43.90426700405176,0,0.0
v4-io-td,-2.3878718885320436,32.30272935025367,43.90426700405176,0,3.0
v4-io-roto,-28.91117231081523,13.17390072272949,35.23470898602462,0,0.0
v4-io-wand,-9.789385742890005,59.99999999999999,63.992225232552606,1,0.0
v5,-2.3878718885320436,32.30272935025367,43.90426700405176,0,0.0
