version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v1-old,solve,A-B,3007.088,2936.0129259609994,-71.07507403900081,71.07507403900081
v1-old,solve,A-C,5537.676,5496.613752243937,-41.0622477560637,41.0622477560637
v1-old,solve,A-D,4676.4445,4683.432303974818,6.987803974818235,6.987803974818235
v1-old,solve,A-E,1463.483,1504.7544245772642,41.27142457726427,41.27142457726427
v1-old,solve,A-F,3196.3945,3195.617258991284,-0.7772410087159187,0.7772410087159187
v1-old,solve,A-G,5759.797,5775.214082964115,15.417082964115252,15.417082964115252
v1-old,solve,A-H,4858.948,4830.2523528183965,-28.695647181603817,28.695647181603817
v1-old,solve,B-C,4571.0895,4526.9762931444275,-44.11320685557257,44.11320685557257
v1-old,solve,B-D,5439.381,5435.028985768867,-4.35201423113358,4.35201423113358
v1-old,solve,B-E,3214.588,3232.824068282065,18.236068282064934,18.236068282064934
v1-old,solve,B-F,1442.35,1428.372586208594,-13.97741379140598,13.97741379140598
v1-old,solve,B-G,5006.028,4978.094495138091,-27.93350486190957,27.93350486190957
v1-old,solve,B-H,5659.838,5679.6976584651375,19.859658465137727,19.859658465137727
v1-old,solve,C-D,3127.2775,2965.551465879658,-161.72603412034232,161.72603412034232
v1-old,solve,C-E,5670.7815,5690.432260230725,19.6507602307247,19.6507602307247
v1-old,solve,C-F,4803.5415,4714.40432655911,-89.13717344089036,89.13717344089036
v1-old,solve,C-G,1733.8835,1550.767098387531,-183.11640161246896,183.11640161246896
v1-old,solve,C-H,3455.9555,3457.5085711436545,1.5530711436545062,1.5530711436545062
v1-old,solve,D-E,5099.0235,5033.1293085988555,-65.89419140114478,65.89419140114478
v1-old,solve,D-F,5592.5365,5617.123487359774,24.586987359773957,24.586987359773957
v1-old,solve,D-G,3276.221,3282.417520755862,6.196520755861911,6.196520755861911
v1-old,solve,D-H,1528.5645,1639.4139536412679,110.84945364126793,110.84945364126793
v1-old,solve,E-F,2791.712,2787.9815230583354,-3.7304769416646195,3.7304769416646195
v1-old,solve,E-G,5604.9755,5566.950176886161,-38.02532311383857,38.02532311383857
v1-old,solve,E-H,4572.044,4677.743701247717,105.6997012477168,105.6997012477168
v1-old,solve,F-G,4657.457,4703.624092065382,46.16709206538144,46.16709206538144
v1-old,solve,F-H,5454.796,5441.564923756408,-13.231076243592724,13.231076243592724
v1-old,solve,G-H,2940.7725,2986.277987219869,45.50548721986888,45.50548721986888
v1-old,all1000,A-B,3007.088,2936.0129259609994,-71.07507403900081,71.07507403900081
v1-old,all1000,A-C,5537.676,5496.613752243937,-41.0622477560637,41.0622477560637
v1-old,all1000,A-D,4676.4445,4683.432303974818,6.987803974818235,6.987803974818235
v1-old,all1000,A-E,1463.483,1504.7544245772642,41.27142457726427,41.27142457726427
v1-old,all1000,A-F,3196.3945,3195.617258991284,-0.7772410087159187,0.7772410087159187
v1-old,all1000,A-G,5759.797,5775.214082964115,15.417082964115252,15.417082964115252
v1-old,all1000,A-H,4858.948,4830.2523528183965,-28.695647181603817,28.695647181603817
v1-old,all1000,B-C,4571.0895,4526.9762931444275,-44.11320685557257,44.11320685557257
v1-old,all1000,B-D,5439.381,5435.028985768867,-4.35201423113358,4.35201423113358
v1-old,all1000,B-E,3214.588,3232.824068282065,18.236068282064934,18.236068282064934
v1-old,all1000,B-F,1442.35,1428.372586208594,-13.97741379140598,13.97741379140598
v1-old,all1000,B-G,5006.028,4978.094495138091,-27.93350486190957,27.93350486190957
v1-old,all1000,B-H,5659.838,5679.6976584651375,19.859658465137727,19.859658465137727
v1-old,all1000,C-D,3127.2775,2965.551465879658,-161.72603412034232,161.72603412034232
v1-old,all1000,C-E,5670.7815,5690.432260230725,19.6507602307247,19.6507602307247
v1-old,all1000,C-F,4803.5415,4714.40432655911,-89.13717344089036,89.13717344089036
v1-old,all1000,C-G,1733.8835,1550.767098387531,-183.11640161246896,183.11640161246896
v1-old,all1000,C-H,3455.9555,3457.5085711436545,1.5530711436545062,1.5530711436545062
v1-old,all1000,D-E,5099.0235,5033.1293085988555,-65.89419140114478,65.89419140114478
v1-old,all1000,D-F,5592.5365,5617.123487359774,24.586987359773957,24.586987359773957
v1-old,all1000,D-G,3276.221,3282.417520755862,6.196520755861911,6.196520755861911
v1-old,all1000,D-H,1528.5645,1639.4139536412679,110.84945364126793,110.84945364126793
v1-old,all1000,E-F,2791.712,2787.9815230583354,-3.7304769416646195,3.7304769416646195
v1-old,all1000,E-G,5604.9755,5566.950176886161,-38.02532311383857,38.02532311383857
v1-old,all1000,E-H,4572.044,4677.743701247717,105.6997012477168,105.6997012477168
v1-old,all1000,F-G,4657.457,4703.624092065382,46.16709206538144,46.16709206538144
v1-old,all1000,F-H,5454.796,5441.564923756408,-13.231076243592724,13.231076243592724
v1-old,all1000,G-H,2940.7725,2986.277987219869,45.50548721986888,45.50548721986888
v2,solve,A-B,3007.7013447106315,2975.0839891390756,-32.61735557155589,32.61735557155589
v2,solve,A-C,5536.912411630771,5550.21870201595,13.306290385178727,13.306290385178727
v2,solve,A-D,4674.777691479871,4693.526798653024,18.74910717315379,18.74910717315379
v2,solve,A-E,1459.2793628172387,1460.0932650535838,0.8139022363450295,0.8139022363450295
v2,solve,A-F,3196.0696072410005,3209.46723664352,13.39762940251967,13.39762940251967
v2,solve,A-G,5760.702469295121,5785.1813615088895,24.47889221376863,24.47889221376863
v2,solve,A-H,4860.01089695139,4808.219729991612,-51.79116695977791,51.79116695977791
v2,solve,B-C,4571.094408056716,4544.990122269984,-26.104285786732362,26.104285786732362
v2,solve,B-D,5437.495530718181,5480.711844719155,43.21631400097431,43.21631400097431
v2,solve,B-E,3214.6668645737,3228.1287189630075,13.461854389307518,13.461854389307518
v2,solve,B-F,1438.6837826946044,1435.2111102054596,-3.4726724891447702,3.4726724891447702
v2,solve,B-G,5003.545488251195,4996.622394465842,-6.923093785352648,6.923093785352648
v2,solve,B-H,5659.977698054553,5654.922764845098,-5.054933209455157,5.054933209455157
v2,solve,C-D,3123.133299028347,3057.309563774854,-65.8237352534934,65.8237352534934
v2,solve,C-E,5670.774901279054,5734.670002764602,63.895101485548366,63.895101485548366
v2,solve,C-F,4803.066106878616,4760.154589983002,-42.91151689561411,42.91151689561411
v2,solve,C-G,1735.2157802622798,1713.4143487776844,-21.80143148459547,21.80143148459547
v2,solve,C-H,3455.635989254498,3489.6994030681994,34.06341381370157,34.06341381370157
v2,solve,D-E,5093.943982937109,5003.5611485450845,-90.38283439202405,90.38283439202405
v2,solve,D-F,5593.208960148526,5633.425827711342,40.21686756281633,40.21686756281633
v2,solve,D-G,3277.3742684590366,3305.5668641729185,28.19259571388193,28.19259571388193
v2,solve,D-H,1525.5077073306318,1526.4870741314082,0.9793668007764609,0.9793668007764609
v2,solve,E-F,2791.1806489083565,2779.0814253314375,-12.09922357691903,12.09922357691903
v2,solve,E-G,5605.087149552543,5542.771816118645,-62.31533343389856,62.31533343389856
v2,solve,E-H,4572.759549727062,4660.9430800557275,88.18353032866526,88.18353032866526
v2,solve,F-G,4657.452770511592,4699.973335369921,42.520564858329635,42.520564858329635
v2,solve,F-H,5455.09136514955,5413.400067522137,-41.691297627413405,41.691297627413405
v2,solve,G-H,2941.3277433196713,2933.0056223688134,-8.32212095085788,8.32212095085788
v2,all1000,A-B,3007.7013447106315,2975.0839891390756,-32.61735557155589,32.61735557155589
v2,all1000,A-C,5536.912411630771,5550.21870201595,13.306290385178727,13.306290385178727
v2,all1000,A-D,4674.777691479871,4693.526798653024,18.74910717315379,18.74910717315379
v2,all1000,A-E,1459.2793628172387,1460.0932650535838,0.8139022363450295,0.8139022363450295
v2,all1000,A-F,3196.0696072410005,3209.46723664352,13.39762940251967,13.39762940251967
v2,all1000,A-G,5760.702469295121,5785.1813615088895,24.47889221376863,24.47889221376863
v2,all1000,A-H,4860.01089695139,4808.219729991612,-51.79116695977791,51.79116695977791
v2,all1000,B-C,4571.094408056716,4544.990122269984,-26.104285786732362,26.104285786732362
v2,all1000,B-D,5437.495530718181,5480.711844719155,43.21631400097431,43.21631400097431
v2,all1000,B-E,3214.6668645737,3228.1287189630075,13.461854389307518,13.461854389307518
v2,all1000,B-F,1438.6837826946044,1435.2111102054596,-3.4726724891447702,3.4726724891447702
v2,all1000,B-G,5003.545488251195,4996.622394465842,-6.923093785352648,6.923093785352648
v2,all1000,B-H,5659.977698054553,5654.922764845098,-5.054933209455157,5.054933209455157
v2,all1000,C-D,3123.133299028347,3057.309563774854,-65.8237352534934,65.8237352534934
v2,all1000,C-E,5670.774901279054,5734.670002764602,63.895101485548366,63.895101485548366
v2,all1000,C-F,4803.066106878616,4760.154589983002,-42.91151689561411,42.91151689561411
v2,all1000,C-G,1735.2157802622798,1713.4143487776844,-21.80143148459547,21.80143148459547
v2,all1000,C-H,3455.635989254498,3489.6994030681994,34.06341381370157,34.06341381370157
v2,all1000,D-E,5093.943982937109,5003.5611485450845,-90.38283439202405,90.38283439202405
v2,all1000,D-F,5593.208960148526,5633.425827711342,40.21686756281633,40.21686756281633
