timestamp,id,type,path,notes
2026-06-23T12:42:29+02:00,"OTA_BSF66F_TRLITE","static","/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_static_tag_ota_smoke_20260623_trlite/static_OTA_BSF66F_TRLITE_BSF66F_30s_20260623_124119","duration_s=30; targets=BSF66F; rc=0"
