row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L0:I0:T6,simulate_imu_prior,0.0997334160056198,,,,
R2:L0:I0:T6,cpu_golden,0.18392520298948511,,,,
R2:L0:I0:T6,torch_gpu,0.4751807389984606,0,1,0.4751807389984606,0.4751807389984606
R2:L2:I3:T6,simulate_imu_prior,0.5553594039956806,,,,
R2:L2:I3:T6,cpu_golden,0.18456023200997151,,,,
R2:L2:I3:T6,torch_gpu,0.3022877019975567,0,1,0.3022877019975567,0.3022877019975567
