version,tag_method,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,tag_truth_permutation,tag_truth_shift_from_motive_mm,tag_ball_fingerprint_as_is_max_abs_dev_mm,tag_ball_fingerprint_corrected_max_abs_dev_mm,point_estimator,tag_delay_by_tag_mm,effective_tag_delay_mm,frames_input,frames_solved,solve_fraction,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_fit_vertical_shift_mm,anchor_fit_method,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v4-io-commonmode,T4,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,"0,1,4,2,3",54.12208743140742,29.051378695780997,1.5155498742221383,mean,"{""BSF66F"": 65.0}",65.0,1201,1201,1.0,ok,1306.9119621291097,753.3280660444341,186.06695814180293,1306.9119621291106,753.3280660444324,186.06695814180313,1307.4949820033294,755.6958951133313,187.96537593255297,19.886431513529384,25.678748962918846,37.8364734586211,49.8644866656405,40.548219082696406,88.4010303707313,8.0,8.0,99.75020815986679,91.75686927560366,92.28632045606336,171.61020910905148,0,{},223.0210766034653,3226.352589292387,-309.52126062979687,-542.215344349341,182.54280058407934,-383.3240609304319,765.2364209528063,3043.8097887083077,73.80280030063506,768.7871183135654,3043.8097887083077,3139.3967036870936,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,889.8367413746068,8.704632226430935,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6572220380767959,0.6572220380767959,mean,"{""BSF66F"": 65.0}",65.0,1201,1201,1.0,ok,1425.8146945407323,682.4643179623732,-809.5545116947463,1425.8146945407323,682.4643179623728,-809.5545116947461,1426.9498561765915,683.7703344477549,-814.0985701925808,29.249912815001036,39.03883990742543,57.01669594259618,75.03660464875271,62.068801393937484,129.5899172486342,8.0,8.0,99.91673605328893,95.67027477102414,68.12346135287895,112.1532193907985,0,{},296.4851664191866,2230.731119455838,-192.2073310445369,-543.22998,1105.589,-259.92136,839.7151464191866,1125.142119455838,67.7140289554631,842.4409278063223,1125.142119455838,1405.57870851004,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,461.6346339824702,4.515839282600261,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6213212809211015,0.6213212809211015,mean,"{""BSF66F"": 65.0}",65.0,1201,1201,1.0,ok,1400.8685277659472,640.4721640241224,-1437.8118007548342,1400.8685277659467,640.4721640241228,-1437.8118007548342,1407.5179019020786,641.8690621827828,-1432.8316487567115,40.56678068239698,54.633824906226394,41.107936008615106,79.50082340269373,38.48191909675556,209.60031593153826,8.0,8.0,100.0,92.2564529558701,155.73950331348863,190.45024442688234,0,{},337.9179813917227,1602.4738303957502,-218.0718641464648,-554.00287,1625.5614500000001,-256.2951,891.9208513917227,-23.087619604249994,38.223235853535186,892.7395033863186,23.087619604249994,893.0379942003818,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,813.3092827400905,7.956019192530105,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.6855830977794,1.6855830977794,mean,"{""BSF66F"": 65.0}",65.0,1201,1201,1.0,ok,2123.597067656896,1009.3679326498886,188.23236965609817,2123.5970676568913,1009.3679326498868,188.232369656098,2128.0466997284284,1015.9085030544867,177.90530854849368,26.926491844867858,32.27146056257873,58.54857190598027,72.07231370050188,33.25722162492435,188.76609134599053,8.0,8.0,100.0,93.83846794338052,87.94803511267223,123.18960870611475,0,{},-14.978306654755897,3228.5180008066827,512.6023726827216,-321.178815,182.16379,479.93381999999997,306.2005083452441,3046.3542108066827,32.66855268272161,307.9382822015958,3046.3542108066827,3061.8785023813202,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,1047.8906733259494,10.25076005596117,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,"3,4,2,0,1",2.0942332073721013,5.490229164285438,0.8401003929094628,mean,"{""BSF66F"": 65.0}",65.0,1200,1200,1.0,ok,2109.2136046123906,1086.1759048981182,-844.2188287965955,2109.213604612391,1086.1759048981191,-844.2188287965955,2110.81299659004,1087.8691952452766,-847.2841279295608,21.031906415690933,30.260796993752578,45.637981514201044,58.65903407716532,43.72043251400869,106.30639755273074,8.0,8.0,99.75,91.5,143.58717167362698,199.71822506363895,0,{},-92.08430191946536,2196.066802353989,499.91323936810795,-184.9818897969324,1103.5866165595767,473.70402893394925,92.89758787746703,1092.4801857944121,26.209210434158706,96.52401019971002,1092.4801857944121,1096.735994165609,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,705.9514108073571,6.905814420873793,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.4652634113752043,1.4652634113752043,mean,"{""BSF66F"": 65.0}",65.0,1201,1201,1.0,ok,2093.582229680812,1073.3274064633663,-1524.0908887530313,2093.5822296808105,1073.3274064633656,-1524.0908887530309,2095.090379057201,1077.1924982682892,-1527.7248819673378,24.985114725799782,35.51266668266708,39.6104603909411,58.77409314619753,40.58517094532975,110.1136335825617,8.0,8.0,99.83347210657784,92.83930058284763,70.90661828223303,138.8815178237866,0,{},-79.58302487831065,1516.194742397553,484.00280673352245,-193.231255,1684.95255,476.52297999999996,113.64823012168935,-168.75780760244697,7.479826733522486,113.89410879301869,168.75780760244697,203.59534779689952,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,1013.9317064581626,9.918563930954015,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,3.010748996927397,3.010748996927397,mean,"{""BSF66F"": 65.0}",65.0,1201,1201,1.0,ok,1611.4308548365216,1531.4307016143239,135.11637389259036,1611.4308548365213,1531.4307016143239,135.11637389259047,1609.0216759491584,1527.1479769683185,138.34387936325874,25.69516954643607,44.86699041771268,61.04760749997546,80.00061842657391,65.4321576980887,143.0960723019222,8.0,8.0,100.0,90.84096586178185,114.09039077314945,188.20520630779856,0,{},-548.189344266676,3175.4020050431745,12.052920917566553,352.14755,211.565355,53.795866000000004,-900.336894266676,2963.8366500431744,-41.74294508243345,901.3040533814984,2963.8366500431744,3097.8503328568127,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,906.6934696461826,8.86952946355589,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,0.8379427491692439,0.8379427491692439,mean,"{""BSF66F"": 65.0}",65.0,1201,1201,1.0,ok,1453.0670116097351,1636.0444107328851,-996.0855206267819,1453.0670116097351,1636.0444107328833,-996.0855206267827,1453.091417895152,1633.584308366628,-1001.8342060099342,25.556099324385162,38.25571316914486,58.335792353545884,74.29453864365634,57.575531435202485,131.36965622287624,8.0,8.0,100.0,90.25811823480433,112.55873303302647,148.2941599043762,0,{},-656.2639098075754,2044.2001105238023,-143.96958790807366,391.90054,1132.2804,-71.53192899999999,-1048.1644498075752,911.9197105238022,-72.43765890807367,1050.6645174690632,911.9197105238022,1391.2201431514404,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,557.6228692802323,5.45482308432596,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,1.1233421057233244,1.1233421057233244,mean,"{""BSF66F"": 65.0}",65.0,1201,1201,1.0,ok,1518.5091667169183,1657.1341321965892,-1256.917828353894,1518.5091667169188,1657.1341321965886,-1256.9178283538931,1522.2728480301892,1657.8077365967185,-1259.313389342431,32.594399218606966,30.097290363508417,43.744916426741824,62.30457014401022,41.16820522101618,112.26800009777438,8.0,8.0,99.91673605328893,93.42214820982515,129.88594724878212,195.11572154662807,0,{},-675.9078824989256,1783.3678027966903,-78.07902444568731,408.80994,1568.1853500000002,-62.425788499999996,-1084.7178224989257,215.1824527966901,-15.653235945687314,1084.830760184455,215.1824527966901,1105.966213875443,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,828.1828777899989,8.101516865051824,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,1.700334281718746,1.700334281718746,mean,"{""BSF66F"": 65.0}",65.0,1201,1201,1.0,ok,642.7818715758706,1231.3414788148302,34.745618653746796,642.7818715758702,1231.3414788148316,34.745618653746796,645.9498360201892,1231.308110306757,33.30444100466775,24.58218716065309,16.741583828435292,31.741164990999934,43.49788626671166,30.916324119879175,82.67380010397115,8.0,8.0,99.91673605328893,90.75770191507078,64.3855082006351,124.28250469770812,0,{},-269.49659929476024,3075.0312498043313,-962.967462619268,65.499245,238.64973,-938.19342,-334.9958442947602,2836.381519804331,-24.774042619268016,335.91065610138145,2836.381519804331,2856.2030906029754,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,1028.888366883956,10.064874172247297,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
