seed_id,rows,capture_tags,fused_err3d_p50_mm,fused_err3d_p95_mm,imu_prior_err3d_p95_mm,correction_from_imu_prior_p50_mm,correction_from_imu_prior_p95_mm,fused_acc_norm_p95_mm_s2,opti_acc_norm_p95_mm_s2,imu_acc_correction_norm_p50_mm_s2,imu_acc_correction_norm_p95_mm_s2,imu_acc_correction_ratio_p50,imu_gyro_correction_norm_p50_dps,imu_gyro_correction_norm_p95_dps
S00,40661,34,68.04551249404548,133.67025539668953,5897.395754207474,1163.0119119867727,5856.2886798480195,1879.8108633291226,1486.1738691755143,287.09085611099084,1419.0828953880816,0.3451133800571539,0.00777106760166224,0.015064780857352768
S01,40661,34,67.3567530426519,135.8226321375975,6069.010792545699,1237.7562107997262,6012.946596508261,1899.2807208107718,1486.1738691755143,287.0507565032251,1470.5594296082768,0.34494400978757,0.007875464614084997,0.016298398531121187
S02,40661,34,68.81692704754903,129.87807141897085,5538.453680414642,1076.3142428558067,5483.620808644758,1885.3124370534254,1486.1738691755143,285.8743562308181,1411.545338069522,0.3445817512922063,0.009134977317263388,0.01659196874642662
S03,40661,34,68.13784510098279,137.66477285951265,5974.479255338546,1161.4453479645724,5921.552311989564,1909.2794991455464,1486.1738691755143,288.3555473826359,1465.1431837473128,0.34750868837440757,0.00763855112194358,0.01666390871307875
S04,40661,34,67.46889631370033,135.09407745717505,5454.157141725697,1169.7359347955517,5408.385607263061,1895.3546901326613,1486.1738691755143,286.87632177524773,1440.148737467126,0.3449918498401224,0.007997617536023576,0.01663443279970858
