version,solver,solver_family,eval_set,n_positions,height,n,median_3d_mm,p95_3d_mm,rms_3d_mm
v1-old,T2+F1,external_position_filter,all8,24,mid,8,88.62731790235561,146.8375269462982,93.896614414067
v1-old,T2+F2,external_position_filter,all8,24,high,8,203.03377310621443,359.8193016628892,230.46728012598217
v1-old,T2+F2,external_position_filter,all8,24,low,8,217.50591277696273,304.0701986404789,217.73791741831647
v1-old,T2+F2,external_position_filter,all8,24,mid,8,88.62731790235561,146.8375269462982,93.896614414067
v1-old,T2+F3,external_position_filter,all8,24,high,8,203.25586120831014,361.532574142931,231.1289140238946
v1-old,T2+F3,external_position_filter,all8,24,low,8,218.48526530269214,304.38080338458957,218.0062603518494
v1-old,T2+F3,external_position_filter,all8,24,mid,8,88.67094917140857,147.07654233581817,94.59819977647415
v1-old,T2+F4,external_position_filter,all8,24,high,8,202.97492970738915,359.1003076348708,230.18759462968438
v1-old,T2+F4,external_position_filter,all8,24,low,8,216.63166370583238,302.11098482913013,216.92522652473167
v1-old,T2+F4,external_position_filter,all8,24,mid,8,88.25888702316257,146.72257522452776,93.67510992062691
v1-old,T2+F5,external_position_filter,all8,24,high,8,203.6367333271307,357.0241705885873,229.59815980707077
v1-old,T2+F5,external_position_filter,all8,24,low,8,216.9428464104709,301.6189899996667,216.81729909439375
v1-old,T2+F5,external_position_filter,all8,24,mid,8,86.9870496883704,146.40742935701897,92.9603140476043
v1-old,T3+F0,external_position_filter,all8,24,high,8,140.6310663925422,295.976913012893,182.2360695387851
v1-old,T3+F0,external_position_filter,all8,24,low,8,182.00511393503632,312.7930463106978,201.84335547326913
v1-old,T3+F0,external_position_filter,all8,24,mid,8,100.11374021275546,153.66810027786403,106.40374611053777
v1-old,T3+F1,external_position_filter,all8,24,high,8,135.60180491351593,286.54932856465024,177.69417105288193
v1-old,T3+F1,external_position_filter,all8,24,low,8,183.04763684511153,310.8958286492632,201.0259782507295
v1-old,T3+F1,external_position_filter,all8,24,mid,8,100.45432973569416,149.31817237526982,101.937117774051
v1-old,T3+F2,external_position_filter,all8,24,high,8,135.60180491351593,286.54932856465024,177.69417105288193
v1-old,T3+F2,external_position_filter,all8,24,low,8,183.04763684511153,310.8958286492632,201.0259782507295
v1-old,T3+F2,external_position_filter,all8,24,mid,8,100.45432973569416,149.31817237526982,101.937117774051
v1-old,T3+F3,external_position_filter,all8,24,high,8,136.28727728381438,288.7533417925525,178.58951510129523
v1-old,T3+F3,external_position_filter,all8,24,low,8,184.01515977598223,311.5527754105389,201.34876139667426
v1-old,T3+F3,external_position_filter,all8,24,mid,8,101.08231104702377,149.43509158082588,102.7064028785308
v1-old,T3+F4,external_position_filter,all8,24,high,8,136.8512925447631,285.64314698960226,177.55740062252028
v1-old,T3+F4,external_position_filter,all8,24,low,8,182.58500367484464,310.8791594653161,200.5341288303186
v1-old,T3+F4,external_position_filter,all8,24,mid,8,99.89001906354015,149.00983693380275,101.58442053351905
v1-old,T3+F5,external_position_filter,all8,24,high,8,136.24450155313366,283.7346513780296,176.80113994320683
v1-old,T3+F5,external_position_filter,all8,24,low,8,183.35382822028058,310.8413294201886,200.57960637224016
v1-old,T3+F5,external_position_filter,all8,24,mid,8,99.79735373720104,148.88134912633768,100.87889320048507
v1-old,T4+F0,external_position_filter,all8,24,high,8,168.52989901327985,231.4868036139809,168.41104807657908
v1-old,T4+F0,external_position_filter,all8,24,low,8,185.08686028369263,290.27403787103333,199.3305907295037
v1-old,T4+F0,external_position_filter,all8,24,mid,8,83.72189217178689,145.61186987377044,94.92984255108462
v1-old,T4+F1,external_position_filter,all8,24,high,8,173.58215028351776,232.69873393429341,170.9725657255255
v1-old,T4+F1,external_position_filter,all8,24,low,8,185.7989260110906,291.4483885527795,200.29643593890265
v1-old,T4+F1,external_position_filter,all8,24,mid,8,74.37568073083168,143.08702654655985,89.73883234576003
v1-old,T4+F2,external_position_filter,all8,24,high,8,173.58215028351776,232.69873393429341,170.9725657255255
v1-old,T4+F2,external_position_filter,all8,24,low,8,185.7989260110906,291.4483885527795,200.29643593890265
v1-old,T4+F2,external_position_filter,all8,24,mid,8,74.37568073083168,143.08702654655985,89.73883234576003
v1-old,T4+F3,external_position_filter,all8,24,high,8,172.71870395199167,232.55192251104518,170.54019258496643
v1-old,T4+F3,external_position_filter,all8,24,low,8,185.4130397249931,291.27253217633137,200.56490478933532
v1-old,T4+F3,external_position_filter,all8,24,mid,8,75.95091061344436,143.79332535133224,90.8140822825802
v1-old,T4+F4,external_position_filter,all8,24,high,8,173.6046650403504,232.7415407134372,170.89510723389208
v1-old,T4+F4,external_position_filter,all8,24,low,8,185.5600832831106,290.2991178657146,199.5493871477781
v1-old,T4+F4,external_position_filter,all8,24,mid,8,74.62910893660224,143.75440837969353,89.88660827554824
v1-old,T4+F5,external_position_filter,all8,24,high,8,172.96001798064407,232.20043022486166,170.66168122289687
v1-old,T4+F5,external_position_filter,all8,24,low,8,185.5218919294096,289.79652574519486,199.60148436600167
v1-old,T4+F5,external_position_filter,all8,24,mid,8,73.64885975459093,143.93614693241025,89.29593701502021
v1-old,T5a,native_range_filter,all8,24,high,8,216.24764174306628,319.0079654838061,238.2867594480313
v1-old,T5a,native_range_filter,all8,24,low,8,222.98525989109663,318.92080871214256,227.90061737938356
v1-old,T5a,native_range_filter,all8,24,mid,8,41.26897179373843,216.46963992297873,113.72614905176972
v1-old,T5b,native_range_filter,all8,24,high,8,165.19367653628893,326.5693282640135,206.40182589345324
v1-old,T5b,native_range_filter,all8,24,low,8,172.55182733038518,290.650701742058,199.33929752170522
v1-old,T5b,native_range_filter,all8,24,mid,8,66.96094916373809,132.02822080490324,81.07489843139423
v1-old,T5c,native_range_filter,all8,24,high,8,165.19367653628893,326.5693282640135,206.40182589345324
v1-old,T5c,native_range_filter,all8,24,low,8,172.55182733038518,290.650701742058,199.33929752170522
v1-old,T5c,native_range_filter,all8,24,mid,8,66.96094916373809,132.02822080490324,81.07489843139423
v1-old,T5d,native_range_filter,all8,24,high,8,215.96284692397055,318.5795061221544,237.90900238184636
v1-old,T5d,native_range_filter,all8,24,low,8,222.65303817376935,318.5772869375635,227.55113651396533
v1-old,T5d,native_range_filter,all8,24,mid,8,41.08184023708492,216.09076025078045,113.50456106109736
v1-old,T5e,native_range_filter,all8,24,high,8,105.58409714581501,252.5747792687137,143.61730971516138
v1-old,T5e,native_range_filter,all8,24,low,8,185.54364669036033,352.6141577402868,215.77412755323132
v1-old,T5e,native_range_filter,all8,24,mid,8,42.09940168686191,129.54310991451695,71.81320865764303
v2,T1+F0,external_position_filter,all8,24,high,8,95.01902554114756,292.9898204253878,160.92410268883646
v2,T1+F0,external_position_filter,all8,24,low,8,145.98556330563744,234.39658347719558,153.29966815269424
v2,T1+F0,external_position_filter,all8,24,mid,8,70.47742012988013,94.55653749393221,70.65525743404964
v2,T1+F1,external_position_filter,all8,24,high,8,96.10960969525243,290.48714902628114,159.48135151962393
v2,T1+F1,external_position_filter,all8,24,low,8,146.38612813956726,234.3694927995587,154.65888869728835
v2,T1+F1,external_position_filter,all8,24,mid,8,69.32005950777693,83.11519982777118,66.01388987471285
v2,T1+F2,external_position_filter,all8,24,high,8,96.10960969525243,290.48714902628114,159.48135151962393
v2,T1+F2,external_position_filter,all8,24,low,8,146.38612813956726,234.3694927995587,154.65888869728835
v2,T1+F2,external_position_filter,all8,24,mid,8,69.32005950777693,83.11519982777118,66.01388987471285
v2,T1+F3,external_position_filter,all8,24,high,8,95.44774456555119,290.72664571097465,159.65712229972416
v2,T1+F3,external_position_filter,all8,24,low,8,145.97748318052487,234.47403882285585,154.66442705322297
v2,T1+F3,external_position_filter,all8,24,mid,8,69.43577455945714,84.57614338846373,66.69728902933596
v2,T1+F4,external_position_filter,all8,24,high,8,97.2828739470503,290.2236014388661,159.41656909067586
v2,T1+F4,external_position_filter,all8,24,low,8,146.77343923450627,232.85170834968469,153.82218319007396
v2,T1+F4,external_position_filter,all8,24,mid,8,69.01186104590374,82.71489434685405,65.86047270318159
v2,T1+F5,external_position_filter,all8,24,high,8,97.54076840414038,289.35579341486454,159.05072191490774
v2,T1+F5,external_position_filter,all8,24,low,8,146.81127115268586,231.88860796504434,153.6169981147742
v2,T1+F5,external_position_filter,all8,24,mid,8,68.6601961123754,81.31503749901005,65.22707090046798
v2,T2+F0,external_position_filter,all8,24,high,8,95.07541882401041,293.17119123659097,160.9203529436659
v2,T2+F0,external_position_filter,all8,24,low,8,144.74965228875413,233.16408898385066,152.61005735649843
v2,T2+F0,external_position_filter,all8,24,mid,8,69.9882850497518,94.37438539933322,70.52212989338547
v2,T2+F1,external_position_filter,all8,24,high,8,96.17488524250905,290.22024901152207,159.48670307475197
v2,T2+F1,external_position_filter,all8,24,low,8,146.15694303141765,233.19631754197763,154.12731912057367
v2,T2+F1,external_position_filter,all8,24,mid,8,68.94114328137007,82.89509563791687,65.87560655893371
v2,T2+F2,external_position_filter,all8,24,high,8,96.17488524250905,290.22024901152207,159.48670307475197
v2,T2+F2,external_position_filter,all8,24,low,8,146.15694303141765,233.19631754197763,154.12731912057367
v2,T2+F2,external_position_filter,all8,24,mid,8,68.94114328137007,82.89509563791687,65.87560655893371
v2,T2+F3,external_position_filter,all8,24,high,8,95.08515476579922,290.23134678544204,159.49359361939267
v2,T2+F3,external_position_filter,all8,24,low,8,145.06845395980537,232.95564474535936,153.99018975330046
v2,T2+F3,external_position_filter,all8,24,mid,8,69.34365934690454,84.52073935266613,66.6248486579257
v2,T2+F4,external_position_filter,all8,24,high,8,97.47169657698737,290.3128120263405,159.58385044765026
v2,T2+F4,external_position_filter,all8,24,low,8,147.50564623231054,231.37973340231403,153.38762636383208
v2,T2+F4,external_position_filter,all8,24,mid,8,68.95116635161396,82.64976027362555,65.83283810925965
v2,T2+F5,external_position_filter,all8,24,high,8,97.75060226707654,289.2251850935956,159.1144736220234
v2,T2+F5,external_position_filter,all8,24,low,8,147.7989008583246,230.59296820235073,153.2462250919851
v2,T2+F5,external_position_filter,all8,24,mid,8,68.72008741767104,81.3212214578537,65.22700558564146
v2,T3+F0,external_position_filter,all8,24,high,8,57.96819536663112,146.5401203173371,88.31936229631637
v2,T3+F0,external_position_filter,all8,24,low,8,111.19916066433538,239.45141838182684,143.68438600912998
v2,T3+F0,external_position_filter,all8,24,mid,8,72.55307120760773,98.5031482914745,72.97950174480464
v2,T3+F1,external_position_filter,all8,24,high,8,50.48156166074754,141.05827990483763,85.23196320323537
v2,T3+F1,external_position_filter,all8,24,low,8,112.89438864680508,237.05311516102236,143.354580065712
v2,T3+F1,external_position_filter,all8,24,mid,8,71.90947725383357,87.69411490010496,68.26404207641646
v2,T3+F2,external_position_filter,all8,24,high,8,50.48156166074754,141.05827990483763,85.23196320323537
v2,T3+F2,external_position_filter,all8,24,low,8,112.89438864680508,237.05311516102236,143.354580065712
v2,T3+F2,external_position_filter,all8,24,mid,8,71.90947725383357,87.69411490010496,68.26404207641646
v2,T3+F3,external_position_filter,all8,24,high,8,51.47189242108547,141.90234156667404,85.45369704407938
v2,T3+F3,external_position_filter,all8,24,low,8,113.0452222378249,237.60282114323928,143.43027965923199
v2,T3+F3,external_position_filter,all8,24,mid,8,72.04349310854252,89.16073350881784,68.90649791000942
v2,T3+F4,external_position_filter,all8,24,high,8,51.006135471773085,141.04463401472137,85.50898596229662
v2,T3+F4,external_position_filter,all8,24,low,8,112.27861872263853,237.83657768689253,143.188686978801
v2,T3+F4,external_position_filter,all8,24,mid,8,72.0689360047306,87.27905297930566,68.02811886326896
v2,T3+F5,external_position_filter,all8,24,high,8,50.33880692369602,140.25083237971205,85.0742519490667
v2,T3+F5,external_position_filter,all8,24,low,8,112.95692721839134,238.1084780133958,143.53283855226894
v2,T3+F5,external_position_filter,all8,24,mid,8,71.55615418509464,86.1072028848764,67.35024676677966
v2,T4+F0,external_position_filter,all8,24,high,8,67.33577688150639,148.00721647582918,93.60396914404497
v2,T4+F0,external_position_filter,all8,24,low,8,125.92152305290467,217.82257339005793,138.7455151421834
v2,T4+F0,external_position_filter,all8,24,mid,8,70.52299424748684,95.08133205652179,70.7849774739463
v2,T4+F1,external_position_filter,all8,24,high,8,70.27775461603086,148.56859219698862,94.35989572844929
v2,T4+F1,external_position_filter,all8,24,low,8,126.60144928767384,220.37624998552874,140.89031052439015
v2,T4+F1,external_position_filter,all8,24,mid,8,68.19030882028856,83.70787006037769,65.94783067506792
v2,T4+F2,external_position_filter,all8,24,high,8,70.27775461603086,148.56859219698862,94.35989572844929
v2,T4+F2,external_position_filter,all8,24,low,8,126.60144928767384,220.37624998552874,140.89031052439015
v2,T4+F2,external_position_filter,all8,24,mid,8,68.19030882028856,83.70787006037769,65.94783067506792
v2,T4+F3,external_position_filter,all8,24,high,8,69.41659978202387,148.36736213159088,94.21781704706439
v2,T4+F3,external_position_filter,all8,24,low,8,126.96875066022416,220.7354639115709,141.27047176531858
v2,T4+F3,external_position_filter,all8,24,mid,8,68.64418443114667,85.19468888926798,66.70447554112793
v2,T4+F4,external_position_filter,all8,24,high,8,70.83475148579171,148.30531908646006,94.30189970915568
v2,T4+F4,external_position_filter,all8,24,low,8,126.66662109486558,219.34438779375895,140.26674097751064
v2,T4+F4,external_position_filter,all8,24,mid,8,68.01189989077884,83.3180737165943,65.9274769728405
v2,T4+F5,external_position_filter,all8,24,high,8,70.65723737874116,147.8073733016574,94.03002681048893
v2,T4+F5,external_position_filter,all8,24,low,8,126.64581702872326,219.0896116250816,140.37507637940084
v2,T4+F5,external_position_filter,all8,24,mid,8,67.39320278600874,81.85535430123133,65.2012932458495
v2,T5a,native_range_filter,all8,24,high,8,128.57136140772988,240.54946084898674,156.94169844843645
v2,T5a,native_range_filter,all8,24,low,8,168.02244445505596,261.4284319493723,175.17142358245303
v2,T5a,native_range_filter,all8,24,mid,8,62.6710735713562,152.55362085749803,89.12672121916418
v2,T5b,native_range_filter,all8,24,high,8,60.48671298804368,269.88518491448156,142.71919780332274
v2,T5b,native_range_filter,all8,24,low,8,103.08141339124968,222.3610052426722,140.37756497308047
v2,T5b,native_range_filter,all8,24,mid,8,64.13263085639528,74.7765226844143,59.56592928903087
v2,T5c,native_range_filter,all8,24,high,8,60.48671298804368,269.88518491448156,142.71919780332274
v2,T5c,native_range_filter,all8,24,low,8,103.08141339124968,222.3610052426722,140.37756497308047
v2,T5c,native_range_filter,all8,24,mid,8,64.13263085639528,74.7765226844143,59.56592928903087
v2,T5d,native_range_filter,all8,24,high,8,128.19935770705297,240.15605443965123,156.60137771285824
v2,T5d,native_range_filter,all8,24,low,8,167.6659303952113,261.0694589910848,174.86251259421206
v2,T5d,native_range_filter,all8,24,mid,8,62.73326353325824,152.38914089644206,89.07268153196047
v2,T5e,native_range_filter,all8,24,high,8,64.93201523077042,172.43666610086962,96.4744608787572
v2,T5e,native_range_filter,all8,24,low,8,160.06662827742952,311.2318714345763,187.6886960515454
v2,T5e,native_range_filter,all8,24,mid,8,71.15625504203283,112.274027579672,76.92380068787494
v3-full,T1+F0,external_position_filter,all8,24,high,8,167.15958253583747,310.42157459922674,192.9652675939865
v3-full,T1+F0,external_position_filter,all8,24,low,8,160.77196175937215,281.325921693627,184.14029526070703
v3-full,T1+F0,external_position_filter,all8,24,mid,8,72.18579411275624,103.53512404881943,76.68374996090517
v3-full,T1+F1,external_position_filter,all8,24,high,8,167.92364814425605,306.23296706027753,191.58959958416824
v3-full,T1+F1,external_position_filter,all8,24,low,8,165.48551598184667,278.8043722917632,184.43995330970677
v3-full,T1+F1,external_position_filter,all8,24,mid,8,73.68813121775207,105.57096907547711,76.19654219133872
v3-full,T1+F2,external_position_filter,all8,24,high,8,167.92364814425605,306.23296706027753,191.58959958416824
v3-full,T1+F2,external_position_filter,all8,24,low,8,165.48551598184667,278.8043722917632,184.43995330970677
v3-full,T1+F2,external_position_filter,all8,24,mid,8,73.68813121775207,105.57096907547711,76.19654219133872
v3-full,T1+F3,external_position_filter,all8,24,high,8,167.23434618448954,306.9092310301139,191.59642365675305
v3-full,T1+F3,external_position_filter,all8,24,low,8,164.20214574366236,278.37731437244463,184.002342201355
v3-full,T1+F3,external_position_filter,all8,24,mid,8,73.93655654543944,104.76692485191822,76.00015260288231
v3-full,T1+F4,external_position_filter,all8,24,high,8,167.87741311351616,305.7963317289586,191.38649719965315
v3-full,T1+F4,external_position_filter,all8,24,low,8,165.2175038828886,279.00354807612734,184.47465284582418
v3-full,T1+F4,external_position_filter,all8,24,mid,8,73.34265399305332,105.60785410976864,76.01887627532413
v3-full,T1+F5,external_position_filter,all8,24,high,8,168.4262516181428,305.38125482688827,191.34033916252758
v3-full,T1+F5,external_position_filter,all8,24,low,8,165.9641701215064,279.44651333146635,184.99649319624461
v3-full,T1+F5,external_position_filter,all8,24,mid,8,72.54669107608274,105.2403550463823,75.73990257616052
v3-full,T2+F0,external_position_filter,all8,24,high,8,167.31750055269376,309.8535412647248,192.40268131326468
v3-full,T2+F0,external_position_filter,all8,24,low,8,160.40978324992494,280.4911573406011,183.39454830372577
v3-full,T2+F0,external_position_filter,all8,24,mid,8,72.25267989895445,105.4305437583552,77.01484480433766
v3-full,T2+F1,external_position_filter,all8,24,high,8,168.7497816268844,306.6789760221372,191.62449746282508
v3-full,T2+F1,external_position_filter,all8,24,low,8,164.8956281345736,278.8287617304842,184.42756603708057
v3-full,T2+F1,external_position_filter,all8,24,mid,8,73.0246170019049,107.21923731373774,76.43991685816337
v3-full,T2+F2,external_position_filter,all8,24,high,8,168.7497816268844,306.6789760221372,191.62449746282508
v3-full,T2+F2,external_position_filter,all8,24,low,8,164.8956281345736,278.8287617304842,184.42756603708057
v3-full,T2+F2,external_position_filter,all8,24,mid,8,73.0246170019049,107.21923731373774,76.43991685816337
v3-full,T2+F3,external_position_filter,all8,24,high,8,167.74961660008125,307.3758676909077,191.46826704103094
v3-full,T2+F3,external_position_filter,all8,24,low,8,163.64326197289196,278.36122120977944,184.04466869741267
v3-full,T2+F3,external_position_filter,all8,24,mid,8,73.42891621759915,106.95296656824472,76.46852293025212
v3-full,T2+F4,external_position_filter,all8,24,high,8,168.4306851706006,306.2047111963562,191.47371949470696
v3-full,T2+F4,external_position_filter,all8,24,low,8,164.88387450111867,278.75297967277015,184.43694395766047
v3-full,T2+F4,external_position_filter,all8,24,mid,8,73.35834122484283,106.42110345489522,76.2392692290465
v3-full,T2+F5,external_position_filter,all8,24,high,8,168.8695444754593,305.68584326343444,191.36513341224995
v3-full,T2+F5,external_position_filter,all8,24,low,8,165.59702283916255,278.9136079209424,184.77854123934304
v3-full,T2+F5,external_position_filter,all8,24,mid,8,72.60266338733581,106.03045886425757,75.95430462360373
v3-full,T3+F0,external_position_filter,all8,24,high,8,78.08845960858135,185.13227338254006,113.80588599487783
v3-full,T3+F0,external_position_filter,all8,24,low,8,147.9113204084056,283.18904555826043,177.02665369993645
v3-full,T3+F0,external_position_filter,all8,24,mid,8,74.09334932280659,104.29004082154464,76.72175169849349
v3-full,T3+F1,external_position_filter,all8,24,high,8,79.48759561682034,165.4773542316744,106.75572103265941
v3-full,T3+F1,external_position_filter,all8,24,low,8,151.89232151318924,282.08068741388803,177.54355123826093
v3-full,T3+F1,external_position_filter,all8,24,mid,8,70.71417237029107,104.04372909717534,75.53327911159724
v3-full,T3+F2,external_position_filter,all8,24,high,8,79.48759561682034,165.4773542316744,106.75572103265941
v3-full,T3+F2,external_position_filter,all8,24,low,8,151.89232151318924,282.08068741388803,177.54355123826093
v3-full,T3+F2,external_position_filter,all8,24,mid,8,70.71417237029107,104.04372909717534,75.53327911159724
v3-full,T3+F3,external_position_filter,all8,24,high,8,78.93811873472899,167.32245817535258,107.75361501358566
v3-full,T3+F3,external_position_filter,all8,24,low,8,150.85230803328582,282.43127293416154,177.40912971970056
v3-full,T3+F3,external_position_filter,all8,24,mid,8,71.65772250867758,104.1789186125597,75.78555717587432
v3-full,T3+F4,external_position_filter,all8,24,high,8,79.62640304238714,164.79085973914107,106.67178553771596
v3-full,T3+F4,external_position_filter,all8,24,low,8,151.54199451013983,282.17110370339833,177.7731116995868
v3-full,T3+F4,external_position_filter,all8,24,mid,8,70.43541675957962,103.78557286281101,75.26068172773876
v3-full,T3+F5,external_position_filter,all8,24,high,8,80.59561566371607,164.14253972705768,107.09802603983353
v3-full,T3+F5,external_position_filter,all8,24,low,8,152.36541789187893,282.368840223654,177.79676321362726
v3-full,T3+F5,external_position_filter,all8,24,mid,8,70.186663942905,103.41151860863614,74.96744488500553
v3-full,T4+F0,external_position_filter,all8,24,high,8,113.95019800012756,187.37464996259578,128.3988901366828
v3-full,T4+F0,external_position_filter,all8,24,low,8,149.49491196554726,273.37470445569494,177.15267064140247
v3-full,T4+F0,external_position_filter,all8,24,mid,8,67.81740399510937,94.25106152587291,71.526777625906
v3-full,T4+F1,external_position_filter,all8,24,high,8,117.984862690397,185.88683556643784,128.89104254245777
v3-full,T4+F1,external_position_filter,all8,24,low,8,154.03922245078132,272.7151161529609,178.0361389409604
v3-full,T4+F1,external_position_filter,all8,24,mid,8,67.78598727336112,90.87155758160583,69.9214210425398
v3-full,T4+F2,external_position_filter,all8,24,high,8,117.984862690397,185.88683556643784,128.89104254245777
v3-full,T4+F2,external_position_filter,all8,24,low,8,154.03922245078132,272.7151161529609,178.0361389409604
v3-full,T4+F2,external_position_filter,all8,24,mid,8,67.78598727336112,90.87155758160583,69.9214210425398
v3-full,T4+F3,external_position_filter,all8,24,high,8,116.73262765452967,186.48052691775246,128.50227345290585
v3-full,T4+F3,external_position_filter,all8,24,low,8,152.9545159337983,272.51009493663884,177.68792695211113
v3-full,T4+F3,external_position_filter,all8,24,mid,8,67.84546253466249,91.28743699523802,69.86814246575302
v3-full,T4+F4,external_position_filter,all8,24,high,8,118.0861433401806,185.56747316592003,128.77786745251012
v3-full,T4+F4,external_position_filter,all8,24,low,8,153.55399970834625,272.86181045217836,177.87313888955626
v3-full,T4+F4,external_position_filter,all8,24,mid,8,67.858391406718,90.72268894487233,69.86050399832338
v3-full,T4+F5,external_position_filter,all8,24,high,8,118.71634930457998,185.78196737127772,128.86559512016555
v3-full,T4+F5,external_position_filter,all8,24,low,8,154.14382528390396,273.2856617369435,178.1470879986962
v3-full,T4+F5,external_position_filter,all8,24,mid,8,67.04588503580817,90.49219419668273,69.38342595398765
v3-full,T5a,native_range_filter,all8,24,high,8,177.53948942115315,271.10776432746496,194.75451747930043
v3-full,T5a,native_range_filter,all8,24,low,8,206.6589600820884,299.9887141483256,210.94231620995734
v3-full,T5a,native_range_filter,all8,24,mid,8,54.652365663611846,193.79044164329076,102.03109256005484
v3-full,T5b,native_range_filter,all8,24,high,8,113.10097871450253,268.53913430352287,160.38786800409895
v3-full,T5b,native_range_filter,all8,24,low,8,152.4423712436025,268.7002768435494,179.0292795486415
v3-full,T5b,native_range_filter,all8,24,mid,8,61.55744166244165,100.33513629343416,69.44222104025798
v3-full,T5c,native_range_filter,all8,24,high,8,113.10097871450253,268.53913430352287,160.38786800409895
v3-full,T5c,native_range_filter,all8,24,low,8,152.4423712436025,268.7002768435494,179.0292795486415
v3-full,T5c,native_range_filter,all8,24,mid,8,61.55744166244165,100.33513629343416,69.44222104025798
v3-full,T5d,native_range_filter,all8,24,high,8,177.15082206629228,270.6959535915565,194.35670540947658
v3-full,T5d,native_range_filter,all8,24,low,8,206.37106858051038,299.6352093857324,210.63425804443506
v3-full,T5d,native_range_filter,all8,24,mid,8,54.7059275729489,193.51155700690632,101.92906164704551
v3-full,T5e,native_range_filter,all8,24,high,8,81.5633081440771,203.50792184297484,114.8562627764436
v3-full,T5e,native_range_filter,all8,24,low,8,199.26362138150796,406.85478807243703,252.6616608115368
v3-full,T5e,native_range_filter,all8,24,mid,8,68.04790688858331,126.63309699527744,80.12421373639957
v3-lite,T1+F0,external_position_filter,all8,24,high,8,95.6694345136209,293.19006690154305,161.0048009328637
v3-lite,T1+F0,external_position_filter,all8,24,low,8,146.05828759990015,234.87406952919187,153.514331271542
v3-lite,T1+F0,external_position_filter,all8,24,mid,8,70.47947931151538,95.27855993596971,71.09337515802034
v3-lite,T1+F1,external_position_filter,all8,24,high,8,96.82565133945518,290.427689678268,159.66192918434712
v3-lite,T1+F1,external_position_filter,all8,24,low,8,146.5293163537665,234.63400176011763,154.80234625089454
v3-lite,T1+F1,external_position_filter,all8,24,mid,8,69.33268395105947,83.73288840391652,66.38240640510386
v3-lite,T1+F2,external_position_filter,all8,24,high,8,96.82565133945518,290.427689678268,159.66192918434712
v3-lite,T1+F2,external_position_filter,all8,24,low,8,146.5293163537665,234.63400176011763,154.80234625089454
v3-lite,T1+F2,external_position_filter,all8,24,mid,8,69.33268395105947,83.73288840391652,66.38240640510386
v3-lite,T1+F3,external_position_filter,all8,24,high,8,95.95059980885995,290.67816565166106,159.8254536217247
v3-lite,T1+F3,external_position_filter,all8,24,low,8,146.04820251061335,234.94716852957575,154.86532628932662
v3-lite,T1+F3,external_position_filter,all8,24,mid,8,69.93269816606184,85.10797512506359,67.00795540155384
v3-lite,T1+F4,external_position_filter,all8,24,high,8,97.85822812611494,290.2643875861306,159.63064402711024
v3-lite,T1+F4,external_position_filter,all8,24,low,8,146.905674230314,233.30778186293736,154.02543325169643
v3-lite,T1+F4,external_position_filter,all8,24,mid,8,69.20953249816425,83.25475752840607,66.20143560749506
