version,solver,solver_family,eval_set,n_positions,location,n,median_3d_mm,p95_3d_mm,rms_3d_mm
v1-old,T5a,native_range_filter,all8,24,edge,12,208.45619834472114,315.8870369118815,216.18954581591834
v1-old,T5b,native_range_filter,all8,24,center,12,127.84297774895418,192.078717580524,126.42689723038119
v1-old,T5b,native_range_filter,all8,24,edge,12,185.2049944353516,339.587967789568,208.06308003312705
v1-old,T5c,native_range_filter,all8,24,center,12,127.84297774895418,192.078717580524,126.42689723038119
v1-old,T5c,native_range_filter,all8,24,edge,12,185.2049944353516,339.587967789568,208.06308003312705
v1-old,T5d,native_range_filter,all8,24,center,12,158.0776718032094,313.79756101039055,185.11848997332586
v1-old,T5d,native_range_filter,all8,24,edge,12,208.0986533637534,315.4471306012963,215.80889003898568
v1-old,T5e,native_range_filter,all8,24,center,12,105.58409714581501,289.55982904016327,156.14960628512944
v1-old,T5e,native_range_filter,all8,24,edge,12,111.98427502256544,281.7536980920862,154.41824890943323
v2,T1+F0,external_position_filter,all8,24,center,12,69.70224047577796,150.74230075098225,89.19900285118247
v2,T1+F0,external_position_filter,all8,24,edge,12,126.66656520135061,309.45702902909807,168.23560328804223
v2,T1+F1,external_position_filter,all8,24,center,12,71.19344703345067,152.37211372885378,88.85805105700511
v2,T1+F1,external_position_filter,all8,24,edge,12,125.07390429827991,306.68277137729297,167.06860294606085
v2,T1+F2,external_position_filter,all8,24,center,12,71.19344703345067,152.37211372885378,88.85805105700511
v2,T1+F2,external_position_filter,all8,24,edge,12,125.07390429827991,306.68277137729297,167.06860294606085
v2,T1+F3,external_position_filter,all8,24,center,12,70.92569702985816,152.2488431480666,88.87028885281804
v2,T1+F3,external_position_filter,all8,24,edge,12,125.67196042904904,306.6186717862238,167.35813434950137
v2,T1+F4,external_position_filter,all8,24,center,12,72.00226121485505,152.20269922842908,88.84273351289117
v2,T1+F4,external_position_filter,all8,24,edge,12,124.7195289424883,306.4878687413326,166.47915076594532
v2,T1+F5,external_position_filter,all8,24,center,12,72.05127819532888,152.85340063923323,88.99860436751491
v2,T1+F5,external_position_filter,all8,24,edge,12,124.2283533557543,305.64733688788795,165.86893954897914
v2,T2+F0,external_position_filter,all8,24,center,12,69.10090177397905,149.04759005221072,88.79835355045743
v2,T2+F0,external_position_filter,all8,24,edge,12,126.90586792084228,309.2999521666503,167.98975963365393
v2,T2+F1,external_position_filter,all8,24,center,12,70.71991117405042,152.04230298621553,88.85064887231556
v2,T2+F1,external_position_filter,all8,24,edge,12,125.20355137770304,306.5412478582856,166.7116828317868
v2,T2+F2,external_position_filter,all8,24,center,12,70.71991117405042,152.04230298621553,88.85064887231556
v2,T2+F2,external_position_filter,all8,24,edge,12,125.20355137770304,306.5412478582856,166.7116828317868
v2,T2+F3,external_position_filter,all8,24,center,12,70.39234011290137,151.69729563286103,88.78698766928855
v2,T2+F3,external_position_filter,all8,24,edge,12,125.98868878268073,306.5593769209158,166.8639398541965
v2,T2+F4,external_position_filter,all8,24,center,12,71.55290701226619,153.26839763986837,89.24735838188732
v2,T2+F4,external_position_filter,all8,24,edge,12,124.51742320385323,306.3694361767129,166.0945420566873
v2,T2+F5,external_position_filter,all8,24,center,12,71.82760467878384,153.90852604874576,89.31610472948951
v2,T2+F5,external_position_filter,all8,24,edge,12,124.07852726903346,305.4854237200706,165.5099868740102
v2,T3+F0,external_position_filter,all8,24,center,12,58.73417598539712,108.07735313321069,66.49361306901213
v2,T3+F0,external_position_filter,all8,24,edge,12,107.53186239662011,231.9462358350123,134.51002278817083
v2,T3+F1,external_position_filter,all8,24,center,12,53.822654572530496,103.4703575690869,63.99856913312227
v2,T3+F1,external_position_filter,all8,24,edge,12,108.76764467982704,228.69079601296244,132.49220691868263
v2,T3+F2,external_position_filter,all8,24,center,12,53.822654572530496,103.4703575690869,63.99856913312227
v2,T3+F2,external_position_filter,all8,24,edge,12,108.76764467982704,228.69079601296244,132.49220691868263
v2,T3+F3,external_position_filter,all8,24,center,12,54.53249916915876,104.94770476487349,64.35089773131507
v2,T3+F3,external_position_filter,all8,24,edge,12,107.9946118195615,229.51824992694566,132.69294846275662
v2,T3+F4,external_position_filter,all8,24,center,12,53.7355543984453,103.47795648516055,63.67433555389741
v2,T3+F4,external_position_filter,all8,24,edge,12,108.59883521959534,229.24026095642802,132.56691443127346
v2,T3+F5,external_position_filter,all8,24,center,12,53.251372476450555,103.31019423189882,63.450461307255246
v2,T3+F5,external_position_filter,all8,24,edge,12,108.89880255392944,229.9937789430982,132.50514019452442
v2,T4+F0,external_position_filter,all8,24,center,12,63.523448587826024,121.2923780278879,75.03961283576494
v2,T4+F0,external_position_filter,all8,24,edge,12,112.07042454971695,203.19509905725505,128.0003093896365
v2,T4+F1,external_position_filter,all8,24,center,12,65.76860267912991,116.94593845452576,74.48457670193591
v2,T4+F1,external_position_filter,all8,24,edge,12,112.92542754137787,207.2039806336446,128.53289499213935
v2,T4+F2,external_position_filter,all8,24,center,12,65.76860267912991,116.94593845452576,74.48457670193591
v2,T4+F2,external_position_filter,all8,24,edge,12,112.92542754137787,207.2039806336446,128.53289499213935
v2,T4+F3,external_position_filter,all8,24,center,12,65.22810976190907,118.31551966126021,74.80086269158436
v2,T4+F3,external_position_filter,all8,24,edge,12,112.915799332692,207.79773230909245,128.81789914453873
v2,T4+F4,external_position_filter,all8,24,center,12,65.99935383618029,116.18934476510132,74.18852544766074
v2,T4+F4,external_position_filter,all8,24,edge,12,112.92723030482473,206.08505586690586,128.21371006010452
v2,T4+F5,external_position_filter,all8,24,center,12,66.01274345950095,116.0289663045537,74.13929366725534
v2,T4+F5,external_position_filter,all8,24,edge,12,112.47293589751632,205.8417325944849,127.94025781125568
v2,T5a,native_range_filter,all8,24,center,12,94.52417164306773,242.44493584921844,135.35227118446386
v2,T5a,native_range_filter,all8,24,edge,12,134.4216768176032,248.02894999657207,154.44295778673492
v2,T5b,native_range_filter,all8,24,center,12,70.12325689265887,91.77509423906106,64.88801921824965
v2,T5b,native_range_filter,all8,24,edge,12,118.31425012942346,281.82433688294134,157.70657890390265
v2,T5c,native_range_filter,all8,24,center,12,70.12325689265887,91.77509423906106,64.88801921824965
v2,T5c,native_range_filter,all8,24,edge,12,118.31425012942346,281.82433688294134,157.70657890390265
v2,T5d,native_range_filter,all8,24,center,12,94.38726135006118,242.08922809223625,135.12582200429534
v2,T5d,native_range_filter,all8,24,edge,12,134.1210908001268,247.62055367040352,154.15652380857483
v2,T5e,native_range_filter,all8,24,center,12,77.38209347768051,254.73473946973587,133.2518879373225
v2,T5e,native_range_filter,all8,24,edge,12,84.38284872613801,217.6067934769792,126.00936706280487
v3-full,T1+F0,external_position_filter,all8,24,center,12,99.30803121509847,173.0856357050682,115.63743281590169
v3-full,T1+F0,external_position_filter,all8,24,edge,12,165.22092101884152,327.12399619411275,194.87708355440793
v3-full,T1+F1,external_position_filter,all8,24,center,12,101.81313861896422,177.26182421419452,117.8652220741905
v3-full,T1+F1,external_position_filter,all8,24,edge,12,167.82748672416932,323.8364332709751,192.68673752272596
v3-full,T1+F2,external_position_filter,all8,24,center,12,101.81313861896422,177.26182421419452,117.8652220741905
v3-full,T1+F2,external_position_filter,all8,24,edge,12,167.82748672416932,323.8364332709751,192.68673752272596
v3-full,T1+F3,external_position_filter,all8,24,center,12,100.65307956486093,176.00373547429808,117.1967947363276
v3-full,T1+F3,external_position_filter,all8,24,edge,12,167.13451439383877,324.23448536846723,192.76832665940495
v3-full,T1+F4,external_position_filter,all8,24,center,12,101.91642847973695,177.42863148833447,117.71079754683561
v3-full,T1+F4,external_position_filter,all8,24,edge,12,167.59689402583518,323.38040694286633,192.62192781791495
v3-full,T1+F5,external_position_filter,all8,24,center,12,102.0889613072764,178.29139491041326,118.21255957307912
v3-full,T1+F5,external_position_filter,all8,24,edge,12,168.3480658495634,323.6944782142498,192.54444831736453
v3-full,T2+F0,external_position_filter,all8,24,center,12,99.26651633301734,171.24281801540218,115.1661813813498
v3-full,T2+F0,external_position_filter,all8,24,edge,12,165.03096353456888,327.57720739359985,194.40295684197565
v3-full,T2+F1,external_position_filter,all8,24,center,12,102.61793352513106,176.71213769102349,117.67526593140761
v3-full,T2+F1,external_position_filter,all8,24,edge,12,167.75377542600634,324.3033701201883,192.88223300498439
v3-full,T2+F2,external_position_filter,all8,24,center,12,102.61793352513106,176.71213769102349,117.67526593140761
v3-full,T2+F2,external_position_filter,all8,24,edge,12,167.75377542600634,324.3033701201883,192.88223300498439
v3-full,T2+F3,external_position_filter,all8,24,center,12,101.24306718072108,174.72900860560483,116.96460190191237
v3-full,T2+F3,external_position_filter,all8,24,edge,12,166.94075049850298,324.7530004730669,192.97477419196733
v3-full,T2+F4,external_position_filter,all8,24,center,12,102.43733041573772,177.1102081617662,117.71391387074073
v3-full,T2+F4,external_position_filter,all8,24,edge,12,167.6196107702269,323.6761653348049,192.7117873025341
v3-full,T2+F5,external_position_filter,all8,24,center,12,102.75997938714431,177.8393394711561,118.16447531735996
v3-full,T2+F5,external_position_filter,all8,24,edge,12,168.28918006149337,323.85203806879696,192.5071689379256
v3-full,T3+F0,external_position_filter,all8,24,center,12,64.52070799903876,130.77490141018257,80.99779144404305
v3-full,T3+F0,external_position_filter,all8,24,edge,12,140.20680883875582,276.1599683652751,163.98268132690637
v3-full,T3+F1,external_position_filter,all8,24,center,12,66.79761257320246,130.4903969834078,80.87041167510948
v3-full,T3+F1,external_position_filter,all8,24,edge,12,143.7162565077984,275.5999494531725,160.85964396764012
v3-full,T3+F2,external_position_filter,all8,24,center,12,66.79761257320246,130.4903969834078,80.87041167510948
v3-full,T3+F2,external_position_filter,all8,24,edge,12,143.7162565077984,275.5999494531725,160.85964396764012
v3-full,T3+F3,external_position_filter,all8,24,center,12,66.78541728811672,130.65318018215757,80.96090592943776
v3-full,T3+F3,external_position_filter,all8,24,edge,12,143.2075435912645,275.65664870352856,161.23748344079794
v3-full,T3+F4,external_position_filter,all8,24,center,12,66.49774163452827,130.49895908059483,80.80863779775562
v3-full,T3+F4,external_position_filter,all8,24,edge,12,143.81092715864742,276.37836313918547,160.93739025511118
v3-full,T3+F5,external_position_filter,all8,24,center,12,66.9495962755256,130.3782915753229,80.92005306388975
v3-full,T3+F5,external_position_filter,all8,24,edge,12,144.48190625791545,276.3813185710804,160.9962970623108
v3-full,T4+F0,external_position_filter,all8,24,center,12,85.26521309870142,136.48679240394796,95.1773892063069
v3-full,T4+F0,external_position_filter,all8,24,edge,12,153.0974686853608,264.3404000055621,162.06443265373548
v3-full,T4+F1,external_position_filter,all8,24,center,12,82.3016237891284,138.36904998671716,96.6817616096644
v3-full,T4+F1,external_position_filter,all8,24,edge,12,157.3601634287507,263.42998789457954,161.61214516112906
v3-full,T4+F2,external_position_filter,all8,24,center,12,82.3016237891284,138.36904998671716,96.6817616096644
v3-full,T4+F2,external_position_filter,all8,24,edge,12,157.3601634287507,263.42998789457954,161.61214516112906
v3-full,T4+F3,external_position_filter,all8,24,center,12,82.19147980060023,137.5651870603667,96.2471733218476
v3-full,T4+F3,external_position_filter,all8,24,edge,12,155.2449624512151,263.1293935263653,161.39416230675812
v3-full,T4+F4,external_position_filter,all8,24,center,12,82.15691469247372,137.93185578189343,96.408966240118
v3-full,T4+F4,external_position_filter,all8,24,edge,12,157.68746140801403,263.7057044911788,161.5777409292651
v3-full,T4+F5,external_position_filter,all8,24,center,12,81.20060334186357,138.12720714251063,96.45421072896374
v3-full,T4+F5,external_position_filter,all8,24,edge,12,158.2083453279863,263.8758096586746,161.66150688848003
v3-full,T5a,native_range_filter,all8,24,center,12,128.0945966121709,279.58107405709274,161.81333508062687
v3-full,T5a,native_range_filter,all8,24,edge,12,177.66635189458952,284.1609996908976,188.96383001471014
v3-full,T5b,native_range_filter,all8,24,center,12,90.07684953505411,137.71506396709316,95.36376100776077
v3-full,T5b,native_range_filter,all8,24,edge,12,166.94589499859075,295.95060724322065,180.65916865983112
v3-full,T5c,native_range_filter,all8,24,center,12,90.07684953505411,137.71506396709316,95.36376100776077
v3-full,T5c,native_range_filter,all8,24,edge,12,166.94589499859075,295.95060724322065,180.65916865983112
v3-full,T5d,native_range_filter,all8,24,center,12,127.85421963587379,279.21308321604414,161.57323109226394
v3-full,T5d,native_range_filter,all8,24,edge,12,177.2566110079406,283.7414212569222,188.6301313848731
v3-full,T5e,native_range_filter,all8,24,center,12,83.12638625196725,331.090780258348,170.2823997732822
v3-full,T5e,native_range_filter,all8,24,edge,12,120.75233645414266,282.04914360046627,163.208704957936
v3-lite,T1+F0,external_position_filter,all8,24,center,12,69.95299217765444,151.1325410422165,89.50327453543362
v3-lite,T1+F0,external_position_filter,all8,24,edge,12,126.33663544330648,309.8889226531078,168.37895670518733
v3-lite,T1+F1,external_position_filter,all8,24,center,12,71.3297596800358,152.85658431923017,89.1754518088079
v3-lite,T1+F1,external_position_filter,all8,24,edge,12,125.27865778688246,307.0414232571941,167.200339130087
v3-lite,T1+F2,external_position_filter,all8,24,center,12,71.3297596800358,152.85658431923017,89.1754518088079
v3-lite,T1+F2,external_position_filter,all8,24,edge,12,125.27865778688246,307.0414232571941,167.200339130087
v3-lite,T1+F3,external_position_filter,all8,24,center,12,70.91945282371802,152.69688416350138,89.12494158193479
v3-lite,T1+F3,external_position_filter,all8,24,edge,12,125.89892964564737,307.06066553886166,167.53632080081692
v3-lite,T1+F4,external_position_filter,all8,24,center,12,72.0867337520183,152.68231873627732,89.13134483758205
v3-lite,T1+F4,external_position_filter,all8,24,edge,12,124.9282142100407,307.02178019387037,166.67695647277728
v3-lite,T1+F5,external_position_filter,all8,24,center,12,72.1490163291138,153.42790650284124,89.22511843569893
v3-lite,T1+F5,external_position_filter,all8,24,edge,12,124.45728317816378,306.0822749122186,166.02166023247133
v3-lite,T2+F0,external_position_filter,all8,24,center,12,69.33192327535716,149.48338797387657,89.21971019925488
v3-lite,T2+F0,external_position_filter,all8,24,edge,12,126.57995903132029,309.5771072039263,168.06630851197792
v3-lite,T2+F1,external_position_filter,all8,24,center,12,70.86981588731932,152.7211218860391,89.15320226497535
v3-lite,T2+F1,external_position_filter,all8,24,edge,12,125.48042234287888,306.9698927382102,166.90015856181049
v3-lite,T2+F2,external_position_filter,all8,24,center,12,70.86981588731932,152.7211218860391,89.15320226497535
v3-lite,T2+F2,external_position_filter,all8,24,edge,12,125.48042234287888,306.9698927382102,166.90015856181049
v3-lite,T2+F3,external_position_filter,all8,24,center,12,70.39893960391382,152.07689435882668,89.02211937542852
v3-lite,T2+F3,external_position_filter,all8,24,edge,12,125.9167834499692,307.0316233848744,167.0662680287616
v3-lite,T2+F4,external_position_filter,all8,24,center,12,71.64735084292332,153.837129949401,89.52771676197152
v3-lite,T2+F4,external_position_filter,all8,24,edge,12,124.70421726547266,306.85590888439816,166.27783269326213
v3-lite,T2+F5,external_position_filter,all8,24,center,12,71.90400636017733,154.3568411159019,89.55917470705383
v3-lite,T2+F5,external_position_filter,all8,24,edge,12,124.29454840602958,305.95780224158653,165.67074491990292
v3-lite,T3+F0,external_position_filter,all8,24,center,12,58.54756554923862,108.67008466550622,66.773472165039
v3-lite,T3+F0,external_position_filter,all8,24,edge,12,105.37449981589005,232.36629774615986,134.46525267154604
v3-lite,T3+F1,external_position_filter,all8,24,center,12,54.446667803183054,103.99971299648085,64.14275659965762
v3-lite,T3+F1,external_position_filter,all8,24,edge,12,108.40589268187315,229.26897802425745,132.70182922376475
v3-lite,T3+F2,external_position_filter,all8,24,center,12,54.446667803183054,103.99971299648085,64.14275659965762
v3-lite,T3+F2,external_position_filter,all8,24,edge,12,108.40589268187315,229.26897802425745,132.70182922376475
v3-lite,T3+F3,external_position_filter,all8,24,center,12,55.15228009037901,105.57185843222933,64.53950600811022
v3-lite,T3+F3,external_position_filter,all8,24,edge,12,108.49139151299374,229.72629227290233,132.88841382213374
v3-lite,T3+F4,external_position_filter,all8,24,center,12,54.36954604281124,103.94114659073554,63.84413154525499
v3-lite,T3+F4,external_position_filter,all8,24,edge,12,106.28101979040522,229.5777743666017,132.43041965166177
v3-lite,T3+F5,external_position_filter,all8,24,center,12,53.88428989844602,103.88612659087785,63.61607040039476
v3-lite,T3+F5,external_position_filter,all8,24,edge,12,106.910995408155,230.368310879889,132.40923626212037
v3-lite,T4+F0,external_position_filter,all8,24,center,12,63.485756559992254,121.70450530931724,75.2379430661646
v3-lite,T4+F0,external_position_filter,all8,24,edge,12,112.0297847052777,203.41087140834918,127.97371183370971
v3-lite,T4+F1,external_position_filter,all8,24,center,12,65.74794928860199,117.38853487406074,74.59020638463193
v3-lite,T4+F1,external_position_filter,all8,24,edge,12,112.87600544261869,207.1977543965191,128.42080444267359
v3-lite,T4+F2,external_position_filter,all8,24,center,12,65.74794928860199,117.38853487406074,74.59020638463193
v3-lite,T4+F2,external_position_filter,all8,24,edge,12,112.87600544261869,207.1977543965191,128.42080444267359
v3-lite,T4+F3,external_position_filter,all8,24,center,12,65.18502160816318,118.70275487940276,74.89812019310588
v3-lite,T4+F3,external_position_filter,all8,24,edge,12,112.79243867919479,207.95621317239983,128.77806844373498
v3-lite,T4+F4,external_position_filter,all8,24,center,12,65.96864835129148,116.56174652781795,74.27772627896564
v3-lite,T4+F4,external_position_filter,all8,24,edge,12,112.87016264254991,206.12155318532135,128.09973293906532
v3-lite,T4+F5,external_position_filter,all8,24,center,12,65.9877079298642,116.43902506074095,74.25897650056305
v3-lite,T4+F5,external_position_filter,all8,24,edge,12,112.43496138253954,205.893802930618,127.86551215442447
v3-lite,T5a,native_range_filter,all8,24,center,12,94.53124717168518,242.38839241935557,135.35966683473876
v3-lite,T5a,native_range_filter,all8,24,edge,12,134.42653522639142,247.87158407941527,154.42699169779243
v3-lite,T5b,native_range_filter,all8,24,center,12,70.40428506405594,91.98739637830246,65.0031053406341
v3-lite,T5b,native_range_filter,all8,24,edge,12,118.10481095289478,282.1030281378722,157.76658489125992
v3-lite,T5c,native_range_filter,all8,24,center,12,70.40428506405594,91.98739637830246,65.0031053406341
v3-lite,T5c,native_range_filter,all8,24,edge,12,118.10481095289478,282.1030281378722,157.76658489125992
v3-lite,T5d,native_range_filter,all8,24,center,12,94.38386848143213,242.02003301383223,135.14400919350604
v3-lite,T5d,native_range_filter,all8,24,edge,12,134.0966606245269,247.47758313618817,154.13187997129052
v3-lite,T5e,native_range_filter,all8,24,center,12,77.58023403935697,253.83760256483146,132.87756891894787
v3-lite,T5e,native_range_filter,all8,24,edge,12,84.59071829981481,216.52011068840685,125.62387153148217
v4-io,T1+F0,external_position_filter,all8,24,center,12,64.43449705522613,163.12617837924213,93.05001700678723
v4-io,T1+F0,external_position_filter,all8,24,edge,12,132.28335799942593,328.030113020895,173.64865359440503
v4-io,T1+F1,external_position_filter,all8,24,center,12,62.448325345689,165.8781487776454,93.3073799168669
v4-io,T1+F1,external_position_filter,all8,24,edge,12,133.4576353085942,323.49201001574545,172.4784030969
v4-io,T1+F2,external_position_filter,all8,24,center,12,62.448325345689,165.77286151876058,93.26914269850674
v4-io,T1+F2,external_position_filter,all8,24,edge,12,133.4576353085942,323.49201001574545,172.4784030969
v4-io,T1+F3,external_position_filter,all8,24,center,12,62.51492328250853,166.64826802040292,93.57730902518931
v4-io,T1+F3,external_position_filter,all8,24,edge,12,133.74082588720958,324.1754701235429,172.93275677944297
v4-io,T1+F4,external_position_filter,all8,24,center,12,63.25931012767521,165.5544404262921,93.35954993115215
v4-io,T1+F4,external_position_filter,all8,24,edge,12,133.58681230281104,323.60819247065854,172.18007905138228
v4-io,T1+F5,external_position_filter,all8,24,center,12,63.20445427072545,165.36237271558159,93.20919466354368
v4-io,T1+F5,external_position_filter,all8,24,edge,12,133.10534114098286,322.5763591731904,171.73566914055746
v4-io,T2+F0,external_position_filter,all8,24,center,12,64.33003230389588,161.80588328225352,92.76970507152163
v4-io,T2+F0,external_position_filter,all8,24,edge,12,132.77381530735178,327.7701597545773,173.27113711949133
v4-io,T2+F1,external_position_filter,all8,24,center,12,62.02067071564157,165.80175804911778,93.35311141441338
v4-io,T2+F1,external_position_filter,all8,24,edge,12,133.57897520623814,323.85322880247026,172.37902043784013
v4-io,T2+F2,external_position_filter,all8,24,center,12,62.02067071564157,165.79236815034474,93.34970504226709
v4-io,T2+F2,external_position_filter,all8,24,edge,12,133.57897520623814,323.85322880247026,172.37902043784013
v4-io,T2+F3,external_position_filter,all8,24,center,12,62.5361698186475,166.0380082968114,93.40867896331162
v4-io,T2+F3,external_position_filter,all8,24,edge,12,133.77687233353453,324.4549542300599,172.64046897405612
v4-io,T2+F4,external_position_filter,all8,24,center,12,62.88692626541854,165.92858545896314,93.56007862521173
v4-io,T2+F4,external_position_filter,all8,24,edge,12,133.55016940421703,323.71582688292114,171.98495141509696
v4-io,T2+F5,external_position_filter,all8,24,center,12,63.08858342948146,166.1506983483744,93.55573895252333
v4-io,T2+F5,external_position_filter,all8,24,edge,12,132.99105212456297,322.6642536889551,171.47700092986972
v4-io,T3+F0,external_position_filter,all8,24,center,12,57.28948264241852,85.89539857807507,59.58745010665179
v4-io,T3+F0,external_position_filter,all8,24,edge,12,120.21325270733837,235.51870153989537,138.51020799307233
v4-io,T3+F1,external_position_filter,all8,24,center,12,56.57961375147742,83.82340357655988,58.2449368065069
v4-io,T3+F1,external_position_filter,all8,24,edge,12,121.48333384169302,233.78911478809562,137.39033567151972
v4-io,T3+F2,external_position_filter,all8,24,center,12,56.57961375147742,83.82340357655988,58.2449368065069
v4-io,T3+F2,external_position_filter,all8,24,edge,12,121.48333384169302,233.78911478809562,137.39033567151972
v4-io,T3+F3,external_position_filter,all8,24,center,12,56.39854696898123,85.01266251465385,58.55357156520928
v4-io,T3+F3,external_position_filter,all8,24,edge,12,121.58813367366471,234.6798401429562,137.70541862739955
v4-io,T3+F4,external_position_filter,all8,24,center,12,56.405692835107416,83.78619418097293,58.386048100472145
v4-io,T3+F4,external_position_filter,all8,24,edge,12,121.86604788976733,233.43869805669186,137.49520242698244
v4-io,T3+F5,external_position_filter,all8,24,center,12,56.4525850837431,83.56822105190514,58.24851424991559
v4-io,T3+F5,external_position_filter,all8,24,edge,12,120.79713725474073,233.0777492624237,137.18165460206154
v4-io,T4+F0,external_position_filter,all8,24,center,12,57.29193746849069,115.769855089358,72.27783518732967
v4-io,T4+F0,external_position_filter,all8,24,edge,12,127.63730768747625,221.74940611073188,136.02087035500696
v4-io,T4+F1,external_position_filter,all8,24,center,12,59.296278402922965,122.45634182351432,73.49649570596225
v4-io,T4+F1,external_position_filter,all8,24,edge,12,127.0292025012118,221.55954336742116,136.99563591502502
v4-io,T4+F2,external_position_filter,all8,24,center,12,59.296278402922965,122.45634182351432,73.49649570596225
