version,solver,solver_family,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,point_estimator,frames_input,solve_fraction,status,frames_solved,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,filter_rejections,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v1-old,T2+F4,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1363.8080981841995,1485.0266533883548,-57.94634219565932,1364.7569326829293,1485.1685522399123,-59.56750766321042,1363.8080981841995,1485.0266533883548,-57.94634219565932,8.891722560017826,10.556842627216435,15.775579464421982,21.045834824061263,16.61200925511546,37.485449846138856,8.0,8.0,99.75020815986679,91.75686927560366,85.97772063957247,160.1117983400959,0,-484.81546213473825,-12.533028994469916,-388.02788404661214,-542.215344349341,182.54280058407934,-383.3240609304319,57.39988221460271,-195.07582957854925,-4.703823116180217,57.59229488532799,195.07582957854925,203.39973381476625,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T2+F5,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1363.9336704025366,1485.1365933422317,-58.561131272633794,1365.266644359933,1485.3309270802079,-60.1207644240501,1363.9336704025366,1485.1365933422317,-58.561131272633794,8.647192649312649,9.494583746693538,14.106522817150033,19.187550337859392,15.013011487871125,35.0446350734304,8.0,8.0,99.75020815986679,91.75686927560366,85.97772063957247,160.1117983400959,0,-484.9456948499617,-13.147239108055324,-387.9201521530126,-542.215344349341,182.54280058407934,-383.3240609304319,57.269649499379284,-195.69003969213466,-4.5960912225806965,57.453779756496765,195.69003969213466,203.94981844320745,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T3+F0,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1366.2535736310622,1487.513593385314,-63.09217816911093,1366.272115772158,1490.9264694308638,-66.52843584814455,1366.2535736310622,1487.513593385314,-63.09217816911093,23.533090476314207,35.47174678125234,52.98293752808789,68.1373522360162,52.57384951282781,128.54764823567322,8.0,8.0,99.75020815986679,91.75686927560366,87.0861850217249,160.30007957087875,0,-487.56583790910986,-17.662719016669328,-385.84463830889763,-542.215344349341,182.54280058407934,-383.3240609304319,54.64950644023111,-200.2055196007487,-2.5205773784657026,54.70760335165208,200.2055196007487,207.54559003526782,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T3+F1,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1366.5178454526886,1488.5955343338142,-63.57652149901425,1367.6473713092414,1488.5299016281278,-64.75345440813498,1366.5178454526886,1488.5955343338142,-63.57652149901425,18.24195298853736,20.942942033270032,31.06434322237468,41.7017313437663,36.62023660898815,68.64135124531364,8.0,8.0,99.75020815986679,91.75686927560366,87.0861850217249,160.30007957087875,0,-488.6727229755429,-18.128881715130333,-385.66429956863294,-542.215344349341,182.54280058407934,-383.3240609304319,53.542621373798056,-200.6716822992097,-2.340238638201015,53.59374049701724,200.6716822992097,207.70511090788443,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T3+F2,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1366.5178454526886,1488.5955343338142,-63.57652149901425,1367.6473713092414,1488.5299016281278,-64.75345440813498,1366.5178454526886,1488.5955343338142,-63.57652149901425,18.24195298853736,20.942942033270032,31.06434322237468,41.7017313437663,36.62023660898815,68.64135124531364,8.0,8.0,99.75020815986679,91.75686927560366,87.0861850217249,160.30007957087875,0,-488.6727229755429,-18.128881715130333,-385.66429956863294,-542.215344349341,182.54280058407934,-383.3240609304319,53.542621373798056,-200.6716822992097,-2.340238638201015,53.59374049701724,200.6716822992097,207.70511090788443,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T3+F3,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1366.2526275661198,1488.193717056093,-62.17969059775475,1367.2759931354215,1488.4933111589621,-64.02990495627074,1366.2526275661198,1488.193717056093,-62.17969059775475,19.04135414419694,22.748489182486523,33.863996419857315,45.07102736949654,39.113342230919734,76.54912726797599,8.0,8.0,99.75020815986679,91.75686927560366,87.0861850217249,160.30007957087875,0,-488.2266091832985,-16.736737181919494,-385.8784264043288,-542.215344349341,182.54280058407934,-383.3240609304319,53.98873516604249,-199.27953776599884,-2.554365473896894,54.04912864980627,199.27953776599884,206.47915749545635,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T3+F4,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1366.83388728717,1488.6228908895177,-61.96404356832671,1367.6407021611126,1488.51875280306,-64.7662819591694,1366.83388728717,1488.6228908895177,-61.96404356832671,15.697153124308597,16.87616141658861,25.78945388976971,34.71045530211728,30.704859625350867,55.72017823955891,8.0,8.0,99.75020815986679,91.75686927560366,87.0861850217249,160.30007957087875,0,-488.6912516540949,-16.520978852683875,-385.325152148999,-542.215344349341,182.54280058407934,-383.3240609304319,53.524092695246054,-199.0637794367632,-2.001091218567069,53.56148676907987,199.0637794367632,206.14369053784455,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T3+F5,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1366.9674505838898,1487.8773708162169,-62.05544808887103,1368.0859563965237,1488.626749743802,-65.18400154768428,1366.9674505838898,1487.8773708162169,-62.05544808887103,15.231041448585529,15.833019733472774,24.113669951567626,32.798455555054126,29.124265854343847,52.97836092064532,8.0,8.0,99.75020815986679,91.75686927560366,87.0861850217249,160.30007957087875,0,-487.9588141808997,-16.629398384466086,-385.14137327837193,-542.215344349341,182.54280058407934,-383.3240609304319,54.25653016844126,-199.17219896854544,-1.8173123479400033,54.28695690577021,199.17219896854544,206.43797744614437,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T4+F0,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1360.200619930138,1482.4262079244668,-51.03878427269955,1360.4289123521958,1485.0557338656208,-55.41150859688595,1360.200619930138,1482.4262079244668,-51.03878427269955,20.097494250806246,31.979970429443703,48.80667568696678,61.925815437203106,46.44947784335525,119.02082710229894,8.0,8.0,99.75020815986679,91.75686927560366,86.36595495576921,160.74593833318764,0,-481.83668029023147,-5.627456410095135,-391.33401447779534,-542.215344349341,182.54280058407934,-383.3240609304319,60.3786640591095,-188.17025699417448,-8.00995354736341,60.907654932641435,188.17025699417448,197.78217322763797,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T4+F1,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1361.0527472778072,1483.0700212134072,-53.36469415696643,1361.8377647509114,1482.9939991572278,-54.80389616575969,1361.0527472778072,1483.0700212134072,-53.36469415696643,12.118505533799365,15.38610738317907,22.69031778121918,30.018899580104094,23.966223802461137,53.6398014699885,8.0,8.0,99.75020815986679,91.75686927560366,86.36595495576921,160.74593833318764,0,-482.5830890011416,-7.9520825066666845,-390.56625090428565,-542.215344349341,182.54280058407934,-383.3240609304319,59.63225534819935,-190.49488309074604,-7.242189973853726,60.070418622898224,190.49488309074604,199.74172242495368,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T4+F2,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1361.0527472778072,1483.0700212134072,-53.36469415696643,1361.8377647509114,1482.9939991572278,-54.80389616575969,1361.0527472778072,1483.0700212134072,-53.36469415696643,12.118505533799365,15.38610738317907,22.69031778121918,30.018899580104094,23.966223802461137,53.6398014699885,8.0,8.0,99.75020815986679,91.75686927560366,86.36595495576921,160.74593833318764,0,-482.5830890011416,-7.9520825066666845,-390.56625090428565,-542.215344349341,182.54280058407934,-383.3240609304319,59.63225534819935,-190.49488309074604,-7.242189973853726,60.070418622898224,190.49488309074604,199.74172242495368,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
