version,solver,solver_family,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,point_estimator,frames_input,solve_fraction,status,frames_solved,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,filter_rejections,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v1-old,T1+F0,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1362.4432881712426,1483.9229992535159,-55.48405534240675,1363.2696935415029,1487.2452818410336,-60.358022570756255,1362.4432881712426,1483.9229992535159,-55.48405534240675,20.65292988768946,33.582864060610106,50.527650072232674,64.36514396202011,46.999985124418934,120.93886157552508,8.0,8.0,99.75020815986679,91.75686927560366,85.94227243856011,160.0823891038701,0,-483.5718841885357,-10.073871439148576,-389.27274282508483,-542.215344349341,182.54280058407934,-383.3240609304319,58.64346016080526,-192.61667202322792,-5.948681894652907,58.94439952969005,192.61667202322792,201.4339211186127,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T1+F1,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1363.7256587912227,1484.8700526357761,-57.518869435530135,1364.4840917767062,1484.7536135605726,-58.89312061102605,1363.7256587912227,1484.8700526357761,-57.518869435530135,12.33769278588666,15.863332218495302,22.888533326964875,30.4996110656826,24.49270645258363,52.20953865280258,8.0,8.0,99.75020815986679,91.75686927560366,85.94227243856011,160.0823891038701,0,-484.6453048582446,-12.107652439383799,-388.0923378867958,-542.215344349341,182.54280058407934,-383.3240609304319,57.570039491096395,-194.65045302346314,-4.768276956363877,57.76716984705923,194.65045302346314,203.0414853530638,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T1+F2,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1363.7256587912227,1484.8700526357761,-57.518869435530135,1364.4840917767062,1484.7536135605726,-58.89312061102605,1363.7256587912227,1484.8700526357761,-57.518869435530135,12.33769278588666,15.863332218495302,22.888533326964875,30.4996110656826,24.49270645258363,52.20953865280258,8.0,8.0,99.75020815986679,91.75686927560366,85.94227243856011,160.0823891038701,0,-484.6453048582446,-12.107652439383799,-388.0923378867958,-542.215344349341,182.54280058407934,-383.3240609304319,57.570039491096395,-194.65045302346314,-4.768276956363877,57.76716984705923,194.65045302346314,203.0414853530638,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T1+F3,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1363.4573113632832,1484.6712713880977,-57.193932790992804,1363.9465638841878,1484.503084956048,-58.00181643946393,1363.4573113632832,1484.6712713880977,-57.193932790992804,13.711880330751733,18.313656273481158,26.91973742794534,35.34116950798597,29.445768806160554,62.68712000698138,8.0,8.0,99.75020815986679,91.75686927560366,85.94227243856011,160.0823891038701,0,-484.42201491142896,-11.78291269386633,-388.3409215684924,-542.215344349341,182.54280058407934,-383.3240609304319,57.79332943791201,-194.32571327794568,-5.01686063806045,58.01066986495456,194.32571327794568,202.79970576695396,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T1+F4,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1363.5878410082955,1484.6589310220002,-57.189624973490155,1364.4759370957036,1484.7414016311773,-58.902723143873054,1363.5878410082955,1484.6589310220002,-57.189624973490155,8.728443848553486,10.510630598563687,15.628270578736249,20.847833227513696,16.47787943075263,36.920456512586725,8.0,8.0,99.75020815986679,91.75686927560366,85.94227243856011,160.0823891038701,0,-484.4187724021767,-11.780766453999043,-388.2097967808195,-542.215344349341,182.54280058407934,-383.3240609304319,57.79657194716424,-194.32356703807838,-4.885735850387562,58.002708071636576,194.32356703807838,202.79537186544974,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T1+F5,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1363.8002161185223,1484.7928786839727,-57.59836320413444,1364.994270155345,1484.908904093684,-59.466670044569966,1363.8002161185223,1484.7928786839727,-57.59836320413444,8.45837600388695,9.408227768265938,13.930912868328004,18.948852342456455,14.718053364919557,34.73194862009827,8.0,8.0,99.75020815986679,91.75686927560366,85.94227243856011,160.0823891038701,0,-484.57508357682696,-12.189774585192573,-388.0138598775086,-542.215344349341,182.54280058407934,-383.3240609304319,57.64026077251401,-194.7325751692719,-4.6897989470766674,57.830734701259146,194.7325751692719,203.13830192295973,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T2+F0,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1362.621825085612,1484.5351312825476,-55.79204206744992,1363.5914135860173,1487.6615007082328,-61.01598945674549,1362.621825085612,1484.5351312825476,-55.79204206744992,20.63482876351853,33.24352523661064,50.46923088650023,64.15664664322688,47.104364493813975,121.09311863909977,8.0,8.0,99.75020815986679,91.75686927560366,85.97772063957247,160.1117983400959,0,-484.2008134877335,-10.371986211625611,-389.14231126217373,-542.215344349341,182.54280058407934,-383.3240609304319,58.014530861607454,-192.91478679570497,-5.818250331741808,58.30555572169103,192.91478679570497,201.53325480537328,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T2+F1,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1363.9103533458926,1485.1877706498597,-58.20248931697558,1364.7650906529511,1485.1807936380362,-59.557877803708465,1363.9103533458926,1485.1877706498597,-58.20248931697558,12.417112275583806,15.81016271164741,22.976801128865194,30.571997233438648,24.83480656528233,52.85810454994153,8.0,8.0,99.75020815986679,91.75686927560366,85.97772063957247,160.1117983400959,0,-484.98822911739194,-12.787331979485714,-387.941236488522,-542.215344349341,182.54280058407934,-383.3240609304319,57.22711523194903,-195.33013256356506,-4.617175558090082,57.41307366710998,195.33013256356506,203.59302963315048,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T2+F2,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1363.9103533458926,1485.1877706498597,-58.20248931697558,1364.7650906529511,1485.1807936380362,-59.557877803708465,1363.9103533458926,1485.1877706498597,-58.20248931697558,12.417112275583806,15.81016271164741,22.976801128865194,30.571997233438648,24.83480656528233,52.85810454994153,8.0,8.0,99.75020815986679,91.75686927560366,85.97772063957247,160.1117983400959,0,-484.98822911739194,-12.787331979485714,-387.941236488522,-542.215344349341,182.54280058407934,-383.3240609304319,57.22711523194903,-195.33013256356506,-4.617175558090082,57.41307366710998,195.33013256356506,203.59302963315048,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T2+F3,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1363.685263822608,1484.891507744907,-58.188405929521565,1364.2408589364222,1484.9312775995202,-58.67088355504199,1363.685263822608,1484.891507744907,-58.188405929521565,13.764617729959053,18.222313141439088,26.988519386652595,35.36156993674415,29.522932793256942,63.057214527926966,8.0,8.0,99.75020815986679,91.75686927560366,85.97772063957247,160.1117983400959,0,-484.67670452026255,-12.775954591581808,-388.14484966239183,-542.215344349341,182.54280058407934,-383.3240609304319,57.53863982907842,-195.31875517566115,-4.820788731959908,57.7402379400934,195.31875517566115,203.67462090488462,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
