version,solver,solver_family,eval_set,n_positions,metric,value_mm,unit
v1-old,T1+F3,external_position_filter,all8,24,p95_3d_error_mm,323.2376292784405,mm
v1-old,T1+F3,external_position_filter,all8,24,p99_3d_error_mm,389.34820533397334,mm
v1-old,T1+F3,external_position_filter,all8,24,max_3d_error_mm,406.61771942605566,mm
v1-old,T1+F3,external_position_filter,all8,24,repeatability_d3_std_p50_mm,37.06235508642125,mm
v1-old,T1+F3,external_position_filter,all8,24,repeatability_d3_std_p95_mm,59.672666582372706,mm
v1-old,T1+F4,external_position_filter,all8,24,mean_3d_error_mm,166.7063962142393,mm
v1-old,T1+F4,external_position_filter,all8,24,rmse_3d_error_mm,190.5869610170533,mm
v1-old,T1+F4,external_position_filter,all8,24,p50_3d_error_mm,159.81571999877772,mm
v1-old,T1+F4,external_position_filter,all8,24,p90_3d_error_mm,265.6881164677332,mm
v1-old,T1+F4,external_position_filter,all8,24,p95_3d_error_mm,322.19419765309243,mm
v1-old,T1+F4,external_position_filter,all8,24,p99_3d_error_mm,388.4447455705967,mm
v1-old,T1+F4,external_position_filter,all8,24,max_3d_error_mm,405.56084846932544,mm
v1-old,T1+F4,external_position_filter,all8,24,repeatability_d3_std_p50_mm,23.805082825077942,mm
v1-old,T1+F4,external_position_filter,all8,24,repeatability_d3_std_p95_mm,42.72286606538311,mm
v1-old,T1+F5,external_position_filter,all8,24,mean_3d_error_mm,166.2457982448232,mm
v1-old,T1+F5,external_position_filter,all8,24,rmse_3d_error_mm,190.16382493076918,mm
v1-old,T1+F5,external_position_filter,all8,24,p50_3d_error_mm,160.29418210224287,mm
v1-old,T1+F5,external_position_filter,all8,24,p90_3d_error_mm,264.1877739012211,mm
v1-old,T1+F5,external_position_filter,all8,24,p95_3d_error_mm,321.79044658876717,mm
v1-old,T1+F5,external_position_filter,all8,24,p99_3d_error_mm,386.7853034517744,mm
v1-old,T1+F5,external_position_filter,all8,24,max_3d_error_mm,403.4713586473212,mm
v1-old,T1+F5,external_position_filter,all8,24,repeatability_d3_std_p50_mm,21.015558567032137,mm
v1-old,T1+F5,external_position_filter,all8,24,repeatability_d3_std_p95_mm,40.64223913176988,mm
v1-old,T2+F0,external_position_filter,all8,24,mean_3d_error_mm,169.4910236674906,mm
v1-old,T2+F0,external_position_filter,all8,24,rmse_3d_error_mm,193.06806076412397,mm
v1-old,T2+F0,external_position_filter,all8,24,p50_3d_error_mm,157.80637171598246,mm
v1-old,T2+F0,external_position_filter,all8,24,p90_3d_error_mm,279.92358700722644,mm
v1-old,T2+F0,external_position_filter,all8,24,p95_3d_error_mm,327.3710386497354,mm
v1-old,T2+F0,external_position_filter,all8,24,p99_3d_error_mm,394.1157434839569,mm
v1-old,T2+F0,external_position_filter,all8,24,max_3d_error_mm,412.1492988518083,mm
v1-old,T2+F0,external_position_filter,all8,24,repeatability_d3_std_p50_mm,62.84249008122672,mm
v1-old,T2+F0,external_position_filter,all8,24,repeatability_d3_std_p95_mm,97.25329979220193,mm
v1-old,T2+F1,external_position_filter,all8,24,mean_3d_error_mm,167.05171985566383,mm
v1-old,T2+F1,external_position_filter,all8,24,rmse_3d_error_mm,190.90219971351488,mm
v1-old,T2+F1,external_position_filter,all8,24,p50_3d_error_mm,159.44915372914923,mm
v1-old,T2+F1,external_position_filter,all8,24,p90_3d_error_mm,267.05651241287677,mm
v1-old,T2+F1,external_position_filter,all8,24,p95_3d_error_mm,322.84516489822965,mm
v1-old,T2+F1,external_position_filter,all8,24,p99_3d_error_mm,389.27995156519654,mm
v1-old,T2+F1,external_position_filter,all8,24,max_3d_error_mm,406.5030446270702,mm
v1-old,T2+F1,external_position_filter,all8,24,repeatability_d3_std_p50_mm,33.63740043989864,mm
v1-old,T2+F1,external_position_filter,all8,24,repeatability_d3_std_p95_mm,57.664224147846156,mm
v1-old,T2+F2,external_position_filter,all8,24,mean_3d_error_mm,167.0592564032963,mm
v1-old,T2+F2,external_position_filter,all8,24,rmse_3d_error_mm,190.9114472635219,mm
v1-old,T2+F2,external_position_filter,all8,24,p50_3d_error_mm,159.44915372914923,mm
v1-old,T2+F2,external_position_filter,all8,24,p90_3d_error_mm,267.05651241287677,mm
v1-old,T2+F2,external_position_filter,all8,24,p95_3d_error_mm,322.84516489822965,mm
v1-old,T2+F2,external_position_filter,all8,24,p99_3d_error_mm,389.27995156519654,mm
v1-old,T2+F2,external_position_filter,all8,24,max_3d_error_mm,406.5030446270702,mm
v1-old,T2+F2,external_position_filter,all8,24,repeatability_d3_std_p50_mm,33.63740043989864,mm
v1-old,T2+F2,external_position_filter,all8,24,repeatability_d3_std_p95_mm,57.664224147846156,mm
v1-old,T2+F3,external_position_filter,all8,24,mean_3d_error_mm,167.60210655376287,mm
v1-old,T2+F3,external_position_filter,all8,24,rmse_3d_error_mm,191.39498761410735,mm
v1-old,T2+F3,external_position_filter,all8,24,p50_3d_error_mm,158.99358571023663,mm
v1-old,T2+F3,external_position_filter,all8,24,p90_3d_error_mm,269.89764993331875,mm
v1-old,T2+F3,external_position_filter,all8,24,p95_3d_error_mm,323.19337297438716,mm
v1-old,T2+F3,external_position_filter,all8,24,p99_3d_error_mm,389.8053830721185,mm
v1-old,T2+F3,external_position_filter,all8,24,max_3d_error_mm,407.24814611311416,mm
v1-old,T2+F3,external_position_filter,all8,24,repeatability_d3_std_p50_mm,38.54867930874998,mm
v1-old,T2+F3,external_position_filter,all8,24,repeatability_d3_std_p95_mm,63.20243106685061,mm
v1-old,T2+F4,external_position_filter,all8,24,mean_3d_error_mm,166.62223306732847,mm
v1-old,T2+F4,external_position_filter,all8,24,rmse_3d_error_mm,190.45376415536973,mm
v1-old,T2+F4,external_position_filter,all8,24,p50_3d_error_mm,159.54987961061326,mm
v1-old,T2+F4,external_position_filter,all8,24,p90_3d_error_mm,265.00595586001987,mm
v1-old,T2+F4,external_position_filter,all8,24,p95_3d_error_mm,322.0886516627184,mm
v1-old,T2+F4,external_position_filter,all8,24,p99_3d_error_mm,388.7179369831762,mm
v1-old,T2+F4,external_position_filter,all8,24,max_3d_error_mm,405.9817511214677,mm
v1-old,T2+F4,external_position_filter,all8,24,repeatability_d3_std_p50_mm,25.8119617368045,mm
v1-old,T2+F4,external_position_filter,all8,24,repeatability_d3_std_p95_mm,49.28211481897864,mm
v1-old,T2+F5,external_position_filter,all8,24,mean_3d_error_mm,166.2232056167466,mm
v1-old,T2+F5,external_position_filter,all8,24,rmse_3d_error_mm,190.05847886129698,mm
v1-old,T2+F5,external_position_filter,all8,24,p50_3d_error_mm,159.95903625718483,mm
v1-old,T2+F5,external_position_filter,all8,24,p90_3d_error_mm,263.65780336716796,mm
v1-old,T2+F5,external_position_filter,all8,24,p95_3d_error_mm,321.482542522428,mm
v1-old,T2+F5,external_position_filter,all8,24,p99_3d_error_mm,386.8492978837126,mm
v1-old,T2+F5,external_position_filter,all8,24,max_3d_error_mm,403.6805381020092,mm
v1-old,T2+F5,external_position_filter,all8,24,repeatability_d3_std_p50_mm,23.103105751523834,mm
v1-old,T2+F5,external_position_filter,all8,24,repeatability_d3_std_p95_mm,47.28511820477381,mm
v1-old,T3+F0,external_position_filter,all8,24,mean_3d_error_mm,149.28282646215686,mm
v1-old,T3+F0,external_position_filter,all8,24,rmse_3d_error_mm,168.59466418603841,mm
v1-old,T3+F0,external_position_filter,all8,24,p50_3d_error_mm,121.38284768645022,mm
v1-old,T3+F0,external_position_filter,all8,24,p90_3d_error_mm,257.80107772567914,mm
v1-old,T3+F0,external_position_filter,all8,24,p95_3d_error_mm,318.3442659033305,mm
v1-old,T3+F0,external_position_filter,all8,24,p99_3d_error_mm,335.358148207794,mm
v1-old,T3+F0,external_position_filter,all8,24,max_3d_error_mm,337.70853194560505,mm
v1-old,T3+F0,external_position_filter,all8,24,repeatability_d3_std_p50_mm,64.455326763985,mm
v1-old,T3+F0,external_position_filter,all8,24,repeatability_d3_std_p95_mm,105.29887134013903,mm
v1-old,T3+F1,external_position_filter,all8,24,mean_3d_error_mm,145.98053359334148,mm
v1-old,T3+F1,external_position_filter,all8,24,rmse_3d_error_mm,165.70841694365274,mm
v1-old,T3+F1,external_position_filter,all8,24,p50_3d_error_mm,117.47478781092786,mm
v1-old,T3+F1,external_position_filter,all8,24,p90_3d_error_mm,256.1840836901947,mm
v1-old,T3+F1,external_position_filter,all8,24,p95_3d_error_mm,306.37063202247396,mm
v1-old,T3+F1,external_position_filter,all8,24,p99_3d_error_mm,330.66017957991636,mm
v1-old,T3+F1,external_position_filter,all8,24,max_3d_error_mm,335.7235532231234,mm
v1-old,T3+F1,external_position_filter,all8,24,repeatability_d3_std_p50_mm,35.94787517702413,mm
v1-old,T3+F1,external_position_filter,all8,24,repeatability_d3_std_p95_mm,62.20541057439776,mm
v1-old,T3+F2,external_position_filter,all8,24,mean_3d_error_mm,145.98053359334148,mm
v1-old,T3+F2,external_position_filter,all8,24,rmse_3d_error_mm,165.70841694365274,mm
v1-old,T3+F2,external_position_filter,all8,24,p50_3d_error_mm,117.47478781092786,mm
v1-old,T3+F2,external_position_filter,all8,24,p90_3d_error_mm,256.1840836901947,mm
v1-old,T3+F2,external_position_filter,all8,24,p95_3d_error_mm,306.37063202247396,mm
v1-old,T3+F2,external_position_filter,all8,24,p99_3d_error_mm,330.66017957991636,mm
v1-old,T3+F2,external_position_filter,all8,24,max_3d_error_mm,335.7235532231234,mm
v1-old,T3+F2,external_position_filter,all8,24,repeatability_d3_std_p50_mm,35.94787517702413,mm
v1-old,T3+F2,external_position_filter,all8,24,repeatability_d3_std_p95_mm,62.20541057439776,mm
v1-old,T3+F3,external_position_filter,all8,24,mean_3d_error_mm,146.57554042361954,mm
v1-old,T3+F3,external_position_filter,all8,24,rmse_3d_error_mm,166.31711057729217,mm
v1-old,T3+F3,external_position_filter,all8,24,p50_3d_error_mm,117.33181324241582,mm
v1-old,T3+F3,external_position_filter,all8,24,p90_3d_error_mm,257.237338580241,mm
v1-old,T3+F3,external_position_filter,all8,24,p95_3d_error_mm,309.2992620469822,mm
v1-old,T3+F3,external_position_filter,all8,24,p99_3d_error_mm,331.61292932681124,mm
v1-old,T3+F3,external_position_filter,all8,24,max_3d_error_mm,336.00328680559784,mm
v1-old,T3+F3,external_position_filter,all8,24,repeatability_d3_std_p50_mm,41.99050673410173,mm
v1-old,T3+F3,external_position_filter,all8,24,repeatability_d3_std_p95_mm,67.54179959504697,mm
v1-old,T3+F4,external_position_filter,all8,24,mean_3d_error_mm,145.62519310962543,mm
v1-old,T3+F4,external_position_filter,all8,24,rmse_3d_error_mm,165.38839322101964,mm
v1-old,T3+F4,external_position_filter,all8,24,p50_3d_error_mm,117.31831000685312,mm
v1-old,T3+F4,external_position_filter,all8,24,p90_3d_error_mm,255.39708212229078,mm
v1-old,T3+F4,external_position_filter,all8,24,p95_3d_error_mm,305.24548184975515,mm
v1-old,T3+F4,external_position_filter,all8,24,p99_3d_error_mm,330.762359678142,mm
v1-old,T3+F4,external_position_filter,all8,24,max_3d_error_mm,336.20227322821216,mm
v1-old,T3+F4,external_position_filter,all8,24,repeatability_d3_std_p50_mm,26.812643502784802,mm
v1-old,T3+F4,external_position_filter,all8,24,repeatability_d3_std_p95_mm,54.30632968332927,mm
v1-old,T3+F5,external_position_filter,all8,24,mean_3d_error_mm,145.11545611464248,mm
v1-old,T3+F5,external_position_filter,all8,24,rmse_3d_error_mm,164.99229544740876,mm
v1-old,T3+F5,external_position_filter,all8,24,p50_3d_error_mm,116.71032369405573,mm
v1-old,T3+F5,external_position_filter,all8,24,p90_3d_error_mm,255.1613421795723,mm
v1-old,T3+F5,external_position_filter,all8,24,p95_3d_error_mm,303.54650944920235,mm
v1-old,T3+F5,external_position_filter,all8,24,p99_3d_error_mm,330.09445995694847,mm
v1-old,T3+F5,external_position_filter,all8,24,max_3d_error_mm,335.9508297873872,mm
v1-old,T3+F5,external_position_filter,all8,24,repeatability_d3_std_p50_mm,22.953363950815543,mm
v1-old,T3+F5,external_position_filter,all8,24,repeatability_d3_std_p95_mm,51.623670245299685,mm
v1-old,T4+F0,external_position_filter,all8,24,mean_3d_error_mm,144.32503108771132,mm
v1-old,T4+F0,external_position_filter,all8,24,rmse_3d_error_mm,160.31909900944268,mm
v1-old,T4+F0,external_position_filter,all8,24,p50_3d_error_mm,132.92485172349362,mm
v1-old,T4+F0,external_position_filter,all8,24,p90_3d_error_mm,227.84016331241065,mm
v1-old,T4+F0,external_position_filter,all8,24,p95_3d_error_mm,237.03101589156995,mm
v1-old,T4+F0,external_position_filter,all8,24,p99_3d_error_mm,302.6344596255344,mm
v1-old,T4+F0,external_position_filter,all8,24,max_3d_error_mm,321.9372137808182,mm
v1-old,T4+F0,external_position_filter,all8,24,repeatability_d3_std_p50_mm,67.99888278674581,mm
v1-old,T4+F0,external_position_filter,all8,24,repeatability_d3_std_p95_mm,107.3540758213121,mm
v1-old,T4+F1,external_position_filter,all8,24,mean_3d_error_mm,143.57793180591594,mm
v1-old,T4+F1,external_position_filter,all8,24,rmse_3d_error_mm,160.62724811539758,mm
v1-old,T4+F1,external_position_filter,all8,24,p50_3d_error_mm,133.1137600504683,mm
v1-old,T4+F1,external_position_filter,all8,24,p90_3d_error_mm,232.6979763648069,mm
v1-old,T4+F1,external_position_filter,all8,24,p95_3d_error_mm,237.57465843206057,mm
v1-old,T4+F1,external_position_filter,all8,24,p99_3d_error_mm,301.7919204980683,mm
v1-old,T4+F1,external_position_filter,all8,24,max_3d_error_mm,320.92765705552824,mm
v1-old,T4+F1,external_position_filter,all8,24,repeatability_d3_std_p50_mm,30.680491374570515,mm
v1-old,T4+F1,external_position_filter,all8,24,repeatability_d3_std_p95_mm,47.46699557798289,mm
v1-old,T4+F2,external_position_filter,all8,24,mean_3d_error_mm,143.57793180591594,mm
v1-old,T4+F2,external_position_filter,all8,24,rmse_3d_error_mm,160.62724811539758,mm
v1-old,T4+F2,external_position_filter,all8,24,p50_3d_error_mm,133.1137600504683,mm
v1-old,T4+F2,external_position_filter,all8,24,p90_3d_error_mm,232.6979763648069,mm
v1-old,T4+F2,external_position_filter,all8,24,p95_3d_error_mm,237.57465843206057,mm
v1-old,T4+F2,external_position_filter,all8,24,p99_3d_error_mm,301.7919204980683,mm
v1-old,T4+F2,external_position_filter,all8,24,max_3d_error_mm,320.92765705552824,mm
v1-old,T4+F2,external_position_filter,all8,24,repeatability_d3_std_p50_mm,30.680491374570515,mm
v1-old,T4+F2,external_position_filter,all8,24,repeatability_d3_std_p95_mm,47.46699557798289,mm
v1-old,T4+F3,external_position_filter,all8,24,mean_3d_error_mm,143.94381322568702,mm
v1-old,T4+F3,external_position_filter,all8,24,rmse_3d_error_mm,160.78705986583603,mm
v1-old,T4+F3,external_position_filter,all8,24,p50_3d_error_mm,133.07076305303372,mm
v1-old,T4+F3,external_position_filter,all8,24,p90_3d_error_mm,232.94454975557298,mm
v1-old,T4+F3,external_position_filter,all8,24,p95_3d_error_mm,237.77189227424597,mm
v1-old,T4+F3,external_position_filter,all8,24,p99_3d_error_mm,301.35090201459616,mm
v1-old,T4+F3,external_position_filter,all8,24,max_3d_error_mm,320.3187211982068,mm
v1-old,T4+F3,external_position_filter,all8,24,repeatability_d3_std_p50_mm,36.12636612272143,mm
v1-old,T4+F3,external_position_filter,all8,24,repeatability_d3_std_p95_mm,56.19860875967453,mm
v1-old,T4+F4,external_position_filter,all8,24,mean_3d_error_mm,143.31581021869977,mm
v1-old,T4+F4,external_position_filter,all8,24,rmse_3d_error_mm,160.3170794964562,mm
v1-old,T4+F4,external_position_filter,all8,24,p50_3d_error_mm,132.97710120156069,mm
v1-old,T4+F4,external_position_filter,all8,24,p90_3d_error_mm,231.2871437993885,mm
v1-old,T4+F4,external_position_filter,all8,24,p95_3d_error_mm,237.16378849837162,mm
v1-old,T4+F4,external_position_filter,all8,24,p99_3d_error_mm,301.298242991052,mm
v1-old,T4+F4,external_position_filter,all8,24,max_3d_error_mm,320.31754227469673,mm
v1-old,T4+F4,external_position_filter,all8,24,repeatability_d3_std_p50_mm,22.044981954856688,mm
v1-old,T4+F4,external_position_filter,all8,24,repeatability_d3_std_p95_mm,37.85988632433476,mm
v1-old,T4+F5,external_position_filter,all8,24,mean_3d_error_mm,143.04962506081316,mm
v1-old,T4+F5,external_position_filter,all8,24,rmse_3d_error_mm,160.14569030139123,mm
v1-old,T4+F5,external_position_filter,all8,24,p50_3d_error_mm,132.46226299655535,mm
v1-old,T4+F5,external_position_filter,all8,24,p90_3d_error_mm,230.7733600606225,mm
v1-old,T4+F5,external_position_filter,all8,24,p95_3d_error_mm,236.68607638896628,mm
v1-old,T4+F5,external_position_filter,all8,24,p99_3d_error_mm,300.7806401314185,mm
v1-old,T4+F5,external_position_filter,all8,24,max_3d_error_mm,319.78923032999785,mm
v1-old,T4+F5,external_position_filter,all8,24,repeatability_d3_std_p50_mm,19.188569071899742,mm
v1-old,T4+F5,external_position_filter,all8,24,repeatability_d3_std_p95_mm,35.936820889454914,mm
v1-old,T5a,native_range_filter,all8,24,mean_3d_error_mm,176.8196659942536,mm
v1-old,T5a,native_range_filter,all8,24,rmse_3d_error_mm,201.3727125740505,mm
v1-old,T5a,native_range_filter,all8,24,p50_3d_error_mm,201.3081940820992,mm
v1-old,T5a,native_range_filter,all8,24,p90_3d_error_mm,306.56005574041575,mm
v1-old,T5a,native_range_filter,all8,24,p95_3d_error_mm,322.52847662835467,mm
v1-old,T5a,native_range_filter,all8,24,p99_3d_error_mm,326.2162275861413,mm
v1-old,T5a,native_range_filter,all8,24,max_3d_error_mm,326.50955226762744,mm
v1-old,T5a,native_range_filter,all8,24,repeatability_d3_std_p50_mm,44.35960337936049,mm
v1-old,T5a,native_range_filter,all8,24,repeatability_d3_std_p95_mm,57.70486059423801,mm
v1-old,T5b,native_range_filter,all8,24,mean_3d_error_mm,149.14445597962109,mm
v1-old,T5b,native_range_filter,all8,24,rmse_3d_error_mm,172.15400898058226,mm
v1-old,T5b,native_range_filter,all8,24,p50_3d_error_mm,132.2967117914044,mm
v1-old,T5b,native_range_filter,all8,24,p90_3d_error_mm,250.83277651781037,mm
v1-old,T5b,native_range_filter,all8,24,p95_3d_error_mm,299.8965386593827,mm
v1-old,T5b,native_range_filter,all8,24,p99_3d_error_mm,362.88187103734873,mm
v1-old,T5b,native_range_filter,all8,24,max_3d_error_mm,379.62436399669116,mm
v1-old,T5b,native_range_filter,all8,24,repeatability_d3_std_p50_mm,35.711916631825375,mm
v1-old,T5b,native_range_filter,all8,24,repeatability_d3_std_p95_mm,136.2437908924507,mm
v1-old,T5c,native_range_filter,all8,24,mean_3d_error_mm,149.14445597962109,mm
v1-old,T5c,native_range_filter,all8,24,rmse_3d_error_mm,172.15400898058226,mm
v1-old,T5c,native_range_filter,all8,24,p50_3d_error_mm,132.2967117914044,mm
v1-old,T5c,native_range_filter,all8,24,p90_3d_error_mm,250.83277651781037,mm
v1-old,T5c,native_range_filter,all8,24,p95_3d_error_mm,299.8965386593827,mm
v1-old,T5c,native_range_filter,all8,24,p99_3d_error_mm,362.88187103734873,mm
v1-old,T5c,native_range_filter,all8,24,max_3d_error_mm,379.62436399669116,mm
v1-old,T5c,native_range_filter,all8,24,repeatability_d3_std_p50_mm,35.711916631825375,mm
v1-old,T5c,native_range_filter,all8,24,repeatability_d3_std_p95_mm,136.2437908924507,mm
v1-old,T5d,native_range_filter,all8,24,mean_3d_error_mm,176.513209342949,mm
v1-old,T5d,native_range_filter,all8,24,rmse_3d_error_mm,201.05015835589805,mm
v1-old,T5d,native_range_filter,all8,24,p50_3d_error_mm,200.92518474023188,mm
v1-old,T5d,native_range_filter,all8,24,p90_3d_error_mm,306.13724006555526,mm
v1-old,T5d,native_range_filter,all8,24,p95_3d_error_mm,322.21298979568286,mm
v1-old,T5d,native_range_filter,all8,24,p99_3d_error_mm,325.8048132099974,mm
v1-old,T5d,native_range_filter,all8,24,max_3d_error_mm,326.06320365449966,mm
v1-old,T5d,native_range_filter,all8,24,repeatability_d3_std_p50_mm,44.36459111890821,mm
v1-old,T5d,native_range_filter,all8,24,repeatability_d3_std_p95_mm,57.75395918967775,mm
v1-old,T5e,native_range_filter,all8,24,mean_3d_error_mm,123.2287246625687,mm
v1-old,T5e,native_range_filter,all8,24,rmse_3d_error_mm,155.2863405764599,mm
v1-old,T5e,native_range_filter,all8,24,p50_3d_error_mm,105.58409714581501,mm
v1-old,T5e,native_range_filter,all8,24,p90_3d_error_mm,260.286988521064,mm
v1-old,T5e,native_range_filter,all8,24,p95_3d_error_mm,284.04288425136997,mm
v1-old,T5e,native_range_filter,all8,24,p99_3d_error_mm,367.48781715000945,mm
v1-old,T5e,native_range_filter,all8,24,max_3d_error_mm,392.1565083973457,mm
v1-old,T5e,native_range_filter,all8,24,repeatability_d3_std_p50_mm,44.235823283931744,mm
v1-old,T5e,native_range_filter,all8,24,repeatability_d3_std_p95_mm,60.59205528883903,mm
v2,T1+F0,external_position_filter,all8,24,mean_3d_error_mm,109.59654459842005,mm
v2,T1+F0,external_position_filter,all8,24,rmse_3d_error_mm,134.64709488759271,mm
v2,T1+F0,external_position_filter,all8,24,p50_3d_error_mm,81.3737316511191,mm
v2,T1+F0,external_position_filter,all8,24,p90_3d_error_mm,182.15983509215854,mm
v2,T1+F0,external_position_filter,all8,24,p95_3d_error_mm,247.27382160965166,mm
v2,T1+F0,external_position_filter,all8,24,p99_3d_error_mm,346.80833841228326,mm
v2,T1+F0,external_position_filter,all8,24,max_3d_error_mm,373.6545920314477,mm
v2,T1+F0,external_position_filter,all8,24,repeatability_d3_std_p50_mm,61.88519514821589,mm
v2,T1+F0,external_position_filter,all8,24,repeatability_d3_std_p95_mm,89.60280193604484,mm
v2,T1+F1,external_position_filter,all8,24,mean_3d_error_mm,108.66782351791478,mm
v2,T1+F1,external_position_filter,all8,24,rmse_3d_error_mm,133.8052153841506,mm
v2,T1+F1,external_position_filter,all8,24,p50_3d_error_mm,73.14253106743402,mm
v2,T1+F1,external_position_filter,all8,24,p90_3d_error_mm,186.71078860516516,mm
v2,T1+F1,external_position_filter,all8,24,p95_3d_error_mm,245.87270309940828,mm
v2,T1+F1,external_position_filter,all8,24,p99_3d_error_mm,343.7904411038689,mm
v2,T1+F1,external_position_filter,all8,24,max_3d_error_mm,370.46157871984536,mm
v2,T1+F1,external_position_filter,all8,24,repeatability_d3_std_p50_mm,32.122082298761256,mm
v2,T1+F1,external_position_filter,all8,24,repeatability_d3_std_p95_mm,53.96075244176999,mm
v2,T1+F2,external_position_filter,all8,24,mean_3d_error_mm,108.66782351791478,mm
v2,T1+F2,external_position_filter,all8,24,rmse_3d_error_mm,133.8052153841506,mm
v2,T1+F2,external_position_filter,all8,24,p50_3d_error_mm,73.14253106743402,mm
v2,T1+F2,external_position_filter,all8,24,p90_3d_error_mm,186.71078860516516,mm
v2,T1+F2,external_position_filter,all8,24,p95_3d_error_mm,245.87270309940828,mm
v2,T1+F2,external_position_filter,all8,24,p99_3d_error_mm,343.7904411038689,mm
v2,T1+F2,external_position_filter,all8,24,max_3d_error_mm,370.46157871984536,mm
v2,T1+F2,external_position_filter,all8,24,repeatability_d3_std_p50_mm,32.122082298761256,mm
v2,T1+F2,external_position_filter,all8,24,repeatability_d3_std_p95_mm,53.96075244176999,mm
v2,T1+F3,external_position_filter,all8,24,mean_3d_error_mm,108.88973634079518,mm
v2,T1+F3,external_position_filter,all8,24,rmse_3d_error_mm,133.99006189589036,mm
v2,T1+F3,external_position_filter,all8,24,p50_3d_error_mm,73.8172714797109,mm
v2,T1+F3,external_position_filter,all8,24,p90_3d_error_mm,187.44143918307324,mm
v2,T1+F3,external_position_filter,all8,24,p95_3d_error_mm,245.80482960086684,mm
v2,T1+F3,external_position_filter,all8,24,p99_3d_error_mm,343.8209822586494,mm
v2,T1+F3,external_position_filter,all8,24,max_3d_error_mm,370.5601429107054,mm
v2,T1+F3,external_position_filter,all8,24,repeatability_d3_std_p50_mm,37.00645704145114,mm
v2,T1+F3,external_position_filter,all8,24,repeatability_d3_std_p95_mm,60.38485045654196,mm
v2,T1+F4,external_position_filter,all8,24,mean_3d_error_mm,108.40937209059325,mm
v2,T1+F4,external_position_filter,all8,24,rmse_3d_error_mm,133.4322654716485,mm
v2,T1+F4,external_position_filter,all8,24,p50_3d_error_mm,72.95380784884206,mm
v2,T1+F4,external_position_filter,all8,24,p90_3d_error_mm,183.20214348521714,mm
v2,T1+F4,external_position_filter,all8,24,p95_3d_error_mm,245.18396032495195,mm
v2,T1+F4,external_position_filter,all8,24,p99_3d_error_mm,343.50455811728284,mm
v2,T1+F4,external_position_filter,all8,24,max_3d_error_mm,370.11030360624716,mm
v2,T1+F4,external_position_filter,all8,24,repeatability_d3_std_p50_mm,21.51259497757163,mm
v2,T1+F4,external_position_filter,all8,24,repeatability_d3_std_p95_mm,43.68431642174879,mm
