anchor,N_obs,residual_mean,residual_median,residual_rms,abs_residual_p95,abs_residual_max,quality_median,low_q_lt80_rate,downweighted_rate,large_abs_res_gt100_rate
A,13806,-18.239100875212124,-15.787296255186448,44.13219229603619,91.09954563625786,168.89206342498528,100.0,0.0,18.600608431116907,3.2811820947414168
B,13808,-33.120732546565826,-12.538561568587056,101.66061342281716,196.9356227689488,551.7084734757409,100.0,0.0,18.29374275782155,10.588064889918888
C,13804,26.220388105002154,24.15898523956571,50.961555969893254,101.68358503296781,379.63292977112815,100.0,0.0,17.00956244566792,5.121703853955375
D,13802,-35.13967602883753,-27.172851014375283,69.53525875433672,153.5877418357037,311.62543669678644,100.0,0.0,23.482104042892335,12.954644254455875
E,13801,60.86773986455207,37.76656681026725,98.60838479927811,212.72952885892346,315.06961600024715,100.0,0.0,45.25034417795812,27.21541917252373
F,13811,-11.66511241384531,-5.297942864498054,42.65977292161889,99.19373840398407,412.0380471040594,100.0,0.0,15.726594743320542,4.909130403301716
G,13800,-7.860103597074007,-4.481167116882489,43.50587630784558,94.14570185224285,493.9451066834854,100.0,0.0,17.543478260869566,4.188405797101449
H,4479,17.880026459690814,18.642821049966642,52.483484268944736,109.11321712293157,427.5094498229887,40.0,90.64523331100692,19.870506809555703,6.541638758651485
