condition,group_by,group,captures,ok_captures,solved_rate_median,fail_rate_median,X_med,Y_med,Z_med,D3_med,Z_share_med,D3_p95,Z_p95,worst_capture,worst_D3
dropout_p10,all,all,11500,11500,99.83361064891847,0.16638935108153077,34.6873235357413,21.729119388755393,55.74615110883212,69.38681608781228,65.46737100167496,142.46649386242018,124.44822698531797,ID21,422.5873655919478
dropout_p10,location,edge,5500,5500,99.83361064891847,0.16638935108153077,35.569933586845906,23.158826945547823,56.300288015977095,70.7876512207715,64.97768489850358,226.78661615918804,194.84242760530742,ID08,260.93889565019407
dropout_p10,location,center,6000,6000,99.83361064891847,0.16638935108153077,33.63089368093942,19.40692725337539,53.929039712215214,66.81703179525596,65.64898933957174,101.39290217758648,86.45261595084604,ID21,422.5873655919478
dropout_p10,height,low,3500,3500,99.83361064891847,0.16638935108153077,40.08576654119773,26.961646352860924,74.02693947414093,90.17490870433124,72.41657664651358,136.8673564938784,120.77699124009501,ID07,148.56154830583029
dropout_p10,height,mid,4000,4000,99.83361064891847,0.16638935108153077,35.29072470214068,20.86092825316928,56.581609549236674,70.18907744744587,67.77389778303291,230.6728894735469,198.3889980475074,ID14,392.08471705264975
dropout_p10,height,high,4000,4000,99.83361064891847,0.16638935108153077,30.99007604015308,19.50543708878171,41.28349771553863,55.89217824750267,54.30457134600752,137.7497063946591,113.59084311722174,ID21,422.5873655919478
dropout_p10,facing,ABEF,3000,3000,99.83361064891847,0.16638935108153077,29.81229969489953,21.483771185256256,50.65741172292879,63.76809958319381,66.47430177441248,94.6178238164888,80.68066416735945,ID21,422.5873655919478
dropout_p10,facing,BCGF,3000,3000,99.83361064891847,0.16638935108153077,36.24031669314448,20.168910943316284,57.32624515301248,71.17435433561275,65.47779811005415,102.6704848058563,88.1237698743882,ID14,392.08471705264975
dropout_p10,facing,CDHG,3000,3000,99.83361064891847,0.16638935108153077,53.07617224615402,28.90413977458995,100.47967707840556,122.38821601907861,67.01224080620548,233.82014588990356,200.93043928217267,ID08,260.93889565019407
dropout_p10,facing,ADHE,2500,2500,99.83361064891847,0.16638935108153077,31.578082077788405,22.713454415817,56.96494641714894,69.25890814584157,60.771525928862175,81.71897786909791,64.04985907899209,ID24,134.89723029284934
dropout_p20,all,all,11500,11500,97.5,2.5,44.62157656764072,27.56428729352083,70.91161717810458,87.88711608983067,65.66752696813137,188.4170707807674,162.92850157457787,ID08,555.1162386423605
dropout_p20,location,edge,5500,5500,97.33777038269551,2.6622296173044924,45.496062446276184,30.528201054739156,72.64673010012294,92.00482864440012,64.78349555917885,297.38946246206206,255.68680541036179,ID08,555.1162386423605
dropout_p20,location,center,6000,6000,97.50415973377704,2.4958402662229617,42.82963059640442,25.19012902260306,67.75693705689233,81.910693084769,65.98741246830258,136.17422401829467,113.14530099097813,ID22,397.8603816533819
dropout_p20,height,low,3500,3500,97.50415973377704,2.4958402662229617,55.49444219981179,37.13908322741213,102.39089830571513,123.05371690287096,70.73405148318918,181.6020786567788,159.2009164499192,ID20,370.41674593850865
dropout_p20,height,mid,4000,4000,97.33777038269551,2.6622296173044924,47.2288231419384,26.21573755770119,73.81627659311812,92.63302606490635,67.74121060422355,301.6575727285948,259.518609065347,ID08,555.1162386423605
dropout_p20,height,high,4000,4000,97.33777038269551,2.6622296173044924,38.78712146495839,24.643634315950855,52.39745537711035,70.31414703004461,56.95854607119999,178.4568094869145,149.8226435235315,ID22,397.8603816533819
dropout_p20,facing,ABEF,3000,3000,97.33777038269551,2.6622296173044924,38.52255718732863,25.790085215091814,65.58460135371283,81.61103730056388,64.91329623263101,127.16084183994873,107.47668961405876,ID02,499.37568042266935
dropout_p20,facing,BCGF,3000,3000,97.50415973377704,2.4958402662229617,45.972667139536,25.346741037038363,78.53049983962848,94.58887589846859,66.76180948465553,133.5386903369915,112.00075246664319,ID22,397.8603816533819
dropout_p20,facing,CDHG,3000,3000,97.33777038269551,2.6622296173044924,72.65311638835936,38.499459395674094,133.75805543104286,164.72279376262563,69.52689049207439,304.5743015898012,263.0812825308541,ID08,555.1162386423605
dropout_p20,facing,ADHE,2500,2500,97.50415973377704,2.4958402662229617,41.05364335470466,29.411084839377168,70.32617476261757,84.11753638883516,60.932869321842574,116.44154037639572,90.99168871297246,ID20,370.41674593850865
dropout_p30,all,all,11500,11500,89.51747088186356,10.482529118136439,52.897720023039085,33.17148578778504,83.84400751394165,104.82152554514937,65.77136594022028,224.97948401681492,190.62512180626334,ID08,593.966057658446
dropout_p30,location,edge,5500,5500,89.35108153078203,10.64891846921797,53.5079411907465,38.05706239387112,87.16101728628911,109.66349315633592,65.7707267627105,346.4623175966166,297.81494085012866,ID08,593.966057658446
dropout_p30,location,center,6000,6000,89.6838602329451,10.316139767054908,51.59569707643416,30.72284248621625,77.85164601510176,95.7981850779892,65.77200833974666,167.7992879880596,138.10625214731587,ID21,457.4444874724214
dropout_p30,height,low,3500,3500,89.85024958402663,10.149750415973378,68.7797318196849,44.01841066248767,123.25728418150617,148.95461151553215,69.71295207374533,213.1915914078775,186.16504187674155,ID17,347.9222174145575
dropout_p30,height,mid,4000,4000,89.35108153078203,10.64891846921797,56.89621537507283,30.793109389390796,88.45685786893792,112.01717946621065,67.44761704170598,349.7744764531696,301.6649568769834,ID08,593.966057658446
dropout_p30,height,high,4000,4000,89.51747088186356,10.482529118136439,46.32685501420791,29.00180827037171,62.48315704594011,83.93263322041696,57.70567237810342,207.10849678887416,175.82613293646716,ID21,457.4444874724214
dropout_p30,facing,ABEF,3000,3000,89.5,10.5,46.19447821181129,30.089432068045966,78.12108432761514,97.13426550967768,64.11210144522002,155.66342997193132,129.86510172090942,ID21,457.4444874724214
dropout_p30,facing,BCGF,3000,3000,90.0,10.0,53.51550359708473,30.47961871835949,92.1131337436508,111.0451140427039,66.62333145419683,158.7952744988184,131.5452748337173,ID22,389.2954977118421
dropout_p30,facing,CDHG,3000,3000,89.1846921797005,10.8153078202995,86.94502691153056,45.9715611621438,159.78729931224802,193.3060071205142,70.7626433143262,352.7106884571664,304.44758188872765,ID08,593.966057658446
dropout_p30,facing,ADHE,2500,2500,89.6838602329451,10.316139767054908,52.16087891503379,36.71284275428382,79.82356970329377,98.4625328987654,59.823074939666924,146.30502240326575,116.26307249743014,ID16,420.1637914846915
dropout_p40,all,all,11500,11500,74.70881863560732,25.291181364392678,59.54981299839784,37.67326622500278,94.9168868827048,119.02151291197987,65.58024703135531,285.30368285051077,212.50604768985394,ID08,853.9325949966097
dropout_p40,location,edge,5500,5500,74.37603993344426,25.62396006655574,59.86186117325162,44.98548398391715,98.51914517291286,123.99574957284156,66.5443836505841,379.0394010272686,325.4283381221367,ID08,853.9325949966097
dropout_p40,location,center,6000,6000,75.0,25.0,58.83669186017449,35.08191062369729,86.39486117500742,107.70593371875233,65.1428640454995,193.29405052169568,157.8682925037252,ID13,553.2819390363193
dropout_p40,height,low,3500,3500,75.20798668885192,24.792013311148086,80.06362662122243,49.00742804877497,138.77575308623267,169.37367368702,68.96073567045795,237.8607810690954,206.91868740758235,ID07,437.9992541792267
dropout_p40,height,mid,4000,4000,74.37603993344426,25.62396006655574,64.59431186814858,34.91955937152512,100.0508060397161,131.34262764122906,67.54112223636494,383.264934057607,329.3367962720677,ID08,853.9325949966097
dropout_p40,height,high,4000,4000,74.70881863560732,25.291181364392678,52.54539657032245,32.796443652359386,69.98677517368361,94.34445448109537,57.6189919495058,228.25950604065736,195.46037866153057,ID09,674.2858449091689
dropout_p40,facing,ABEF,3000,3000,74.66666666666667,25.333333333333332,53.21513598958812,33.87214187938736,88.3324546867392,109.7776438936138,63.69494177056578,177.84037416267972,145.89425182259237,ID13,553.2819390363193
dropout_p40,facing,BCGF,3000,3000,75.33333333333333,24.666666666666668,59.46546818559943,34.25487910075235,102.22007871985585,123.8131184868779,66.45146954422115,178.44919173081024,146.4365737889826,ID14,522.764279037621
dropout_p40,facing,CDHG,3000,3000,74.20965058236273,25.79034941763727,95.35282535555098,51.809194042037745,178.98502734237445,214.07613336492358,71.26277979710527,386.36000009745607,332.0478285513685,ID08,853.9325949966097
dropout_p40,facing,ADHE,2500,2500,74.70881863560732,25.291181364392678,61.615354130762576,43.10914991403053,88.03498613157836,111.49439655167589,59.60096448321936,169.9896754328599,134.63173211697085,ID16,508.11202782522696
