pair,pred_mm,fused_mm,err_mm,abs_err_mm
A-B,4013.727062761118,4013.7122458324147,0.014816928703112353,0.014816928703112353
A-C,5399.0307962691195,5400.057016501134,-1.0262202320145661,1.0262202320145661
A-D,3744.8869100566803,3744.7507921619917,0.1361178946885957,0.1361178946885957
A-E,1164.608381488117,1166.3055834188472,-1.6972019307302162,1.6972019307302162
A-F,4308.161596692467,4308.66109161397,-0.49949492150244623,0.49949492150244623
A-G,5720.47063797165,5718.941812858492,1.5288251131578363,1.5288251131578363
A-H,4043.9401068458155,4044.194413274726,-0.25430642891024036,0.25430642891024036
B-C,3586.05387745031,3585.7190344384444,0.33484301186581433,0.33484301186581433
B-D,5754.320423475814,5754.585204565566,-0.2647810897515228,0.2647810897515228
B-E,4254.036932603652,4253.760665088039,0.2762675156127443,0.2762675156127443
B-F,1077.7600136778542,1078.7484657880366,-0.9884521101823793,0.9884521101823793
B-G,3915.4177341009276,3915.589156709004,-0.17142260807622733,0.17142260807622733
B-H,5916.640931503325,5916.956480148584,-0.31554864525878656,0.31554864525878656
C-D,4409.372042271482,4408.949092494182,0.4229497773003459,0.4229497773003459
C-E,5473.358253964718,5472.058389547948,1.299864416770106,1.299864416770106
C-F,3943.2287124431286,3943.9923785490378,-0.7636661059091239,0.7636661059091239
C-G,1110.2279465969232,1111.717984989301,-1.4900383923777554,1.4900383923777554
C-H,4514.528494631283,4515.405997851855,-0.87750322057218,0.87750322057218
D-E,3748.6171429489395,3749.045618787077,-0.42847583813727397,0.42847583813727397
D-F,6102.364103044177,6101.915984766985,0.4481182771914973,0.4481182771914973
D-G,4668.971364573071,4669.463480536588,-0.4921159635168806,0.4921159635168806
D-H,1156.3123726070623,1157.503612490401,-1.191239883338767,1.191239883338767
E-F,4270.967577061658,4271.519461397997,-0.5518843363388442,0.5518843363388442
E-G,5567.1838844150625,5567.99897088204,-0.8150864669778457,0.8150864669778457
E-H,3702.2520372736544,3702.4102007773035,-0.15816350364912068,0.15816350364912068
F-G,3972.0156584147685,3972.0915252329587,-0.07586681819020669,0.07586681819020669
F-H,6064.4079094473345,6063.228088200764,1.1798212465701,1.1798212465701
G-H,4492.213208707064,4492.035515117131,0.17769358993336937,0.17769358993336937
