row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L2:I7:T6,S00,load_imu_prior_cache,L2:I7,0.0028431339997041505,,,,
R4:L2:I7:T6,S00,load_track_tensors_cache,L2:I7,6.500013114418834e-07,,,,
R4:L2:I7:T6,S00,torch_gpu,,0.3836588769991067,0,1,0.3836588769991067,0.3836588769991067
R4:L2:I7:T8,S00,torch_gpu,,0.27897234199917875,0,1,0.27897234199917875,0.27897234199917875
R4:L2:I8:T6,S00,load_imu_prior_cache,L2:I8,0.003230667000025278,,,,
R4:L2:I8:T6,S00,load_track_tensors_cache,L2:I8,8.00002453615889e-07,,,,
R4:L2:I8:T6,S00,torch_gpu,,0.2657464650001202,0,1,0.2657464650001202,0.2657464650001202
R4:L2:I8:T8,S00,torch_gpu,,0.30643002900251304,0,1,0.30643002900251304,0.30643002900251304
R4:L2:I1+I3+I7:T6,S00,load_imu_prior_cache,L2:I1+I3+I7,0.003184445999067975,,,,
R4:L2:I1+I3+I7:T6,S00,load_track_tensors_cache,L2:I1+I3+I7,7.300004654098302e-07,,,,
R4:L2:I1+I3+I7:T6,S00,torch_gpu,,0.4015797169995494,0,1,0.4015797169995494,0.4015797169995494
R4:L2:I1+I3+I7:T8,S00,torch_gpu,,0.4043669510028849,0,1,0.4043669510028849,0.4043669510028849
R4:L2:I1+I2+I3+I8:T6,S00,load_imu_prior_cache,L2:I1+I2+I3+I8,0.0031725459994049743,,,,
R4:L2:I1+I2+I3+I8:T6,S00,load_track_tensors_cache,L2:I1+I2+I3+I8,5.900001269765198e-07,,,,
R4:L2:I1+I2+I3+I8:T6,S00,torch_gpu,,0.4056381170012173,0,1,0.4056381170012173,0.4056381170012173
R4:L2:I1+I2+I3+I8:T8,S00,torch_gpu,,0.4729513050006062,0,1,0.4729513050006062,0.4729513050006062
