dataset,version,n,best,p25,median,p75,worst,mean
static,V3-lite,27,39.581668308395926,47.32649721789679,54.15364185893341,65.4448653956864,188.09201659688335,66.29343938998043
static,V4-interonly,27,38.799681034413084,46.41412505960244,54.67677696730187,79.96686854615345,186.71225902088005,68.80486170389243
static,delta_V4_minus_V3,27,-2.9573555270409884,-1.2753609927345941,-0.4388182788254724,5.756394433386298,18.848620053948146,2.5114223139119938
roto,V3-lite,8,63.86417262651241,87.35667084679046,97.41940168734808,100.29792536885023,118.46375596701094,93.6322370191842
roto,V4-interonly,8,64.05945870059718,92.293999928545,93.67228587305057,101.91822438101978,118.37097105868206,95.29956138396271
roto,delta_V4_minus_V3,8,-3.9822843090032762,-2.3821453640966013,0.05125058287794104,4.246311755573053,11.471133926805365,1.6673243647784979
