version,ID,path,location,height,facing,status,N_frames,mean_x,mean_y,mean_z,X_std,Y_std,Z_std,D3_std,radial_p50,radial_p75,radial_p95,radial_max,median_anchors,pct_ge7,pct_ge8,mean_x_raw_no_us,mean_y_raw_no_us,mean_z_raw_no_us,coordinate_gauge
v3-lite,ID09,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID09_static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,ok,1201,1570.4157115462972,578.9648421518264,1441.7792054723723,28.447874765356808,31.592147275349934,37.26028104104089,56.53029180351164,43.73835562492582,62.31439575198766,100.04104022006736,263.0597181561177,8.0,99.91673605328891,93.42214820982517,1588.3626991171898,1711.9960603395737,-1391.8217968993135,US30_FGH_height
v3-lite,ID10,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID10_static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,ok,1201,710.1306979798567,981.8600993241625,34.57329537650703,23.026329135133167,20.670802687483587,35.00901851718334,46.72392636242,34.7099473858754,48.515754521203895,86.35854476192904,191.7043800771069,8.0,99.91673605328891,90.75770191507078,685.9929898405455,1322.0991491042537,-7.497892382438088,US30_FGH_height
v3-lite,ID11,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID11_static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,ok,1201,691.5334741851658,1206.029256795323,1047.7951799540924,18.945069036504954,20.941296893358725,30.741020496511492,41.74283049268071,31.481167980328912,44.24847764038466,74.88069823277631,183.1455113779758,8.0,100.0,91.84013322231472,697.98848390596,1088.4125291605287,-1018.666981636336,US30_FGH_height
v3-lite,ID12,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID12_static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,ok,1201,673.5792905113248,1084.158175761031,1594.8545348804091,26.503486693354862,23.77277030867145,24.570747195583113,43.25853710891001,34.69965689765647,46.7151534135699,76.20682354338506,174.79480913674655,8.0,100.0,91.3405495420483,696.5555442545236,1205.1319538736302,-1567.1406578459207,US30_FGH_height
v3-lite,ID13,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID13_static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,ok,1200,1505.391434216824,1192.139292491285,960.5407621214274,33.8276882958071,41.11788911554429,63.53773007158307,82.89774691392903,71.2583890241512,97.23626754241162,142.49066789752635,215.70365837698964,8.0,99.83333333333331,91.66666666666666,1508.8418023608735,1103.3528586077928,-907.02144364561,US30_FGH_height
v3-lite,ID14,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID14_static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,ok,1201,1528.7394395113884,1211.0694641953255,968.7253288305814,18.037772112212796,19.50217695205904,30.380223708574643,40.35658708593412,29.42857744349992,40.9092721910904,66.8711369001585,160.39634773922833,8.0,99.91673605328891,91.9233971690258,1532.426220834966,1084.3532326843133,-914.3192038638402,US30_FGH_height
v3-lite,ID15,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID15_static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,ok,1201,1480.3009011335444,1203.348914308525,950.3010199235407,21.7400323169857,30.41618456099156,42.89898146675149,56.90426960498282,47.249779530546654,64.51553835997082,99.9653220105928,175.16636276798022,8.0,99.91673605328891,95.58701082431308,1483.4536143665575,1092.2328428813162,-897.438753387855,US30_FGH_height
v3-lite,ID16,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID16_static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,ok,1201,1526.11902520155,1217.0858713349437,1013.907427398587,18.262226428686525,19.391058795215223,30.477218674703295,40.47694323288003,31.67170332603077,42.74699493882248,68.80046757650479,188.4427597531626,8.0,99.91673605328891,89.75853455453789,1531.170828514768,1077.911733843456,-959.5012449846158,US30_FGH_height
v3-lite,ID17,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID17_static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,ok,1199,1398.138857515485,1198.9478895779473,49.227901086155896,18.899497922168603,24.864198594073013,57.57223989106917,65.49795568955089,51.69486642556681,75.88770858469505,115.4480973192719,238.63627552470348,8.0,99.83319432860718,92.49374478732275,1374.1299924793852,1105.078492427166,0.6626166738561793,US30_FGH_height
v3-lite,ID18,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID18_static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,ok,1199,1469.2565910771748,1344.903092055857,90.37673734256845,15.942655781086826,21.63606897374118,31.25803286301457,41.22320187050013,33.03334616522078,45.14003845628321,72.49301326097455,142.92315815908094,8.0,99.83319432860718,92.91075896580485,1446.4574028063475,958.7632148111256,-36.94675894064249,US30_FGH_height
v3-lite,ID19,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID19_static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,ok,1201,1671.6309756735404,1207.8815446778617,-39.00668848502058,25.252465880629806,22.89040985655556,110.92747030305173,116.04551505460212,69.77248983723588,112.34187866412022,218.76222302664496,487.7794451148095,8.0,99.91673605328891,89.84179850124896,1644.8341137169396,1097.052064635472,97.19212970860822,US30_FGH_height
v3-lite,ID20,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID20_static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,ok,1201,1487.5597460379797,1069.192645132822,-46.79982873313885,20.810400009266925,22.95118211086343,84.35765160508218,89.86680640345543,59.57200046760158,94.03531321809946,175.69379437108012,374.5208657490085,8.0,100.0,91.42381348875936,1460.6115237405756,1235.755832450512,98.12143471797518,US30_FGH_height
v3-lite,ID21,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID21_static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,ok,1201,1454.7437722792722,1229.096453882695,1528.3408122554442,26.550975598748643,35.36437988374297,47.28065853810565,64.73835294169888,53.60015087254471,74.06966864134101,109.41730063033307,272.3468372427669,8.0,99.91673605328891,91.3405495420483,1475.3563428215098,1061.0468650483613,-1475.7189390493002,US30_FGH_height
v3-lite,ID22,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID22_static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,ok,1201,1456.2370632133463,1264.14666591015,1488.9658062697044,19.74122442800906,24.429370114119575,28.391505173392,42.33896115991044,36.11762623015086,48.311453509439126,72.79023673356039,121.84544563229645,8.0,99.83347210657784,92.67277268942549,1475.6604132656432,1026.368665918545,-1435.9889953841223,US30_FGH_height
v3-lite,ID23,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID23_static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,ok,1201,1416.0640937933927,1251.1892570355014,1609.9936291541626,40.85334350328338,44.02931952407406,58.09998889303772,83.56545555743341,70.82522175702871,99.48960321907045,135.27302682273125,224.9981576424506,8.0,100.0,93.75520399666944,1439.1589913426703,1038.1767011858958,-1558.2907219853407,US30_FGH_height
v3-lite,ID24,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID24_static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,ok,1201,1434.3499606301245,1286.8680324069842,1558.4036184834858,29.16347283319989,35.951375543503694,48.52272878214525,67.06314009669134,49.24865345164456,69.1916013051066,122.8366957745572,254.2349015633984,8.0,99.91673605328891,92.5895087427144,1455.8792741141783,1002.9895269097744,-1505.8391057139368,US30_FGH_height
v3-full,ID01,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID01_static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,ok,1201,1317.8608889224954,1420.412984019164,56.61429282044767,18.11113788235626,24.16398537240592,45.736454897944654,54.80633915071589,40.64651899807289,60.0362011308528,100.1242441567634,186.00315825813107,8.0,99.7502081598668,91.75686927560366,1354.4819965467916,730.0407282524168,156.6772021226286,US30_FGH_height
v3-full,ID02,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID02_static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,ok,1201,1538.1934637849513,1532.0515556017276,1064.8484591307224,25.9174315116557,33.64677607119252,48.17813148091089,64.22578258875697,54.12141173808631,73.1819691463077,108.85250759440844,220.9344860516464,8.0,99.91673605328891,95.67027477102414,1534.2075997133754,648.5478630688293,-862.4417157748204,US30_FGH_height
v3-full,ID03,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID03_static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,ok,1201,1559.5566946752156,1577.543737171788,1990.854650930901,28.677727837211943,36.332131375530615,44.74632517744519,64.37910733366598,48.909171619687726,71.54355555036636,121.08944596431284,202.4423433872562,8.0,100.0,92.2564529558701,1518.4211985320758,630.5028440225872,-1789.5008079020197,US30_FGH_height
v3-full,ID04,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID04_static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,ok,1201,2171.375608322185,1157.9019544625146,-116.47071817404776,16.105706297152132,27.568893016653128,59.642089503306906,67.65069458486191,47.49947939980763,70.70224693038038,134.54780273000114,204.78128726939696,8.0,100.0,93.83846794338052,2214.2508588912,988.3283805323445,303.1109070013674,US30_FGH_height
v3-full,ID05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID05_static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,ok,1200,2305.7557313823127,1107.0295795574095,1149.8466009860529,28.82440294095622,35.92923398042417,57.880732742661664,73.97253059176833,58.18139220138686,81.9359093658893,130.41015414148143,273.7044908050848,8.0,99.75,91.5,2297.7441195215765,1076.8101535464343,-965.5125280969112,US30_FGH_height
v3-full,ID06,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID06_static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,ok,1201,2264.3811058443025,1182.4976670121875,1877.6066396913325,30.450186457840463,35.04266126698204,43.83085589354164,63.84626764619926,42.31973777971226,57.730605901259246,113.87834210331268,277.5985090510823,8.0,99.83347210657784,92.83930058284764,2227.2199080101736,1022.861486785572,-1692.9448910999763,US30_FGH_height
v3-full,ID07,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID07_static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,ok,1201,1749.6177782374264,550.8425659269308,-0.5248920016445027,32.86239245840705,30.392197219343924,49.57337055933122,66.79177762661087,40.42762062862579,56.18436635824419,159.01105997338092,300.9786131867925,8.0,100.0,90.84096586178184,1788.182875663793,1598.0516357962606,222.19225208974413,US30_FGH_height
v3-full,ID08,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID08_static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,ok,1201,1703.4037350107158,549.8818371133216,1107.5674749103412,28.512202971088662,46.28687965105354,68.05755009412522,87.10482805740472,64.3490633019106,89.22254063095322,151.0617009366858,391.3639009635722,8.0,100.0,90.25811823480431,1697.5719763400182,1631.7470881749855,-882.6424123793565,US30_FGH_height
v3-full,ID09,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID09_static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,ok,1201,1695.047611243028,494.0071071507707,1578.4189176230434,36.90905673045925,51.16017573873734,71.1641910018664,95.09986399202091,72.23738957565976,106.70334196513195,166.13824888413822,346.4319248796872,8.0,99.91673605328891,93.42214820982517,1670.3416334768435,1701.5205494535862,-1350.9191082400407,US30_FGH_height
v3-full,ID10,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID10_static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,ok,1201,723.5808764919142,845.2576318566198,137.86012250958942,19.802277752617368,17.743377040740828,44.292046478869665,51.65987818692612,37.951221183504295,56.95838037736,95.35732717378563,230.83230127759296,8.0,99.91673605328891,90.75770191507078,757.4220474052254,1306.6422387903767,116.38561101477354,US30_FGH_height
v3-full,ID11,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID11_static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,ok,1201,757.5926878014271,1112.6792707574677,1243.5025887254396,17.436854385116995,22.20234375363041,35.244555249172485,45.157132700317874,34.84712695081717,49.62898125294135,81.06487658120943,200.81538383262685,8.0,100.0,91.84013322231472,747.0707160281672,1072.095820163902,-997.166016351041,US30_FGH_height
v3-full,ID12,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID12_static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,ok,1201,799.6109967896025,996.64705831741,1813.2746055081084,23.02552858968849,23.428981998927274,20.30140195937874,38.616564915291065,31.763948615847436,43.29108253681524,67.25571448353809,120.98045128341512,8.0,100.0,91.3405495420483,766.2076167940215,1204.9874000508769,-1564.477897723864,US30_FGH_height
v3-full,ID13,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID13_static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,ok,1200,1587.7396431177472,1156.0461741163604,1077.0717909069012,31.63791894290302,41.176879336797256,61.51373977251949,80.50113966743646,65.75459884049926,88.43536891141355,136.7789635140385,274.94063927126297,8.0,99.83333333333331,91.66666666666666,1583.223778161352,1024.8088630108527,-865.5002783668704,US30_FGH_height
v3-full,ID14,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID14_static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,ok,1201,1581.6665208458282,1148.3059559749267,1103.6066630869545,16.909563794706667,20.891076998165953,30.0052616847962,40.28257904657612,32.2563053515414,45.24184109875969,69.58104929046962,140.61117851452033,8.0,99.91673605328891,91.9233971690258,1576.0915036258766,1033.323678445625,-891.5295275047308,US30_FGH_height
v3-full,ID15,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID15_static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,ok,1201,1561.306363183502,1171.7546434233277,1063.3064036965038,22.292649367489243,31.11368414079459,42.8364769780174,57.4455160697784,49.52495098512826,65.7436817988308,97.28408203816988,208.51955456297745,8.0,99.91673605328891,95.58701082431308,1557.3637449070695,1008.6685554493836,-851.1577077112717,US30_FGH_height
v3-full,ID16,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID16_static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,ok,1201,1580.9216914654646,1147.5504768349956,1154.1617098942588,17.418212094165387,22.108110086477865,32.97122523989328,43.35048255755558,33.54337899863914,47.812772941945575,75.26886078756489,208.84678129407487,8.0,99.91673605328891,89.75853455453789,1573.3200377212554,1035.5739373162312,-941.9695273954944,US30_FGH_height
v3-full,ID17,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID17_static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,ok,1199,1367.6529961637782,1074.6354167089285,119.96761965510288,19.290693417426834,26.352922190442992,37.87224295281339,50.009140632264646,37.4432236646761,53.86188596188387,94.6245638440257,146.1082934903806,8.0,99.83319432860718,92.49374478732275,1401.693614324634,1077.6004739893594,101.64711662749804,US30_FGH_height
v3-full,ID18,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID18_static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,ok,1199,1442.0340411345712,1256.208238168541,202.09283927812334,16.970191436962114,23.51387517135308,39.18074128816202,48.74443774289536,36.132322585223775,51.0140419479665,89.7396387667637,191.9177195767492,8.0,99.83319432860718,92.91075896580485,1472.7216478601135,898.6258290624362,11.265282350661996,US30_FGH_height
v3-full,ID19,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID19_static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,ok,1201,1623.6116457572023,1092.278807027703,95.18363722589228,25.564129859790096,26.84209186621815,89.83322371750006,97.1804029355771,45.81365855939854,73.00349754679739,203.1279926333687,484.5793182729541,8.0,99.91673605328891,89.84179850124896,1658.4402205324989,1059.5353951436327,115.61846000323348,US30_FGH_height
v3-full,ID20,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID20_static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,ok,1201,1447.8997283914193,925.1188200068152,105.56487298629531,18.514821917478507,27.875400912670976,64.35620702053833,72.53659758183086,42.877378954607984,63.83408694430288,154.97847522895992,382.5854897102968,8.0,100.0,91.42381348875936,1482.453347145062,1226.7205885624005,117.24348859982196,US30_FGH_height
v3-full,ID21,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID21_static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,ok,1201,1560.7867489536482,1195.1866067062997,1725.8194293745366,30.36757408224858,38.73659009289919,42.578533203169926,65.08182893403963,52.25436867303185,73.67828009595227,113.52749737180083,217.8007166647189,8.0,99.91673605328891,91.3405495420483,1530.278061676573,1004.8509543213102,-1513.5206201549474,US30_FGH_height
v3-full,ID22,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID22_static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,ok,1201,1572.0895964249185,1173.821441027899,1684.035003428885,21.762394722609628,29.45999551578761,30.65277463642929,47.76071348676251,39.01872965248789,54.09793990798107,81.72840612571738,145.99102134806094,8.0,99.83347210657784,92.67277268942549,1543.247355621727,1024.983710937698,-1471.6084209449148,US30_FGH_height
v3-full,ID23,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID23_static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,ok,1201,1528.408527504905,1219.0299957578964,1781.718661351558,40.223857126081306,46.96204058745285,72.13438419608437,95.00926966136136,80.82624799185182,112.2900566097148,156.53613325184244,238.01713770437863,8.0,100.0,93.75520399666944,1495.6843472714656,982.6337102679098,-1568.7587369910595,US30_FGH_height
v3-full,ID24,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID24_static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,ok,1201,1521.424851837957,1219.7916124196122,1802.0321391164805,39.03137313072698,39.27101158864238,51.08995261422208,75.33819547738572,59.106196295355865,83.42901325252227,136.53621954011274,268.4208581791545,8.0,99.91673605328891,92.5895087427144,1487.8917269452336,982.4652388057652,-1588.7896094254836,US30_FGH_height
v4-io,ID01,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID01_static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,ok,1201,1353.3807694736183,1486.0194399479813,-19.13154943621541,18.885787270814127,30.451772652026698,49.4200266771001,61.04361109284453,47.10326339513888,67.19105909203046,115.1088534573236,215.4131106579164,8.0,99.7502081598668,91.75686927560366,1339.0175007439827,766.8834986068538,129.2331742499558,US30_FGH_height
v4-io,ID02,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID02_static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,ok,1201,1505.4197876237934,1545.0905587413758,980.8054354032661,23.841827522124042,30.079993737743063,42.141886694983306,57.00155591797634,44.960069352414216,64.00612715283754,101.46588053410308,235.28679442912087,8.0,99.91673605328891,95.67027477102414,1507.0711124056868,716.4300850182786,-868.6103357405455,US30_FGH_height
v4-io,ID03,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID03_static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,ok,1201,1475.0741236013193,1613.5504131375646,1909.3759147152034,27.478777969268975,40.3672681390388,37.69756397604782,61.69040367368053,42.92909566573943,59.33224983462976,115.56446212698349,276.02178705668354,8.0,100.0,92.2564529558701,1491.619118581302,655.9971491365872,-1798.1047371148002,US30_FGH_height
v4-io,ID04,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID04_static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,ok,1201,2218.1600772123757,1200.8966206124212,-169.32688475874804,19.225107653171687,24.0135021423513,49.78206123937226,58.51928460479811,37.17644233032038,54.460641703185466,108.77067421221275,273.68133166530794,8.0,100.0,93.83846794338052,2201.277217666929,1050.5786420763402,295.73289825998944,US30_FGH_height
v4-io,ID05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID05_static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,ok,1200,2238.029712913823,1136.135310676262,1029.7107143674707,19.360386261236698,26.054440151428608,41.06420766417619,52.34431735036043,41.1120902104393,57.71346666981984,92.9528493350123,188.80603029568195,8.0,99.75,91.5,2240.371048649451,1125.6909974307723,-902.227785676734,US30_FGH_height
v4-io,ID06,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID06_static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,ok,1201,2199.9006215869595,1176.8734940575484,1797.757567300591,31.37600886648244,40.34149081802727,51.98043073676057,72.89619327090902,49.211442470918456,69.3849618420983,149.01037659410417,299.30149884468113,8.0,99.83347210657784,92.83930058284764,2214.562607525611,1091.593316936203,-1671.1105257891245,US30_FGH_height
v4-io,ID07,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID07_static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,ok,1201,1781.719477559693,636.2644541616146,-16.303364234634486,18.523266843913827,26.950443583241128,71.43508395114519,78.56468063329388,63.2736317456601,85.76240712813066,142.19247577249772,273.84890778637924,8.0,100.0,90.84096586178184,1767.346487139338,1616.57187591758,140.61404512006774,US30_FGH_height
v4-io,ID08,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID08_static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,ok,1201,1581.1992776004502,554.1660648474888,1075.3705023202888,29.71686543744334,46.42937561587177,66.86887642779102,86.66155806481906,63.75775255064776,89.01560157932602,149.6550058641465,375.8830367406056,8.0,100.0,90.25811823480431,1584.357224519253,1708.1238792672357,-953.384806564461,US30_FGH_height
v4-io,ID09,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID09_static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,ok,1201,1605.8997121889481,567.7737327930504,1507.8727292489539,28.3654712148519,33.246101816341984,39.16994334561479,58.68720222435076,45.45511223374386,65.32690840476845,101.40452454866414,234.1671403813585,8.0,99.91673605328891,93.42214820982517,1615.989722214035,1698.2488648858075,-1385.5367770269222,US30_FGH_height
v4-io,ID10,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID10_static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,ok,1201,716.363107922624,954.1148817000046,59.97848492775918,23.118642896347083,21.092040828083917,36.90160728105901,48.38465103302788,35.43961568811399,50.92175783479152,89.18581012874685,207.78311374017943,8.0,99.91673605328891,90.75770191507078,703.3502828016352,1299.5397297098211,44.516674968173554,US30_FGH_height
v4-io,ID11,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID11_static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,ok,1201,702.46978093475,1171.2607645672879,1074.3918575520588,20.459569768798875,24.510796257355192,33.407494320884354,46.21075421472632,34.17605968193672,47.77142866497714,82.23537267240161,206.6816584788181,8.0,100.0,91.84013322231472,705.7250145406726,1091.165468050263,-971.8269565202183,US30_FGH_height
v4-io,ID12,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID12_static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,ok,1201,699.1463973211518,1037.2843891417044,1629.460964969469,28.700898714558594,23.56504341196061,27.080794006970084,45.96109509225042,36.62218951047938,50.04022823517791,80.4570476336421,199.88407175265692,8.0,100.0,91.3405495420483,711.3026756298295,1229.9314954331069,-1525.6999630850255,US30_FGH_height
v4-io,ID13,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID13_static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,ok,1200,1523.348054010828,1176.7492452583401,1004.5170148393094,32.66925547586584,37.58436055470918,57.021971118740275,75.70580956518607,66.20145463706379,88.04512911069443,129.35301641611318,201.6417653173179,8.0,99.83333333333331,91.66666666666666,1525.3772925082587,1084.9599717274798,-888.8486984598887,US30_FGH_height
v4-io,ID14,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID14_static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,ok,1201,1541.9623755022194,1194.719397371297,1014.043434261696,18.89602440926824,21.36144842050794,32.706501213595814,43.39454388206687,30.68581469388745,41.97877356702705,72.22045437214963,189.27579326025287,8.0,99.91673605328891,91.9233971690258,1544.141978313697,1067.0701924047007,-898.230295390281,US30_FGH_height
v4-io,ID15,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID15_static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,ok,1201,1499.2253794077726,1186.3265078350191,995.3541511309306,21.764259270921436,28.29229175135808,40.03026872521022,53.6335638231173,45.7890807810306,61.65918096970588,91.79708064770448,154.2310846362368,8.0,99.91673605328891,95.58701082431308,1501.1107914784156,1075.307267215994,-880.1568814353286,US30_FGH_height
v4-io,ID16,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID16_static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,ok,1201,1541.583092981643,1201.2608520843437,1063.4272223498488,18.414579904844352,20.5141666781973,32.028238012125705,42.25796750595243,31.256138777023875,42.93985560923368,73.17561402236818,221.44962784140088,8.0,99.91673605328891,89.75853455453789,1544.5546210976731,1060.9555672643671,-947.66847998736,US30_FGH_height
v4-io,ID17,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID17_static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,ok,1199,1393.1600488817753,1172.7909955014259,88.65364016625952,18.648994537426834,24.682586454859553,55.2144490721318,63.29020822921685,50.27683936824963,72.40509136529047,111.70623027627964,218.8178338031835,8.0,99.83319432860718,92.49374478732275,1380.5200175577754,1081.025698467634,24.809441588108047,US30_FGH_height
