group_by,group,n,D3_median,D3_p75,D3_p95,D3_max
location,center,60,64.91009093786926,82.90792580851036,108.84633723534907,116.0891383610776
location,edge,60,61.36700738326253,67.00650686617362,87.06544697431765,95.09986399202091
height,high,40,64.45771639050534,68.49678121952346,86.90544260940058,95.09986399202091
height,low,40,63.70293852778258,81.66853353659741,114.9714429154402,116.0891383610776
height,mid,40,56.927670417500124,74.40585033512276,87.06544697431765,87.29346467390036
facing,ABEF,30,64.17072570755263,66.52084625644962,82.92014048200794,84.04164232000237
facing,ADHE,30,46.40153785661994,67.78301596592556,89.64850698455074,96.08047052277041
facing,BCGF,30,49.056188244080964,58.949204382981286,70.5357188621878,73.97253059176833
facing,CDHG,30,82.45975713038756,87.24630551977646,115.5367440413149,116.0891383610776
