version,ID,tilt,facing,inner_radius_mm,outer_radius_mm,deltaR_mm,deltaR_error_mm,abs_deltaR_error_mm,inner_radius_bias_mm,outer_radius_bias_mm,inner_outer_center_sep_mm,inner_turn_center_rms_3d_mm,outer_turn_center_rms_3d_mm,inner_turn_center_p95_3d_mm,outer_turn_center_p95_3d_mm,inner_turn_count,outer_turn_count,inner_circle_thickness_rms_diagnostic,outer_circle_thickness_rms_diagnostic
v1-old,ID25,planar,none,528.5667725704978,632.0461077185093,103.4793351480115,-16.5206648519885,16.5206648519885,88.56677257049785,72.04610771850935,120.66662558047275,24.083264466754603,21.54271470135255,41.65403937344659,31.306520864705597,31,31,145.46709982048466,129.82266466003676
v1-old,ID26,small,BCGF,551.3206652129446,634.4794473170632,83.15878210411859,-36.841217895881414,36.841217895881414,111.32066521294462,74.4794473170632,84.08476275431973,45.698692063369634,11.674360212888802,62.2319706280989,18.57409156151324,28,28,167.4664358965216,125.27033138415727
v1-old,ID27,small,CDHG,576.8282675553555,637.2060206569965,60.37775310164102,-59.62224689835898,59.62224689835898,136.82826755535552,77.20602065699654,57.49329734360708,25.84322469022785,15.51197258255407,36.70195820308929,24.06200456228058,29,29,120.19505080403019,91.45547562853561
v1-old,ID28,small,ADHE,539.532619349569,630.0102211472191,90.4776017976501,-29.522398202349905,29.522398202349905,99.53261934956902,70.01022114721911,70.34673446729497,26.98064938284602,19.777265881285043,48.773863390706126,32.097895753001836,28,28,137.5359118926417,116.44678961914077
v1-old,ID29,mid,ABEF,567.5601092444185,655.0546054334189,87.49449618900042,-32.505503810999585,32.505503810999585,127.56010924441853,95.05460543341894,71.66074612260621,44.640098329502464,15.343852818155433,67.43490458524091,22.0837362314999,29,29,144.93930254135947,91.07388407086304
v1-old,ID30,mid,BCGF,576.9628101646059,642.1080336103529,65.14522344574698,-54.85477655425302,54.85477655425302,136.9628101646059,82.10803361035289,31.722511112727354,21.52610590304508,18.1641115311339,38.8562196341871,27.326755379981055,24,24,132.3160857386022,100.82448565984691
v1-old,ID31,mid,CDHG,569.4114834298305,639.5857253578151,70.17424192798467,-49.82575807201533,49.82575807201533,129.41148342983047,79.58572535781514,55.756666498038996,18.54904664661027,12.695708245347479,34.397790998118666,21.916889892386944,23,23,102.44543066659215,72.6815150346638
v1-old,ID32,mid,ADHE,551.8496766411886,631.5991184760853,79.74944183489674,-40.25055816510326,40.25055816510326,111.84967664118858,71.59911847608532,48.36926698847534,18.158081409587187,16.361360589330975,25.94533447587847,32.67600959241142,24,24,125.47694363604201,89.4482775414762
v1-old,ID33,high,ABEF,593.5973234054262,666.4877335024498,72.89041009702362,-47.10958990297638,47.10958990297638,153.5973234054262,106.48773350244983,68.21982976897587,18.727983960559854,12.933241643396837,29.09673808483795,17.6219266757423,24,24,141.1710579800147,90.81775765476291
v1-old,ID34,high,BCGF,574.2783228262948,633.3766354198533,59.09831259355849,-60.90168740644151,60.90168740644151,134.2783228262948,73.3766354198533,25.22445653979922,19.53942344202184,11.76788122064713,29.850961143856768,21.773198551447045,23,23,100.6842500867282,75.79542299918104
v1-old,ID35,high,CDHG,553.700699900991,620.2337615977106,66.53306169671953,-53.46693830328047,53.46693830328047,113.70069990099103,60.233761597710554,25.20776997624174,16.052770633282208,11.254590438035764,25.64581867335024,14.479369216458968,23,23,82.60822631310074,61.20290194033822
v1-old,ID36,high,ADHE,537.4433408717576,646.8027859638385,109.35944509208082,-10.640554907919181,10.640554907919181,97.44334087175764,86.80278596383846,49.35533823550202,21.593535809783372,26.66530448962942,36.95211445450867,39.480734179144775,23,23,95.961594788115,95.1712120495454
v1-old,ID37,high-extra,suspect,558.3933476190075,633.3895757079137,74.99622808890615,-45.00377191109385,45.00377191109385,118.3933476190075,73.38957570791365,28.83287548281697,13.504827664770787,12.375915301893224,23.333687127439234,19.663538586705645,23,23,78.16359888278691,62.00186114325839
v1-old,ID38,vertical,ABEF,528.9055072382707,622.6236378936358,93.71813065536503,-26.28186934463497,26.28186934463497,88.90550723827073,62.62363789363576,24.744398845354176,26.798366486223177,13.799512623199568,51.82797061104568,21.743340949266884,23,23,89.40287726761393,66.04794140258856
v1-old,ID39,vertical,BCGF,520.6255411568668,610.7511167098696,90.12557555300282,-29.874424446997182,29.874424446997182,80.6255411568668,50.75111670986962,15.989105910285348,14.680792870930022,11.266591402381584,26.48217877278874,16.945997720980298,22,22,79.79696854789698,67.20993780115315
v1-old,ID40,vertical,CDHG,539.3359365685186,624.277016641025,84.94108007250645,-35.05891992749355,35.05891992749355,99.3359365685186,64.27701664102506,42.13441847159401,27.211531077018307,17.085363256299537,43.149776495155045,31.160890913122092,23,23,93.97400326384285,66.32320973636178
v1-old,ID41,vertical,ADHE,558.0392568569521,620.4180665342468,62.378809677294726,-57.621190322705274,57.621190322705274,118.03925685695208,60.418066534246805,17.47635491951523,13.926103042495907,18.020867432132473,23.792505969156657,35.08325441787155,23,23,78.86068087551112,64.01409711912272
v2,ID25,planar,none,502.66566840318484,613.7569863179363,111.09131791475141,-8.908682085248586,8.908682085248586,62.66566840318484,53.75698631793625,74.55567374885351,17.80965432609632,18.117076247851152,31.243078424585406,30.144899570855408,31,31,123.31193844877424,102.35546595579163
v2,ID26,small,BCGF,507.3001065837113,601.9950123285006,94.69490574478931,-25.30509425521069,25.30509425521069,67.30010658371128,41.99501232850059,46.13033640174253,27.661011544702305,10.493788459773041,47.89598826622448,17.53693601559033,28,28,127.2419582851982,99.28376751029097
v2,ID27,small,CDHG,527.7486899832211,605.30330052081,77.55461053758893,-42.44538946241107,42.44538946241107,87.74868998322108,45.30330052081001,40.82905352084182,18.771115394565353,13.13218599291672,31.725677928300964,19.73628753558373,29,29,102.48729524868773,78.91318757877235
v2,ID28,small,ADHE,506.0513991990656,606.4752402486472,100.4238410495816,-19.576158950418403,19.576158950418403,66.0513991990656,46.4752402486472,45.02304060397246,20.56665759729242,17.08879796798428,35.322363335661244,27.59830481164023,28,28,115.08451283272022,99.0275003337648
v2,ID29,mid,ABEF,534.0340412685671,622.051912062846,88.0178707942789,-31.982129205721094,31.982129205721094,94.03404126856708,62.051912062845986,42.789754746402295,25.729488539726965,13.42593467823867,49.81654655394159,19.68626550473595,29,29,114.50207109105573,72.28493279916104
v2,ID30,mid,BCGF,512.911263072592,597.3748660568165,84.46360298422451,-35.53639701577549,35.53639701577549,72.91126307259196,37.37486605681647,18.497087902093746,18.447348045234897,14.80551012168,31.500171638246464,21.653094479110877,24,24,108.33232631126666,86.86816556115447
v2,ID31,mid,CDHG,509.41693432094786,593.3331286004163,83.91619427946847,-36.08380572053153,36.08380572053153,69.41693432094786,33.33312860041633,40.09668356794035,15.167226594674082,11.117810286625343,22.44809603388373,18.249007801270476,23,23,86.1403355969234,63.22051580925153
v2,ID32,mid,ADHE,505.2285315294797,596.2941917375126,91.06566020803291,-28.93433979196709,28.93433979196709,65.22853152947971,36.29419173751262,41.8308750100646,17.305792405911987,14.355166717929848,29.07225243836737,27.665323484619673,24,24,106.60076938608181,80.59438358126516
v2,ID33,high,ABEF,535.2371159933937,618.1886827577546,82.9515667643609,-37.048433235639095,37.048433235639095,95.23711599339367,58.18868275775458,57.44083257613297,17.350869076483256,12.589331645011614,26.257106122688835,17.460481226880123,24,24,130.38713584453606,86.81473209795439
v2,ID34,high,BCGF,504.5255783739325,585.3246711465339,80.7990927726014,-39.2009072273986,39.2009072273986,64.52557837393249,25.324671146533888,22.983478825047754,16.493835872387596,11.506665741363538,25.309323372692386,18.027397012367015,23,23,87.65254848475608,68.97017892443935
v2,ID35,high,CDHG,482.4309836291895,570.2002404250203,87.76925679583081,-32.23074320416919,32.23074320416919,42.430983629189484,10.200240425020297,26.920273334085987,13.151664419413992,11.016146562769677,18.905228538501326,15.188620200888899,23,23,69.17747580166844,56.43706409034556
