version,ID,radius_BS2DCE,radius_BSDC91,delta_radius,delta_radius_bias_vs_120
v4-io,ID25,503.7560692787882,612.0789739397078,108.32290466091962,-11.677095339080381
v4-io,ID26,515.9000427841484,603.9179326039853,88.01788981983691,-31.98211018016309
v4-io,ID27,531.2344212963184,603.9838704971997,72.74944920088137,-47.25055079911863
v4-io,ID28,513.59956610048,610.7537266662803,97.15416056580023,-22.845839434199775
v4-io,ID29,540.8113625599777,627.482824131441,86.67146157146328,-33.32853842853672
v4-io,ID30,526.2098997378928,604.792703121425,78.58280338353222,-41.41719661646778
v4-io,ID31,516.0474179103196,594.6812043348198,78.63378642450016,-41.36621357549984
v4-io,ID32,516.706230068597,603.1065675998827,86.40033753128569,-33.599662468714314
v4-io,ID33,542.1721860702119,627.6333070376129,85.46112096740103,-34.53887903259897
v4-io,ID34,516.8761971223448,596.7285234006961,79.85232627835126,-40.147673721648744
v4-io,ID35,493.6490757533428,575.4717439523077,81.82266819896495,-38.17733180103505
v4-io,ID36,498.0736032916708,607.8942125762032,109.82060928453245,-10.179390715467548
v4-io,ID37,502.907939857137,590.6932808504322,87.78534099329516,-32.214659006704835
v4-io,ID38,487.03346873202406,589.5025133255033,102.46904459347923,-17.530955406520775
v4-io,ID39,469.5817300508466,567.0615137957149,97.47978374486826,-22.520216255131743
v4-io,ID40,489.7000508027857,588.2486509694568,98.54860016667106,-21.451399833328935
v4-io,ID41,498.67973477777537,578.4366665672501,79.75693178947472,-40.24306821052528
