version,ID,radius_BS2DCE,radius_BSDC91,delta_radius,delta_radius_bias_vs_120
v1-old,ID25,528.5667725704978,632.0461077185093,103.4793351480115,-16.5206648519885
v1-old,ID26,551.3206652129446,634.4794473170632,83.15878210411859,-36.841217895881414
v1-old,ID27,576.8282675553555,637.2060206569965,60.37775310164102,-59.62224689835898
v1-old,ID28,539.532619349569,630.0102211472191,90.4776017976501,-29.522398202349905
v1-old,ID29,567.5601092444185,655.0546054334189,87.49449618900042,-32.505503810999585
v1-old,ID30,576.9628101646059,642.1080336103529,65.14522344574698,-54.85477655425302
v1-old,ID31,569.4114834298305,639.5857253578151,70.17424192798467,-49.82575807201533
v1-old,ID32,551.8496766411886,631.5991184760853,79.74944183489674,-40.25055816510326
v1-old,ID33,593.5973234054262,666.4877335024498,72.89041009702362,-47.10958990297638
v1-old,ID34,574.2783228262948,633.3766354198533,59.09831259355849,-60.90168740644151
v1-old,ID35,553.700699900991,620.2337615977106,66.53306169671953,-53.46693830328047
v1-old,ID36,537.4433408717576,646.8027859638385,109.35944509208082,-10.640554907919181
v1-old,ID37,558.3933476190075,633.3895757079137,74.99622808890615,-45.00377191109385
v1-old,ID38,528.9055072382707,622.6236378936358,93.71813065536503,-26.28186934463497
v1-old,ID39,520.6255411568668,610.7511167098696,90.12557555300282,-29.874424446997182
v1-old,ID40,539.3359365685186,624.277016641025,84.94108007250645,-35.05891992749355
v1-old,ID41,558.0392568569521,620.4180665342468,62.378809677294726,-57.621190322705274
v2,ID25,502.66566840318484,613.7569863179363,111.09131791475141,-8.908682085248586
v2,ID26,507.3001065837113,601.9950123285006,94.69490574478931,-25.30509425521069
v2,ID27,527.7486899832211,605.30330052081,77.55461053758893,-42.44538946241107
v2,ID28,506.0513991990656,606.4752402486472,100.4238410495816,-19.576158950418403
v2,ID29,534.0340412685671,622.051912062846,88.0178707942789,-31.982129205721094
v2,ID30,512.911263072592,597.3748660568165,84.46360298422451,-35.53639701577549
v2,ID31,509.41693432094786,593.3331286004163,83.91619427946847,-36.08380572053153
v2,ID32,505.2285315294797,596.2941917375126,91.06566020803291,-28.93433979196709
v2,ID33,535.2371159933937,618.1886827577546,82.9515667643609,-37.048433235639095
v2,ID34,504.5255783739325,585.3246711465339,80.7990927726014,-39.2009072273986
v2,ID35,482.4309836291895,570.2002404250203,87.76925679583081,-32.23074320416919
v2,ID36,483.73636773008957,601.3497929872015,117.61342525711189,-2.386574742888115
v2,ID37,492.1316732197378,583.1132809480358,90.981607728298,-29.018392271701998
v2,ID38,474.24651388055054,582.4505195577258,108.20400567717525,-11.795994322824754
v2,ID39,458.3449262731031,559.7606612314225,101.41573495831943,-18.584265041680567
v2,ID40,478.3282816233248,584.0021255236816,105.67384390035676,-14.326156099643242
v2,ID41,486.8349356797251,570.9637484648879,84.12881278516278,-35.87118721483722
v3-full,ID25,508.04974734888447,616.0015601550131,107.9518128061286,-12.0481871938714
v3-full,ID26,524.8991004441463,595.3155705472042,70.41647010305792,-49.58352989694208
v3-full,ID27,534.451673092334,603.5051397980066,69.05346670567258,-50.94653329432742
v3-full,ID28,516.8729088945556,624.8867391221311,108.01383022757545,-11.986169772424546
v3-full,ID29,565.9261312223116,652.594394866226,86.66826364391443,-33.33173635608557
v3-full,ID30,536.3679607359522,598.8975523162519,62.529591580299666,-57.470408419700334
v3-full,ID31,524.8201986404216,598.8945181415671,74.07431950114551,-45.92568049885449
v3-full,ID32,532.6588921338799,625.9989335015183,93.34004136763838,-26.659958632361622
v3-full,ID33,570.8279374386995,654.1371593694108,83.30922193071137,-36.690778069288626
v3-full,ID34,528.432519708144,613.4418135081314,85.0092937999874,-34.990706200012596
v3-full,ID35,515.3394219512704,597.6734459307374,82.33402397946702,-37.66597602053298
v3-full,ID36,518.3372461808721,620.6830912862699,102.34584510539787,-17.65415489460213
v3-full,ID37,526.6914923024373,607.0439371380093,80.35244483557199,-39.64755516442801
v3-full,ID38,507.03427206967206,611.1227780389954,104.08850596932336,-15.911494030676636
v3-full,ID39,490.1605624628857,583.1213765601503,92.96081409726463,-27.03918590273537
v3-full,ID40,512.7327021082572,604.9415382727647,92.20883616450749,-27.79116383549251
v3-full,ID41,523.2548187947667,598.6304361687785,75.37561737401177,-44.62438262598823
v3-lite,ID25,502.87559513919064,613.9444230744965,111.06882793530588,-8.931172064694124
v3-lite,ID26,507.48544738762416,602.198199265144,94.71275187751985,-25.28724812248015
v3-lite,ID27,527.8738046297227,605.4087829965257,77.53497836680299,-42.46502163319701
v3-lite,ID28,506.23238840668756,606.545586179237,100.31319777254947,-19.686802227450528
v3-lite,ID29,534.2172118348799,622.1949682005372,87.97775636565734,-32.02224363434266
v3-lite,ID30,513.1613967704794,597.5457372380688,84.38434046758937,-35.61565953241063
v3-lite,ID31,509.4839815208897,593.3606039659857,83.87662244509596,-36.12337755490404
v3-lite,ID32,505.2652478131449,596.2009879192219,90.93574010607699,-29.06425989392301
v3-lite,ID33,535.3488364890999,618.2743331791739,82.92549669007406,-37.074503309925944
v3-lite,ID34,504.54724245127085,585.2409690004718,80.6937265492009,-39.3062734507991
v3-lite,ID35,482.43966545497017,570.1144850632887,87.67481960831856,-32.32518039168144
v3-lite,ID36,483.5213166183261,601.0506857416149,117.52936912328875,-2.4706308767112546
v3-lite,ID37,492.28394725344504,583.2341552956559,90.95020804221087,-29.049791957789125
v3-lite,ID38,474.0114484326086,582.2941498343872,108.28270140177864,-11.717298598221362
v3-lite,ID39,458.2643355741194,559.7294249810335,101.4650894069141,-18.534910593085897
v3-lite,ID40,478.1817057402077,583.7934495663586,105.61174382615093,-14.388256173849072
v3-lite,ID41,486.9757535510708,571.0244567961769,84.04870324510608,-35.95129675489392
