version,status,anchors_used,rms_residual_mm,max_residual_mm,lower_mean_aligned_z_mm,upper_mean_aligned_z_mm,min_aligned_z_mm,raw_to_us_rigid_rms_mm,z_axis_unit_in_raw_frame,z_shift_mm,out_layout_json
v1-old,pass,"F,G,H",0.001319880619721016,0.001826045406232879,183.1532307350191,1631.5386474887302,101.24971521112843,1.042539122550362e-12,"[0.04664742790782637, -0.0190814227877984, -0.9987291508582181]",101.24971521112843,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v2,pass,"F,G,H",0.0010302232509885759,0.0014538234424890106,72.13455809213363,1621.0654784640487,19.92918126458456,1.1843258933422752e-12,"[0.030219085819939314, -0.008931921335607914, -0.9995033905062362]",19.92918126458456,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v2/layout.json
v3-lite,pass,"F,G,H",0.000526804010071892,0.0006961713208966103,71.02839727177191,1620.9033094829192,18.797227830883156,9.203594325514394e-13,"[0.030185139141996168, -0.009397835879599085, -0.9995001440999188]",18.797227830883156,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v3-lite/layout.json
v3-full,pass,"F,G,H",0.0014968072433073501,0.002046137987235852,253.90967948707956,1676.8174983790423,131.7485504762301,1.0410845395308777e-12,"[-0.04009956921977493, 0.02959142019205765, -0.9987574141899551]",245.80801270539504,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v3-full/layout.json
v4-io,pass,"F,G,H",0.0005095390463136366,0.0006364679161379172,123.72662407772908,1631.9041826423877,81.9851856603196,7.066105475486241e-13,"[0.016035151825283037, 0.008637105225283132, -0.999834123402111]",81.9851856603196,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v4-io/layout.json
