speed_bin,n_samples,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,abs_radius_mean_mm,abs_radius_rmse_mm,abs_radius_p50_mm,abs_radius_p90_mm,abs_radius_p95_mm,abs_radius_max_mm
fast > 84.1 deg/s,13554,116.82163621340821,133.8177059049028,107.57465084840757,182.98677095592657,214.2424126904543,750.4333385187015,72.46799154912418,85.24245738350193,63.921826957351605,129.17644157492063,154.1500990500164,581.8699317093489,78.95555130231457,103.15474721442979,66.03895830399239,153.95079561913533,181.0439463539959,687.7806145066921,56.19243708313219,72.01179515944654,46.390145809745945,116.13217754159412,140.26798332128342,480.03249443911557
mid 68.0-84.1 deg/s,13553,110.85721395072288,122.55286209810339,104.64135955118384,177.49402229900002,203.1907178712397,519.1982806743188,69.51000574342774,80.51494353411263,62.99653622569584,121.76107457413026,142.76509389522428,408.7474101064059,74.77151665096397,92.3934406553593,66.30943012898342,148.33297999757264,174.94081246564406,402.28907598355727,57.9619087935441,73.38380251785047,49.057605145398156,117.20860964909467,139.48773627812844,452.34008772273086
slow <= 68.0 deg/s,13554,115.74572496473402,126.64329957040204,110.53963903804888,183.34878391369162,207.61049359958898,476.6869675154721,68.0104629083723,78.38103314916084,61.77918940654199,117.68908443638894,139.87589433959135,356.8832516648923,82.21662388345632,99.47330781947858,74.93754163805727,158.49729700874462,182.4047281271313,436.6327596044737,68.6416384885909,83.63519623093737,61.760979306345604,134.04486317139322,155.38108213249356,372.55965225403594
