experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,U,P,T,kind,seed_id,experiment_uid,delta_vs_B0_trackmedian_err3d_p50_mm,delta_vs_B0_trackmedian_err3d_p95_mm,delta_vs_B0_sample_err3d_rmse_mm,delta_vs_B0_legacy_deltaR_error_rms_mm,delta_vs_B0_trackmedian_radius_error_abs_mm,verdict,screening_score,L,I,R
X_A0_L1_I8_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L1/I8/S01.,34,17,40661,608.1407176044319,2618.6320057091875,3316.5129648394022,1533.0858347760577,40661,503.8069787502859,2295.560702753953,2922.165514503011,1337.9981734962164,40661,201.36552612904302,1277.8677403573618,1668.1274093998693,748.4070179466454,709.8708033081907,2780.3066052671948,1375.8050926414276,2381.580430473743,1163.381345130245,1216.4156112792284,1163.4352894240435,388.6369953045383,563.4077101694525,348.14401314339955,665.0140093304867,3050.526224141401,2687.464998218826,25.675882630570886,nan,nan,nan,nan,nan,17,1078.414381252429,421.4788807428871,2395.4897600930803,A0,,,T11,imu_only,S01,X_A0_L1_I8_T11__S01,604.0329560997658,2548.504467271717,1391.8198499280934,998.3350273454148,503.67554340393303,IMU_ONLY_DRIFTS_AS_EXPECTED,2719.5720371131356,L1,I8,
X_A0_L1_I1+I3+I7_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L1/I1+I3+I7/S01.,34,17,40661,312.0649771236145,1561.3342717006437,1974.2971599856592,874.7228087759469,40661,227.94467845491107,1236.0124104214567,1582.035363288955,697.0940430903414,40661,119.8724142803859,873.6619332683495,1209.7915866434337,528.3936858828303,383.3103238293411,1622.8978235017125,751.0239587976307,1325.7330012554494,819.6588261081145,773.4369291964827,734.1832682533302,236.35901564588647,306.59788156565276,261.10248216189547,495.8697620951749,1846.5945015998743,1514.2248146780046,15.395254531722244,nan,nan,nan,nan,nan,17,288.6163217246497,180.77684269105146,478.85692752490513,A0,,,T11,imu_only,S01,X_A0_L1_I1+I3+I7_T11__S01,277.4724766209162,1391.0956855062348,733.4568239279826,208.5369678176356,246.86571480013333,IMU_ONLY_DRIFTS_AS_EXPECTED,1306.6549280450215,L1,I1+I3+I7,
X_A0_L1_I1+I2+I3+I8_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L1/I1+I2+I3+I8/S01.,34,17,40661,271.8729036417604,1387.235545898074,1816.174544996494,791.2288925101451,40661,196.35126036019935,1126.6753735060495,1514.6931070766816,667.1573903265609,40661,88.95816630431159,625.1873928497424,1003.5618039742828,425.3753364682579,301.1861902225459,1405.6110755603831,648.8125758471767,1044.6999497843362,447.1808131819446,653.7732934564217,603.4423014627187,139.84776054119317,225.7225265286105,213.26375182849452,403.1413807805734,1596.3307436474743,1185.9827084482645,13.309182581643354,nan,nan,nan,nan,nan,17,345.4606912313365,152.0549752487592,623.6027059150472,A0,,,T11,imu_only,S01,X_A0_L1_I1+I2+I3+I8_T11__S01,195.34834301412104,1173.8089375649054,649.9629076621808,265.38133732432243,165.99035976309108,IMU_ONLY_DRIFTS_AS_EXPECTED,1147.8338137949208,L1,I1+I2+I3+I8,
X_A0_L2_I0_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L2/I0/S01.,34,17,40661,12633.123319790768,49626.21580214887,59749.49800975936,27787.090046700298,40661,9144.946342070074,41328.330710462484,51556.32414595402,23190.383860311198,40661,4159.152347018326,26885.750032791908,37277.633454469884,15307.791142906566,14923.755030047258,53431.97021419375,25595.6921264576,44611.270529002635,19834.665239100737,77354.55576294218,77296.29478556209,6038.248622519863,76288.06257639718,456.4781872859557,818.1264569695643,60034.77969345133,49495.95643634345,500.76972244451804,nan,nan,nan,nan,nan,17,249214.84408598108,140773.51893329198,431477.64079493145,A0,,,T11,imu_only,S01,X_A0_L2_I0_T11__S01,14817.917182838833,53200.16807619827,27645.824061852334,249134.76473207408,76228.33040963166,IMU_ONLY_DRIFTS_AS_EXPECTED,246219.36675340042,L2,I0,
X_A0_L2_I1_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L2/I1/S01.,34,17,40661,5035.797219697014,24900.646767883667,31445.561691034603,14099.696884151757,40661,3826.313943011081,21236.537741051532,27181.813333611284,11736.581350098073,40661,1464.106040646749,12159.90522158431,17490.92157186994,7813.712973835734,6730.768086677172,26849.793277022654,12945.552828052772,21758.370461928756,9337.135868282403,31638.882527701382,31380.818987992825,2261.5271483893885,26552.418525972906,473.43792008108164,893.1313321763192,29667.367713794112,24037.351982292144,262.7702532353233,nan,nan,nan,nan,nan,17,61701.31836066103,35988.692938383014,128698.55974231874,A0,,,T11,imu_only,S01,X_A0_L2_I1_T11__S01,6624.930239468747,26617.991139027177,13958.430899303794,61621.23900675402,26492.686359207386,IMU_ONLY_DRIFTS_AS_EXPECTED,72595.32784908426,L2,I1,
X_A0_L2_I3_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L2/I3/S01.,34,17,40661,3290.7658811317488,13565.381320790077,17939.73972615864,8094.093568213332,40661,2318.8871761260034,10596.26929919227,15086.587005003645,6445.391796711291,40661,1705.19958392461,8292.086251579794,11279.528252896816,4896.046903153525,3540.2558543500845,13248.90633616638,6355.676637806453,9673.853543019395,8049.825474567801,7781.113797210899,7591.314046125794,1922.1455604164987,4022.4134145294224,507.62511112372715,1012.3692811028043,15279.660966078041,11081.0090481661,127.4117436836944,nan,nan,nan,nan,nan,17,24310.344803514105,13597.52697893845,46388.85201362981,A0,,,T11,imu_only,S01,X_A0_L2_I3_T11__S01,3434.4180071416595,13017.104198170902,7952.827583365368,24230.26544960709,3962.6812477639032,IMU_ONLY_DRIFTS_AS_EXPECTED,27205.8211417329,L2,I3,
X_A0_L2_I4_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L2/I4/S01.,34,17,40661,4747.596263608539,18017.3284216902,22122.86397583228,10360.089132265297,40661,3092.647221486799,12541.06509703974,16773.350160621758,7444.0506522196865,40661,2005.4490734115457,12401.443894450373,16857.15442541954,7205.383870111929,5031.536810935373,19339.354491089663,9595.15684748321,10904.10777390254,10749.177548168613,11993.476000503148,10812.167398760605,2669.623630839335,7846.141255900053,539.6971838550339,1066.3853219838375,21690.57670370217,12220.248693629226,180.84299142637195,nan,nan,nan,nan,nan,17,16364.24173115188,15154.797339736033,27146.167695395216,A0,,,T11,imu_only,S01,X_A0_L2_I4_T11__S01,4925.698963726948,19107.552353094186,10218.823147417334,16284.162377244866,7786.409089134533,IMU_ONLY_DRIFTS_AS_EXPECTED,27178.350722573097,L2,I4,
X_A0_L2_I7_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L2/I7/S01.,34,17,40661,4249.8259755728695,19293.12181577488,25241.118550625935,11132.070574040812,40661,2877.0051775490165,15474.661085291149,21078.4410709756,9138.063795076843,40661,1763.3337420186083,10155.993213283256,14418.029086401251,6357.577002485394,4990.695322339638,18608.804190665884,9065.65548351457,13081.736178239946,9627.767646254693,11628.190275162891,11351.081451403374,2809.650262352926,8844.937053548176,476.7735596732573,831.5221115498091,20913.720827811216,14997.114500795064,174.37646688074423,nan,nan,nan,nan,nan,17,34799.01874142987,19211.610157736406,65091.06643882484,A0,,,T11,imu_only,S01,X_A0_L2_I7_T11__S01,4884.857475131213,18377.002052670407,10990.804589192849,34718.939387522856,8785.204886782656,IMU_ONLY_DRIFTS_AS_EXPECTED,40285.55843484769,L2,I7,
X_A0_L2_I8_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L2/I8/S01.,34,17,40661,4132.281977995054,16290.118184383822,20421.144541411017,9148.311532387985,40661,2652.7412073734263,13411.441263599425,17301.550670859095,7569.441804300261,40661,1682.6680421283452,8740.345330413615,11583.516456607582,5137.621498800261,4864.41550075669,17256.826260161884,8557.06465170743,13014.13880405863,8151.8518499791135,12598.441838162895,12543.56892159133,2120.5606593699104,10161.310629314437,502.72903415282303,933.9299505259557,19077.10160263114,14728.3887045581,162.46374780247098,nan,nan,nan,nan,nan,17,35378.617417189176,12788.409766909102,59442.860258103115,A0,,,T11,imu_only,S01,X_A0_L2_I8_T11__S01,4758.577653548265,17025.024122166407,9007.045547540021,35298.53806328216,10101.578462548918,IMU_ONLY_DRIFTS_AS_EXPECTED,40749.99219850299,L2,I8,
X_A0_L2_I1+I3+I7_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L2/I1+I3+I7/S01.,34,17,40661,2166.706629318461,9668.736286951182,12535.278946902838,5526.524120424604,40661,1551.608077368416,7127.955065190764,9331.160736639149,4279.361810696821,40661,1036.0874446530095,5445.413907930691,8054.965393838916,3497.0746841874247,2387.930233275267,10552.965138327481,5200.328936825776,7118.180585130493,4867.122933224018,5311.495161030326,4385.310304645158,1303.9200782259388,3075.877284486847,517.436253675274,954.1770468577029,11705.413405494139,8017.190791095349,97.5872260200272,nan,nan,nan,nan,nan,17,16983.07115019022,3470.7737635709195,31661.414624506317,A0,,,T11,imu_only,S01,X_A0_L2_I1+I3+I7_T11__S01,2282.0923860668418,10321.163000332004,5385.25813557664,16902.991796283204,3016.1451177213276,IMU_ONLY_DRIFTS_AS_EXPECTED,19507.556479066465,L2,I1+I3+I7,
X_A0_L2_I1+I2+I3+I8_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L2/I1+I2+I3+I8/S01.,34,17,40661,2177.5242293210486,8902.295977113426,11443.464706792993,5137.990179047363,40661,1465.9315147676232,6806.379747100893,9471.811167771188,4147.969909442503,40661,905.2664987778771,5256.632982374973,7244.796563180629,3032.043652447423,2337.718411583316,9666.232129003969,4684.915314825429,6348.134550553969,4129.662927324895,5405.699491094298,4803.236140424804,914.102334670181,3939.770616102335,453.98853901229745,877.1389638317153,10857.57062545214,7084.30182300799,90.4826155428648,nan,nan,nan,nan,nan,17,9834.512304742742,3236.499670665352,18991.252920099083,A0,,,T11,imu_only,S01,X_A0_L2_I1+I2+I3+I8_T11__S01,2231.880564374891,9434.429991008492,4996.724194199399,9754.432950835728,3880.0384493368156,IMU_ONLY_DRIFTS_AS_EXPECTED,14574.943578105791,L2,I1+I2+I3+I8,
X_A0_L3_I0_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L3/I0/S01.,34,17,40661,8150.696533405328,39336.56844270906,47624.447200790375,21807.293473891386,40661,5703.683069226906,32334.70346312593,41698.948231844566,18158.708504310347,40661,2772.705729982739,21506.57513072745,27717.738398735768,12075.568479865155,10862.87378140895,42222.201529648926,20371.742203175017,32909.50101396753,22895.306744939815,49444.59718837191,49188.60661601905,4722.059920301206,43707.61036694769,459.68389797730384,846.1780185391893,47441.51493547866,36300.63471218389,395.48638774117,nan,nan,nan,nan,nan,17,118912.1475832572,35791.287735255995,278400.28068893065,A0,,,T11,imu_only,S01,X_A0_L3_I0_T11__S01,10757.035934200527,41990.399391653445,21666.027489043423,118832.06822935019,43647.87820018217,IMU_ONLY_DRIFTS_AS_EXPECTED,130732.95280853995,L3,I0,
X_A0_L3_I1_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L3/I1/S01.,34,17,40661,4132.420186576976,16158.886386262422,21175.45008430758,9591.280349196883,40661,3080.0685440041652,13739.795067431554,17581.76141679088,8111.106877344904,40661,1219.4009069946244,8311.275673895114,11919.905602425168,5118.847913464363,4442.585637624823,16509.265272351844,7936.580448937504,14119.982269804128,6574.410683475584,11744.510773508906,11681.455350306183,1590.9383242528097,8628.268302256602,494.6671241070519,943.804156650019,18566.787138347703,16061.38337106619,154.81423421094473,nan,nan,nan,nan,nan,17,28476.675052459173,8577.976570342016,61893.292646568974,A0,,,T11,imu_only,S01,X_A0_L3_I1_T11__S01,4336.747790416398,16277.463134356367,9450.01436434892,28396.59569855216,8568.536135491082,IMU_ONLY_DRIFTS_AS_EXPECTED,34468.63517079769,L3,I1,
X_A0_L3_I3_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L3/I3/S01.,34,17,40661,2568.8407390976613,11045.787519975996,13495.349135460408,6157.2666936978085,40661,1964.2576054927788,9247.348148851966,11708.08811913096,5148.403140632024,40661,666.7851062807224,4697.161305245326,7683.107823150732,3377.2589830883066,2984.127273936807,12589.130766969913,5953.190133243323,10143.107755506611,4129.514699203273,8347.460985397045,8313.632297485825,1076.6723224550153,5500.117930183456,414.6658710839025,791.428466505341,14105.674683974514,11511.915150842584,117.60019049849126,nan,nan,nan,nan,nan,17,13855.687853531253,7176.795925558869,25951.157066459422,A0,,,T11,imu_only,S01,X_A0_L3_I3_T11__S01,2878.289426728382,12357.328628974436,6016.000708849844,13775.608499624239,5440.385763417937,IMU_ONLY_DRIFTS_AS_EXPECTED,19839.363504939884,L3,I3,
X_A0_L3_I4_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L3/I4/S01.,34,17,40661,3594.438438923084,15139.404926745634,18857.20433022512,8395.927189095637,40661,2504.415347840852,12570.078836116201,15939.5785911282,6983.487031095674,40661,1198.0700685513498,7416.7583434136295,11230.072097784783,4660.740526044535,3972.2166025415154,16231.452286005184,8088.006705769612,13276.218594664191,5293.235296575949,10949.690683892226,10688.647918523955,1675.6098771039842,8052.568532815827,575.62261483273,1069.626247497855,17780.72687573716,14557.36379975738,148.24081265336795,nan,nan,nan,nan,nan,17,18684.606197513865,6762.027980901452,32328.67806765032,A0,,,T11,imu_only,S01,X_A0_L3_I4_T11__S01,3866.3787553330903,15999.650148009707,8254.661204247674,18604.52684360685,7992.836366050307,IMU_ONLY_DRIFTS_AS_EXPECTED,26758.73350731095,L3,I4,
