phase,material,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,100,6,6,cuda:0,847,96,81312,0.02123158611357212,0.04080373793840408,0.032507263123989105,0.06367462873458862,0.07485663145780563,0.041823338717222214,0.09601203352212906,0.11269452422857285,0.06074599176645279,0.10724353045225143,0.12271952629089355,0.0,0.0
