capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.00042034694858512114,0.0006869551317481483,0.0009381348443409941,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R01,BSDC91,1200,1200,0.0003201251742970642,0.0005277093278190372,0.0007894872979166055,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R02,BS2DCE,1201,1201,0.000392091880928494,0.0006654357614042192,0.0010678011546401691,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R02,BSDC91,1200,1200,0.0003521895715978671,0.000604868179406251,0.0008598492778582154,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R03,BS2DCE,1200,1200,0.00038212394031368694,0.0005670053464332059,0.0009113845057393723,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R03,BSDC91,1200,1200,0.00035675792262983237,0.0006007323560683512,0.0007798409031814171,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R04,BS2DCE,1200,1200,0.00036169225903478336,0.0005702973962200706,0.0008223739261896683,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R04,BSDC91,1200,1200,0.00038083330341887636,0.0006332625859699367,0.0008240960801952591,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R05,BS2DCE,1200,1200,0.0003551309111639115,0.0005907458183846174,0.0009174159071863432,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R05,BSDC91,1201,1201,0.00029068685633124275,0.00048337986973347874,0.0006422467569337252,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R06,BS2DCE,1200,1200,0.00036379148054099163,0.0006144611813412208,0.0008173890209788701,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R06,BSDC91,1201,1201,0.0003937412538884416,0.0007027258866700438,0.0010632520503201955,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R07,BS2DCE,1200,1200,0.0003947011564361751,0.0005942819616581345,0.0008057061187734213,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R07,BSDC91,1201,1201,0.0005653087482264768,0.0009563554310897526,0.0012875111716778474,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R08,BS2DCE,1201,1201,0.0003448533503513506,0.0005316855432017541,0.0007761769317009153,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R08,BSDC91,1200,1200,0.00035582646270711796,0.0006424613289731341,0.0009837454878485771,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R09,BS2DCE,1200,1200,0.00031960816393095863,0.0005338105870375779,0.0009590578841159963,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R09,BSDC91,1200,1200,0.00034813735625892014,0.0005402871092009229,0.000736892377361435,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R10,BS2DCE,1200,1200,0.00035633850915326105,0.0005924081023617624,0.0008922726167959926,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R10,BSDC91,1200,1200,0.0003309030684043909,0.0005641086641578951,0.0009119452306451517,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R11,BS2DCE,1201,1201,0.0003276094963254257,0.000469835687162809,0.0007556560077361392,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
R11,BSDC91,1200,1200,0.0003158272874422634,0.0004493581251216562,0.000669364720492494,1.0,1.0,R2:L2:I1+I2+I3+I8:T6,R2,L2,I1+I2+I3+I8,T6,48.52250000000001,1.0,False
