method,tag_method,layout,keep_k,repeats,elapsed_s,repeat_batch,roto_tracks_ok,solved_total,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
T4_CUDA_REPLAY,T4,v4-io,8,1,8.854859838998891,1000,34.0,38457.0,12.053854461208598,19.867243032252254,81.19409680863254,546.3931303985585,23.0
T4_CUDA_REPLAY,T4,v4-io,7,5000,168.20293617000243,1000,34.0,40811.0,21.568398048301457,36.04338864793352,97.86034934296619,555.1094197809192,23.0
T4_CUDA_REPLAY,T4,v4-io,6,5000,155.03679470600036,1000,34.0,40811.0,30.52989411152709,50.7144058329381,122.00769286422727,561.4129089379364,23.0
T4_CUDA_REPLAY,T4,v4-io,5,5000,186.02475998900263,1000,34.0,40811.0,41.411245165674494,69.41885316366866,154.26753278666484,568.6435495620108,23.0
T4_CUDA_REPLAY,T4,v4-io,4,5000,244.01075004599807,1000,34.0,40811.0,63.92708674979937,108.64493841166265,205.8018377145381,587.3024962703149,23.0
