method,tag_method,layout,keep_k,repeats,elapsed_s,repeat_batch,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm
T2_CUDA_REPLAY,T2,v2,8,1,5.329767036993871,1000,24.0,26564.0,21.95538902282715,24.97443962097168,43.537349700927734,58.53886604309082,86.68304176330567,86.62334060668945,170.32091979980459
T2_CUDA_REPLAY,T2,v2,7,5000,89.98229421500582,1000,24.0,28818.0,32.9317193031311,39.03196144104004,75.93567276000977,93.1902847290039,157.7018520355224,83.70832443237305,161.90696716308594
T2_CUDA_REPLAY,T2,v2,6,5000,90.23707745897991,1000,24.0,28818.0,47.142778396606445,55.930009841918945,94.01068878173828,123.99582862854004,205.63564147949216,77.5125617980957,146.92765045166016
T2_CUDA_REPLAY,T2,v2,5,5000,90.38616177500808,1000,24.0,28818.0,69.21541786193848,84.19683265686035,121.11407279968262,163.81192779541016,274.0216209411621,64.41203022003174,129.77595901489258
T2_CUDA_REPLAY,T2,v2,4,5000,90.38869624801737,1000,24.0,28818.0,100.17440986633301,125.65990829467773,162.04528045654297,227.54191970825195,374.7859664916992,36.17782211303711,117.16048622131348
