version,solver,solver_family,eval_set,n_positions,facing,n,median_3d_mm,p95_3d_mm,rms_3d_mm
v1-old,T1+F3,external_position_filter,all8,24,CDHG,6,157.7021065276751,276.99858950136064,189.22653608521344
v1-old,T1+F3,external_position_filter,noG,24,ABEF,6,125.08037734949224,370.90372676787723,211.76947802157727
v1-old,T1+F3,external_position_filter,noG,24,ADHE,6,181.94726773347566,293.7564345033384,205.2706060273369
v1-old,T1+F3,external_position_filter,noG,24,BCGF,6,168.2810361185635,341.08197148767664,210.85291928316323
v1-old,T1+F3,external_position_filter,noG,24,CDHG,6,145.5911419685315,255.4343045155261,169.19018250808435
v1-old,T1+F4,external_position_filter,all8,24,ABEF,6,139.89727970670995,360.9181925064915,206.6435053922119
v1-old,T1+F4,external_position_filter,all8,24,ADHE,6,188.55832044716414,224.3449098785608,186.7745619122728
v1-old,T1+F4,external_position_filter,all8,24,BCGF,6,131.32206848793066,301.25910999773686,186.09871036504967
v1-old,T1+F4,external_position_filter,all8,24,CDHG,6,156.45611013360144,271.71037112818294,185.76459436967022
v1-old,T1+F4,external_position_filter,noG,24,ABEF,6,124.89523506868035,370.409118923357,211.54449443677436
v1-old,T1+F4,external_position_filter,noG,24,ADHE,6,182.3802099598251,295.57107447995963,205.90633724836613
v1-old,T1+F4,external_position_filter,noG,24,BCGF,6,169.1794083306538,340.8120366283657,210.8388093174365
v1-old,T1+F4,external_position_filter,noG,24,CDHG,6,145.1672619413451,252.91335791172128,167.75920355513196
v1-old,T1+F5,external_position_filter,all8,24,ABEF,6,140.75944182123493,359.3956020207929,206.0330451651386
v1-old,T1+F5,external_position_filter,all8,24,ADHE,6,188.28173021452994,224.9154667165791,186.73772940024602
v1-old,T1+F5,external_position_filter,all8,24,BCGF,6,130.81636044296897,300.81291357279383,185.71779346449276
v1-old,T1+F5,external_position_filter,all8,24,CDHG,6,156.88244702334666,270.2657742575862,185.11241409918009
v1-old,T1+F5,external_position_filter,noG,24,ABEF,6,124.14594609752402,369.6543325722192,211.09619295209382
v1-old,T1+F5,external_position_filter,noG,24,ADHE,6,182.12209697573851,292.98062198467767,204.85239055188387
v1-old,T1+F5,external_position_filter,noG,24,BCGF,6,169.47440212369392,340.8657485479591,210.9653256305403
v1-old,T1+F5,external_position_filter,noG,24,CDHG,6,145.73331647072683,252.70629887582254,167.85538118318095
v1-old,T2+F0,external_position_filter,all8,24,ABEF,6,136.1784631818045,365.84826787045864,209.04723773602583
v1-old,T2+F0,external_position_filter,all8,24,ADHE,6,190.46305535803822,223.77827641091903,187.1351764878706
v1-old,T2+F0,external_position_filter,all8,24,BCGF,6,130.34697686039405,303.7187564614999,187.41858920267597
v1-old,T2+F0,external_position_filter,all8,24,CDHG,6,155.7872769204301,287.37519831376534,191.6607332792443
v1-old,T2+F0,external_position_filter,noG,24,ABEF,6,125.22526820702717,376.7591741241598,213.8910713307302
v1-old,T2+F0,external_position_filter,noG,24,ADHE,6,182.67504067763824,296.722779892478,206.66953888883933
v1-old,T2+F0,external_position_filter,noG,24,BCGF,6,164.45938274761215,343.49402706546914,210.92138344619917
v1-old,T2+F0,external_position_filter,noG,24,CDHG,6,140.02770391793317,265.84547969088953,172.04292535961486
v1-old,T2+F1,external_position_filter,all8,24,ABEF,6,140.2876355879718,361.8993081367656,207.1139343720472
v1-old,T2+F1,external_position_filter,all8,24,ADHE,6,188.97021360557846,221.59327354851868,186.13317075191273
v1-old,T2+F1,external_position_filter,all8,24,BCGF,6,132.46240048614547,301.4961188333598,186.54179697084814
v1-old,T2+F1,external_position_filter,all8,24,CDHG,6,157.4237242878103,273.11088042470436,186.7094116800109
v1-old,T2+F1,external_position_filter,noG,24,ABEF,6,125.3497063799798,371.36398224065965,212.1694758240541
v1-old,T2+F1,external_position_filter,noG,24,ADHE,6,182.10471514478579,293.33774552608133,205.0766100352751
v1-old,T2+F1,external_position_filter,noG,24,BCGF,6,169.10319235868275,340.6204093490487,210.89474794971116
v1-old,T2+F1,external_position_filter,noG,24,CDHG,6,145.69494338698237,254.0595050380414,168.55536367524144
