method,version,n_anchors,se3_rmse_mm,se3_median_mm,se3_p95_mm,x_rmse_mm,y_rmse_mm,z_rmse_mm,scale_factor_sim3,scale_bias_pct,sim3_rmse_mm,shape_rms_mm,worst_anchor,worst_anchor_error_mm,alignment_note,pairwise_distance_mae_mm,pairwise_distance_rmse_mm,pairwise_distance_relative_mae_pct,horizontal_pair_distance_rmse_mm,vertical_sensitive_pair_distance_rmse_mm
AutoPos v1-old,v1-old,8,101.27420364979378,84.57035915059252,154.09005800647543,48.54396053946662,38.14320373678823,80.28103280810777,0.9549735987772424,-4.502640122275759,50.0655474037195,140.63734061089335,A,176.78022498373076,reflection-normalized rigid alignment; proper-rotation-only is not used because the exported OptiTrack frame has a handedness convention difference,125.85697333578314,140.63734061089434,4.537509075019946,146.36973889821166,136.17977972458044
AutoPos v2,v2,8,136.4544589016099,127.7898043578775,183.98159482057272,64.78037544788371,82.06976180801519,87.68053665288568,0.938468678120974,-6.1531321879025995,60.31811978232101,192.03159280262267,A,194.5537077102924,reflection-normalized rigid alignment; proper-rotation-only is not used because the exported OptiTrack frame has a handedness convention difference,181.84370380675026,192.03159280262147,6.9962471251801635,173.9861517073211,204.52346166296786
AutoPos v3-full,v3-full,8,143.44671872661792,118.91404009012908,211.72543392943186,91.30989482088839,65.81974880373346,88.92257805892248,0.9638652944615096,-3.613470553849041,125.28325436315936,151.62263753523786,D,224.34784082222632,reflection-normalized rigid alignment; proper-rotation-only is not used because the exported OptiTrack frame has a handedness convention difference,125.61659525783384,151.62263753523823,5.0727303247526185,170.18697512443975,136.0470047317981
AutoPos v3-lite,v3-lite,8,136.60069612738323,127.94844526086914,184.1838693489366,64.66069471703804,82.58381476260924,87.51376052056467,0.9385188444188902,-6.1481155581109785,60.86467317763335,191.96997038195445,A,194.68344305675728,reflection-normalized rigid alignment; proper-rotation-only is not used because the exported OptiTrack frame has a handedness convention difference,181.738780941315,191.96997038195516,6.9979762930412095,173.54186646165664,204.70524447003964
AutoPos v4-io,v4-io,8,105.41990950811694,92.7708489970146,156.88649170390306,52.889216581698165,59.76516425183353,68.87824933914295,0.9582672713308588,-4.1732728669141235,67.12130071807081,136.30681745434117,A,185.3559282712493,reflection-normalized rigid alignment; proper-rotation-only is not used because the exported OptiTrack frame has a handedness convention difference,121.30491928340017,136.30681745434052,4.74008426836752,122.9229198196427,145.53926166223792
