experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,P,U,stress_id,seed_id,kind,sameP_uwb_p50_mm,sameP_uwb_p95_mm,sameP_delta_p50_mm,sameP_delta_p95_mm,b0_uwb_p50_mm,b0_uwb_p95_mm,b0_delta_p50_mm,b0_delta_p95_mm
X_A0_U4_P5_L2_I5_T4,loose_ukf_screening,Stress ST1_vibration_3x/S02: A0/U4/P5/L2/I5/T4.,34,17,40661,96.74278914677991,151.59939021833847,167.15861477580097,107.00590406703114,40661,63.98962486895516,122.98637288174602,141.48197542473739,80.51895352340024,40661,52.38568737257833,114.0085607797289,130.05503960319777,70.47667435896209,93.3419238966196,152.53065390889776,101.75361632610574,118.71417136512702,111.93084882320454,80.82155740536368,64.52589038248601,42.98809456792384,55.02018683356383,61.07923010499226,109.16144810704218,nan,nan,nan,1.0,0.10600545508818081,0.502711705427861,nan,nan,17,502.2036021479314,47.588539473517415,1143.5778566299168,A0,L2,I5,T4,P5,U4,ST1_vibration_3x,S02,position_fusion,92.92606318184494,156.73705943320283,-0.41586071477466646,4.206405524305069,105.83784720842489,231.80213799547772,12.495923311805285,79.27148408657996
X_A0_L2_I3_T11__ST2_bias_rw_2x__S02,imu_only_stress_diagnostic,L2/I3 IMU-only stress diagnostic ST2_bias_rw_2x/S02.,34,17,40661,5149.659880274618,26919.56470988274,37201.82461071946,15895.60508233213,40661,4089.818030296689,22886.14195769291,31931.39075690932,13763.329536588464,40661,1391.100042207384,11463.987493334565,17621.08672782628,7952.422335410423,5642.3859868378795,23114.648027335184,10419.611332332443,20570.038316365608,8059.961231141246,25817.3737514002,25589.779250830696,1855.0471443647466,24711.350389929015,470.0981823686808,869.1669209241745,26870.884653618275,23258.507287628127,238.8469129122618,nan,nan,nan,nan,nan,17,81623.41128366497,27532.964984763246,152881.42195848428,A0,L2,I3,T11,,,ST2_bias_rw_2x,S02,imu_only,nan,nan,nan,nan,105.83784720842489,231.80213799547772,-5536.548139629454,-22882.845889339707
X_A0_U4_P0_L2_I3_T2,position_prior_screening,Stress ST2_bias_rw_2x/S02: A0/U4/P0/L2/I3/T2.,34,17,40661,102.58919290096506,193.427280138763,226.24869917073312,127.40436284629365,40661,69.7283122943774,147.34225329245473,178.28891736114568,94.36630593335705,40661,58.51023760080011,138.13450477078698,167.75123764811735,85.59714934950877,104.00919327437668,195.42247372911282,122.37460912787274,149.10150680757903,147.3714151894178,101.96353100835177,93.98030041172068,47.731704869585144,52.906632970798995,84.81406534766737,151.308419871107,nan,nan,nan,1.0,0.9549249287965286,4.70555036238531,nan,nan,17,220.5662153420321,32.88602698262048,462.8883250093746,A0,L2,I3,T2,P0,U4,ST2_bias_rw_2x,S02,position_fusion,105.83784720842489,231.80213799547772,1.828653934048205,36.3796642663649,105.83784720842489,231.80213799547772,1.828653934048205,36.3796642663649
X_A0_U4_P0_L2_I3_T4,loose_ukf_screening,Stress ST2_bias_rw_2x/S02: A0/U4/P0/L2/I3/T4.,34,17,40661,96.12666154935751,185.48135913780283,224.2121238112621,125.33314082046353,40661,61.725759309494094,132.37245312974565,161.00379324458834,84.99626752768658,40661,57.68082828259139,144.88040962548598,179.433284495772,92.10879813722504,98.24879817490734,204.18015349824782,119.99359973717245,148.9652004884139,163.574769446691,83.6805271796358,78.41236853312384,35.572238361835105,56.662546717292145,88.01435507776642,155.4580736625892,nan,nan,nan,1.0,0.3794842132537951,2.190681595945245,nan,nan,17,149.55574815121028,26.60504904064726,390.5209402359618,A0,L2,I3,T4,P0,U4,ST2_bias_rw_2x,S02,position_fusion,105.83784720842489,231.80213799547772,7.589049033517554,27.621984497229903,105.83784720842489,231.80213799547772,7.589049033517554,27.621984497229903
X_A0_U4_P4_L2_I3_T2,position_prior_screening,Stress ST2_bias_rw_2x/S02: A0/U4/P4/L2/I3/T2.,34,17,40661,88.61958814549635,167.93148401119234,193.87457446103548,109.80142050805703,40661,57.58007918637889,129.79913607198748,157.78200210304087,81.37087065041129,40661,53.79333032205113,117.15425889893436,140.91277213930528,73.72335691747358,88.52857448749194,162.36465143833533,100.87108320179382,121.54331290441503,120.7129386310541,94.35104697511242,87.47473247060404,45.682434379930214,25.226517793512073,75.36617446585429,129.58246153055666,nan,nan,nan,1.0,0.34775920859455234,1.9745884891152956,nan,nan,17,305.86294524250553,37.92661879273015,585.847371021713,A0,L2,I3,T2,P4,U4,ST2_bias_rw_2x,S02,position_fusion,78.20862527471638,138.8862359430275,-10.319949212775555,-23.478415495307843,105.83784720842489,231.80213799547772,17.309272720932952,69.43748655714239
X_A0_U4_P4_L2_I3_T4,loose_ukf_screening,Stress ST2_bias_rw_2x/S02: A0/U4/P4/L2/I3/T4.,34,17,40661,75.8928015997168,133.4149262426039,156.42683403729146,89.86138505382539,40661,45.89513842220873,91.37840661380989,110.89419776890203,60.084620182368965,40661,48.79748234152976,106.77276733158249,128.08381518199292,66.81995915392594,77.13805139213434,137.07826156865713,85.82985630190642,89.80556261549827,108.44299141353571,75.08819948352325,69.31731135511787,37.10537893222494,24.03777480535291,68.65523417225106,116.53901386233565,nan,nan,nan,1.0,0.07739673758041848,0.38708037625694636,nan,nan,17,420.56142320907156,33.30414071592941,1113.2349189514855,A0,L2,I3,T4,P4,U4,ST2_bias_rw_2x,S02,position_fusion,78.20862527471638,138.8862359430275,1.070573882582039,1.8079743743703602,105.83784720842489,231.80213799547772,28.699795816290546,94.7238764268206
X_A0_U4_P5_L2_I3_T2,position_prior_screening,Stress ST2_bias_rw_2x/S02: A0/U4/P5/L2/I3/T2.,34,17,40661,110.02675303559656,175.7133391869808,197.77186313882112,124.83748661521555,40661,79.37342135411062,148.86636554876003,171.36249247659464,98.13695767636662,40661,57.695361923694236,121.40604733874011,140.0312289446299,77.15915760576416,111.65977744672888,185.3475847914537,122.92248431522727,154.45425155666203,125.39839609832848,87.55290832059895,78.72993873777553,51.73111041644404,50.03629617779896,70.06394858932492,122.2552203110212,nan,nan,nan,1.0,0.4181107551177223,2.2498235203530332,nan,nan,17,200.09197694044917,49.28422599192044,412.2101853473995,A0,L2,I3,T2,P5,U4,ST2_bias_rw_2x,S02,position_fusion,92.92606318184494,156.73705943320283,-18.733714264883943,-28.610525358250868,105.83784720842489,231.80213799547772,-5.821930238303992,46.45455320402402
X_A0_U4_P5_L2_I3_T4,loose_ukf_screening,Stress ST2_bias_rw_2x/S02: A0/U4/P5/L2/I3/T4.,34,17,40661,98.78645909555247,153.43013161336887,168.11627786242695,109.10343291637105,40661,67.56222781259986,127.40098334045825,145.59882027983613,83.81161809812788,40661,53.06834338123713,112.34916962832335,127.95958074011105,69.85106832333088,95.47170282735362,154.74215310953093,106.02858486907816,125.45511366306268,114.19653657127071,77.46274578551039,60.730507119879185,49.67535246792909,55.948328239986324,61.11127911123427,105.61906923673286,nan,nan,nan,1.0,0.08281156987894739,0.4611849969044888,nan,nan,17,387.29513574320714,43.64097462138278,1054.2906350441438,A0,L2,I3,T4,P5,U4,ST2_bias_rw_2x,S02,position_fusion,92.92606318184494,156.73705943320283,-2.545639645508686,1.9949063236718985,105.83784720842489,231.80213799547772,10.366144381071265,77.05998488594679
X_A0_L2_I5_T11__ST2_bias_rw_2x__S02,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST2_bias_rw_2x/S02.,34,17,40661,6438.642145508028,26943.663141150348,34028.490265950546,15284.680781973677,40661,5062.643196138641,21682.056431645844,28376.660036680296,12424.900766838278,40661,2350.3721918926917,15033.682533255764,20584.682157266172,8901.87101350368,6712.076604706688,29038.017108079534,14000.475468796656,20461.618114995974,11860.971332246496,28850.390343955292,28794.499170735093,3460.4952795000736,28383.421438053843,414.30920353794363,761.537951566215,32195.51882982807,22630.94315369884,268.5369657287726,nan,nan,nan,nan,nan,17,74249.71576055484,41864.8074545295,184100.2621432461,A0,L2,I5,T11,,,ST2_bias_rw_2x,S02,imu_only,nan,nan,nan,nan,105.83784720842489,231.80213799547772,-6606.238757498263,-28806.214970084056
X_A0_U4_P0_L2_I5_T2,position_prior_screening,Stress ST2_bias_rw_2x/S02: A0/U4/P0/L2/I5/T2.,34,17,40661,110.94230372717607,214.03281644407832,246.28178310146217,139.0068322225365,40661,77.81324623474487,169.55636214760924,197.88858696978374,105.40157283430075,40661,58.3483513041009,150.32405945134803,180.63499171943,90.62785360252114,122.26372180425078,220.54800859103224,136.14471838167762,174.7857133514898,148.39441009648385,123.20244424578566,106.21209630431768,48.504057972020746,51.05999774970243,88.42977085358491,161.41359965596558,nan,nan,nan,1.0,1.5753548485163038,7.303634913042992,nan,nan,17,264.1129213435189,25.863760572205308,285.71991476393407,A0,L2,I5,T2,P0,U4,ST2_bias_rw_2x,S02,position_fusion,105.83784720842489,231.80213799547772,-16.42587459582589,11.254129404445479,105.83784720842489,231.80213799547772,-16.42587459582589,11.254129404445479
X_A0_U4_P0_L2_I5_T4,loose_ukf_screening,Stress ST2_bias_rw_2x/S02: A0/U4/P0/L2/I5/T4.,34,17,40661,94.76547635525411,180.6240005145694,214.01369161982237,121.23869121064313,40661,61.50716098731829,132.61649274326712,158.31028008360937,84.21647629862282,40661,55.51457985138995,138.5825920538838,170.90893804401605,87.21470842875746,98.07238612120618,198.8067235043436,114.17922602906387,143.18493881190068,143.08026165723516,86.45506298809069,78.91542999706965,35.56336979314034,55.62031416468213,86.94085669869919,145.48928329335362,nan,nan,nan,1.0,0.6171517427620543,2.960616681852521,nan,nan,17,159.61359132618793,25.83283738947216,391.3641860812748,A0,L2,I5,T4,P0,U4,ST2_bias_rw_2x,S02,position_fusion,105.83784720842489,231.80213799547772,7.765461087218711,32.99541449113411,105.83784720842489,231.80213799547772,7.765461087218711,32.99541449113411
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST2_bias_rw_2x/S02: A0/U4/P4/L2/I5/T2.,34,17,40661,98.42272525038081,196.56077713774988,225.43874943048388,127.12515025739181,40661,68.28315825505838,157.26930375509968,183.73350598301033,96.25520333683014,40661,55.257218324513474,136.75638770101875,164.6906186391784,83.04059042751281,107.74563357176649,196.83052160242713,125.26000570320754,147.60787901856787,119.89241580725296,119.78643936869477,99.94506085062302,47.36935035075851,22.554045269964007,83.42055527404597,152.6915933532497,nan,nan,nan,1.0,0.9090699763020521,4.281154492706986,nan,nan,17,341.3355251894792,30.516544996797222,346.9436182701927,A0,L2,I5,T2,P4,U4,ST2_bias_rw_2x,S02,position_fusion,78.20862527471638,138.8862359430275,-29.537008297050107,-57.94428565939964,105.83784720842489,231.80213799547772,-1.9077863633416001,34.971616393050596
X_A0_U4_P4_L2_I5_T4,loose_ukf_screening,Stress ST2_bias_rw_2x/S02: A0/U4/P4/L2/I5/T4.,34,17,40661,77.71624598475549,137.0622687558368,158.77642841498013,92.03490180895385,40661,48.43183195190392,98.2291106271075,118.07052401086749,63.28669220959317,40661,47.78963451075947,107.45851950544363,130.10330980548076,66.82228475704791,79.51178282635317,136.84909802592844,90.60708026352597,98.65096894324574,109.97435067906484,78.71746122218131,66.23993660898901,34.355296942518976,23.449144239718095,73.7356476737449,124.64721274721492,nan,nan,nan,1.0,0.1737726509361668,0.8496748012925812,nan,nan,17,353.2690316201627,32.70582369687435,696.0979792149326,A0,L2,I5,T4,P4,U4,ST2_bias_rw_2x,S02,position_fusion,78.20862527471638,138.8862359430275,-1.3031575516367866,2.037137917099045,105.83784720842489,231.80213799547772,26.32606438207172,94.95303996954928
X_A0_U4_P5_L2_I5_T2,position_prior_screening,Stress ST2_bias_rw_2x/S02: A0/U4/P5/L2/I5/T2.,34,17,40661,118.92848590863368,204.12824127742113,237.07878267945426,139.26135480189137,40661,86.11228535590212,169.3792402929239,196.99280039100785,109.3683108835777,40661,56.86378732399862,139.26497022730018,169.01308120329298,86.21077377991321,129.68631908749077,207.52512465178398,136.89202062128754,173.44873637409867,132.79731579605988,115.08979855766796,86.15523115302092,45.76748139469436,45.37798279114301,73.29427218458702,133.51469901029523,nan,nan,nan,1.0,0.9179917691653423,4.224448160898253,nan,nan,17,253.41516337456227,43.015654953207104,250.9335881029602,A0,L2,I5,T2,P5,U4,ST2_bias_rw_2x,S02,position_fusion,92.92606318184494,156.73705943320283,-36.760255905645835,-50.78806521858115,105.83784720842489,231.80213799547772,-23.848471879065883,24.27701334369374
X_A0_U4_P5_L2_I5_T4,loose_ukf_screening,Stress ST2_bias_rw_2x/S02: A0/U4/P5/L2/I5/T4.,34,17,40661,101.65644193210026,153.77652630039594,169.22285418053312,110.59041178615679,40661,68.42466571036984,130.39235329248933,149.7831520149735,85.63392584395905,40661,51.50148913311898,115.06964078974374,129.0800032686634,69.9790677530292,99.29770537793121,155.86192686906065,109.04648048796916,123.89282241185228,127.13865204172421,85.92966925550196,68.40534369579977,39.46466636632351,55.23225328748305,64.64167119883768,112.31055797058517,nan,nan,nan,1.0,0.17554260715988831,0.8266563161275847,nan,nan,17,337.7047067451513,47.74983995527367,748.5343671154335,A0,L2,I5,T4,P5,U4,ST2_bias_rw_2x,S02,position_fusion,92.92606318184494,156.73705943320283,-6.37164219608627,0.8751325641421772,105.83784720842489,231.80213799547772,6.540141830493681,75.94021112641707
X_A0_L2_I3_T11__ST4_harsh_combo__S02,imu_only_stress_diagnostic,L2/I3 IMU-only stress diagnostic ST4_harsh_combo/S02.,34,17,40661,8544.727711726773,34756.446266545834,42303.802552409914,19833.682726425573,40661,6251.924041638538,26769.913183810273,33066.63097198769,14920.195064537324,40661,2331.6277352780853,20340.60493260835,29361.91787877637,13067.622191074712,9254.918365407642,38519.295030758425,17917.859656369255,30550.124086828102,17138.120135151996,39171.3811017853,38261.63520971902,2948.0414293638314,34182.03439702556,483.4589223289063,889.2801482571717,43005.73359067786,34492.34463734766,358.7115865322934,nan,nan,nan,nan,nan,17,55596.05313345656,26541.823135868286,97255.86576882767,A0,L2,I3,T11,,,ST4_harsh_combo,S02,imu_only,nan,nan,nan,nan,105.83784720842489,231.80213799547772,-9149.080518199218,-38287.492892762944
X_A0_U4_P0_L2_I3_T2,position_prior_screening,Stress ST4_harsh_combo/S02: A0/U4/P0/L2/I3/T2.,34,17,40661,102.47563251095507,187.7414460693575,219.57025209467156,126.36185564759515,40661,66.35991049447175,136.83711935301457,161.08472794739512,87.55784972970888,40661,58.507165758831206,148.01078331883662,180.43644989892243,91.10950287106934,103.80283113796321,210.96745484164143,127.68594822493472,146.8324080676644,154.43447937371332,96.58743212007641,73.39311854559406,47.20749842765281,54.26953717889401,88.98357784937471,154.87880401553167,nan,nan,nan,1.0,0.9114267760169152,3.9908429649979507,nan,nan,17,219.8601139016013,25.72419153479626,606.5688753096828,A0,L2,I3,T2,P0,U4,ST4_harsh_combo,S02,position_fusion,105.83784720842489,231.80213799547772,2.0350160704616798,20.834683153836295,105.83784720842489,231.80213799547772,2.0350160704616798,20.834683153836295
X_A0_U4_P0_L2_I3_T4,loose_ukf_screening,Stress ST4_harsh_combo/S02: A0/U4/P0/L2/I3/T4.,34,17,40661,97.21911418655527,192.12707303492115,235.51916490592103,129.84214302636963,40661,62.397925358937485,136.0708477228025,165.49330586465828,86.95506834009011,40661,58.70345320186914,150.49715779806138,188.0396092534752,96.42509111040803,100.30866801841745,210.86835966118662,123.17674707665066,150.4940642134199,165.92526460517047,84.13712088823996,68.77249066880243,36.722447280852975,57.455950468846055,90.71720136825687,160.46029547838592,nan,nan,nan,1.0,0.29900406333613405,1.5442628552338857,nan,nan,17,121.78741943611938,26.238531980432185,305.1201981080598,A0,L2,I3,T4,P0,U4,ST4_harsh_combo,S02,position_fusion,105.83784720842489,231.80213799547772,5.52917919000744,20.933778334291105,105.83784720842489,231.80213799547772,5.52917919000744,20.933778334291105
X_A0_U4_P4_L2_I3_T2,position_prior_screening,Stress ST4_harsh_combo/S02: A0/U4/P4/L2/I3/T2.,34,17,40661,87.28279603727457,155.3770557576588,176.24687788466895,103.64124727661407,40661,54.61022617453658,111.09688192673744,130.3465338166164,70.45277934422845,40661,51.05263200200193,126.69147269182486,151.46097129102105,76.0125911920237,91.99975847918458,158.27197959635396,101.48386536596263,106.68280581227053,128.33931181855633,94.16615752410874,68.45677157534955,41.245215924509864,23.436780164382867,79.55396256480034,131.7225273635047,nan,nan,nan,1.0,0.40392473052300293,2.219155148619528,nan,nan,17,402.09875623119825,31.979909643402948,1007.7356720204804,A0,L2,I3,T2,P4,U4,ST4_harsh_combo,S02,position_fusion,78.20862527471638,138.8862359430275,-13.791133204468196,-19.38574365332647,105.83784720842489,231.80213799547772,13.838088729240312,73.53015839912376
X_A0_U4_P4_L2_I3_T4,loose_ukf_screening,Stress ST4_harsh_combo/S02: A0/U4/P4/L2/I3/T4.,34,17,40661,75.21271994379099,133.63632807252472,155.5798245753151,89.40053498448405,40661,44.74958741083177,91.20901928453044,110.44009825483096,59.10425972232334,40661,48.087424624444225,108.39236563784652,129.98855601070534,67.07564489580479,78.47787299681805,138.7402326659189,86.73044257297477,94.1939494622928,111.6495682587889,73.70827592999345,64.63594848967162,38.67652343507456,23.7079558554814,68.58571892594682,116.22232620235523,nan,nan,nan,1.0,0.07211818573306247,0.4099755104062871,nan,nan,17,399.7027686123549,33.00106397770344,1112.6263968759931,A0,L2,I3,T4,P4,U4,ST4_harsh_combo,S02,position_fusion,78.20862527471638,138.8862359430275,-0.26924772210166736,0.1460032771085764,105.83784720842489,231.80213799547772,27.35997421160684,93.06190532955881
X_A0_U4_P5_L2_I3_T2,position_prior_screening,Stress ST4_harsh_combo/S02: A0/U4/P5/L2/I3/T2.,34,17,40661,106.92827982396254,170.57093589347645,189.29006489966238,120.15823236024647,40661,71.15447625661973,138.72687831279185,160.4204768714096,90.58926573017547,40661,57.06270337050205,127.90041552692173,148.73821960187752,78.94039357899503,108.18116147470654,175.09936551893446,116.76855267741651,141.11322549735982,125.8568343289015,96.42366328257424,72.94875285931275,46.62402179271493,54.310144424657835,67.36787328718364,121.57217190153861,nan,nan,nan,1.0,0.43504016461348866,2.201223387414009,nan,nan,17,339.1901818792599,46.4560267541018,896.6980504971414,A0,L2,I3,T2,P5,U4,ST4_harsh_combo,S02,position_fusion,92.92606318184494,156.73705943320283,-15.255098292861604,-18.362306085731632,105.83784720842489,231.80213799547772,-2.343314266281652,56.70277247654326
X_A0_U4_P5_L2_I3_T4,loose_ukf_screening,Stress ST4_harsh_combo/S02: A0/U4/P5/L2/I3/T4.,34,17,40661,97.84901909231615,154.67359838690666,170.5535083859319,108.87108384929654,40661,65.37589763337373,128.14557291419433,148.38816384972506,83.44519112473698,40661,53.343639933313284,112.81683937958917,128.44931338170477,69.92719768928738,93.72981520261393,159.39694359131687,103.89387996679314,126.0923871459487,116.41541780876979,79.31092781433668,68.59511546091639,45.70988488854243,55.96428992608921,61.08578868230646,111.46400583304188,nan,nan,nan,1.0,0.07543478802013803,0.43719516768836897,nan,nan,17,474.11242048979517,48.19368334557248,1052.6445886203464,A0,L2,I3,T4,P5,U4,ST4_harsh_combo,S02,position_fusion,92.92606318184494,156.73705943320283,-0.8037520207689965,-2.659884158114039,105.83784720842489,231.80213799547772,12.108032005810955,72.40519440416085
X_A0_L2_I5_T11__ST4_harsh_combo__S02,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST4_harsh_combo/S02.,34,17,40661,9882.700150960109,40728.92862293987,52428.988528790396,23744.305785544166,40661,7276.929030850564,33340.59830522507,42458.561795866604,19079.727275489397,40661,3558.5698597383953,21801.417737677257,31487.16106716481,14133.50856406052,9948.043431264057,40862.690794124646,19421.49819707166,33870.94497295581,17053.52828174483,60040.43758026212,59299.205793287256,4849.176974360661,59108.85354515384,561.1400584268481,1112.444470334058,46111.49158151842,38072.351131054274,384.44855950173735,nan,nan,nan,nan,nan,17,102773.6370535185,57085.79165699293,207789.23600816884,A0,L2,I5,T11,,,ST4_harsh_combo,S02,imu_only,nan,nan,nan,nan,105.83784720842489,231.80213799547772,-9842.205584055633,-40630.888656129166
X_A0_U4_P0_L2_I5_T2,position_prior_screening,Stress ST4_harsh_combo/S02: A0/U4/P0/L2/I5/T2.,34,17,40661,113.78301332136915,224.14596865845476,262.54041872471737,145.27590241009244,40661,79.62146353296669,170.85549606711945,206.07276896426276,108.96792351612467,40661,61.959600616580815,154.49595246491197,190.77611379028622,96.07850678299863,114.13365238993383,224.21376405230882,134.3372459981428,180.75129978261458,157.12984865747848,126.76995910167125,93.74775736541434,53.339458159091805,52.57062302051088,85.9015074083833,153.4345871526493,nan,nan,nan,1.0,1.671483111391891,8.311334047908755,nan,nan,17,103.10115474078889,27.909389417536374,259.3251268943679,A0,L2,I5,T2,P0,U4,ST4_harsh_combo,S02,position_fusion,105.83784720842489,231.80213799547772,-8.295805181508939,7.588373943168904,105.83784720842489,231.80213799547772,-8.295805181508939,7.588373943168904
X_A0_U4_P0_L2_I5_T4,loose_ukf_screening,Stress ST4_harsh_combo/S02: A0/U4/P0/L2/I5/T4.,34,17,40661,96.15688572577675,185.53224377270075,223.86322337930778,125.12722713944694,40661,62.187040690190706,134.16487400837215,161.1743721441536,85.6106266103731,40661,56.84755257845927,143.44591235270832,178.54875595032382,91.25592355012373,96.5113980120737,195.644225055535,118.40132003450832,144.078479947825,156.4964312265462,84.93775494994509,74.32496461041461,34.51898701354298,56.41316546976978,87.69538493951435,149.53631578430173,nan,nan,nan,1.0,0.5227652525234787,2.6457693862971468,nan,nan,17,149.42004269614927,25.83397380771703,393.19180892816814,A0,L2,I5,T4,P0,U4,ST4_harsh_combo,S02,position_fusion,105.83784720842489,231.80213799547772,9.326449196351192,36.15791293994272,105.83784720842489,231.80213799547772,9.326449196351192,36.15791293994272
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST4_harsh_combo/S02: A0/U4/P4/L2/I5/T2.,34,17,40661,99.59702147188628,204.23043535788904,241.97223564152,130.94964202279687,40661,67.93631026905425,158.09525984477403,189.0338996241722,98.403140761723,40661,56.147735521848745,136.89442473899157,171.16498118450045,86.39809392647025,100.71091409821467,193.72890402370757,119.9364563693163,168.376484214043,136.60170665810864,114.83575574667563,83.84637988398977,51.94292543412297,25.071152201218524,77.62831953210829,133.2937780072076,nan,nan,nan,1.0,0.9973152041001099,5.548022090242881,nan,nan,17,97.48075302643039,34.76321709303977,241.20694947821565,A0,L2,I5,T2,P4,U4,ST4_harsh_combo,S02,position_fusion,78.20862527471638,138.8862359430275,-22.50228882349829,-54.842668080680085,105.83784720842489,231.80213799547772,5.126933110210217,38.07323397177015
X_A0_U4_P4_L2_I5_T4,loose_ukf_screening,Stress ST4_harsh_combo/S02: A0/U4/P4/L2/I5/T4.,34,17,40661,75.81554564793787,136.97149780504884,161.09183451558388,91.13625300666965,40661,46.07989097657143,96.02149997060458,116.30160246014186,61.813237445999455,40661,47.13739465036497,108.38715592139897,130.0808786468508,66.96969679295401,77.63890920931343,137.9598158866645,89.23937796273557,100.845864524695,113.06458978977903,78.50682370146004,66.58679497336327,33.39504087318812,23.99791647436541,73.29277379361284,123.72419379639669,nan,nan,nan,1.0,0.17196639210512346,1.009535098577658,nan,nan,17,361.16693684256956,32.93053911713366,1015.8634085528978,A0,L2,I5,T4,P4,U4,ST4_harsh_combo,S02,position_fusion,78.20862527471638,138.8862359430275,0.5697160654029574,0.9264200563629856,105.83784720842489,231.80213799547772,28.198937999111465,93.84232210881322
X_A0_U4_P5_L2_I5_T2,position_prior_screening,Stress ST4_harsh_combo/S02: A0/U4/P5/L2/I5/T2.,34,17,40661,118.92507738472148,213.93514623706628,253.14167142080382,143.54876921213975,40661,89.53285288948578,170.30546311849153,200.57356070956916,112.33513484489498,40661,58.107377429517214,141.867019510202,181.62627839366814,89.37039007243632,115.66209749274462,205.96625931180517,131.01449840313194,175.15175626278065,129.73387252295277,108.6833651973287,81.98786282465387,49.017467963280296,50.235593168185716,81.05804311432645,151.69841071469006,nan,nan,nan,1.0,1.0233017659683186,5.683534430759884,nan,nan,17,46.13582864597113,42.46704632976298,62.65122694267955,A0,L2,I5,T2,P5,U4,ST4_harsh_combo,S02,position_fusion,92.92606318184494,156.73705943320283,-22.736034310899683,-49.229199878602344,105.83784720842489,231.80213799547772,-9.824250284319731,25.835878683672547
X_A0_U4_P5_L2_I5_T4,loose_ukf_screening,Stress ST4_harsh_combo/S02: A0/U4/P5/L2/I5/T4.,34,17,40661,99.02587041079954,156.22925403355845,171.96561998184595,110.06622046276586,40661,68.45801841919979,128.93858875770056,147.9228579214766,84.9356277082134,40661,53.2446320694055,111.71277190011995,129.58195025214695,70.00365728138746,96.4831908234315,158.89676460154078,103.7098842981613,125.24198547759099,114.0056130611286,75.88695777439581,56.477699326770036,41.58381747434953,55.73451541830616,63.618791094833504,111.03076912103049,nan,nan,nan,1.0,0.17379142377118637,1.0846838306326023,nan,nan,17,282.54708541343484,48.11377885135306,705.270141036106,A0,L2,I5,T4,P5,U4,ST4_harsh_combo,S02,position_fusion,92.92606318184494,156.73705943320283,-3.557127641586561,-2.1597051683379505,105.83784720842489,231.80213799547772,9.35465638499339,72.90537339393694
X_A0_L2_I3_T11__ST0_nominal__S03,imu_only_stress_diagnostic,L2/I3 IMU-only stress diagnostic ST0_nominal/S03.,34,17,40661,3536.4756421733873,15119.94196375195,18321.796857127316,8389.086475062522,40661,2498.672836027884,12041.083524748252,15422.251290008619,6823.162966586269,40661,1197.5335094520226,8601.63234359271,11608.773422694856,4880.698619816902,3284.409301175551,16043.342934044169,7759.916010529396,12786.983192375985,7772.014354942335,12688.649712478527,12338.612968892037,1421.4961218865603,9740.456771318171,543.2124320634343,989.2458852421687,18372.31075251753,14248.710493308261,153.226395521308,nan,nan,nan,nan,nan,17,18615.16127801803,7722.8593872958845,34030.369923824015,A0,L2,I3,T11,,,ST0_nominal,S03,imu_only,nan,nan,nan,nan,105.83784720842489,231.80213799547772,-3178.5714539671258,-15811.540796048692
