stress_id,L,P,I,T,n,p50_mean,p95_mean,p95_std,rmse_mean,horiz_xz_p95_mean,vertical_y_p95_mean,sameP_delta_p95_mean,sameP_improved_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short,stress_rank
ST0_nominal,L16,P4,I5,T2,5,68.36267037975645,112.31625370956513,5.0745308529920425,75.28368496445468,79.073808703922,91.14516005780168,26.569982233462373,1.0,119.4858842859126,16.893753714556375,111.67089179810773,374.5186840495828,L16 ICM-45686,X_A0_U4_P4_L16_I5_T2,1
ST0_nominal,L20,P4,I5,T2,5,71.33279812645345,116.23822884693534,3.4912271114167903,78.53606582625059,80.15393254287059,92.56113556241685,22.64800709609215,1.0,115.5639091485424,16.548099437431766,106.63660130931389,400.882641033901,L20 Xsens MTi-3,X_A0_U4_P4_L20_I5_T2,2
ST0_nominal,L2,P4,I3,T4,5,75.06127467760112,130.06771594659895,4.474293039925816,82.71086609960687,92.29612994872068,106.3066952139485,8.818519996428538,1.0,101.73442204887877,23.561155763194478,115.45414233632012,422.13343539680227,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I3_T4,8
ST1_vibration_3x,L20,P4,I5,T2,5,69.40562150493602,114.94660157765836,2.810974052176021,76.66884119055953,80.72420544810988,92.55360806559688,23.93963436536912,1.0,116.85553641781935,16.666008563366397,106.93544978662446,389.80254941848796,L20 Xsens MTi-3,X_A0_U4_P4_L20_I5_T2,1
ST1_vibration_3x,L16,P4,I5,T2,5,70.91191779906629,117.42366478203783,2.3800198351175066,78.44573077745564,81.32734992803408,95.17979971466886,21.462571160989658,1.0,114.37847321343989,16.989700660771554,111.25349654243045,325.64266300324147,L16 ICM-45686,X_A0_U4_P4_L16_I5_T2,2
ST1_vibration_3x,L2,P4,I5,T4,5,76.28229140543743,131.95678889176384,3.3044148009715952,85.76015182258514,88.7967325293682,109.1250168562315,6.929447051263639,1.0,99.84534910371387,23.295146444399016,110.59617354902039,368.50752279637015,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I5_T4,8
ST2_bias_rw_2x,L20,P4,I3,T2,5,72.58298425720537,125.34846592601869,5.003681310926088,81.05197660403549,91.28708036845065,102.01030261164078,13.537770017008802,1.0,106.45367206945903,20.275327644384355,116.3219779981011,372.0716778548854,L20 Xsens MTi-3,X_A0_U4_P4_L20_I3_T2,1
ST2_bias_rw_2x,L16,P4,I5,T4,5,74.43655942634265,129.00746292227376,3.303102434288014,82.614235518051,86.74941083442636,103.53459764165368,9.878773020753737,1.0,102.79467507320396,22.87519086075664,106.49394121019608,422.4386400854878,L16 ICM-45686,X_A0_U4_P4_L16_I5_T4,4
ST2_bias_rw_2x,L2,P4,I5,T4,5,78.33689236544416,133.80162692039534,4.038471474086647,86.41582438888301,94.75321046814216,110.03724170294527,5.084609022632156,1.0,98.00051107508239,23.34911423574968,120.22226751857818,398.614447777912,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I5_T4,9
ST3_extrinsic_4x,L20,P4,I5,T2,5,70.91499079641537,121.58234669904678,7.4446611653359644,78.40342604705054,87.68096753175342,89.69695973790655,17.3038892439807,1.0,110.21979129643094,16.87644297541674,111.45180228899164,352.74473359224675,L20 Xsens MTi-3,X_A0_U4_P4_L20_I5_T2,1
ST3_extrinsic_4x,L16,P4,I3,T2,5,72.81371692497228,122.37875694529062,3.2385840526426515,80.73930220026445,85.97811629775786,100.88071576631174,16.507478997736865,1.0,109.42338105018709,20.028501591081202,116.48583942913294,370.8453873553643,L16 ICM-45686,X_A0_U4_P4_L16_I3_T2,2
ST3_extrinsic_4x,L2,P4,I5,T4,5,76.8307044244461,133.76747772930176,4.727987114567514,85.66933153424846,93.31179005723155,109.68109924210694,5.118758213725732,0.8,98.03466026617596,23.419283460785447,115.83619178061738,390.02761274289935,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I5_T4,9
ST4_harsh_combo,L20,P4,I5,T4,5,76.4559712387165,129.4367304524901,3.1582824185817975,83.62565479692356,91.03181148554754,106.793570684853,9.449505490537373,1.0,102.36540754298761,23.08782101785108,112.7017156874947,372.29756045391696,L20 Xsens MTi-3,X_A0_U4_P4_L20_I5_T4,1
ST4_harsh_combo,L16,P4,I3,T4,5,75.26659981172904,131.74463022668635,2.81423264085801,84.14722946884476,91.55995697214887,105.35230019146329,7.141605716341127,1.0,100.05750776879135,23.526717671256943,115.6961588915328,377.28523586434505,L16 ICM-45686,X_A0_U4_P4_L16_I3_T4,2
ST4_harsh_combo,L2,P4,I5,T4,5,79.16578322046648,135.63736440907806,2.2226055623318928,88.54393000861879,99.5839519410585,111.91127270268734,3.2488715339494263,1.0,96.16477358639966,23.702239490618997,122.05293125457627,371.48505516244626,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I5_T4,6
